time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_VoltageSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;8.333e-01;-1.565e-08;7.979e-01;-9.526e-09;1.051e+00;1.045e+00;8.083e-01;2.061e-02;1.044e+00;7.500e-01;-2.203e-08;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.011496000;1.044e+00;8.333e-01;-3.894e-03;7.978e-01;-3.729e-03;1.050e+00;1.045e+00;8.083e-01;1.688e-02;1.044e+00;7.499e-01;-3.505e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.029744000;1.044e+00;8.333e-01;-3.244e-03;7.979e-01;-3.106e-03;1.050e+00;1.045e+00;8.083e-01;1.751e-02;1.044e+00;7.500e-01;-2.920e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.222536000;1.044e+00;8.333e-01;-1.018e-02;7.979e-01;-9.751e-03;1.048e+00;1.045e+00;8.084e-01;1.086e-02;1.044e+00;7.500e-01;-9.166e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.296536000;1.044e+00;8.333e-01;-1.220e-02;7.979e-01;-1.168e-02;1.047e+00;1.045e+00;8.085e-01;8.938e-03;1.044e+00;7.500e-01;-1.098e-02;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.433534000;1.044e+00;8.333e-01;-1.509e-02;7.979e-01;-1.445e-02;1.047e+00;1.045e+00;8.085e-01;6.167e-03;1.044e+00;7.500e-01;-1.358e-02;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.719642000;1.044e+00;8.333e-01;-1.838e-02;7.979e-01;-1.760e-02;1.045e+00;1.045e+00;8.086e-01;3.026e-03;1.044e+00;7.500e-01;-1.654e-02;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.724642000;1.044e+00;8.333e-01;-1.841e-02;7.979e-01;-1.763e-02;1.045e+00;1.045e+00;8.086e-01;2.994e-03;1.044e+00;7.500e-01;-1.657e-02;1.000e+01;1.045e+00;5.000e+01;5.000e+01
1.121642000;1.044e+00;8.333e-01;-1.964e-02;7.979e-01;-1.880e-02;1.045e+00;1.045e+00;8.086e-01;1.821e-03;1.044e+00;7.500e-01;-1.767e-02;1.000e+01;1.045e+00;5.000e+01;5.000e+01
19.989996000;1.045e+00;8.335e-01;-1.998e-02;7.979e-01;-1.913e-02;1.045e+00;1.045e+00;8.086e-01;1.490e-03;1.045e+00;7.501e-01;-1.799e-02;1.000e+01;1.045e+00;5.000e+01;5.000e+01
19.989997000;1.045e+00;8.335e-01;-1.998e-02;7.979e-01;-1.913e-02;1.045e+00;1.045e+00;8.086e-01;1.491e-03;1.045e+00;7.501e-01;-1.799e-02;1.000e+01;1.045e+00;5.000e+01;5.000e+01
19.989998000;1.045e+00;8.334e-01;-1.998e-02;7.979e-01;-1.913e-02;1.045e+00;1.045e+00;8.086e-01;1.491e-03;1.045e+00;7.501e-01;-1.798e-02;1.000e+01;1.045e+00;5.000e+01;5.000e+01
19.990000000;1.044e+00;8.333e-01;-1.998e-02;7.979e-01;-1.913e-02;1.045e+00;1.045e+00;8.086e-01;1.494e-03;1.044e+00;7.500e-01;-1.798e-02;1.000e+01;1.045e+00;5.000e+01;5.000e+01
19.990007000;1.044e+00;8.330e-01;-1.997e-02;7.979e-01;-1.913e-02;1.045e+00;1.044e+00;8.086e-01;1.499e-03;1.044e+00;7.497e-01;-1.798e-02;1.000e+01;1.045e+00;5.000e+01;5.000e+01
19.990615000;1.012e+00;8.078e-01;-1.934e-02;7.979e-01;-1.910e-02;1.013e+00;1.012e+00;8.086e-01;2.007e-03;1.012e+00;7.270e-01;-1.741e-02;1.000e+01;1.045e+00;5.000e+01;5.000e+01
19.992646000;9.064e-01;7.242e-01;-1.447e-02;7.990e-01;-1.596e-02;9.085e-01;9.066e-01;8.097e-01;7.039e-03;9.064e-01;6.518e-01;-1.302e-02;1.000e+01;1.045e+00;5.000e+01;5.000e+01
19.994681000;8.002e-01;6.409e-01;-1.301e-03;8.010e-01;-1.626e-03;8.065e-01;8.008e-01;8.113e-01;2.380e-02;8.002e-01;5.769e-01;-1.171e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
19.994769000;7.957e-01;6.372e-01;-5.122e-04;8.009e-01;-6.438e-04;8.022e-01;7.962e-01;8.112e-01;2.489e-02;7.957e-01;5.735e-01;-4.610e-04;1.000e+01;1.045e+00;5.000e+01;5.000e+01
19.997944000;6.300e-01;4.936e-01;3.714e-02;7.835e-01;5.895e-02;6.489e-01;6.321e-01;7.918e-01;8.860e-02;6.300e-01;4.442e-01;3.342e-02;1.000e+01;1.045e+00;5.000e+01;5.000e+01
19.998637000;5.938e-01;4.610e-01;4.739e-02;7.763e-01;7.981e-02;6.162e-01;5.964e-01;7.838e-01;1.104e-01;5.938e-01;4.149e-01;4.265e-02;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.001466000;4.463e-01;3.292e-01;1.004e-01;7.376e-01;2.250e-01;4.878e-01;4.525e-01;7.384e-01;2.603e-01;4.463e-01;2.962e-01;9.038e-02;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.007478000;1.326e-01;7.653e-02;7.638e-02;5.772e-01;5.761e-01;1.758e-01;1.476e-01;5.292e-01;6.353e-01;1.326e-01;6.888e-02;6.874e-02;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.009996000;1.000e-03;4.922e-04;6.733e-04;4.922e-01;6.733e-01;2.691e-02;2.147e-02;3.245e-02;8.441e-01;1.000e-03;4.430e-04;6.060e-04;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.015681000;1.000e-03;3.211e-04;8.322e-04;3.211e-01;8.322e-01;2.918e-02;2.297e-02;2.408e-02;9.011e-01;1.000e-03;2.890e-04;7.490e-04;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.022587000;1.000e-03;2.356e-04;9.344e-04;2.356e-01;9.344e-01;3.195e-02;2.474e-02;2.039e-02;9.719e-01;1.000e-03;2.120e-04;8.410e-04;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.023393000;1.000e-03;2.211e-04;7.411e-04;2.211e-01;7.411e-01;2.479e-02;2.008e-02;1.981e-02;7.817e-01;1.000e-03;1.990e-04;6.670e-04;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.025021000;1.000e-03;1.833e-04;3.756e-04;1.833e-01;3.756e-01;1.280e-02;1.135e-02;2.144e-02;4.265e-01;1.000e-03;1.650e-04;3.380e-04;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.026137000;1.000e-03;1.533e-04;1.422e-04;1.533e-01;1.422e-01;6.518e-03;6.117e-03;2.906e-02;2.187e-01;1.000e-03;1.380e-04;1.280e-04;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.026916000;1.000e-03;-1.111e-05;-5.562e-06;-1.111e-02;-5.556e-03;1.000e-03;1.000e-03;4.328e-09;-1.022e-09;1.000e-03;-9.996e-06;-4.999e-06;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.149997000;9.970e-04;-1.111e-05;-5.560e-06;-1.114e-02;-5.572e-03;9.970e-04;9.970e-04;4.532e-09;-3.305e-10;9.970e-04;-1.001e-05;-4.996e-06;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.161532000;1.079e-02;-6.456e-04;9.944e-04;-5.982e-02;9.215e-02;1.079e-02;1.079e-02;8.498e-09;-2.453e-09;1.079e-02;-5.810e-04;8.950e-04;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.161585000;1.083e-02;-5.144e-04;7.311e-04;-4.748e-02;6.748e-02;1.083e-02;1.083e-02;8.304e-09;-2.240e-09;1.083e-02;-4.630e-04;6.580e-04;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.179124000;2.573e-02;-7.281e-01;-7.281e+00;-2.830e+01;-2.830e+02;2.573e-02;2.573e-02;-3.017e-09;2.173e-09;2.573e-02;-6.553e-01;-6.553e+00;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.276604000;1.085e-01;-1.295e+01;-1.295e+02;-1.193e+02;-1.193e+03;1.085e-01;1.085e-01;2.897e-09;1.216e-10;1.085e-01;-1.165e+01;-1.165e+02;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.276608000;1.085e-01;-1.295e+01;-1.295e+02;-1.194e+02;-1.194e+03;1.085e-01;1.085e-01;3.259e-09;-5.418e-10;1.085e-01;-1.165e+01;-1.165e+02;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.276640000;1.085e-01;-1.295e+01;-1.295e+02;-1.194e+02;-1.194e+03;1.085e-01;1.085e-01;3.071e-05;5.426e-04;1.085e-01;-1.166e+01;-1.166e+02;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.292996000;1.224e-01;-1.648e+01;-1.648e+02;-1.346e+02;-1.346e+03;1.456e-01;1.313e-01;3.308e-02;3.627e-01;1.224e-01;-1.483e+01;-1.483e+02;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.293207000;1.226e-01;-1.653e+01;-1.653e+02;-1.348e+02;-1.348e+03;1.461e-01;1.316e-01;3.350e-02;3.683e-01;1.226e-01;-1.487e+01;-1.487e+02;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.295751000;1.247e-01;-1.711e+01;-1.711e+02;-1.372e+02;-1.372e+03;1.531e-01;1.354e-01;3.464e-02;4.363e-01;1.247e-01;-1.540e+01;-1.540e+02;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.314931000;1.410e-01;-2.187e+01;-2.187e+02;-1.551e+02;-1.550e+03;2.151e-01;1.655e-01;4.338e-02;9.998e-01;1.410e-01;-1.969e+01;-1.968e+02;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.315084000;1.412e-01;-2.191e+01;-2.191e+02;-1.552e+02;-1.552e+03;2.153e-01;1.656e-01;4.345e-02;9.998e-01;1.412e-01;-1.972e+01;-1.972e+02;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.315391000;1.414e-01;-2.199e+01;-2.199e+02;-1.555e+02;-1.555e+03;2.156e-01;1.659e-01;4.359e-02;9.998e-01;1.414e-01;-1.979e+01;-1.979e+02;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.321224000;1.464e-01;-2.356e+01;-2.355e+02;-1.610e+02;-1.609e+03;2.221e-01;1.708e-01;4.689e-02;9.999e-01;1.464e-01;-2.120e+01;-2.120e+02;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.349592000;1.705e-01;-3.195e+01;-3.195e+02;-1.874e+02;-1.874e+03;2.534e-01;1.949e-01;7.192e-02;1.000e+00;1.705e-01;-2.875e+01;-2.875e+02;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.694283000;4.631e-01;-2.357e+02;-2.359e+03;-5.090e+02;-5.094e+03;6.338e-01;4.875e-01;4.173e-01;1.000e+00;4.631e-01;-2.122e+02;-2.123e+03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.694315000;4.631e-01;-2.358e+02;-2.359e+03;-5.090e+02;-5.094e+03;6.338e-01;4.876e-01;4.173e-01;9.998e-01;4.631e-01;-2.122e+02;-2.123e+03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.694379000;4.632e-01;-2.358e+02;-2.360e+03;-5.091e+02;-5.094e+03;6.339e-01;4.876e-01;4.174e-01;9.996e-01;4.632e-01;-2.122e+02;-2.124e+03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.759194000;5.182e-01;-2.952e+02;-2.954e+03;-5.696e+02;-5.700e+03;6.631e-01;5.373e-01;4.822e-01;7.806e-01;5.182e-01;-2.656e+02;-2.658e+03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.764962000;5.231e-01;-3.008e+02;-3.010e+03;-5.750e+02;-5.754e+03;6.660e-01;5.418e-01;4.880e-01;7.643e-01;5.231e-01;-2.707e+02;-2.709e+03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.770962000;5.282e-01;-3.067e+02;-3.069e+03;-5.806e+02;-5.810e+03;6.696e-01;5.465e-01;4.940e-01;7.507e-01;5.282e-01;-2.760e+02;-2.762e+03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.772962000;5.299e-01;-3.086e+02;-3.089e+03;-5.824e+02;-5.829e+03;6.709e-01;5.481e-01;4.960e-01;7.466e-01;5.299e-01;-2.778e+02;-2.780e+03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.797962000;5.511e-01;-3.338e+02;-3.341e+03;-6.058e+02;-6.062e+03;6.882e-01;5.683e-01;5.210e-01;7.032e-01;5.511e-01;-3.005e+02;-3.007e+03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.881962000;6.224e-01;-4.258e+02;-4.262e+03;-6.841e+02;-6.847e+03;7.446e-01;6.363e-01;6.050e-01;5.672e-01;6.224e-01;-3.832e+02;-3.836e+03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
20.978962000;7.048e-01;-5.460e+02;-5.464e+03;-7.746e+02;-7.753e+03;8.028e-01;7.148e-01;7.021e-01;4.102e-01;7.048e-01;-4.914e+02;-4.918e+03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
21.008193000;7.296e-01;-5.851e+02;-5.856e+03;-8.019e+02;-8.026e+03;8.188e-01;7.385e-01;7.313e-01;3.629e-01;7.296e-01;-5.266e+02;-5.270e+03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
21.012216000;7.330e-01;-5.906e+02;-5.911e+03;-8.057e+02;-8.064e+03;8.208e-01;7.417e-01;7.353e-01;3.553e-01;7.330e-01;-5.315e+02;-5.320e+03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
21.018216000;7.381e-01;-5.988e+02;-5.993e+03;-8.113e+02;-8.120e+03;8.229e-01;7.464e-01;7.413e-01;3.415e-01;7.381e-01;-5.389e+02;-5.394e+03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
21.041390000;7.578e-01;-6.311e+02;-6.317e+03;-8.329e+02;-8.336e+03;8.283e-01;7.646e-01;7.645e-01;2.781e-01;7.578e-01;-5.680e+02;-5.685e+03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
21.043390000;7.595e-01;-6.340e+02;-6.345e+03;-8.347e+02;-8.355e+03;8.292e-01;7.662e-01;7.665e-01;2.743e-01;7.595e-01;-5.706e+02;-5.711e+03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
21.047390000;7.629e-01;-6.397e+02;-6.402e+03;-8.385e+02;-8.392e+03;8.316e-01;7.694e-01;7.705e-01;2.694e-01;7.629e-01;-5.757e+02;-5.762e+03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
21.063693000;7.767e-01;-6.631e+02;-6.637e+03;-8.537e+02;-8.545e+03;8.428e-01;7.829e-01;7.868e-01;2.549e-01;7.767e-01;-5.968e+02;-5.973e+03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
21.093774000;8.023e-01;-7.074e+02;-7.080e+03;-8.818e+02;-8.826e+03;8.601e-01;8.075e-01;8.169e-01;2.168e-01;8.023e-01;-6.367e+02;-6.372e+03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
21.094577000;8.029e-01;-7.086e+02;-7.092e+03;-8.825e+02;-8.833e+03;8.605e-01;8.082e-01;8.177e-01;2.159e-01;8.029e-01;-6.377e+02;-6.383e+03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
