time;BusPDR_bus_terminal_V_re;BusPDR_bus_terminal_V_im;AuxLoad_Xfmr_transformer_terminal1_V_re;AuxLoad_Xfmr_transformer_terminal1_V_im;AuxLoad_Xfmr_transformer_terminal1_i_re;AuxLoad_Xfmr_transformer_terminal1_i_im;StepUp_Xfmr_transformer_terminal1_V_re;StepUp_Xfmr_transformer_terminal1_V_im;StepUp_Xfmr_transformer_terminal1_i_re;StepUp_Xfmr_transformer_terminal1_i_im;StepUp_Xfmr_transformer_tap_value;Wind_Turbine_WPP_wT4BCurrentSource_wT4Injector_genSystem_iECFrameRotation_ipCmdPu;Wind_Turbine_WPP_wT4BCurrentSource_wT4Injector_genSystem_iECFrameRotation_iqCmdPu;Wind_Turbine_WPP_UWPRefPu;Wind_Turbine_WPP_wPPControl2015_qControl_UWPPu;Wind_Turbine_WPP_wPPControl2015_qControl_QWPPu;Wind_Turbine_WPP_omegaRefPu;
0.000000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.010000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.010000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.020000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.030000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.040000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.050000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.060000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.070000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.080000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.090000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.100000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.110000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.120000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.130000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.140000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.150000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.160000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.170000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.180000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.190000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.200000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.210000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.220000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.230000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.240000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.250000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.260000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.270000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.280000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
0.290000;1.044444;-0.000000;1.044444;-0.000000;0.009574;-0.004787;1.044444;-0.000000;-0.584043;0.004787;10.000000;0.648781;-0.015170;1.044872;1.044872;0.015851;1.000000;
