time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_AVRSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;-6.667e-01;2.167e-01;-6.383e-01;2.074e-01;1.050e+00;-6.191e-01;2.245e-01;1.044e+00;-4.000e-01;1.300e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
19.989997000;1.044e+00;-6.666e-01;2.167e-01;-6.383e-01;2.074e-01;1.050e+00;-6.191e-01;2.245e-01;1.044e+00;-4.000e-01;1.300e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
19.990004000;1.044e+00;-6.667e-01;2.167e-01;-6.383e-01;2.074e-01;1.050e+00;-6.191e-01;2.245e-01;1.044e+00;-4.000e-01;1.300e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
19.990028000;1.045e+00;-6.669e-01;2.167e-01;-6.383e-01;2.074e-01;1.050e+00;-6.191e-01;2.245e-01;1.045e+00;-4.001e-01;1.300e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
19.990060000;1.045e+00;-6.672e-01;2.168e-01;-6.383e-01;2.074e-01;1.050e+00;-6.191e-01;2.245e-01;1.045e+00;-4.003e-01;1.301e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
19.990124000;1.046e+00;-6.677e-01;2.170e-01;-6.383e-01;2.074e-01;1.051e+00;-6.191e-01;2.244e-01;1.046e+00;-4.006e-01;1.302e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
19.990252000;1.048e+00;-6.687e-01;2.173e-01;-6.383e-01;2.074e-01;1.053e+00;-6.192e-01;2.244e-01;1.048e+00;-4.012e-01;1.304e-01;1.000e+01;1.120e+00;5.001e+01;5.001e+01
19.990753000;1.054e+00;-6.728e-01;2.186e-01;-6.383e-01;2.074e-01;1.059e+00;-6.192e-01;2.244e-01;1.054e+00;-4.037e-01;1.312e-01;1.000e+01;1.120e+00;5.001e+01;5.001e+01
19.990757000;1.054e+00;-6.728e-01;2.187e-01;-6.383e-01;2.074e-01;1.059e+00;-6.192e-01;2.244e-01;1.054e+00;-4.037e-01;1.312e-01;1.000e+01;1.120e+00;5.002e+01;5.002e+01
19.991284000;1.061e+00;-6.771e-01;2.200e-01;-6.383e-01;2.074e-01;1.066e+00;-6.192e-01;2.242e-01;1.061e+00;-4.063e-01;1.320e-01;1.000e+01;1.120e+00;5.002e+01;5.002e+01
19.992052000;1.071e+00;-6.833e-01;2.217e-01;-6.382e-01;2.071e-01;1.076e+00;-6.191e-01;2.239e-01;1.071e+00;-4.100e-01;1.330e-01;1.000e+01;1.120e+00;5.002e+01;5.002e+01
19.992308000;1.074e+00;-6.853e-01;2.223e-01;-6.382e-01;2.070e-01;1.079e+00;-6.191e-01;2.237e-01;1.074e+00;-4.112e-01;1.334e-01;1.000e+01;1.120e+00;5.003e+01;5.003e+01
19.993076000;1.084e+00;-6.915e-01;2.236e-01;-6.380e-01;2.064e-01;1.089e+00;-6.190e-01;2.230e-01;1.084e+00;-4.149e-01;1.342e-01;1.000e+01;1.120e+00;5.003e+01;5.003e+01
19.993332000;1.087e+00;-6.935e-01;2.240e-01;-6.380e-01;2.061e-01;1.092e+00;-6.190e-01;2.227e-01;1.087e+00;-4.161e-01;1.344e-01;1.000e+01;1.120e+00;5.003e+01;5.003e+01
19.994356000;1.100e+00;-7.015e-01;2.251e-01;-6.377e-01;2.046e-01;1.105e+00;-6.187e-01;2.212e-01;1.100e+00;-4.209e-01;1.351e-01;1.000e+01;1.120e+00;5.003e+01;5.003e+01
19.994612000;1.103e+00;-7.035e-01;2.253e-01;-6.376e-01;2.042e-01;1.108e+00;-6.187e-01;2.207e-01;1.103e+00;-4.221e-01;1.352e-01;1.000e+01;1.120e+00;5.003e+01;5.003e+01
19.995380000;1.113e+00;-7.094e-01;2.255e-01;-6.373e-01;2.025e-01;1.118e+00;-6.184e-01;2.190e-01;1.113e+00;-4.256e-01;1.353e-01;1.000e+01;1.120e+00;5.003e+01;5.003e+01
19.995636000;1.116e+00;-7.113e-01;2.254e-01;-6.371e-01;2.019e-01;1.122e+00;-6.183e-01;2.183e-01;1.116e+00;-4.268e-01;1.353e-01;1.000e+01;1.120e+00;5.003e+01;5.003e+01
19.995892000;1.120e+00;-7.133e-01;2.253e-01;-6.370e-01;2.012e-01;1.125e+00;-6.181e-01;2.176e-01;1.120e+00;-4.280e-01;1.352e-01;1.000e+01;1.120e+00;5.003e+01;5.003e+01
19.996404000;1.126e+00;-7.171e-01;2.250e-01;-6.367e-01;1.997e-01;1.131e+00;-6.179e-01;2.161e-01;1.126e+00;-4.303e-01;1.350e-01;1.000e+01;1.120e+00;5.003e+01;5.003e+01
19.997787000;1.144e+00;-7.272e-01;2.228e-01;-6.357e-01;1.948e-01;1.149e+00;-6.170e-01;2.110e-01;1.144e+00;-4.363e-01;1.337e-01;1.000e+01;1.120e+00;5.003e+01;5.003e+01
19.998247000;1.150e+00;-7.304e-01;2.217e-01;-6.353e-01;1.928e-01;1.155e+00;-6.166e-01;2.090e-01;1.150e+00;-4.383e-01;1.330e-01;1.000e+01;1.120e+00;5.003e+01;5.003e+01
19.998708000;1.156e+00;-7.337e-01;2.204e-01;-6.348e-01;1.907e-01;1.161e+00;-6.162e-01;2.068e-01;1.156e+00;-4.402e-01;1.323e-01;1.000e+01;1.120e+00;5.003e+01;5.003e+01
