time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_AVRSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
19.999169000;1.162e+00;-7.369e-01;2.189e-01;-6.343e-01;1.885e-01;1.166e+00;-6.158e-01;2.045e-01;1.162e+00;-4.421e-01;1.314e-01;1.000e+01;1.120e+00;5.003e+01;5.003e+01
19.999996000;1.172e+00;-7.424e-01;2.157e-01;-6.334e-01;1.841e-01;1.177e+00;-6.149e-01;2.000e-01;1.172e+00;-4.455e-01;1.294e-01;1.000e+01;1.120e+00;5.003e+01;5.003e+01
20.000012000;1.172e+00;-7.426e-01;2.157e-01;-6.334e-01;1.840e-01;1.177e+00;-6.149e-01;1.999e-01;1.172e+00;-4.455e-01;1.294e-01;1.000e+01;1.120e+00;5.003e+01;5.003e+01
20.001020000;1.185e+00;-7.491e-01;2.109e-01;-6.321e-01;1.779e-01;1.190e+00;-6.137e-01;1.937e-01;1.185e+00;-4.495e-01;1.265e-01;1.000e+01;1.120e+00;5.003e+01;5.003e+01
20.002044000;1.198e+00;-7.556e-01;2.050e-01;-6.305e-01;1.710e-01;1.203e+00;-6.123e-01;1.867e-01;1.198e+00;-4.534e-01;1.230e-01;1.000e+01;1.120e+00;5.003e+01;5.003e+01
20.002556000;1.205e+00;-7.587e-01;2.016e-01;-6.297e-01;1.674e-01;1.209e+00;-6.115e-01;1.830e-01;1.205e+00;-4.552e-01;1.210e-01;1.000e+01;1.120e+00;5.003e+01;5.003e+01
20.003068000;1.211e+00;-7.618e-01;1.981e-01;-6.289e-01;1.635e-01;1.216e+00;-6.107e-01;1.790e-01;1.211e+00;-4.571e-01;1.188e-01;1.000e+01;1.120e+00;5.003e+01;5.003e+01
20.004604000;1.231e+00;-7.707e-01;1.858e-01;-6.260e-01;1.509e-01;1.235e+00;-6.081e-01;1.663e-01;1.231e+00;-4.624e-01;1.115e-01;1.000e+01;1.120e+00;5.003e+01;5.003e+01
20.005116000;1.238e+00;-7.735e-01;1.812e-01;-6.250e-01;1.464e-01;1.241e+00;-6.071e-01;1.617e-01;1.238e+00;-4.641e-01;1.087e-01;1.000e+01;1.120e+00;5.003e+01;5.003e+01
20.006835000;1.260e+00;-7.825e-01;1.640e-01;-6.212e-01;1.302e-01;1.263e+00;-6.036e-01;1.453e-01;1.260e+00;-4.695e-01;9.842e-02;1.000e+01;1.120e+00;5.003e+01;5.003e+01
20.007349000;1.266e+00;-7.850e-01;1.582e-01;-6.200e-01;1.250e-01;1.269e+00;-6.025e-01;1.400e-01;1.266e+00;-4.710e-01;9.495e-02;1.000e+01;1.120e+00;5.003e+01;5.003e+01
20.007680000;1.270e+00;-7.866e-01;1.543e-01;-6.192e-01;1.215e-01;1.273e+00;-6.017e-01;1.364e-01;1.270e+00;-4.720e-01;9.258e-02;1.000e+01;1.120e+00;5.003e+01;5.003e+01
20.008340000;1.279e+00;-7.898e-01;1.459e-01;-6.176e-01;1.141e-01;1.282e+00;-6.002e-01;1.290e-01;1.279e+00;-4.739e-01;8.755e-02;1.000e+01;1.120e+00;5.003e+01;5.003e+01
20.008670000;1.283e+00;-7.913e-01;1.415e-01;-6.167e-01;1.103e-01;1.286e+00;-5.994e-01;1.251e-01;1.283e+00;-4.748e-01;8.487e-02;1.000e+01;1.120e+00;5.003e+01;5.003e+01
20.009001000;1.287e+00;-7.928e-01;1.368e-01;-6.159e-01;1.063e-01;1.290e+00;-5.986e-01;1.211e-01;1.287e+00;-4.757e-01;8.210e-02;1.000e+01;1.120e+00;5.003e+01;5.003e+01
20.009992000;1.300e+00;-7.971e-01;1.219e-01;-6.132e-01;9.377e-02;1.302e+00;-5.961e-01;1.085e-01;1.300e+00;-4.783e-01;7.314e-02;1.000e+01;1.120e+00;5.003e+01;5.003e+01
20.010004000;1.300e+00;-7.972e-01;1.217e-01;-6.132e-01;9.361e-02;1.302e+00;-5.961e-01;1.083e-01;1.300e+00;-4.783e-01;7.301e-02;1.000e+01;1.120e+00;5.003e+01;5.003e+01
20.010012000;1.300e+00;-7.971e-01;1.216e-01;-6.132e-01;9.350e-02;1.302e+00;-5.960e-01;1.082e-01;1.300e+00;-4.783e-01;7.293e-02;1.000e+01;1.120e+00;5.003e+01;5.003e+01
20.010028000;1.300e+00;-7.971e-01;1.213e-01;-6.131e-01;9.329e-02;1.302e+00;-5.960e-01;1.080e-01;1.300e+00;-4.782e-01;7.277e-02;1.000e+01;1.120e+00;5.003e+01;5.003e+01
20.010060000;1.300e+00;-7.970e-01;1.207e-01;-6.130e-01;9.287e-02;1.302e+00;-5.959e-01;1.075e-01;1.300e+00;-4.782e-01;7.244e-02;1.000e+01;1.120e+00;5.002e+01;5.002e+01
20.010124000;1.300e+00;-7.967e-01;1.196e-01;-6.129e-01;9.203e-02;1.302e+00;-5.958e-01;1.067e-01;1.300e+00;-4.780e-01;7.178e-02;1.000e+01;1.120e+00;5.002e+01;5.002e+01
20.010380000;1.300e+00;-7.958e-01;1.152e-01;-6.122e-01;8.860e-02;1.302e+00;-5.951e-01;1.033e-01;1.300e+00;-4.775e-01;6.911e-02;1.000e+01;1.120e+00;5.002e+01;5.002e+01
20.010764000;1.300e+00;-7.944e-01;1.083e-01;-6.111e-01;8.334e-02;1.302e+00;-5.941e-01;9.798e-02;1.300e+00;-4.766e-01;6.501e-02;1.000e+01;1.120e+00;5.002e+01;5.002e+01
20.010892000;1.300e+00;-7.939e-01;1.060e-01;-6.107e-01;8.156e-02;1.302e+00;-5.937e-01;9.619e-02;1.300e+00;-4.764e-01;6.362e-02;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.012530000;1.300e+00;-7.878e-01;7.507e-02;-6.060e-01;5.775e-02;1.302e+00;-5.892e-01;7.227e-02;1.300e+00;-4.727e-01;4.504e-02;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.012761000;1.300e+00;-7.869e-01;7.056e-02;-6.053e-01;5.427e-02;1.301e+00;-5.886e-01;6.878e-02;1.300e+00;-4.721e-01;4.233e-02;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.015065000;1.300e+00;-7.779e-01;2.395e-02;-5.984e-01;1.842e-02;1.301e+00;-5.821e-01;3.278e-02;1.300e+00;-4.667e-01;1.437e-02;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.015295000;1.300e+00;-7.770e-01;1.919e-02;-5.977e-01;1.476e-02;1.300e+00;-5.815e-01;2.910e-02;1.300e+00;-4.662e-01;1.151e-02;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.015756000;1.300e+00;-7.752e-01;9.645e-03;-5.963e-01;7.419e-03;1.300e+00;-5.802e-01;2.173e-02;1.300e+00;-4.651e-01;5.787e-03;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.017599000;1.300e+00;-7.681e-01;-2.868e-02;-5.908e-01;-2.206e-02;1.300e+00;-5.750e-01;-7.868e-03;1.300e+00;-4.608e-01;-1.721e-02;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.017830000;1.300e+00;-7.672e-01;-3.347e-02;-5.902e-01;-2.574e-02;1.299e+00;-5.744e-01;-1.156e-02;1.300e+00;-4.603e-01;-2.008e-02;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.019212000;1.300e+00;-7.620e-01;-6.202e-02;-5.861e-01;-4.771e-02;1.299e+00;-5.706e-01;-3.362e-02;1.300e+00;-4.572e-01;-3.721e-02;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.019673000;1.300e+00;-7.603e-01;-7.146e-02;-5.848e-01;-5.497e-02;1.299e+00;-5.693e-01;-4.090e-02;1.300e+00;-4.562e-01;-4.288e-02;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.020364000;1.300e+00;-7.577e-01;-8.551e-02;-5.829e-01;-6.578e-02;1.299e+00;-5.675e-01;-5.175e-02;1.300e+00;-4.546e-01;-5.131e-02;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.020594000;1.300e+00;-7.569e-01;-9.017e-02;-5.822e-01;-6.936e-02;1.298e+00;-5.669e-01;-5.535e-02;1.300e+00;-4.541e-01;-5.410e-02;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.021055000;1.300e+00;-7.552e-01;-9.942e-02;-5.809e-01;-7.648e-02;1.298e+00;-5.657e-01;-6.249e-02;1.300e+00;-4.531e-01;-5.965e-02;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.021286000;1.300e+00;-7.544e-01;-1.040e-01;-5.803e-01;-8.002e-02;1.298e+00;-5.651e-01;-6.604e-02;1.300e+00;-4.526e-01;-6.241e-02;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.022668000;1.300e+00;-7.496e-01;-1.312e-01;-5.766e-01;-1.009e-01;1.298e+00;-5.616e-01;-8.703e-02;1.300e+00;-4.497e-01;-7.872e-02;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.023129000;1.300e+00;-7.480e-01;-1.401e-01;-5.754e-01;-1.078e-01;1.297e+00;-5.604e-01;-9.390e-02;1.300e+00;-4.488e-01;-8.406e-02;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.024788000;1.300e+00;-7.425e-01;-1.713e-01;-5.711e-01;-1.318e-01;1.297e+00;-5.564e-01;-1.180e-01;1.300e+00;-4.455e-01;-1.028e-01;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.025617000;1.300e+00;-7.398e-01;-1.864e-01;-5.691e-01;-1.434e-01;1.297e+00;-5.545e-01;-1.297e-01;1.300e+00;-4.439e-01;-1.119e-01;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.026032000;1.300e+00;-7.385e-01;-1.939e-01;-5.681e-01;-1.491e-01;1.296e+00;-5.536e-01;-1.354e-01;1.300e+00;-4.431e-01;-1.163e-01;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.026861000;1.300e+00;-7.360e-01;-2.084e-01;-5.662e-01;-1.603e-01;1.296e+00;-5.517e-01;-1.467e-01;1.300e+00;-4.416e-01;-1.251e-01;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.027276000;1.300e+00;-7.348e-01;-2.156e-01;-5.652e-01;-1.658e-01;1.296e+00;-5.508e-01;-1.522e-01;1.300e+00;-4.409e-01;-1.294e-01;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.027691000;1.300e+00;-7.335e-01;-2.227e-01;-5.643e-01;-1.713e-01;1.296e+00;-5.499e-01;-1.576e-01;1.300e+00;-4.401e-01;-1.336e-01;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.028105000;1.300e+00;-7.323e-01;-2.296e-01;-5.633e-01;-1.767e-01;1.296e+00;-5.491e-01;-1.630e-01;1.300e+00;-4.394e-01;-1.378e-01;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.028935000;1.300e+00;-7.300e-01;-2.433e-01;-5.615e-01;-1.872e-01;1.296e+00;-5.474e-01;-1.736e-01;1.300e+00;-4.380e-01;-1.460e-01;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.029350000;1.300e+00;-7.288e-01;-2.500e-01;-5.606e-01;-1.923e-01;1.295e+00;-5.465e-01;-1.788e-01;1.300e+00;-4.373e-01;-1.500e-01;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.030179000;1.300e+00;-7.265e-01;-2.631e-01;-5.589e-01;-2.024e-01;1.295e+00;-5.449e-01;-1.889e-01;1.300e+00;-4.359e-01;-1.579e-01;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.030594000;1.300e+00;-7.254e-01;-2.695e-01;-5.580e-01;-2.073e-01;1.295e+00;-5.441e-01;-1.938e-01;1.300e+00;-4.353e-01;-1.617e-01;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.031423000;1.300e+00;-7.233e-01;-2.821e-01;-5.564e-01;-2.170e-01;1.295e+00;-5.425e-01;-2.035e-01;1.300e+00;-4.340e-01;-1.693e-01;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.032253000;1.300e+00;-7.212e-01;-2.943e-01;-5.548e-01;-2.264e-01;1.295e+00;-5.410e-01;-2.129e-01;1.300e+00;-4.327e-01;-1.766e-01;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.032667000;1.300e+00;-7.202e-01;-3.002e-01;-5.540e-01;-2.309e-01;1.294e+00;-5.403e-01;-2.175e-01;1.300e+00;-4.321e-01;-1.801e-01;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.033912000;1.300e+00;-7.172e-01;-3.175e-01;-5.517e-01;-2.442e-01;1.294e+00;-5.381e-01;-2.308e-01;1.300e+00;-4.303e-01;-1.905e-01;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.034326000;1.300e+00;-7.163e-01;-3.231e-01;-5.510e-01;-2.485e-01;1.294e+00;-5.374e-01;-2.351e-01;1.300e+00;-4.298e-01;-1.938e-01;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.035156000;1.300e+00;-7.144e-01;-3.340e-01;-5.496e-01;-2.569e-01;1.294e+00;-5.361e-01;-2.435e-01;1.300e+00;-4.287e-01;-2.004e-01;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.035570000;1.300e+00;-7.135e-01;-3.393e-01;-5.489e-01;-2.610e-01;1.294e+00;-5.354e-01;-2.476e-01;1.300e+00;-4.281e-01;-2.036e-01;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.036400000;1.300e+00;-7.118e-01;-3.496e-01;-5.475e-01;-2.689e-01;1.294e+00;-5.342e-01;-2.556e-01;1.300e+00;-4.271e-01;-2.098e-01;1.000e+01;1.120e+00;5.001e+01;5.001e+01
20.036815000;1.300e+00;-7.109e-01;-3.546e-01;-5.469e-01;-2.728e-01;1.293e+00;-5.335e-01;-2.595e-01;1.300e+00;-4.266e-01;-2.128e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.037229000;1.300e+00;-7.101e-01;-3.596e-01;-5.462e-01;-2.766e-01;1.293e+00;-5.329e-01;-2.633e-01;1.300e+00;-4.261e-01;-2.158e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.038059000;1.300e+00;-7.085e-01;-3.693e-01;-5.450e-01;-2.840e-01;1.293e+00;-5.317e-01;-2.708e-01;1.300e+00;-4.251e-01;-2.216e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.038473000;1.300e+00;-7.077e-01;-3.740e-01;-5.444e-01;-2.877e-01;1.293e+00;-5.312e-01;-2.744e-01;1.300e+00;-4.246e-01;-2.244e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.038888000;1.300e+00;-7.069e-01;-3.786e-01;-5.438e-01;-2.912e-01;1.293e+00;-5.306e-01;-2.780e-01;1.300e+00;-4.241e-01;-2.271e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.040004000;1.300e+00;-7.049e-01;-3.906e-01;-5.422e-01;-3.005e-01;1.293e+00;-5.291e-01;-2.873e-01;1.300e+00;-4.229e-01;-2.344e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.040028000;1.300e+00;-7.048e-01;-3.908e-01;-5.422e-01;-3.006e-01;1.293e+00;-5.291e-01;-2.875e-01;1.300e+00;-4.229e-01;-2.345e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.040060000;1.300e+00;-7.047e-01;-3.911e-01;-5.421e-01;-3.009e-01;1.293e+00;-5.290e-01;-2.877e-01;1.300e+00;-4.228e-01;-2.347e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.040124000;1.300e+00;-7.045e-01;-3.918e-01;-5.420e-01;-3.014e-01;1.292e+00;-5.290e-01;-2.882e-01;1.300e+00;-4.227e-01;-2.351e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.040764000;1.298e+00;-7.025e-01;-3.979e-01;-5.412e-01;-3.065e-01;1.291e+00;-5.281e-01;-2.933e-01;1.298e+00;-4.215e-01;-2.387e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.041020000;1.297e+00;-7.017e-01;-4.002e-01;-5.408e-01;-3.085e-01;1.290e+00;-5.278e-01;-2.953e-01;1.297e+00;-4.210e-01;-2.401e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.041788000;1.296e+00;-6.994e-01;-4.072e-01;-5.399e-01;-3.143e-01;1.288e+00;-5.269e-01;-3.011e-01;1.296e+00;-4.196e-01;-2.443e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.043222000;1.292e+00;-6.952e-01;-4.193e-01;-5.381e-01;-3.245e-01;1.284e+00;-5.253e-01;-3.114e-01;1.292e+00;-4.171e-01;-2.516e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.044604000;1.288e+00;-6.914e-01;-4.298e-01;-5.366e-01;-3.336e-01;1.280e+00;-5.238e-01;-3.204e-01;1.288e+00;-4.148e-01;-2.579e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.045065000;1.287e+00;-6.901e-01;-4.331e-01;-5.361e-01;-3.364e-01;1.279e+00;-5.234e-01;-3.233e-01;1.287e+00;-4.141e-01;-2.598e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.046447000;1.284e+00;-6.865e-01;-4.421e-01;-5.347e-01;-3.444e-01;1.276e+00;-5.221e-01;-3.313e-01;1.284e+00;-4.119e-01;-2.653e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.047369000;1.282e+00;-6.842e-01;-4.476e-01;-5.339e-01;-3.492e-01;1.273e+00;-5.213e-01;-3.361e-01;1.282e+00;-4.105e-01;-2.685e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.047830000;1.280e+00;-6.831e-01;-4.501e-01;-5.335e-01;-3.515e-01;1.272e+00;-5.209e-01;-3.384e-01;1.280e+00;-4.099e-01;-2.701e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.048290000;1.279e+00;-6.820e-01;-4.525e-01;-5.331e-01;-3.537e-01;1.271e+00;-5.206e-01;-3.406e-01;1.279e+00;-4.092e-01;-2.715e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.048751000;1.278e+00;-6.809e-01;-4.548e-01;-5.328e-01;-3.558e-01;1.270e+00;-5.202e-01;-3.427e-01;1.278e+00;-4.086e-01;-2.729e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.049996000;1.275e+00;-6.781e-01;-4.603e-01;-5.318e-01;-3.611e-01;1.266e+00;-5.193e-01;-3.480e-01;1.275e+00;-4.069e-01;-2.762e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.049997000;1.275e+00;-6.781e-01;-4.604e-01;-5.318e-01;-3.611e-01;1.266e+00;-5.193e-01;-3.480e-01;1.275e+00;-4.068e-01;-2.762e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.050060000;1.275e+00;-6.779e-01;-4.606e-01;-5.318e-01;-3.613e-01;1.266e+00;-5.193e-01;-3.482e-01;1.275e+00;-4.068e-01;-2.764e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.051020000;1.272e+00;-6.759e-01;-4.643e-01;-5.311e-01;-3.649e-01;1.264e+00;-5.187e-01;-3.518e-01;1.272e+00;-4.055e-01;-2.786e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.052044000;1.270e+00;-6.737e-01;-4.676e-01;-5.305e-01;-3.682e-01;1.261e+00;-5.181e-01;-3.551e-01;1.270e+00;-4.042e-01;-2.806e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.052556000;1.269e+00;-6.727e-01;-4.691e-01;-5.302e-01;-3.698e-01;1.260e+00;-5.178e-01;-3.567e-01;1.269e+00;-4.036e-01;-2.815e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.053580000;1.266e+00;-6.707e-01;-4.716e-01;-5.297e-01;-3.725e-01;1.257e+00;-5.174e-01;-3.594e-01;1.266e+00;-4.024e-01;-2.830e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.054092000;1.265e+00;-6.697e-01;-4.727e-01;-5.295e-01;-3.737e-01;1.256e+00;-5.171e-01;-3.606e-01;1.265e+00;-4.018e-01;-2.836e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.054604000;1.263e+00;-6.687e-01;-4.736e-01;-5.293e-01;-3.748e-01;1.254e+00;-5.169e-01;-3.617e-01;1.263e+00;-4.012e-01;-2.841e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.057164000;1.257e+00;-6.643e-01;-4.763e-01;-5.284e-01;-3.789e-01;1.248e+00;-5.161e-01;-3.658e-01;1.257e+00;-3.986e-01;-2.858e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.057676000;1.256e+00;-6.634e-01;-4.764e-01;-5.283e-01;-3.794e-01;1.247e+00;-5.160e-01;-3.663e-01;1.256e+00;-3.981e-01;-2.859e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.059212000;1.252e+00;-6.610e-01;-4.762e-01;-5.280e-01;-3.804e-01;1.243e+00;-5.157e-01;-3.673e-01;1.252e+00;-3.966e-01;-2.857e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.059996000;1.250e+00;-6.600e-01;-4.758e-01;-5.279e-01;-3.806e-01;1.241e+00;-5.156e-01;-3.675e-01;1.250e+00;-3.960e-01;-2.855e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
20.059996000;1.250e+00;-6.599e-01;-4.757e-01;-5.279e-01;-3.806e-01;1.241e+00;-5.156e-01;-3.675e-01;1.250e+00;-3.959e-01;-2.854e-01;1.000e+01;1.120e+00;5.000e+01;5.000e+01
