time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;Main_Xfmr_XFMR_Tap;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Bess_GEN_VoltageSetpointPu;Bess_GEN_MagnitudeControlledByAVRPu;Bess_GEN_NetworkFrequencyPu;Bess_GEN_InjectedCurrent;NetworkFrequencyPu
0.1;1.0444489829626582;0.6000078180339581;0.5744689903908112;2.0534395975821844e-07;6.99495275750394e-07;9.999704227654922;0.5839230008790905;-0.012764975324652155;1.0448170580886686;1.0448034518868168;0.999980562365571;0.5840549574265133;0.9999969273700762
0.11;1.0444488675037955;0.6000077602990163;0.574469040217817;2.0540910779001268e-07;6.911243185161258e-07;9.999705603943577;0.5839230009086541;-0.012764981388159711;1.044817217717181;1.0448034982963073;0.9999806778381729;0.5840549886620815;0.9999969178146635
0.12;1.0444487499649147;0.6000077005182509;0.5744690915693268;2.0545628018179486e-07;6.824914700299737e-07;9.999707051584998;0.5839230009396639;-0.012764987566806614;1.0448173831384384;1.0448035479669202;0.9999807997626666;0.5840550228934867;0.9999969081401899
0.13;1.0444486308854797;0.6000076388054801;0.5744691445006811;2.05478341624715e-07;6.736329900449456e-07;9.999708574378628;0.5839230009721073;-0.012764993846198785;1.044817553425506;1.0448036003010879;0.9999809281631321;0.5840550604625271;0.99999689814021
0.14;1.0444485110025117;0.6000075753075987;0.5744691989351627;2.0546599278927805e-07;6.645851975794209e-07;9.999710176047051;0.5839230010059762;-0.012765000208423409;1.044817727494666;1.04480365460436;0.9999810629302224;0.584055101794036;0.9999968875656131
0.15;1.0444483912361517;0.6000075102155585;0.5744692547168512;2.054123107248278e-07;6.553844590899498e-07;9.999711860999707;0.5839230010412556;-0.012765006632935925;1.0448179040812644;1.0448037101358703;0.9999812038492168;0.5840551473655115;0.9999968761785528
0.16;1.0444482724848398;0.6000074438040616;0.5744693117040863;2.0531193230201468e-07;6.460682939756211e-07;9.999713634238763;0.5839230010779336;-0.012765013101564986;1.044818081803956;1.0448037661527414;0.9999813507107144;0.5840551975707632;0.999996863756388
0.17;1.0444481554325136;0.6000073764614196;0.5744693697664655;2.0515769522379277e-07;6.366734712483567e-07;9.999715500047847;0.5839230011160215;-0.012765019605615695;1.044818259280736;1.0448038220353648;0.9999815034107651;0.5840552526445296;0.9999968500818143
0.18;1.044448040478598;0.6000073086727741;0.574469428760691;2.04941396460534e-07;6.272325600172156e-07;9.999717460544094;0.5839230011555409;-0.012765026149416733;1.044818435200472;1.0448038774030295;0.9999816619201107;0.5840553127168124;0.9999968348960344
0.19;1.044447927801007;0.6000072409918764;0.5744694885716929;2.046573617968173e-07;6.177717160404502e-07;9.999719515197672;0.5839230011964933;-0.01276503274640333;1.0448186084190607;1.0448039320645863;0.9999818261597855;0.5840553778597998;0.9999968177781172
0.2;1.0444478175374856;0.6000071740402204;0.5744695491529456;2.0430355777292443e-07;6.083097212543432e-07;9.99972166147655;0.5839230012388431;-0.012765039411440167;1.0448187780634774;1.0448039858607254;0.9999819959154739;0.5840554480888835;0.9999967981116027
0.21;1.0444477099940743;0.6000071085436108;0.5744696105146958;2.0388104467773104e-07;5.988583449266355e-07;9.999723895905023;0.5839230012825182;-0.012765046154571124;1.044818943496523;1.0448040386252735;0.9999821708382107;0.5840555233525202;0.9999967752151564
0.22;1.0444476057537293;0.6000070453555866;0.5744696727154212;2.033934386872975e-07;5.894243764653207e-07;9.999726214923426;0.5839230013274254;-0.012765052978971467;1.0448191041942962;1.0448040902518285;0.9999823505418641;0.5840556035003762;0.9999967484336488
0.23;1.0444475056184326;0.6000069853963031;0.574469735859987;2.0284498240874771e-07;5.800123188923281e-07;9.999728615410175;0.5839230013734641;-0.012765059880340119;1.0448192596516144;1.0448041406902433;0.9999825347370285;0.5840556882530479;0.9999967171051312
0.24;1.044447410498805;0.6000069295582527;0.5744698000422137;2.0223862278286125e-07;5.706275636596532e-07;9.999731094791004;0.5839230014205257;-0.012765066845974157;1.0448194093229195;1.0448041898909894;0.9999827232796109;0.5840557771930679;0.999996680542662
0.25;1.0444473213631167;0.6000068786789573;0.5744698652652103;2.01574535067623e-07;5.61279184458631e-07;9.99973365086163;0.5839230014684905;-0.012765073858917756;1.0448195526332553;1.0448042377747382;0.9999829161127274;0.5840558697482544;0.999996638077756
0.26;1.0444472391693984;0.600006833545514;0.5744699314262848;2.0084700681275053e-07;5.519795123856113e-07;9.999736281370007;0.5839230015172366;-0.012765080905695609;1.044819689050451;1.0448042842481435;0.9999831131788748;0.5840559651877676;0.9999965890947188
0.27;1.0444471647706288;0.6000067948233925;0.5744699983561248;2.0004271984936512e-07;5.427401323246364e-07;9.999738983496306;0.5839230015666484;-0.012765087976959183;1.0448198181393593;1.044804329246715;0.9999833143866104;0.5840560626927515;0.9999965330495959
0.28;1.0444470988554146;0.6000067629235759;0.5744700658645886;1.9914463867560847e-07;5.335673728959248e-07;9.999741753839164;0.5839230016166193;-0.012765095060686871;1.0448199395421078;1.0448043727407796;0.9999835196409919;0.584056161451893;0.9999964694931218
0.29;1.0444470419141145;0.6000067379415385;0.5744701337821376;1.9813821795679231e-07;5.244608816545811e-07;9.999744588993634;0.5839230016670602;-0.012765102138993643;1.0448200528940357;1.0448044147034734;0.9999837288730276;0.5840562606927251;0.9999963980737332
0.3;1.0444469942534234;0.6000067197392034;0.5744702019756411;1.9701281530147463e-07;5.154153677253824e-07;9.999747486096036;0.5839230017179283;-0.012765109191160598;1.044820157801578;1.0448044550894573;0.999983942037317;0.5840563597076945;0.9999963185332902
0.31;1.0444469560453915;0.6000067081116334;0.5744702703409084;1.9575778813173403e-07;5.064223096333862e-07;9.999750442790562;0.5839230017692474;-0.012765116198033279;1.0448202539647613;1.0448044938396657;0.9999841590896908;0.5840564579315576;0.9999962307274484
0.32;1.0444469273194887;0.6000067029171295;0.574470338811105;1.9435962821854618e-07;4.974706788224934e-07;9.99975345651388;0.5839230018210964;-0.012765123148341462;1.044820341318616;1.0448045309419696;0.999984379960593;0.5840565549798202;0.9999961346621755
0.33;1.0444469079515244;0.6000067040932462;0.5744704073811114;1.9280242600403947e-07;4.88546977977662e-07;9.999756523779592;0.583923001873569;-0.012765130042550494;1.0448204200624924;1.0448045665498913;0.9999846045521384;0.5840566505947927;0.9999960304968794
0.34;1.0444468977394108;0.6000067116149189;0.5744704761187741;1.9106825249704324e-07;4.79634188547679e-07;9.999759640463404;0.5839230019267313;-0.012765136888051887;1.0448204905984424;1.044804601025389;0.9999848327406332;0.5840567445911585;0.9999959184726946
0.35;1.044446896474664;0.6000067254766314;0.5744705451609862;1.89136352670812e-07;4.707122827481521e-07;9.999762802843874;0.5839230019806095;-0.012765143694770793;1.044820553431825;1.044804634798027;0.9999850643752657;0.584056836880842;0.9999957988412885
0.36;1.0444469039700848;0.6000067456815819;0.5744706147137266;1.8698382176371547e-07;4.6176269114832536e-07;9.999766007936165;0.5839230020352152;-0.012765150478009357;1.0448206090969618;1.0448046681221819;0.999985299332686;0.584056927535291;0.9999956718818432
0.37;1.0444469201013347;0.6000067722238238;0.5744706850423345;1.8458963216434213e-07;4.5277256906659855e-07;9.999769253037794;0.5839230020905641;-0.01276515726071743;1.0448206581690163;1.044804700899866;0.9999855375441816;0.5840570167937937;0.9999955379492075
0.38;1.0444469447990667;0.600006805094552;0.5744707564259173;1.819382682802916e-07;4.4373479922914375e-07;9.999772535703766;0.5839230021466723;-0.012765164070003398;1.0448207012976836;1.044804732710223;0.9999857788857935;0.584057104964347;0.9999953974991762
0.39;1.0444469779286034;0.6000068442822425;0.5744708291330543;1.790184007037448e-07;4.346457170113123e-07;9.999775853938276;0.5839230022035568;-0.012765170931440778;1.044820739181709;1.0448047630819142;0.9999860230811872;0.5840571922794663;0.9999952510823099
0.4;1.0444470192039557;0.6000068897462326;0.5744709034657363;1.7582072168412854e-07;4.2550238216534777e-07;9.999779205987796;0.583923002261255;-0.012765177865644016;1.044820772533835;1.0448047917930174;0.9999862697558558;0.5840572788446234;0.999995099268337
0.41;1.0444470682722495;0.6000069414188285;0.5744709797675875;1.723398672891756e-07;4.163008480722948e-07;9.999782590397183;0.5839230023198263;-0.012765184887257676;1.0448208020762435;1.0448048188700267;0.9999865185526474;0.5840573646858017;0.9999949425686538
0.42;1.0444471248165146;0.6000069992191941;0.5744710583468964;1.6857612096686945e-07;4.0703784934075665e-07;9.999786006697114;0.5839230023793353;-0.012765192004423807;1.044820828538748;1.0448048443566516;0.9999867691645571;0.5840574497730622;0.9999947814834206
0.43;1.044447188519271;0.6000070630400801;0.5744711394390295;1.6453310801391712e-07;3.977128960099658e-07;9.999789455723342;0.5839230024398468;-0.012765199220203721;1.0448208526623666;1.0448048682578677;0.999987021285945;0.5840575339998078;0.9999946166251968
0.44;1.0444472589645906;0.6000071327570973;0.5744712232303294;1.6021538631882636e-07;3.88327056393563e-07;9.999792938759292;0.5839230025014167;-0.012765206538129549;1.0448208751937056;1.0448048907440624;0.999987274594493;0.584057617196101;0.9999944487755639
0.45;1.0444473355563932;0.6000072082288284;0.5744713098441376;1.556281828859508e-07;3.7888118758451984e-07;9.999796456395309;0.5839230025640575;-0.012765213965877657;1.044820896819014;1.0448049123359662;0.9999875287843797;0.5840576991790649;0.9999942788671827
0.46;1.044447417469884;0.6000072892104644;0.5744713993224602;1.507766242341783e-07;3.693756411290697e-07;9.999800008411572;0.5839230026277242;-0.012765221510295313;1.0448209180848922;1.0448049338762928;0.9999877836122985;0.5840577798038212;0.9999941079293602
0.47;1.0444475037044587;0.60000737525707;0.5744714916824172;1.456651342319208e-07;3.5981053814095495e-07;9.999803594648878;0.5839230026923417;-0.012765229170447272;1.0448209394333239;1.044804956329988;0.9999880389228015;0.5840578589937484;0.9999939369636677
0.48;1.0444475932259514;0.6000074656968744;0.5744715869564148;1.4029921685255925e-07;3.501867518063207e-07;9.999807215774934;0.5839230027578326;-0.012765236935048538;1.0448209613120971;1.0448049806408364;0.9999882946211501;0.5840579367187864;0.9999937668128615
0.49;1.044447685081831;0.6000075596627169;0.5744716851212075;1.3468631826857666e-07;3.4050538695107915e-07;9.99981087309753;0.5839230028241207;-0.012765244783347254;1.0448209841521074;1.0448050078175093;0.9999885506376942;0.5840580129575295;0.9999935981660949
0.5;1.0444477784443806;0.6000076561670027;0.5744717860319994;1.2883265538835893e-07;3.3076527013737867e-07;9.999814567516836;0.5839230028911214;-0.012765252692254321;1.0448210082058753;1.0448050390503154;0.9999888069306058;0.5840580876958849;0.9999934316907879
0.51;1.0444478726141468;0.6000077542009424;0.5744718894476575;1.2273893677374184e-07;3.2096438941545396e-07;9.999818298196566;0.5839230029587328;-0.012765260644938275;1.044821033480465;1.0448050756165288;0.9999890635036026;0.5840581609405007;0.9999932681311646
0.52;1.044447967000324;0.6000078528375333;0.574471995052011;1.1640066833332902e-07;3.1110471762396643e-07;9.999822061642222;0.5839230030268311;-0.012765268631717957;1.0448210598352667;1.0448051187126537;0.9999893204295822;0.5840582327312734;0.9999931082507266
0.53;1.0444480610703522;0.6000079512899321;0.5744721024591181;1.0981480072344098e-07;3.0119281497041087e-07;9.999825851990993;0.5839230030952671;-0.012765276647838589;1.0448210871063635;1.044805169358856;0.9999895778564376;0.5840583031415895;0.9999929526841909
0.54;1.0444481542892308;0.6000080489053478;0.574472211260504;1.0298563560255513e-07;2.912373660412583e-07;9.999829662536369;0.5839230031638529;-0.012765284691640528;1.0448211152074856;1.0448052283049696;0.9999898359249281;0.584058372259146;0.9999928018929404
0.55;1.044448246099877;0.6000081451737393;0.5744723210571574;9.592422284447698e-08;2.8124877588086446e-07;9.999833487052085;0.5839230032323389;-0.012765292758668783;1.0448211442252926;1.044805295973618;0.9999900946839498;0.5840584401781622;0.9999926562413546
0.56;1.04444833596472;0.6000082398030246;0.5744724314228751;8.864528959094476e-08;2.7123951345485565e-07;9.99983731988707;0.5839230033004128;-0.01276530083595778;1.0448211744427685;1.04480537254008;0.9999903541550242;0.5840585070057758;0.9999925160366135
0.57;1.04444842341074;0.6000083327637287;0.5744725418485248;8.116618205961463e-08;2.61221709573769e-07;9.999841155688857;0.5839230033677342;-0.012765308903919486;1.0448212062319702;1.0448054580747592;0.9999906144320382;0.5840585728721199;0.9999923815430614
0.58;1.0444485080107955;0.6000084241653874;0.5744726517485177;7.350807721870188e-08;2.512022979129025e-07;9.999844989343455;0.5839230034339827;-0.012765316942685276;1.0448212398675218;1.0448055526398805;0.9999908756550246;0.584058637950056;0.9999922530640947
0.59;1.0444485893314905;0.60000851406623;0.5744727605411484;6.569707962327123e-08;2.4118176789333256e-07;9.999848815688106;0.5839230034988953;-0.012765324933532309;1.044821275404779;1.0448056563584178;0.9999911379448959;0.5840587024522984;0.9999921310158117
0.6;1.0444486669289768;0.6000086024250294;0.5744728677210251;5.776255737842043e-08;2.3115951299293105e-07;9.999852629238944;0.5839230035622789;-0.01276533285307246;1.0448213126963015;1.0448057695059407;0.9999914014123495;0.5840587665677032;0.9999920159111036
0.61;1.044448740387006;0.6000086891538909;0.5744729728736688;4.973434440131537e-08;2.211395801194388e-07;9.999856424422731;0.5839230036240013;-0.012765340671213191;1.0448213514958578;1.0448058925784307;0.9999916662029651;0.5840588303750086;0.9999919083022991
0.62;1.04444880932578;0.6000087741734917;0.5744730756551983;4.164109060724216e-08;2.111322124170775e-07;9.999860196336334;0.5839230036839803;-0.012765348358600059;1.0448213916184552;1.0448060262216343;0.999991932480486;0.5840588938059087;0.9999918087234413
0.63;1.0444488733773902;0.6000088574768537;0.574473175771123;3.350951655609784e-08;2.0115264014669691e-07;9.999863941385264;0.58392300374219;-0.012765355891464223;1.0448214330660621;1.0448061710394594;0.9999922003524938;0.584058956660808;0.9999917176256116
0.64;1.044448932137347;0.6000089391251178;0.5744732730010255;2.5364080650942994e-08;1.9121956281477477e-07;9.999867656818568;0.5839230037986639;-0.012765363246551227;1.044821475996329;1.0448063274412942;0.9999924698509584;0.584059018634123;0.999991635332857
0.65;1.0444489851007468;0.6000090191406787;0.5744733672484821;1.722592938248539e-08;1.813549178644412e-07;9.999871339792819;0.583923003853463;-0.012765370394309045;1.0448215205902482;1.0448064956491416;0.9999927409906588;0.5840590793468124;0.99999156204774
0.66;1.044449031660341;0.6000090974469867;0.5744734585247648;9.111541030118675e-09;1.715832580908572e-07;9.999874987197368;0.5839230039066126;-0.012765377298759482;1.0448215669241068;1.0448066758176282;0.9999930138380027;0.5840591384083471;0.9999914978817981
0.67;1.04444907121458;0.6000091739362143;0.5744735468642378;1.032535904596407e-09;1.6192889064722115e-07;9.99987859583056;0.5839230039580706;-0.012765383924503068;1.0448216149010732;1.044806868061003;0.9999932885382719;0.5840591954798701;0.9999914428548038
0.68;1.0444491033386418;0.6000092485376058;0.5744736322522338;-7.004837341427427e-09;1.5241399518786726e-07;9.999882162370568;0.5839230040077549;-0.012765390242075167;1.0448216643108865;1.044807072383727;0.9999935652721406;0.5840592502803139;0.9999913968736638
0.69;1.0444491279007853;0.6000093211881791;0.5744737146334915;-1.4998994567707275e-08;1.4305950228252025e-07;9.999885683486559;0.5839230040555901;-0.012765396223935894;1.0448217149845642;1.044807288723719;0.9999938441612085;0.5840593025432824;0.9999913597321851
0.7;1.0444491450178195;0.6000093918116503;0.5744737940045601;-2.294782380906594e-08;1.3388529468579103e-07;9.999889156509589;0.5839230041015365;-0.012765401839348165;1.0448217668926834;1.044807517056378;0.9999941251635923;0.584059351981395;0.9999913311109091
0.71;1.044449154896721;0.6000094603860667;0.5744738704859191;-3.084409171642228e-08;1.2490809938663238e-07;9.999892580297043;0.5839230041455906;-0.01276540705787442;1.0448218201270034;1.0448077573780992;0.9999944080120606;0.5840593982790285;0.9999913106248267
0.72;1.0444491577237525;0.6000095269875247;0.5744739442586903;-3.8675753585611236e-08;1.1613995959761948e-07;9.999895955103725;0.5839230041877556;-0.012765411855336785;1.0448218748437657;1.044808009609827;0.9999946922461392;0.584059441093215;0.999991297925443
0.73;1.0444491536390874;0.6000095917343307;0.5744740154231139;-4.642720917369239e-08;1.075906558017459e-07;9.999899281474464;0.5839230042280019;-0.01276541621449298;1.0448219312392326;1.0448082735705175;0.999994977277502;0.5840594800376601;0.9999912927074502
0.74;1.0444491427318163;0.600009654721534;0.5744740839318608;-5.4079299086314024e-08;9.927233545162686e-08;9.999902559323113;0.583923004266248;-0.012765420123589713;1.0448219895650765;1.0448085490235384;0.9999952624129564;0.5840595146644193;0.9999912946090356
0.75;1.0444491250761097;0.6000097160383637;0.5744741495880659;-6.16103163896556e-08;9.120012869541013e-08;9.999905787778687;0.583923004302374;-0.01276542357658671;1.0448220500976815;1.044808835632786;0.9999955469070643;0.5840595444660968;0.999991303152335
0.76;1.0444491008167305;0.6000097758193826;0.5744742120348896;-6.899808103734868e-08;8.338745130447122e-08;9.999908966056188;0.5839230043362552;-0.012765426573123748;1.0448221130002675;1.044809132872452;0.9999958300678949;0.5840595688963651;0.999991317777754
0.77;1.0444490702058045;0.6000098342278208;0.5744742707896673;-7.622059054722652e-08;7.584168216460993e-08;9.999912094596514;0.5839230043677959;-0.012765429118690658;1.0448221782526264;1.0448094401209098;0.999996111312487;0.5840595874134668;0.9999913379343316
0.78;1.0444490335202545;0.6000098913871849;0.5744743253214903;-8.325615883980796e-08;6.856484690911771e-08;9.999915175103506;0.5839230043969439;-0.012765431228216065;1.0448222457704193;1.0448097568206536;0.9999963901543926;0.5840595995085699;0.9999913631838516
0.79;1.0444489909505725;0.6000099473150303;0.574474375087517;-9.008469584817775e-08;6.155823826667095e-08;9.999918209802706;0.583923004423694;-0.012765432929294128;1.0448223155176868;1.044810082444271;0.9999966661702945;0.5840596046952399;0.9999913932541272
0.8;1.0444489425962953;0.6000100018811741;0.5744744195441129;-9.668751797680399e-08;5.482621110560986e-08;9.999921200644854;0.5839230044480915;-0.012765434257750785;1.044822387474598;1.044810416361;0.9999969389773414;0.5840596025213022;0.9999914279792851
0.81;1.044448888536867;0.600010054857126;0.5744744581885461;-1.0304415285449254e-07;4.8376424542205766e-08;9.999924148579296;0.5839230044702263;-0.012765435247515002;1.0448224615884691;1.044810757800379;0.9999972082572393;0.5840595925930213;0.9999914671907648
0.82;1.044448828895058;0.6000101060327597;0.5744744906199148;-1.0912933608580695e-07;4.2218169275937095e-08;9.999927053686196;0.5839230044902054;-0.012765435922990913;1.0448225378062388;1.0448111059156318;0.9999974737999;0.5840595745785209;0.9999915106946143
0.83;1.0444487638677664;0.6000101552361179;0.5744745165805764;-1.1491384108499904e-07;3.6361819496881766e-08;9.999929916148574;0.5839230045081221;-0.012765436297888157;1.044822616096414;1.0448114598617726;0.9999977354871101;0.5840595482503177;0.9999915583525377
0.84;1.044448693705399;0.6000102022402848;0.5744745359529447;-1.2036849171213211e-07;3.0819989699865824e-08;9.999932736832447;0.5839230045240421;-0.012765436379633002;1.0448226963785838;1.044811818842707;0.999997993232437;0.5840595135301302;0.9999916101745709
0.85;1.0444486186872746;0.6000102467176333;0.5744745487298822;-1.2546776867005468e-07;2.5607429066313217e-08;9.999935517150902;0.5839230045380077;-0.012765436174737207;1.0448227784375677;1.0448121821141725;0.9999982469788525;0.5840594704277018;0.9999916663249772
0.86;1.044448539138746;0.6000102882757095;0.5744745550084827;-1.301914430850588e-07;2.0738972884271304e-08;9.999938258777906;0.5839230045500394;-0.01276543568978654;1.0448228619314013;1.0448125489379798;0.9999984967455781;0.5840594189443439;0.9999917270364268
0.87;1.0444484554445628;0.6000103265024127;0.5744745549914083;-1.3452481943987099e-07;1.6227659076927597e-08;9.9999409634628;0.5839230045601462;-0.012765434928302297;1.0448229464730863;1.0448129185216526;0.9999987426380356;0.5840593590635424;0.9999917925140742
0.88;1.0444483680151118;0.6000103609992781;0.5744745489406838;-1.3845898136211648e-07;1.2083252626791408e-08;9.999943632725843;0.583923004568344;-0.012765433889251363;1.0448230316779383;1.0448132899964546;0.9999989848320561;0.5840592908157592;0.9999918628826303
0.89;1.0444482772504133;0.6000103913827219;0.5744745371315136;-1.4199324240553187e-07;8.312493935180176e-09;9.999946267377224;0.5839230045746612;-0.012765432569842392;1.0448231171770084;1.0448136624710544;0.9999992235690853;0.5840592143592578;0.9999919381936371
0.9;1.044448183539038;0.6000104172655135;0.5744745198736717;-1.451376863221911e-07;4.921837023584392e-09;9.999948867400626;0.5839230045791421;-0.012765430968042968;1.0448232026503772;1.044814035131654;0.9999994591516267;0.5840591300007654;0.999992018462884
0.91;1.0444480872358695;0.6000104382463303;0.5744744975274525;-1.479096393992179e-07;1.92032275909982e-09;9.999951432638406;0.5839230045818766;-0.012765429081658928;1.044823287832118;1.0448144072489483;0.9999996919255497;0.5840590381309839;0.9999921036998727
0.92;1.0444479886477602;0.6000104538883629;0.5744744704512359;-1.5032499998934797e-07;-6.801382498740059e-10;9.999953963621401;0.5839230045830213;-0.012765426905538755;1.044823372502612;1.0448147780847235;0.9999999222067466;0.5840589391612638;0.9999921939626817
0.93;1.0444478880736479;0.6000104637169985;0.574474438945953;-1.5239229678139615e-07;-2.8695181665746576e-09;9.99995646123451;0.5839230045827764;-0.012765424430395241;1.0448234565130177;1.0448151469176543;1.000000150184599;0.5840588335092619;0.9999922894320037
0.94;1.0444477857863705;0.6000104672956168;0.5744744032268336;-1.5411327225622845e-07;-4.64532765297637e-09;9.999958925356614;0.5839230045813614;-0.012765421647665;1.0448235397376875;1.0448155132096937;1.0000003759414857;0.5840587216154202;0.9999923904214765
0.95;1.0444476819366426;0.6000104643330384;0.5744743634017199;-1.5548730778213516e-07;-6.011198192257663e-09;9.999961354371996;0.5839230045790107;-0.012765418559060077;1.0448236219813527;1.0448158766786817;1.0000005995504055;0.5840586039770956;0.9999924973058634
0.96;1.0444475765265069;0.6000104547285376;0.5744743194844075;-1.56514679774136e-07;-6.9714041696731134e-09;9.99996374591975;0.5839230045759601;-0.012765415181822379;1.0448237030084224;1.044816237184194;1.0000008211025255;0.5840584811732373;0.9999926104065939
0.97;1.0444474695240626;0.6000104385528023;0.5744742714669887;-1.5719570737988038e-07;-7.530185762467108e-09;9.999966097449256;0.5839230045724422;-0.012765411542452879;1.0448237826222342;1.0448165945853012;1.0000010407021367;0.5840583538745042;0.999992729882859
0.98;1.0444473610267322;0.6000104160225364;0.5744742194148078;-1.5752850146784454e-07;-7.69574006386622e-09;9.999968406505355;0.5839230045686917;-0.012765407662164318;1.0448238606430784;1.0448169487516794;1.0000012584526452;0.5840582228623812;0.9999928557291644
0.99;1.0444472513017686;0.6000103875019175;0.5744741635246767;-1.5750966445106946e-07;-7.482366721602506e-09;9.999970671270665;0.5839230045649274;-0.012765403546797281;1.0448239368441732;1.0448172996433758;1.0000014743731676;0.5840580890006559;0.9999929878936339
1.0;1.0444471407138338;0.6000103534851549;0.5744741041218557;-1.5713689119635197e-07;-6.908607125114254e-09;9.999972890830392;0.5839230045613254;-0.012765399189818248;1.0448240109687752;1.0448176472655617;1.0000016883593033;0.5840579531301685;0.9999931263627436
1.01;1.0444470297316628;0.6000103145265376;0.5744740416169144;-1.564102863612384e-07;-5.99525043476017e-09;9.99997506483548;0.5839230045580281;-0.012765394583075254;1.0448240828128175;1.044817991567405;1.000001900283761;0.584057816010488;0.9999932711353818
1.02;1.044446918989109;0.6000102712137537;0.5744739764469249;-1.5533179684447613e-07;-4.765374871416918e-09;9.999977193027867;0.5839230045551556;-0.012765389724170809;1.04482415226052;1.0448183324593026;1.0000021101066643;0.58405767838567;0.9999934221717195
1.03;1.0444468092131043;0.6000102241938239;0.5744739090175746;-1.5390379214061098e-07;-3.244894703789273e-09;9.99997927512729;0.5839230045528091;-0.012765384615512018;1.044824219256963;1.0448186699240838;1.0000023178638047;0.5840575410803772;0.999993579376404
1.04;1.0444467010863387;0.6000101741613759;0.5744738396695154;-1.5212895831968898e-07;-1.4632931772144055e-09;9.999981311241696;0.5839230045510799;-0.012765379258973388;1.0448242837719812;1.0448190040834022;1.0000025235754282;0.5840574049836249;0.9999937426058434
1.05;1.044446595189512;0.6000101218317733;0.5744737686724497;-1.5001207589389183e-07;5.463703839527418e-10;9.9999833022223;0.5839230045500611;-0.012765373651120357;1.0448243457492348;1.044819335129711;1.000002727210035;0.5840572709330344;0.9999939116839606
1.06;1.0444464919658596;0.6000100679114418;0.5744736962142204;-1.4756123287013553e-07;2.7497832040974013e-09;9.999985249052099;0.5839230045498628;-0.012765367779453609;1.044824405062179;1.0448196631923892;1.0000029287338872;0.5840571396251262;0.9999940863954875
1.07;1.0444463917287974;0.6000100130354044;0.5744736224015908;-1.4478787893108661e-07;5.113544092410567e-09;9.999987151883015;0.5839230045506207;-0.012765361621734073;1.0448244615225153;1.0448199883072773;1.0000031281584267;0.5840570115578949;0.9999942664678941
