time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_AVRSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
20.037857000;1.300e+00;-7.094e-01;-8.695e-01;-5.457e-01;-6.688e-01;1.284e+00;-5.363e-01;-6.556e-01;1.300e+00;-4.257e-01;-5.217e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.038369000;1.300e+00;-7.084e-01;-8.753e-01;-5.449e-01;-6.733e-01;1.284e+00;-5.356e-01;-6.601e-01;1.300e+00;-4.251e-01;-5.252e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.038881000;1.300e+00;-7.074e-01;-8.810e-01;-5.442e-01;-6.777e-01;1.284e+00;-5.348e-01;-6.645e-01;1.300e+00;-4.245e-01;-5.286e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.039393000;1.300e+00;-7.065e-01;-8.866e-01;-5.435e-01;-6.820e-01;1.283e+00;-5.341e-01;-6.687e-01;1.300e+00;-4.239e-01;-5.319e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.039905000;1.300e+00;-7.056e-01;-8.920e-01;-5.427e-01;-6.862e-01;1.283e+00;-5.335e-01;-6.730e-01;1.300e+00;-4.233e-01;-5.352e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.039996000;1.300e+00;-7.054e-01;-8.930e-01;-5.426e-01;-6.869e-01;1.283e+00;-5.333e-01;-6.737e-01;1.300e+00;-4.232e-01;-5.358e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.040013000;1.300e+00;-7.054e-01;-8.931e-01;-5.426e-01;-6.870e-01;1.283e+00;-5.333e-01;-6.738e-01;1.300e+00;-4.232e-01;-5.359e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.040029000;1.300e+00;-7.053e-01;-8.933e-01;-5.426e-01;-6.872e-01;1.283e+00;-5.333e-01;-6.740e-01;1.300e+00;-4.232e-01;-5.360e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.040125000;1.300e+00;-7.050e-01;-8.941e-01;-5.424e-01;-6.879e-01;1.283e+00;-5.332e-01;-6.747e-01;1.300e+00;-4.230e-01;-5.365e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.040253000;1.299e+00;-7.046e-01;-8.952e-01;-5.423e-01;-6.890e-01;1.283e+00;-5.330e-01;-6.758e-01;1.299e+00;-4.228e-01;-5.371e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.043325000;1.292e+00;-6.954e-01;-9.192e-01;-5.383e-01;-7.117e-01;1.274e+00;-5.293e-01;-6.985e-01;1.292e+00;-4.172e-01;-5.515e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.045058000;1.287e+00;-6.906e-01;-9.304e-01;-5.364e-01;-7.228e-01;1.270e+00;-5.275e-01;-7.096e-01;1.287e+00;-4.143e-01;-5.583e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.045066000;1.287e+00;-6.905e-01;-9.305e-01;-5.364e-01;-7.228e-01;1.270e+00;-5.275e-01;-7.097e-01;1.287e+00;-4.143e-01;-5.583e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.045186000;1.287e+00;-6.902e-01;-9.312e-01;-5.363e-01;-7.235e-01;1.269e+00;-5.274e-01;-7.104e-01;1.287e+00;-4.141e-01;-5.587e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.046082000;1.285e+00;-6.878e-01;-9.363e-01;-5.354e-01;-7.287e-01;1.267e+00;-5.265e-01;-7.156e-01;1.285e+00;-4.127e-01;-5.618e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.046594000;1.284e+00;-6.865e-01;-9.389e-01;-5.349e-01;-7.315e-01;1.266e+00;-5.260e-01;-7.184e-01;1.284e+00;-4.119e-01;-5.634e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.047618000;1.281e+00;-6.840e-01;-9.438e-01;-5.339e-01;-7.368e-01;1.263e+00;-5.252e-01;-7.237e-01;1.281e+00;-4.104e-01;-5.663e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.049154000;1.277e+00;-6.803e-01;-9.500e-01;-5.327e-01;-7.439e-01;1.259e+00;-5.240e-01;-7.308e-01;1.277e+00;-4.082e-01;-5.700e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.049996000;1.275e+00;-6.785e-01;-9.530e-01;-5.321e-01;-7.473e-01;1.257e+00;-5.234e-01;-7.342e-01;1.275e+00;-4.071e-01;-5.718e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.050000000;1.275e+00;-6.784e-01;-9.529e-01;-5.320e-01;-7.473e-01;1.257e+00;-5.234e-01;-7.342e-01;1.275e+00;-4.070e-01;-5.717e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.050060000;1.275e+00;-6.782e-01;-9.531e-01;-5.320e-01;-7.476e-01;1.257e+00;-5.233e-01;-7.345e-01;1.275e+00;-4.069e-01;-5.718e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.050508000;1.274e+00;-6.772e-01;-9.544e-01;-5.317e-01;-7.493e-01;1.256e+00;-5.230e-01;-7.362e-01;1.274e+00;-4.063e-01;-5.726e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.052532000;1.269e+00;-6.730e-01;-9.590e-01;-5.304e-01;-7.559e-01;1.250e+00;-5.219e-01;-7.428e-01;1.269e+00;-4.038e-01;-5.754e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.053432000;1.266e+00;-6.712e-01;-9.604e-01;-5.300e-01;-7.583e-01;1.248e+00;-5.214e-01;-7.452e-01;1.266e+00;-4.027e-01;-5.762e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.054332000;1.264e+00;-6.694e-01;-9.613e-01;-5.296e-01;-7.604e-01;1.246e+00;-5.210e-01;-7.473e-01;1.264e+00;-4.017e-01;-5.768e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.055232000;1.262e+00;-6.678e-01;-9.619e-01;-5.292e-01;-7.622e-01;1.243e+00;-5.207e-01;-7.491e-01;1.262e+00;-4.007e-01;-5.771e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.056132000;1.260e+00;-6.662e-01;-9.620e-01;-5.289e-01;-7.637e-01;1.241e+00;-5.204e-01;-7.506e-01;1.260e+00;-3.997e-01;-5.772e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.057032000;1.257e+00;-6.646e-01;-9.618e-01;-5.286e-01;-7.649e-01;1.239e+00;-5.201e-01;-7.518e-01;1.257e+00;-3.988e-01;-5.771e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.057932000;1.255e+00;-6.632e-01;-9.612e-01;-5.283e-01;-7.658e-01;1.237e+00;-5.199e-01;-7.526e-01;1.255e+00;-3.979e-01;-5.767e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.058832000;1.253e+00;-6.617e-01;-9.602e-01;-5.282e-01;-7.664e-01;1.234e+00;-5.197e-01;-7.532e-01;1.253e+00;-3.970e-01;-5.761e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.059732000;1.251e+00;-6.604e-01;-9.589e-01;-5.280e-01;-7.667e-01;1.232e+00;-5.196e-01;-7.536e-01;1.251e+00;-3.962e-01;-5.753e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
20.059996000;1.250e+00;-6.601e-01;-9.586e-01;-5.280e-01;-7.667e-01;1.232e+00;-5.196e-01;-7.536e-01;1.250e+00;-3.961e-01;-5.752e-01;1.000e+01;9.801e-01;5.000e+01;5.000e+01
