time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_VoltageSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
22.527007000;1.150e+00;6.403e-01;-8.730e-01;5.568e-01;-7.592e-01;1.132e+00;5.822e-01;-7.439e-01;1.150e+00;3.842e-01;-5.238e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.527907000;1.150e+00;6.413e-01;-8.675e-01;5.577e-01;-7.543e-01;1.132e+00;5.830e-01;-7.391e-01;1.150e+00;3.848e-01;-5.205e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.528807000;1.150e+00;6.423e-01;-8.621e-01;5.585e-01;-7.497e-01;1.132e+00;5.838e-01;-7.344e-01;1.150e+00;3.854e-01;-5.173e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.530607000;1.150e+00;6.441e-01;-8.519e-01;5.601e-01;-7.408e-01;1.132e+00;5.853e-01;-7.255e-01;1.150e+00;3.865e-01;-5.111e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.531507000;1.150e+00;6.450e-01;-8.470e-01;5.609e-01;-7.365e-01;1.132e+00;5.860e-01;-7.212e-01;1.150e+00;3.870e-01;-5.082e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.532407000;1.150e+00;6.459e-01;-8.423e-01;5.616e-01;-7.324e-01;1.133e+00;5.867e-01;-7.171e-01;1.150e+00;3.875e-01;-5.054e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.533307000;1.150e+00;6.467e-01;-8.377e-01;5.623e-01;-7.285e-01;1.133e+00;5.874e-01;-7.131e-01;1.150e+00;3.880e-01;-5.026e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.535107000;1.150e+00;6.482e-01;-8.291e-01;5.637e-01;-7.210e-01;1.133e+00;5.886e-01;-7.056e-01;1.150e+00;3.889e-01;-4.975e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.536007000;1.150e+00;6.490e-01;-8.250e-01;5.643e-01;-7.174e-01;1.133e+00;5.892e-01;-7.020e-01;1.150e+00;3.894e-01;-4.950e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.537807000;1.150e+00;6.504e-01;-8.174e-01;5.655e-01;-7.107e-01;1.133e+00;5.904e-01;-6.953e-01;1.150e+00;3.902e-01;-4.904e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.538707000;1.150e+00;6.510e-01;-8.137e-01;5.661e-01;-7.076e-01;1.133e+00;5.909e-01;-6.922e-01;1.150e+00;3.906e-01;-4.882e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.539607000;1.150e+00;6.517e-01;-8.103e-01;5.667e-01;-7.046e-01;1.133e+00;5.914e-01;-6.891e-01;1.150e+00;3.910e-01;-4.862e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.540507000;1.150e+00;6.523e-01;-8.069e-01;5.672e-01;-7.017e-01;1.133e+00;5.919e-01;-6.862e-01;1.150e+00;3.914e-01;-4.841e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.541407000;1.150e+00;6.529e-01;-8.037e-01;5.677e-01;-6.989e-01;1.133e+00;5.924e-01;-6.834e-01;1.150e+00;3.917e-01;-4.822e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.542307000;1.150e+00;6.534e-01;-8.006e-01;5.682e-01;-6.962e-01;1.133e+00;5.929e-01;-6.807e-01;1.150e+00;3.921e-01;-4.804e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.543207000;1.150e+00;6.540e-01;-7.977e-01;5.687e-01;-6.936e-01;1.133e+00;5.933e-01;-6.781e-01;1.150e+00;3.924e-01;-4.786e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.544107000;1.150e+00;6.545e-01;-7.949e-01;5.691e-01;-6.912e-01;1.134e+00;5.938e-01;-6.757e-01;1.150e+00;3.927e-01;-4.769e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.545907000;1.150e+00;6.555e-01;-7.896e-01;5.700e-01;-6.866e-01;1.134e+00;5.946e-01;-6.710e-01;1.150e+00;3.933e-01;-4.737e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.547707000;1.150e+00;6.563e-01;-7.847e-01;5.707e-01;-6.824e-01;1.134e+00;5.953e-01;-6.668e-01;1.150e+00;3.938e-01;-4.708e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.549507000;1.150e+00;6.572e-01;-7.803e-01;5.715e-01;-6.785e-01;1.134e+00;5.960e-01;-6.629e-01;1.150e+00;3.943e-01;-4.682e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.550407000;1.150e+00;6.576e-01;-7.782e-01;5.718e-01;-6.767e-01;1.134e+00;5.963e-01;-6.611e-01;1.150e+00;3.945e-01;-4.669e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.551307000;1.150e+00;6.579e-01;-7.762e-01;5.721e-01;-6.750e-01;1.134e+00;5.966e-01;-6.594e-01;1.150e+00;3.948e-01;-4.657e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.552207000;1.150e+00;6.583e-01;-7.743e-01;5.724e-01;-6.733e-01;1.134e+00;5.969e-01;-6.578e-01;1.150e+00;3.950e-01;-4.646e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.554907000;1.150e+00;6.592e-01;-7.692e-01;5.733e-01;-6.689e-01;1.134e+00;5.977e-01;-6.532e-01;1.150e+00;3.955e-01;-4.615e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.556707000;1.150e+00;6.598e-01;-7.661e-01;5.738e-01;-6.662e-01;1.134e+00;5.981e-01;-6.506e-01;1.150e+00;3.959e-01;-4.597e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.557607000;1.150e+00;6.601e-01;-7.647e-01;5.740e-01;-6.649e-01;1.134e+00;5.984e-01;-6.493e-01;1.150e+00;3.961e-01;-4.588e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.558507000;1.150e+00;6.604e-01;-7.633e-01;5.742e-01;-6.638e-01;1.134e+00;5.986e-01;-6.481e-01;1.150e+00;3.962e-01;-4.580e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.559407000;1.150e+00;6.606e-01;-7.620e-01;5.744e-01;-6.626e-01;1.134e+00;5.988e-01;-6.470e-01;1.150e+00;3.964e-01;-4.572e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.561207000;1.150e+00;6.611e-01;-7.596e-01;5.748e-01;-6.605e-01;1.134e+00;5.992e-01;-6.449e-01;1.150e+00;3.966e-01;-4.558e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.562107000;1.150e+00;6.613e-01;-7.585e-01;5.750e-01;-6.596e-01;1.134e+00;5.993e-01;-6.439e-01;1.150e+00;3.968e-01;-4.551e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.563907000;1.150e+00;6.617e-01;-7.564e-01;5.754e-01;-6.578e-01;1.134e+00;5.997e-01;-6.421e-01;1.150e+00;3.970e-01;-4.539e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.564807000;1.150e+00;6.619e-01;-7.555e-01;5.755e-01;-6.569e-01;1.134e+00;5.998e-01;-6.413e-01;1.150e+00;3.971e-01;-4.533e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.565707000;1.150e+00;6.621e-01;-7.546e-01;5.757e-01;-6.561e-01;1.134e+00;6.000e-01;-6.405e-01;1.150e+00;3.972e-01;-4.527e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.566607000;1.150e+00;6.622e-01;-7.537e-01;5.759e-01;-6.554e-01;1.134e+00;6.001e-01;-6.397e-01;1.150e+00;3.973e-01;-4.522e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.567507000;1.150e+00;6.624e-01;-7.529e-01;5.760e-01;-6.547e-01;1.134e+00;6.003e-01;-6.390e-01;1.150e+00;3.974e-01;-4.517e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.569507000;1.150e+00;6.627e-01;-7.511e-01;5.763e-01;-6.532e-01;1.134e+00;6.005e-01;-6.375e-01;1.150e+00;3.976e-01;-4.507e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.570507000;1.150e+00;6.629e-01;-7.504e-01;5.764e-01;-6.525e-01;1.135e+00;6.007e-01;-6.368e-01;1.150e+00;3.977e-01;-4.502e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.571507000;1.150e+00;6.630e-01;-7.496e-01;5.766e-01;-6.519e-01;1.135e+00;6.008e-01;-6.362e-01;1.150e+00;3.978e-01;-4.498e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.574507000;1.150e+00;6.635e-01;-7.477e-01;5.769e-01;-6.501e-01;1.135e+00;6.011e-01;-6.344e-01;1.150e+00;3.981e-01;-4.486e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.575507000;1.150e+00;6.636e-01;-7.471e-01;5.770e-01;-6.496e-01;1.135e+00;6.012e-01;-6.339e-01;1.150e+00;3.982e-01;-4.482e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.579507000;1.150e+00;6.640e-01;-7.450e-01;5.774e-01;-6.479e-01;1.135e+00;6.016e-01;-6.321e-01;1.150e+00;3.984e-01;-4.470e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.581507000;1.150e+00;6.642e-01;-7.442e-01;5.776e-01;-6.471e-01;1.135e+00;6.018e-01;-6.314e-01;1.150e+00;3.985e-01;-4.465e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.582507000;1.150e+00;6.643e-01;-7.438e-01;5.777e-01;-6.468e-01;1.135e+00;6.018e-01;-6.311e-01;1.150e+00;3.986e-01;-4.463e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.585507000;1.150e+00;6.646e-01;-7.428e-01;5.779e-01;-6.459e-01;1.135e+00;6.020e-01;-6.302e-01;1.150e+00;3.987e-01;-4.457e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.587507000;1.150e+00;6.647e-01;-7.422e-01;5.780e-01;-6.454e-01;1.135e+00;6.022e-01;-6.296e-01;1.150e+00;3.988e-01;-4.453e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.588507000;1.150e+00;6.648e-01;-7.419e-01;5.781e-01;-6.451e-01;1.135e+00;6.022e-01;-6.294e-01;1.150e+00;3.989e-01;-4.451e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.597507000;1.150e+00;6.653e-01;-7.401e-01;5.785e-01;-6.436e-01;1.135e+00;6.027e-01;-6.279e-01;1.150e+00;3.992e-01;-4.441e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.598507000;1.150e+00;6.653e-01;-7.400e-01;5.786e-01;-6.435e-01;1.135e+00;6.027e-01;-6.277e-01;1.150e+00;3.992e-01;-4.440e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.600507000;1.150e+00;6.654e-01;-7.397e-01;5.786e-01;-6.432e-01;1.135e+00;6.028e-01;-6.275e-01;1.150e+00;3.993e-01;-4.438e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.601507000;1.150e+00;6.655e-01;-7.396e-01;5.787e-01;-6.431e-01;1.135e+00;6.028e-01;-6.274e-01;1.150e+00;3.993e-01;-4.438e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.603507000;1.150e+00;6.656e-01;-7.394e-01;5.787e-01;-6.430e-01;1.135e+00;6.029e-01;-6.272e-01;1.150e+00;3.993e-01;-4.436e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.604507000;1.150e+00;6.656e-01;-7.393e-01;5.788e-01;-6.429e-01;1.135e+00;6.029e-01;-6.271e-01;1.150e+00;3.994e-01;-4.436e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.614507000;1.150e+00;6.659e-01;-7.387e-01;5.791e-01;-6.424e-01;1.135e+00;6.032e-01;-6.266e-01;1.150e+00;3.996e-01;-4.432e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.618507000;1.150e+00;6.660e-01;-7.386e-01;5.792e-01;-6.423e-01;1.135e+00;6.033e-01;-6.265e-01;1.150e+00;3.996e-01;-4.432e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.619507000;1.150e+00;6.661e-01;-7.386e-01;5.792e-01;-6.422e-01;1.135e+00;6.033e-01;-6.265e-01;1.150e+00;3.996e-01;-4.431e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.621507000;1.150e+00;6.661e-01;-7.385e-01;5.792e-01;-6.422e-01;1.135e+00;6.034e-01;-6.265e-01;1.150e+00;3.997e-01;-4.431e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.639507000;1.150e+00;6.665e-01;-7.385e-01;5.795e-01;-6.422e-01;1.135e+00;6.037e-01;-6.264e-01;1.150e+00;3.999e-01;-4.431e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.640507000;1.150e+00;6.665e-01;-7.385e-01;5.796e-01;-6.422e-01;1.135e+00;6.037e-01;-6.265e-01;1.150e+00;3.999e-01;-4.431e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.642507000;1.150e+00;6.665e-01;-7.386e-01;5.796e-01;-6.422e-01;1.135e+00;6.037e-01;-6.265e-01;1.150e+00;3.999e-01;-4.431e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.680507000;1.150e+00;6.671e-01;-7.394e-01;5.801e-01;-6.429e-01;1.135e+00;6.042e-01;-6.272e-01;1.150e+00;4.003e-01;-4.436e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.688507000;1.150e+00;6.672e-01;-7.396e-01;5.802e-01;-6.431e-01;1.135e+00;6.043e-01;-6.273e-01;1.150e+00;4.003e-01;-4.438e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.692507000;1.150e+00;6.672e-01;-7.397e-01;5.802e-01;-6.432e-01;1.135e+00;6.044e-01;-6.274e-01;1.150e+00;4.003e-01;-4.438e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.695507000;1.150e+00;6.673e-01;-7.398e-01;5.802e-01;-6.433e-01;1.135e+00;6.044e-01;-6.275e-01;1.150e+00;4.004e-01;-4.439e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.775507000;1.150e+00;6.678e-01;-7.419e-01;5.807e-01;-6.451e-01;1.135e+00;6.048e-01;-6.293e-01;1.150e+00;4.007e-01;-4.451e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.777507000;1.150e+00;6.678e-01;-7.419e-01;5.807e-01;-6.451e-01;1.135e+00;6.049e-01;-6.293e-01;1.150e+00;4.007e-01;-4.451e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.904507000;1.150e+00;6.676e-01;-7.452e-01;5.805e-01;-6.480e-01;1.135e+00;6.048e-01;-6.322e-01;1.150e+00;4.006e-01;-4.471e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.908507000;1.150e+00;6.676e-01;-7.453e-01;5.805e-01;-6.481e-01;1.135e+00;6.047e-01;-6.323e-01;1.150e+00;4.006e-01;-4.472e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.915507000;1.150e+00;6.676e-01;-7.455e-01;5.805e-01;-6.483e-01;1.135e+00;6.047e-01;-6.325e-01;1.150e+00;4.005e-01;-4.473e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.923507000;1.150e+00;6.675e-01;-7.457e-01;5.805e-01;-6.484e-01;1.135e+00;6.047e-01;-6.326e-01;1.150e+00;4.005e-01;-4.474e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
23.107507000;1.150e+00;6.666e-01;-7.504e-01;5.796e-01;-6.526e-01;1.135e+00;6.039e-01;-6.368e-01;1.150e+00;3.999e-01;-4.503e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
23.108507000;1.150e+00;6.666e-01;-7.505e-01;5.796e-01;-6.526e-01;1.134e+00;6.039e-01;-6.368e-01;1.150e+00;3.999e-01;-4.503e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
23.136507000;1.150e+00;6.664e-01;-7.512e-01;5.795e-01;-6.532e-01;1.134e+00;6.038e-01;-6.374e-01;1.150e+00;3.998e-01;-4.507e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
23.222507000;1.150e+00;6.660e-01;-7.534e-01;5.791e-01;-6.551e-01;1.134e+00;6.034e-01;-6.394e-01;1.150e+00;3.996e-01;-4.520e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
23.309507000;1.150e+00;6.657e-01;-7.556e-01;5.788e-01;-6.571e-01;1.134e+00;6.032e-01;-6.413e-01;1.150e+00;3.994e-01;-4.534e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
23.338507000;1.150e+00;6.656e-01;-7.564e-01;5.788e-01;-6.577e-01;1.134e+00;6.031e-01;-6.420e-01;1.150e+00;3.993e-01;-4.538e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
23.349507000;1.150e+00;6.655e-01;-7.567e-01;5.787e-01;-6.580e-01;1.134e+00;6.031e-01;-6.422e-01;1.150e+00;3.993e-01;-4.540e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
23.471507000;1.150e+00;6.652e-01;-7.598e-01;5.785e-01;-6.607e-01;1.134e+00;6.028e-01;-6.450e-01;1.150e+00;3.991e-01;-4.559e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
23.674507000;1.150e+00;6.650e-01;-7.650e-01;5.782e-01;-6.652e-01;1.134e+00;6.027e-01;-6.495e-01;1.150e+00;3.990e-01;-4.590e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
23.732507000;1.150e+00;6.649e-01;-7.665e-01;5.782e-01;-6.665e-01;1.134e+00;6.027e-01;-6.508e-01;1.150e+00;3.990e-01;-4.599e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
23.805507000;1.150e+00;6.649e-01;-7.684e-01;5.782e-01;-6.682e-01;1.134e+00;6.027e-01;-6.524e-01;1.150e+00;3.989e-01;-4.610e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
24.248507000;1.150e+00;6.649e-01;-7.797e-01;5.782e-01;-6.780e-01;1.134e+00;6.027e-01;-6.622e-01;1.150e+00;3.989e-01;-4.678e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
24.952507000;1.150e+00;6.649e-01;-7.975e-01;5.782e-01;-6.935e-01;1.134e+00;6.030e-01;-6.777e-01;1.150e+00;3.989e-01;-4.785e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
24.953507000;1.150e+00;6.649e-01;-7.975e-01;5.782e-01;-6.935e-01;1.133e+00;6.030e-01;-6.777e-01;1.150e+00;3.989e-01;-4.785e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
25.395507000;1.150e+00;6.649e-01;-8.086e-01;5.782e-01;-7.031e-01;1.133e+00;6.031e-01;-6.874e-01;1.150e+00;3.989e-01;-4.852e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
25.415507000;1.150e+00;6.649e-01;-8.091e-01;5.782e-01;-7.036e-01;1.133e+00;6.031e-01;-6.878e-01;1.150e+00;3.989e-01;-4.854e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
25.422507000;1.150e+00;6.649e-01;-8.093e-01;5.782e-01;-7.037e-01;1.133e+00;6.031e-01;-6.880e-01;1.150e+00;3.989e-01;-4.856e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
26.851507000;1.150e+00;6.649e-01;-8.445e-01;5.781e-01;-7.344e-01;1.133e+00;6.035e-01;-7.186e-01;1.150e+00;3.989e-01;-5.067e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
26.852507000;1.150e+00;6.649e-01;-8.445e-01;5.781e-01;-7.344e-01;1.132e+00;6.035e-01;-7.186e-01;1.150e+00;3.989e-01;-5.067e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
27.994507000;1.150e+00;6.649e-01;-8.722e-01;5.781e-01;-7.584e-01;1.132e+00;6.038e-01;-7.426e-01;1.150e+00;3.989e-01;-5.233e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
28.026507000;1.150e+00;6.649e-01;-8.729e-01;5.781e-01;-7.591e-01;1.132e+00;6.038e-01;-7.433e-01;1.150e+00;3.989e-01;-5.238e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
28.058507000;1.150e+00;6.649e-01;-8.737e-01;5.781e-01;-7.597e-01;1.132e+00;6.038e-01;-7.440e-01;1.150e+00;3.989e-01;-5.242e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
28.117507000;1.150e+00;6.649e-01;-8.751e-01;5.781e-01;-7.610e-01;1.132e+00;6.038e-01;-7.452e-01;1.150e+00;3.989e-01;-5.251e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
28.810507000;1.150e+00;6.649e-01;-8.916e-01;5.781e-01;-7.753e-01;1.132e+00;6.040e-01;-7.595e-01;1.150e+00;3.989e-01;-5.349e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
28.811507000;1.150e+00;6.649e-01;-8.916e-01;5.781e-01;-7.753e-01;1.131e+00;6.040e-01;-7.595e-01;1.150e+00;3.989e-01;-5.350e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
30.678349000;1.150e+00;6.648e-01;-9.351e-01;5.781e-01;-8.131e-01;1.131e+00;6.045e-01;-7.973e-01;1.150e+00;3.989e-01;-5.611e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
30.833349000;1.150e+00;6.648e-01;-9.386e-01;5.781e-01;-8.162e-01;1.131e+00;6.046e-01;-8.004e-01;1.150e+00;3.989e-01;-5.632e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
30.834349000;1.150e+00;6.648e-01;-9.387e-01;5.781e-01;-8.162e-01;1.130e+00;6.046e-01;-8.004e-01;1.150e+00;3.989e-01;-5.632e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
32.720349000;1.150e+00;6.648e-01;-9.812e-01;5.781e-01;-8.532e-01;1.130e+00;6.051e-01;-8.374e-01;1.150e+00;3.989e-01;-5.887e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
32.923349000;1.150e+00;6.648e-01;-9.857e-01;5.781e-01;-8.571e-01;1.130e+00;6.051e-01;-8.413e-01;1.150e+00;3.989e-01;-5.914e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
32.924349000;1.150e+00;6.648e-01;-9.857e-01;5.781e-01;-8.571e-01;1.129e+00;6.051e-01;-8.413e-01;1.150e+00;3.989e-01;-5.914e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
33.368349000;1.150e+00;6.648e-01;-9.955e-01;5.781e-01;-8.657e-01;1.129e+00;6.052e-01;-8.499e-01;1.150e+00;3.989e-01;-5.973e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
33.447349000;1.150e+00;6.648e-01;-9.973e-01;5.781e-01;-8.672e-01;1.129e+00;6.052e-01;-8.514e-01;1.150e+00;3.989e-01;-5.984e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
33.451349000;1.150e+00;6.648e-01;-9.973e-01;5.781e-01;-8.673e-01;1.129e+00;6.052e-01;-8.514e-01;1.150e+00;3.989e-01;-5.984e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
33.641349000;1.150e+00;6.648e-01;-1.002e+00;5.781e-01;-8.709e-01;1.129e+00;6.053e-01;-8.551e-01;1.150e+00;3.989e-01;-6.009e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
35.084349000;1.150e+00;6.648e-01;-1.033e+00;5.781e-01;-8.980e-01;1.129e+00;6.056e-01;-8.822e-01;1.150e+00;3.989e-01;-6.196e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
35.085349000;1.150e+00;6.648e-01;-1.033e+00;5.781e-01;-8.980e-01;1.128e+00;6.056e-01;-8.822e-01;1.150e+00;3.989e-01;-6.197e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
36.209349000;1.150e+00;6.648e-01;-1.057e+00;5.781e-01;-9.188e-01;1.128e+00;6.059e-01;-9.029e-01;1.150e+00;3.989e-01;-6.340e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
37.322349000;1.150e+00;6.648e-01;-1.080e+00;5.781e-01;-9.389e-01;1.128e+00;6.062e-01;-9.231e-01;1.150e+00;3.989e-01;-6.479e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
37.323349000;1.150e+00;6.648e-01;-1.080e+00;5.781e-01;-9.389e-01;1.127e+00;6.062e-01;-9.231e-01;1.150e+00;3.989e-01;-6.479e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
38.792349000;1.150e+00;6.648e-01;-1.110e+00;5.781e-01;-9.650e-01;1.127e+00;6.065e-01;-9.492e-01;1.150e+00;3.989e-01;-6.659e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
38.978349000;1.150e+00;6.648e-01;-1.114e+00;5.781e-01;-9.683e-01;1.127e+00;6.066e-01;-9.524e-01;1.150e+00;3.989e-01;-6.681e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
39.006349000;1.150e+00;6.648e-01;-1.114e+00;5.781e-01;-9.688e-01;1.127e+00;6.066e-01;-9.529e-01;1.150e+00;3.989e-01;-6.684e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
39.115349000;1.150e+00;6.648e-01;-1.116e+00;5.781e-01;-9.707e-01;1.127e+00;6.066e-01;-9.548e-01;1.150e+00;3.989e-01;-6.698e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
39.646349000;1.150e+00;6.648e-01;-1.127e+00;5.780e-01;-9.799e-01;1.127e+00;6.067e-01;-9.640e-01;1.150e+00;3.989e-01;-6.761e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
39.647349000;1.150e+00;6.648e-01;-1.127e+00;5.780e-01;-9.799e-01;1.126e+00;6.067e-01;-9.640e-01;1.150e+00;3.989e-01;-6.761e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
41.561349000;1.150e+00;6.647e-01;-1.164e+00;5.780e-01;-1.013e+00;1.126e+00;6.071e-01;-9.966e-01;1.150e+00;3.988e-01;-6.986e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
41.793349000;1.150e+00;6.647e-01;-1.169e+00;5.780e-01;-1.016e+00;1.126e+00;6.072e-01;-1.001e+00;1.150e+00;3.988e-01;-7.013e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
42.057349000;1.150e+00;6.647e-01;-1.174e+00;5.780e-01;-1.021e+00;1.126e+00;6.073e-01;-1.005e+00;1.150e+00;3.988e-01;-7.043e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
42.058349000;1.150e+00;6.647e-01;-1.174e+00;5.780e-01;-1.021e+00;1.125e+00;6.073e-01;-1.005e+00;1.150e+00;3.988e-01;-7.044e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
