time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_AVRSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;6.667e-01;2.167e-01;6.383e-01;2.074e-01;1.050e+00;6.509e-01;2.253e-01;1.044e+00;4.000e-01;1.300e-01;1.000e+01;1.121e+00;5.000e+01;5.000e+01
19.989997000;1.044e+00;6.666e-01;2.167e-01;6.383e-01;2.074e-01;1.050e+00;6.509e-01;2.253e-01;1.044e+00;4.000e-01;1.300e-01;1.000e+01;1.121e+00;5.000e+01;5.000e+01
19.990004000;1.044e+00;6.667e-01;2.167e-01;6.383e-01;2.074e-01;1.050e+00;6.509e-01;2.253e-01;1.044e+00;4.000e-01;1.300e-01;1.000e+01;1.121e+00;5.000e+01;5.000e+01
19.990028000;1.045e+00;6.669e-01;2.167e-01;6.383e-01;2.074e-01;1.050e+00;6.509e-01;2.253e-01;1.045e+00;4.001e-01;1.300e-01;1.000e+01;1.121e+00;5.000e+01;5.000e+01
19.990124000;1.046e+00;6.677e-01;2.170e-01;6.383e-01;2.074e-01;1.052e+00;6.509e-01;2.253e-01;1.046e+00;4.006e-01;1.302e-01;1.000e+01;1.121e+00;5.000e+01;5.000e+01
19.990252000;1.048e+00;6.687e-01;2.173e-01;6.383e-01;2.074e-01;1.053e+00;6.509e-01;2.253e-01;1.048e+00;4.012e-01;1.304e-01;1.000e+01;1.121e+00;4.999e+01;4.999e+01
19.990380000;1.049e+00;6.698e-01;2.177e-01;6.383e-01;2.074e-01;1.055e+00;6.509e-01;2.253e-01;1.049e+00;4.019e-01;1.306e-01;1.000e+01;1.121e+00;4.999e+01;4.999e+01
19.990636000;1.053e+00;6.718e-01;2.183e-01;6.383e-01;2.074e-01;1.058e+00;6.509e-01;2.252e-01;1.053e+00;4.031e-01;1.310e-01;1.000e+01;1.121e+00;4.999e+01;4.999e+01
19.990772000;1.054e+00;6.730e-01;2.187e-01;6.383e-01;2.074e-01;1.060e+00;6.509e-01;2.252e-01;1.054e+00;4.038e-01;1.312e-01;1.000e+01;1.121e+00;4.998e+01;4.998e+01
19.991028000;1.058e+00;6.750e-01;2.193e-01;6.383e-01;2.074e-01;1.063e+00;6.509e-01;2.251e-01;1.058e+00;4.050e-01;1.316e-01;1.000e+01;1.121e+00;4.998e+01;4.998e+01
19.991284000;1.061e+00;6.771e-01;2.200e-01;6.383e-01;2.073e-01;1.066e+00;6.509e-01;2.251e-01;1.061e+00;4.063e-01;1.320e-01;1.000e+01;1.121e+00;4.998e+01;4.998e+01
19.991796000;1.067e+00;6.812e-01;2.211e-01;6.382e-01;2.072e-01;1.073e+00;6.509e-01;2.248e-01;1.067e+00;4.087e-01;1.327e-01;1.000e+01;1.121e+00;4.998e+01;4.998e+01
19.992052000;1.071e+00;6.833e-01;2.217e-01;6.382e-01;2.071e-01;1.076e+00;6.509e-01;2.247e-01;1.071e+00;4.100e-01;1.330e-01;1.000e+01;1.121e+00;4.997e+01;4.997e+01
19.992308000;1.074e+00;6.853e-01;2.222e-01;6.382e-01;2.069e-01;1.079e+00;6.509e-01;2.245e-01;1.074e+00;4.112e-01;1.333e-01;1.000e+01;1.121e+00;4.997e+01;4.997e+01
19.993332000;1.087e+00;6.935e-01;2.240e-01;6.380e-01;2.060e-01;1.093e+00;6.507e-01;2.235e-01;1.087e+00;4.161e-01;1.344e-01;1.000e+01;1.121e+00;4.997e+01;4.997e+01
19.994100000;1.097e+00;6.995e-01;2.248e-01;6.377e-01;2.050e-01;1.102e+00;6.506e-01;2.224e-01;1.097e+00;4.197e-01;1.349e-01;1.000e+01;1.121e+00;4.997e+01;4.997e+01
19.994868000;1.107e+00;7.054e-01;2.253e-01;6.375e-01;2.036e-01;1.112e+00;6.503e-01;2.209e-01;1.107e+00;4.233e-01;1.352e-01;1.000e+01;1.121e+00;4.997e+01;4.997e+01
19.995380000;1.113e+00;7.093e-01;2.254e-01;6.372e-01;2.025e-01;1.119e+00;6.501e-01;2.197e-01;1.113e+00;4.256e-01;1.352e-01;1.000e+01;1.121e+00;4.997e+01;4.997e+01
