time;InternalNode1_BUS_Voltage;InternalNode1_BUS_ActivePower;InternalNode1_BUS_ReactivePower;InternalNode1_BUS_ActiveCurrent;InternalNode1_BUS_ReactiveCurrent;Bess_GEN_VoltageInjTerminal;Bess_GEN_ActiveCurrentInjTerminal;Bess_GEN_ReactiveCurrentInjTerminal;Bess_GEN_ActivePowerControlledPu;Bess_GEN_ReactivePowerControlledPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu
0.000000;1.000e+00;-6.660e-01;-2.160e-01;-6.660e-01;-2.160e-01;9.777e-01;-6.736e-01;-1.909e-01;-6.586e-01;-1.866e-01;1.000e+00;-3.330e-03;-1.080e-03;-6.586e-01;-1.866e-01
19.999996;1.000e+00;-6.660e-01;-2.160e-01;-6.660e-01;-2.160e-01;9.777e-01;-6.736e-01;-1.909e-01;-6.586e-01;-1.866e-01;1.000e+00;-3.330e-03;-1.080e-03;-6.586e-01;-1.866e-01
19.999997;1.000e+00;-6.660e-01;-2.160e-01;-6.660e-01;-2.160e-01;9.777e-01;-6.736e-01;-1.909e-01;-6.586e-01;-1.866e-01;1.000e+00;-3.330e-03;-1.080e-03;-6.253e-01;-1.866e-01
20.000000;1.000e+00;-6.660e-01;-2.160e-01;-6.660e-01;-2.160e-01;9.777e-01;-6.736e-01;-1.909e-01;-6.586e-01;-1.866e-01;1.000e+00;-3.330e-03;-1.080e-03;-6.253e-01;-1.866e-01
20.000444;1.000e+00;-6.660e-01;-2.160e-01;-6.660e-01;-2.160e-01;9.777e-01;-6.736e-01;-1.909e-01;-6.586e-01;-1.866e-01;1.000e+00;-3.330e-03;-1.080e-03;-6.253e-01;-1.866e-01
20.000508;1.000e+00;-6.660e-01;-2.160e-01;-6.660e-01;-2.160e-01;9.777e-01;-6.736e-01;-1.908e-01;-6.586e-01;-1.866e-01;1.000e+00;-3.330e-03;-1.080e-03;-6.253e-01;-1.866e-01
20.001724;1.000e+00;-6.660e-01;-2.160e-01;-6.660e-01;-2.160e-01;9.777e-01;-6.736e-01;-1.908e-01;-6.586e-01;-1.866e-01;1.000e+00;-3.330e-03;-1.080e-03;-6.253e-01;-1.866e-01
20.002044;1.000e+00;-6.658e-01;-2.160e-01;-6.658e-01;-2.160e-01;9.777e-01;-6.736e-01;-1.908e-01;-6.586e-01;-1.866e-01;1.000e+00;-3.329e-03;-1.080e-03;-6.253e-01;-1.866e-01
20.002274;1.000e+00;-6.658e-01;-2.160e-01;-6.658e-01;-2.160e-01;9.777e-01;-6.734e-01;-1.908e-01;-6.584e-01;-1.866e-01;1.000e+00;-3.329e-03;-1.080e-03;-6.253e-01;-1.866e-01
20.002390;1.000e+00;-6.658e-01;-2.160e-01;-6.658e-01;-2.160e-01;9.778e-01;-6.734e-01;-1.908e-01;-6.584e-01;-1.866e-01;1.000e+00;-3.329e-03;-1.080e-03;-6.253e-01;-1.866e-01
20.003081;1.000e+00;-6.656e-01;-2.160e-01;-6.656e-01;-2.160e-01;9.778e-01;-6.732e-01;-1.908e-01;-6.582e-01;-1.866e-01;1.000e+00;-3.328e-03;-1.080e-03;-6.253e-01;-1.866e-01
20.004002;1.000e+00;-6.654e-01;-2.160e-01;-6.654e-01;-2.160e-01;9.778e-01;-6.729e-01;-1.908e-01;-6.580e-01;-1.866e-01;1.000e+00;-3.327e-03;-1.080e-03;-6.253e-01;-1.866e-01
20.004624;1.000e+00;-6.650e-01;-2.160e-01;-6.649e-01;-2.160e-01;9.778e-01;-6.727e-01;-1.908e-01;-6.578e-01;-1.866e-01;1.000e+00;-3.325e-03;-1.080e-03;-6.253e-01;-1.866e-01
20.004832;1.000e+00;-6.650e-01;-2.160e-01;-6.649e-01;-2.160e-01;9.779e-01;-6.725e-01;-1.908e-01;-6.576e-01;-1.866e-01;1.000e+00;-3.325e-03;-1.080e-03;-6.253e-01;-1.866e-01
20.005039;1.000e+00;-6.648e-01;-2.160e-01;-6.647e-01;-2.160e-01;9.779e-01;-6.725e-01;-1.910e-01;-6.576e-01;-1.868e-01;1.000e+00;-3.324e-03;-1.080e-03;-6.253e-01;-1.866e-01
20.006076;1.000e+00;-6.644e-01;-2.160e-01;-6.643e-01;-2.160e-01;9.779e-01;-6.718e-01;-1.910e-01;-6.570e-01;-1.868e-01;1.000e+00;-3.322e-03;-1.080e-03;-6.253e-01;-1.866e-01
20.006491;1.000e+00;-6.642e-01;-2.160e-01;-6.641e-01;-2.160e-01;9.780e-01;-6.716e-01;-1.910e-01;-6.568e-01;-1.868e-01;1.000e+00;-3.321e-03;-1.080e-03;-6.253e-01;-1.866e-01
20.006905;1.000e+00;-6.638e-01;-2.160e-01;-6.636e-01;-2.159e-01;9.780e-01;-6.714e-01;-1.910e-01;-6.566e-01;-1.868e-01;1.000e+00;-3.319e-03;-1.080e-03;-6.253e-01;-1.866e-01
20.007320;1.000e+00;-6.636e-01;-2.160e-01;-6.634e-01;-2.159e-01;9.780e-01;-6.711e-01;-1.910e-01;-6.564e-01;-1.868e-01;1.000e+00;-3.318e-03;-1.080e-03;-6.253e-01;-1.866e-01
20.007735;1.000e+00;-6.634e-01;-2.160e-01;-6.632e-01;-2.159e-01;9.781e-01;-6.707e-01;-1.910e-01;-6.560e-01;-1.868e-01;1.000e+00;-3.317e-03;-1.080e-03;-6.253e-01;-1.866e-01
20.008150;1.000e+00;-6.632e-01;-2.160e-01;-6.630e-01;-2.159e-01;9.781e-01;-6.705e-01;-1.910e-01;-6.558e-01;-1.868e-01;1.000e+00;-3.316e-03;-1.080e-03;-6.253e-01;-1.866e-01
20.008564;1.000e+00;-6.628e-01;-2.160e-01;-6.626e-01;-2.159e-01;9.782e-01;-6.702e-01;-1.910e-01;-6.556e-01;-1.868e-01;1.000e+00;-3.314e-03;-1.080e-03;-6.253e-01;-1.866e-01
20.008979;1.000e+00;-6.626e-01;-2.160e-01;-6.623e-01;-2.159e-01;9.782e-01;-6.698e-01;-1.910e-01;-6.552e-01;-1.868e-01;1.000e+00;-3.313e-03;-1.080e-03;-6.253e-01;-1.866e-01
20.009394;1.000e+00;-6.622e-01;-2.160e-01;-6.619e-01;-2.159e-01;9.782e-01;-6.696e-01;-1.910e-01;-6.550e-01;-1.868e-01;1.000e+00;-3.311e-03;-1.080e-03;-6.253e-01;-1.866e-01
20.010223;1.001e+00;-6.616e-01;-2.158e-01;-6.613e-01;-2.157e-01;9.783e-01;-6.689e-01;-1.909e-01;-6.544e-01;-1.868e-01;1.001e+00;-3.308e-03;-1.079e-03;-6.253e-01;-1.866e-01
20.010970;1.001e+00;-6.612e-01;-2.158e-01;-6.608e-01;-2.157e-01;9.784e-01;-6.682e-01;-1.909e-01;-6.538e-01;-1.868e-01;1.001e+00;-3.306e-03;-1.079e-03;-6.253e-01;-1.866e-01
20.011716;1.001e+00;-6.606e-01;-2.158e-01;-6.602e-01;-2.157e-01;9.785e-01;-6.678e-01;-1.909e-01;-6.534e-01;-1.868e-01;1.001e+00;-3.303e-03;-1.079e-03;-6.253e-01;-1.866e-01
20.012463;1.001e+00;-6.600e-01;-2.158e-01;-6.595e-01;-2.156e-01;9.786e-01;-6.671e-01;-1.911e-01;-6.528e-01;-1.870e-01;1.001e+00;-3.300e-03;-1.079e-03;-6.253e-01;-1.866e-01
20.013209;1.001e+00;-6.594e-01;-2.158e-01;-6.589e-01;-2.156e-01;9.787e-01;-6.664e-01;-1.911e-01;-6.522e-01;-1.870e-01;1.001e+00;-3.297e-03;-1.079e-03;-6.253e-01;-1.866e-01
20.013956;1.001e+00;-6.588e-01;-2.158e-01;-6.582e-01;-2.156e-01;9.788e-01;-6.657e-01;-1.911e-01;-6.516e-01;-1.870e-01;1.001e+00;-3.294e-03;-1.079e-03;-6.253e-01;-1.866e-01
20.014702;1.001e+00;-6.582e-01;-2.158e-01;-6.576e-01;-2.156e-01;9.788e-01;-6.651e-01;-1.910e-01;-6.510e-01;-1.870e-01;1.001e+00;-3.291e-03;-1.079e-03;-6.253e-01;-1.866e-01
20.015449;1.001e+00;-6.576e-01;-2.156e-01;-6.569e-01;-2.154e-01;9.789e-01;-6.646e-01;-1.910e-01;-6.506e-01;-1.870e-01;1.001e+00;-3.288e-03;-1.078e-03;-6.253e-01;-1.866e-01
20.016195;1.001e+00;-6.572e-01;-2.156e-01;-6.565e-01;-2.154e-01;9.790e-01;-6.639e-01;-1.910e-01;-6.500e-01;-1.870e-01;1.001e+00;-3.286e-03;-1.078e-03;-6.253e-01;-1.866e-01
20.016942;1.001e+00;-6.566e-01;-2.156e-01;-6.558e-01;-2.153e-01;9.791e-01;-6.633e-01;-1.910e-01;-6.494e-01;-1.870e-01;1.001e+00;-3.283e-03;-1.078e-03;-6.253e-01;-1.866e-01
20.017688;1.001e+00;-6.560e-01;-2.156e-01;-6.552e-01;-2.153e-01;9.792e-01;-6.626e-01;-1.910e-01;-6.488e-01;-1.870e-01;1.001e+00;-3.280e-03;-1.078e-03;-6.253e-01;-1.866e-01
20.018435;1.001e+00;-6.554e-01;-2.156e-01;-6.545e-01;-2.153e-01;9.793e-01;-6.619e-01;-1.910e-01;-6.482e-01;-1.870e-01;1.001e+00;-3.277e-03;-1.078e-03;-6.253e-01;-1.866e-01
20.019181;1.001e+00;-6.548e-01;-2.156e-01;-6.539e-01;-2.153e-01;9.794e-01;-6.612e-01;-1.909e-01;-6.476e-01;-1.870e-01;1.001e+00;-3.274e-03;-1.078e-03;-6.253e-01;-1.866e-01
20.019928;1.002e+00;-6.542e-01;-2.156e-01;-6.532e-01;-2.153e-01;9.795e-01;-6.608e-01;-1.911e-01;-6.472e-01;-1.872e-01;1.002e+00;-3.271e-03;-1.078e-03;-6.253e-01;-1.866e-01
20.020674;1.002e+00;-6.536e-01;-2.154e-01;-6.526e-01;-2.151e-01;9.795e-01;-6.601e-01;-1.911e-01;-6.466e-01;-1.872e-01;1.002e+00;-3.268e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.021421;1.002e+00;-6.532e-01;-2.154e-01;-6.521e-01;-2.150e-01;9.796e-01;-6.594e-01;-1.911e-01;-6.460e-01;-1.872e-01;1.002e+00;-3.266e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.022167;1.002e+00;-6.526e-01;-2.154e-01;-6.515e-01;-2.150e-01;9.797e-01;-6.590e-01;-1.911e-01;-6.456e-01;-1.872e-01;1.002e+00;-3.263e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.022914;1.002e+00;-6.520e-01;-2.154e-01;-6.508e-01;-2.150e-01;9.798e-01;-6.583e-01;-1.911e-01;-6.450e-01;-1.872e-01;1.002e+00;-3.260e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.023660;1.002e+00;-6.516e-01;-2.154e-01;-6.504e-01;-2.150e-01;9.798e-01;-6.577e-01;-1.911e-01;-6.444e-01;-1.872e-01;1.002e+00;-3.258e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.024407;1.002e+00;-6.510e-01;-2.154e-01;-6.498e-01;-2.150e-01;9.799e-01;-6.572e-01;-1.910e-01;-6.440e-01;-1.872e-01;1.002e+00;-3.255e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.025153;1.002e+00;-6.504e-01;-2.154e-01;-6.491e-01;-2.150e-01;9.800e-01;-6.565e-01;-1.910e-01;-6.434e-01;-1.872e-01;1.002e+00;-3.252e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.025900;1.002e+00;-6.500e-01;-2.154e-01;-6.487e-01;-2.150e-01;9.801e-01;-6.561e-01;-1.912e-01;-6.430e-01;-1.874e-01;1.002e+00;-3.250e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.026900;1.002e+00;-6.494e-01;-2.154e-01;-6.480e-01;-2.149e-01;9.802e-01;-6.554e-01;-1.912e-01;-6.424e-01;-1.874e-01;1.002e+00;-3.247e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.027900;1.002e+00;-6.486e-01;-2.154e-01;-6.472e-01;-2.149e-01;9.802e-01;-6.545e-01;-1.912e-01;-6.416e-01;-1.874e-01;1.002e+00;-3.243e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.028900;1.002e+00;-6.480e-01;-2.152e-01;-6.465e-01;-2.147e-01;9.803e-01;-6.539e-01;-1.912e-01;-6.410e-01;-1.874e-01;1.002e+00;-3.240e-03;-1.076e-03;-6.253e-01;-1.866e-01
20.029900;1.002e+00;-6.474e-01;-2.152e-01;-6.459e-01;-2.147e-01;9.804e-01;-6.532e-01;-1.911e-01;-6.404e-01;-1.874e-01;1.002e+00;-3.237e-03;-1.076e-03;-6.253e-01;-1.866e-01
20.030900;1.002e+00;-6.468e-01;-2.152e-01;-6.452e-01;-2.147e-01;9.805e-01;-6.527e-01;-1.913e-01;-6.400e-01;-1.876e-01;1.002e+00;-3.234e-03;-1.076e-03;-6.253e-01;-1.866e-01
20.031900;1.002e+00;-6.462e-01;-2.152e-01;-6.446e-01;-2.147e-01;9.806e-01;-6.521e-01;-1.913e-01;-6.394e-01;-1.876e-01;1.002e+00;-3.231e-03;-1.076e-03;-6.253e-01;-1.866e-01
20.032900;1.003e+00;-6.458e-01;-2.152e-01;-6.442e-01;-2.147e-01;9.806e-01;-6.514e-01;-1.913e-01;-6.388e-01;-1.876e-01;1.003e+00;-3.229e-03;-1.076e-03;-6.253e-01;-1.866e-01
20.033900;1.003e+00;-6.452e-01;-2.152e-01;-6.435e-01;-2.146e-01;9.807e-01;-6.508e-01;-1.913e-01;-6.382e-01;-1.876e-01;1.003e+00;-3.226e-03;-1.076e-03;-6.253e-01;-1.866e-01
20.034900;1.003e+00;-6.446e-01;-2.152e-01;-6.429e-01;-2.146e-01;9.808e-01;-6.503e-01;-1.913e-01;-6.378e-01;-1.876e-01;1.003e+00;-3.223e-03;-1.076e-03;-6.253e-01;-1.866e-01
20.035900;1.003e+00;-6.442e-01;-2.152e-01;-6.425e-01;-2.146e-01;9.808e-01;-6.497e-01;-1.915e-01;-6.374e-01;-1.878e-01;1.003e+00;-3.221e-03;-1.076e-03;-6.253e-01;-1.866e-01
20.036900;1.003e+00;-6.438e-01;-2.152e-01;-6.420e-01;-2.146e-01;9.809e-01;-6.492e-01;-1.915e-01;-6.368e-01;-1.878e-01;1.003e+00;-3.219e-03;-1.076e-03;-6.253e-01;-1.866e-01
20.037900;1.003e+00;-6.432e-01;-2.152e-01;-6.414e-01;-2.146e-01;9.809e-01;-6.488e-01;-1.914e-01;-6.364e-01;-1.878e-01;1.003e+00;-3.216e-03;-1.076e-03;-6.253e-01;-1.866e-01
20.038900;1.003e+00;-6.428e-01;-2.152e-01;-6.410e-01;-2.146e-01;9.810e-01;-6.483e-01;-1.914e-01;-6.360e-01;-1.878e-01;1.003e+00;-3.214e-03;-1.076e-03;-6.253e-01;-1.866e-01
20.039900;1.003e+00;-6.424e-01;-2.152e-01;-6.405e-01;-2.146e-01;9.810e-01;-6.479e-01;-1.914e-01;-6.356e-01;-1.878e-01;1.003e+00;-3.212e-03;-1.076e-03;-6.253e-01;-1.866e-01
20.040900;1.003e+00;-6.420e-01;-2.152e-01;-6.401e-01;-2.146e-01;9.811e-01;-6.472e-01;-1.916e-01;-6.350e-01;-1.880e-01;1.003e+00;-3.210e-03;-1.076e-03;-6.253e-01;-1.866e-01
20.041900;1.003e+00;-6.416e-01;-2.152e-01;-6.397e-01;-2.146e-01;9.811e-01;-6.468e-01;-1.916e-01;-6.348e-01;-1.880e-01;1.003e+00;-3.208e-03;-1.076e-03;-6.253e-01;-1.866e-01
20.042900;1.003e+00;-6.412e-01;-2.152e-01;-6.393e-01;-2.145e-01;9.812e-01;-6.466e-01;-1.916e-01;-6.344e-01;-1.880e-01;1.003e+00;-3.206e-03;-1.076e-03;-6.253e-01;-1.866e-01
20.043900;1.003e+00;-6.408e-01;-2.152e-01;-6.388e-01;-2.145e-01;9.812e-01;-6.461e-01;-1.916e-01;-6.340e-01;-1.880e-01;1.003e+00;-3.204e-03;-1.076e-03;-6.253e-01;-1.866e-01
20.044900;1.003e+00;-6.404e-01;-2.152e-01;-6.384e-01;-2.145e-01;9.813e-01;-6.457e-01;-1.916e-01;-6.336e-01;-1.880e-01;1.003e+00;-3.202e-03;-1.076e-03;-6.253e-01;-1.866e-01
20.045900;1.003e+00;-6.400e-01;-2.152e-01;-6.380e-01;-2.145e-01;9.813e-01;-6.453e-01;-1.918e-01;-6.332e-01;-1.882e-01;1.003e+00;-3.200e-03;-1.076e-03;-6.253e-01;-1.866e-01
20.046900;1.003e+00;-6.398e-01;-2.154e-01;-6.378e-01;-2.147e-01;9.814e-01;-6.450e-01;-1.918e-01;-6.330e-01;-1.882e-01;1.003e+00;-3.199e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.047900;1.003e+00;-6.394e-01;-2.154e-01;-6.374e-01;-2.147e-01;9.814e-01;-6.446e-01;-1.918e-01;-6.326e-01;-1.882e-01;1.003e+00;-3.197e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.048900;1.003e+00;-6.390e-01;-2.154e-01;-6.369e-01;-2.147e-01;9.814e-01;-6.444e-01;-1.918e-01;-6.324e-01;-1.882e-01;1.003e+00;-3.194e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.049900;1.003e+00;-6.388e-01;-2.154e-01;-6.367e-01;-2.147e-01;9.815e-01;-6.439e-01;-1.918e-01;-6.320e-01;-1.882e-01;1.003e+00;-3.193e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.050900;1.003e+00;-6.386e-01;-2.154e-01;-6.365e-01;-2.147e-01;9.815e-01;-6.437e-01;-1.918e-01;-6.318e-01;-1.882e-01;1.003e+00;-3.192e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.051900;1.003e+00;-6.382e-01;-2.154e-01;-6.361e-01;-2.147e-01;9.815e-01;-6.433e-01;-1.919e-01;-6.314e-01;-1.884e-01;1.003e+00;-3.190e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.052900;1.003e+00;-6.380e-01;-2.154e-01;-6.359e-01;-2.147e-01;9.815e-01;-6.431e-01;-1.919e-01;-6.312e-01;-1.884e-01;1.003e+00;-3.189e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.053900;1.003e+00;-6.378e-01;-2.154e-01;-6.357e-01;-2.147e-01;9.816e-01;-6.428e-01;-1.919e-01;-6.310e-01;-1.884e-01;1.003e+00;-3.188e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.054900;1.003e+00;-6.374e-01;-2.154e-01;-6.352e-01;-2.147e-01;9.816e-01;-6.426e-01;-1.919e-01;-6.308e-01;-1.884e-01;1.003e+00;-3.186e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.055900;1.003e+00;-6.372e-01;-2.154e-01;-6.350e-01;-2.147e-01;9.816e-01;-6.424e-01;-1.919e-01;-6.306e-01;-1.884e-01;1.003e+00;-3.185e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.056900;1.003e+00;-6.370e-01;-2.154e-01;-6.348e-01;-2.147e-01;9.816e-01;-6.420e-01;-1.919e-01;-6.302e-01;-1.884e-01;1.003e+00;-3.184e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.057900;1.003e+00;-6.368e-01;-2.154e-01;-6.346e-01;-2.147e-01;9.817e-01;-6.418e-01;-1.919e-01;-6.300e-01;-1.884e-01;1.003e+00;-3.183e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.058900;1.003e+00;-6.366e-01;-2.154e-01;-6.344e-01;-2.147e-01;9.817e-01;-6.415e-01;-1.921e-01;-6.298e-01;-1.886e-01;1.003e+00;-3.182e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.059900;1.003e+00;-6.364e-01;-2.154e-01;-6.342e-01;-2.147e-01;9.817e-01;-6.413e-01;-1.921e-01;-6.296e-01;-1.886e-01;1.003e+00;-3.181e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.060900;1.004e+00;-6.362e-01;-2.154e-01;-6.340e-01;-2.146e-01;9.817e-01;-6.413e-01;-1.921e-01;-6.296e-01;-1.886e-01;1.004e+00;-3.180e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.061900;1.004e+00;-6.360e-01;-2.154e-01;-6.338e-01;-2.146e-01;9.817e-01;-6.411e-01;-1.921e-01;-6.294e-01;-1.886e-01;1.004e+00;-3.179e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.062900;1.004e+00;-6.358e-01;-2.154e-01;-6.336e-01;-2.146e-01;9.818e-01;-6.409e-01;-1.921e-01;-6.292e-01;-1.886e-01;1.004e+00;-3.178e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.063900;1.004e+00;-6.358e-01;-2.154e-01;-6.335e-01;-2.146e-01;9.818e-01;-6.407e-01;-1.921e-01;-6.290e-01;-1.886e-01;1.004e+00;-3.178e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.064900;1.004e+00;-6.356e-01;-2.154e-01;-6.333e-01;-2.146e-01;9.818e-01;-6.405e-01;-1.921e-01;-6.288e-01;-1.886e-01;1.004e+00;-3.177e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.065900;1.004e+00;-6.354e-01;-2.154e-01;-6.331e-01;-2.146e-01;9.818e-01;-6.402e-01;-1.921e-01;-6.286e-01;-1.886e-01;1.004e+00;-3.176e-03;-1.077e-03;-6.253e-01;-1.866e-01
20.066900;1.004e+00;-6.352e-01;-2.156e-01;-6.329e-01;-2.148e-01;9.818e-01;-6.402e-01;-1.921e-01;-6.286e-01;-1.886e-01;1.004e+00;-3.175e-03;-1.078e-03;-6.253e-01;-1.866e-01
20.067900;1.004e+00;-6.352e-01;-2.156e-01;-6.329e-01;-2.148e-01;9.818e-01;-6.400e-01;-1.923e-01;-6.284e-01;-1.888e-01;1.004e+00;-3.175e-03;-1.078e-03;-6.253e-01;-1.866e-01
20.068900;1.004e+00;-6.350e-01;-2.156e-01;-6.327e-01;-2.148e-01;9.818e-01;-6.398e-01;-1.923e-01;-6.282e-01;-1.888e-01;1.004e+00;-3.174e-03;-1.078e-03;-6.253e-01;-1.866e-01
