time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu
0.000000000;1.000e+00;6.660e-01;-4.174e-09;6.660e-01;-2.660e-09;1.000e+00;6.660e-01;-7.760e-09;1.000e+00;3.330e-03;-0.000e+00;1.000e+01;6.660e-01;9.000e-05
19.999996000;1.000e+00;6.660e-01;2.386e-09;6.660e-01;1.660e-09;1.000e+00;6.660e-01;1.323e-10;1.000e+00;3.330e-03;-0.000e+00;1.000e+01;6.660e-01;9.000e-05
19.999996000;1.000e+00;6.660e-01;2.404e-09;6.660e-01;1.562e-09;1.000e+00;6.660e-01;4.598e-11;1.000e+00;3.330e-03;-0.000e+00;1.000e+01;6.660e-01;-1.071e-02
20.000124000;1.000e+00;6.660e-01;2.476e-09;6.660e-01;7.746e-10;1.000e+00;6.660e-01;-5.745e-10;1.000e+00;3.330e-03;-0.000e+00;1.000e+01;6.660e-01;-1.071e-02
20.000252000;1.000e+00;6.660e-01;-2.000e-04;6.660e-01;-2.000e-04;1.000e+00;6.660e-01;-6.581e-10;1.000e+00;3.330e-03;-1.000e-06;1.000e+01;6.660e-01;-1.071e-02
20.000508000;9.999e-01;6.660e-01;-2.000e-04;6.661e-01;-2.000e-04;9.999e-01;6.661e-01;-2.000e-04;9.999e-01;3.330e-03;-1.000e-06;1.000e+01;6.660e-01;-1.071e-02
20.000764000;9.999e-01;6.660e-01;-4.000e-04;6.661e-01;-4.001e-04;9.999e-01;6.661e-01;-2.000e-04;9.999e-01;3.330e-03;-2.000e-06;1.000e+01;6.660e-01;-1.071e-02
20.001276000;9.998e-01;6.658e-01;-6.000e-04;6.659e-01;-6.001e-04;9.998e-01;6.659e-01;-6.001e-04;9.998e-01;3.329e-03;-3.000e-06;1.000e+01;6.660e-01;-1.071e-02
20.001737000;9.997e-01;6.658e-01;-8.000e-04;6.660e-01;-8.002e-04;9.997e-01;6.660e-01;-8.002e-04;9.997e-01;3.329e-03;-4.000e-06;1.000e+01;6.660e-01;-1.071e-02
20.002198000;9.996e-01;6.658e-01;-1.000e-03;6.660e-01;-1.000e-03;9.996e-01;6.660e-01;-1.000e-03;9.996e-01;3.329e-03;-5.000e-06;1.000e+01;6.660e-01;-1.071e-02
