time;InternalNode1_BUS_Voltage;InternalNode1_BUS_ActivePower;InternalNode1_BUS_ReactivePower;InternalNode1_BUS_ActiveCurrent;InternalNode1_BUS_ReactiveCurrent;Bess_GEN_VoltageInjTerminal;Bess_GEN_ActiveCurrentInjTerminal;Bess_GEN_ReactiveCurrentInjTerminal;Bess_GEN_ActivePowerControlledPu;Bess_GEN_ReactivePowerControlledPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu
0.000000;1.000e+00;-6.660e-01;-0.000e+00;-6.660e-01;-0.000e+00;9.908e-01;-6.655e-01;2.685e-02;-6.594e-01;2.660e-02;1.000e+00;-3.330e-03;-0.000e+00;-6.593e-01;2.661e-02
29.999994;1.000e+00;-6.660e-01;-0.000e+00;-6.660e-01;-0.000e+00;9.908e-01;-6.655e-01;2.690e-02;-6.594e-01;2.660e-02;1.000e+00;-3.330e-03;-0.000e+00;-6.593e-01;2.661e-02
29.999995;1.564e-06;-3.390e-07;-0.000e+00;6.890e-08;0.000e+00;4.120e-02;1.602e-01;6.457e-01;6.602e-03;2.660e-02;1.254e-06;-3.224e-08;-0.000e+00;-6.593e-01;2.661e-02
30.000002;1.564e-06;-3.390e-07;-0.000e+00;6.887e-08;0.000e+00;4.120e-02;1.602e-01;6.457e-01;6.601e-03;2.660e-02;1.254e-06;-3.237e-08;-0.000e+00;-6.593e-01;2.661e-02
30.001009;1.582e-06;-3.298e-07;-0.000e+00;6.719e-08;0.000e+00;4.131e-02;1.598e-01;6.487e-01;6.601e-03;2.680e-02;1.249e-06;-4.845e-08;-0.000e+00;-6.593e-01;2.661e-02
30.002033;1.600e-06;-3.186e-07;-0.000e+00;6.676e-08;0.000e+00;4.169e-02;1.631e-01;6.525e-01;6.801e-03;2.720e-02;1.243e-06;-6.455e-08;-0.000e+00;-6.593e-01;2.661e-02
30.003047;1.616e-06;-3.056e-07;-0.000e+00;6.731e-08;0.000e+00;4.237e-02;1.652e-01;6.656e-01;7.001e-03;2.820e-02;1.237e-06;-8.032e-08;-0.000e+00;-6.593e-01;2.661e-02
30.004059;1.631e-06;-2.907e-07;-0.000e+00;6.856e-08;0.000e+00;4.342e-02;1.704e-01;6.818e-01;7.401e-03;2.960e-02;1.230e-06;-9.587e-08;-0.000e+00;-6.593e-01;2.661e-02
30.005109;1.644e-06;-2.729e-07;-0.000e+00;7.040e-08;0.000e+00;4.438e-02;1.757e-01;6.939e-01;7.801e-03;3.080e-02;1.221e-06;-1.117e-07;-0.000e+00;-6.593e-01;2.661e-02
30.006097;1.655e-06;-2.541e-07;-0.000e+00;7.250e-08;0.000e+00;4.505e-02;1.776e-01;7.058e-01;8.001e-03;3.180e-02;1.212e-06;-1.264e-07;-0.000e+00;-6.593e-01;2.661e-02
30.007019;1.663e-06;-2.347e-07;0.000e+00;7.471e-08;0.000e+00;4.578e-02;1.791e-01;7.164e-01;8.201e-03;3.280e-02;1.204e-06;-1.399e-07;0.000e+00;-6.593e-01;2.661e-02
30.008171;1.672e-06;-2.075e-07;0.000e+00;7.763e-08;0.000e+00;4.681e-02;1.837e-01;7.349e-01;8.601e-03;3.440e-02;1.192e-06;-1.568e-07;0.000e+00;-6.593e-01;2.661e-02
30.009093;1.676e-06;-1.839e-07;0.000e+00;8.002e-08;0.000e+00;4.770e-02;1.887e-01;7.463e-01;9.000e-03;3.560e-02;1.182e-06;-1.704e-07;0.000e+00;-6.593e-01;2.661e-02
30.009553;1.678e-06;-1.713e-07;0.000e+00;8.125e-08;0.000e+00;4.816e-02;1.869e-01;7.558e-01;9.000e-03;3.640e-02;1.177e-06;-1.772e-07;0.000e+00;-6.593e-01;2.661e-02
30.010045;1.680e-06;-1.578e-07;0.000e+00;8.256e-08;0.000e+00;4.866e-02;1.891e-01;7.644e-01;9.200e-03;3.720e-02;1.172e-06;-1.845e-07;0.000e+00;-6.593e-01;2.661e-02
30.011069;1.681e-06;-1.281e-07;0.000e+00;8.532e-08;0.000e+00;4.973e-02;1.970e-01;7.801e-01;9.600e-03;3.880e-02;1.161e-06;-1.998e-07;0.000e+00;-6.593e-01;2.661e-02
