time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu
0.000000000;1.000e+00;6.660e-01;2.110e-09;6.660e-01;6.294e-09;1.000e+00;6.660e-01;5.786e-10;1.000e+00;3.330e-03;7.650e-09;1.000e+01;6.660e-01;9.000e-05
29.999994000;1.000e+00;6.660e-01;-3.052e-09;6.660e-01;-2.234e-09;1.000e+00;6.660e-01;1.865e-09;1.000e+00;3.330e-03;-4.151e-09;1.000e+01;6.660e-01;9.000e-05
29.999994000;3.659e-01;1.744e-01;-6.926e-01;4.766e-01;-1.893e+00;3.659e-01;6.663e-01;1.733e-09;3.659e-01;8.720e-04;-3.463e-03;1.000e+01;6.660e-01;9.000e-05
29.999995000;3.659e-01;1.744e-01;-6.926e-01;4.766e-01;-1.893e+00;3.659e-01;6.663e-01;1.623e-09;3.659e-01;8.720e-04;-3.463e-03;1.000e+01;6.660e-01;9.000e-05
30.000058000;3.659e-01;1.744e-01;-6.926e-01;4.766e-01;-1.893e+00;3.659e-01;6.663e-01;1.474e-09;3.659e-01;8.720e-04;-3.463e-03;1.000e+01;6.660e-01;9.000e-05
30.000250000;3.659e-01;1.744e-01;-6.926e-01;4.766e-01;-1.893e+00;3.659e-01;6.662e-01;5.465e-04;3.659e-01;8.720e-04;-3.463e-03;1.000e+01;6.660e-01;9.000e-05
30.000506000;3.660e-01;1.746e-01;-6.926e-01;4.771e-01;-1.893e+00;3.660e-01;6.662e-01;5.465e-04;3.660e-01;8.730e-04;-3.463e-03;1.000e+01;6.660e-01;9.000e-05
30.000634000;3.660e-01;1.746e-01;-6.926e-01;4.771e-01;-1.892e+00;3.660e-01;6.667e-01;1.093e-03;3.660e-01;8.730e-04;-3.463e-03;1.000e+01;6.660e-01;9.000e-05
30.000762000;3.660e-01;1.746e-01;-6.926e-01;4.770e-01;-1.892e+00;3.660e-01;6.666e-01;1.093e-03;3.660e-01;8.730e-04;-3.463e-03;1.000e+01;6.660e-01;9.000e-05
30.000847000;3.661e-01;1.748e-01;-6.926e-01;4.775e-01;-1.892e+00;3.661e-01;6.666e-01;1.639e-03;3.661e-01;8.740e-04;-3.463e-03;1.000e+01;6.660e-01;9.000e-05
