time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_VoltageSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;-6.667e-01;-8.235e-11;-6.383e-01;5.061e-09;1.044e+00;1.037e+00;-6.211e-01;3.958e-02;1.044e+00;-4.000e-01;-7.715e-09;1.000e+01;-6.667e-01;-2.974e-09;1.044e+00;5.000e+01;5.000e+01
19.999996000;1.044e+00;-6.667e-01;5.933e-09;-6.383e-01;3.934e-09;1.044e+00;1.037e+00;-6.211e-01;3.958e-02;1.044e+00;-4.000e-01;2.019e-09;1.000e+01;-6.667e-01;-5.746e-09;1.044e+00;5.000e+01;5.000e+01
19.999996000;1.044e+00;-6.667e-01;5.726e-09;-6.383e-01;4.101e-09;1.044e+00;1.037e+00;-6.211e-01;3.958e-02;1.044e+00;-4.000e-01;1.918e-09;1.000e+01;-6.667e-01;-6.667e-02;1.044e+00;5.000e+01;5.000e+01
20.000508000;1.044e+00;-6.667e-01;3.453e-09;-6.383e-01;5.401e-09;1.044e+00;1.037e+00;-6.211e-01;3.958e-02;1.044e+00;-4.000e-01;6.299e-10;1.000e+01;-6.667e-01;-6.667e-02;1.044e+00;5.000e+01;5.000e+01
20.001020000;1.044e+00;-6.667e-01;-1.664e-06;-6.383e-01;-1.590e-06;1.044e+00;1.037e+00;-6.211e-01;3.957e-02;1.044e+00;-4.000e-01;-9.995e-07;1.000e+01;-6.667e-01;-6.667e-02;1.044e+00;5.000e+01;5.000e+01
20.007020000;1.044e+00;-6.667e-01;-6.833e-05;-6.383e-01;-6.542e-05;1.044e+00;1.037e+00;-6.211e-01;3.951e-02;1.044e+00;-4.000e-01;-4.100e-05;1.000e+01;-6.667e-01;-6.667e-02;1.044e+00;5.000e+01;5.000e+01
20.008020000;1.044e+00;-6.666e-01;-8.667e-05;-6.383e-01;-8.297e-05;1.044e+00;1.037e+00;-6.211e-01;3.949e-02;1.044e+00;-4.000e-01;-5.200e-05;1.000e+01;-6.667e-01;-6.667e-02;1.044e+00;5.000e+01;5.000e+01
20.013020000;1.044e+00;-6.666e-01;-2.000e-04;-6.383e-01;-1.915e-04;1.044e+00;1.037e+00;-6.211e-01;3.939e-02;1.044e+00;-4.000e-01;-1.200e-04;1.000e+01;-6.667e-01;-6.667e-02;1.044e+00;5.000e+01;5.000e+01
20.014020000;1.044e+00;-6.666e-01;-2.250e-04;-6.383e-01;-2.154e-04;1.044e+00;1.037e+00;-6.211e-01;3.936e-02;1.044e+00;-4.000e-01;-1.350e-04;1.000e+01;-6.667e-01;-6.667e-02;1.044e+00;5.000e+01;5.000e+01
20.016020000;1.044e+00;-6.666e-01;-2.783e-04;-6.383e-01;-2.665e-04;1.044e+00;1.037e+00;-6.211e-01;3.931e-02;1.044e+00;-4.000e-01;-1.670e-04;1.000e+01;-6.667e-01;-6.667e-02;1.044e+00;5.000e+01;5.000e+01
20.019020000;1.044e+00;-6.666e-01;-3.633e-04;-6.383e-01;-3.479e-04;1.044e+00;1.037e+00;-6.211e-01;3.923e-02;1.044e+00;-4.000e-01;-2.180e-04;1.000e+01;-6.667e-01;-6.667e-02;1.044e+00;5.000e+01;5.000e+01
20.020020000;1.044e+00;-6.666e-01;-3.933e-04;-6.383e-01;-3.766e-04;1.044e+00;1.037e+00;-6.211e-01;3.920e-02;1.044e+00;-3.999e-01;-2.360e-04;1.000e+01;-6.667e-01;-6.667e-02;1.044e+00;5.000e+01;5.000e+01
