time;InternalNode1_BUS_Voltage;InternalNode1_BUS_ActivePower;InternalNode1_BUS_ReactivePower;InternalNode1_BUS_ActiveCurrent;InternalNode1_BUS_ReactiveCurrent;Bess_GEN_VoltageInjTerminal;Bess_GEN_ActiveCurrentInjTerminal;Bess_GEN_ReactiveCurrentInjTerminal;Bess_GEN_ActivePowerControlledPu;Bess_GEN_ReactivePowerControlledPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu
0.000000;1.000e+00;-6.660e-01;-0.000e+00;-6.660e-01;0.000e+00;9.908e-01;-6.655e-01;2.685e-02;-6.594e-01;2.660e-02;1.000e+00;-3.330e-03;-0.000e+00;-6.593e-01;2.661e-02
19.999996;1.000e+00;-6.660e-01;-2.308e-07;-6.660e-01;-3.323e-07;9.908e-01;-6.655e-01;2.685e-02;-6.594e-01;2.660e-02;1.000e+00;-3.330e-03;-0.000e+00;-6.593e-01;2.661e-02
19.999997;1.000e+00;-6.660e-01;-2.308e-07;-6.660e-01;-3.323e-07;9.908e-01;-6.655e-01;2.685e-02;-6.594e-01;2.660e-02;1.000e+00;-3.330e-03;-0.000e+00;-6.593e-01;1.581e-02
20.000000;1.000e+00;-6.660e-01;-2.308e-07;-6.660e-01;-3.324e-07;9.908e-01;-6.655e-01;2.685e-02;-6.594e-01;2.660e-02;1.000e+00;-3.330e-03;-0.000e+00;-6.593e-01;1.581e-02
20.000124;1.000e+00;-6.660e-01;-2.310e-07;-6.660e-01;-3.326e-07;9.908e-01;-6.655e-01;2.685e-02;-6.594e-01;2.660e-02;1.000e+00;-3.330e-03;-0.000e+00;-6.593e-01;1.581e-02
20.000252;1.000e+00;-6.660e-01;-2.002e-04;-6.660e-01;-2.003e-04;9.908e-01;-6.656e-01;2.665e-02;-6.594e-01;2.640e-02;1.000e+00;-3.330e-03;-1.000e-06;-6.593e-01;1.581e-02
20.000508;9.999e-01;-6.660e-01;-2.002e-04;-6.661e-01;-2.003e-04;9.907e-01;-6.654e-01;2.665e-02;-6.592e-01;2.640e-02;9.999e-01;-3.330e-03;-1.000e-06;-6.593e-01;1.581e-02
20.000764;9.999e-01;-6.658e-01;-4.002e-04;-6.659e-01;-4.004e-04;9.907e-01;-6.654e-01;2.645e-02;-6.592e-01;2.620e-02;9.999e-01;-3.329e-03;-2.000e-06;-6.593e-01;1.581e-02
20.001276;9.998e-01;-6.658e-01;-6.002e-04;-6.659e-01;-6.004e-04;9.906e-01;-6.655e-01;2.625e-02;-6.592e-01;2.600e-02;9.998e-01;-3.329e-03;-3.000e-06;-6.593e-01;1.581e-02
20.001788;9.997e-01;-6.658e-01;-8.002e-04;-6.660e-01;-8.005e-04;9.905e-01;-6.655e-01;2.605e-02;-6.592e-01;2.580e-02;9.997e-01;-3.329e-03;-4.000e-06;-6.593e-01;1.581e-02
20.002300;9.996e-01;-6.658e-01;-1.200e-03;-6.660e-01;-1.200e-03;9.904e-01;-6.654e-01;2.565e-02;-6.590e-01;2.540e-02;9.996e-01;-3.329e-03;-6.000e-06;-6.593e-01;1.581e-02
20.002812;9.996e-01;-6.656e-01;-1.400e-03;-6.659e-01;-1.401e-03;9.903e-01;-6.655e-01;2.545e-02;-6.590e-01;2.520e-02;9.996e-01;-3.328e-03;-7.000e-06;-6.593e-01;1.581e-02
20.003324;9.995e-01;-6.656e-01;-1.600e-03;-6.659e-01;-1.601e-03;9.902e-01;-6.655e-01;2.525e-02;-6.590e-01;2.500e-02;9.995e-01;-3.328e-03;-8.000e-06;-6.593e-01;1.581e-02
20.003836;9.994e-01;-6.656e-01;-1.800e-03;-6.660e-01;-1.801e-03;9.902e-01;-6.656e-01;2.505e-02;-6.590e-01;2.480e-02;9.994e-01;-3.328e-03;-9.000e-06;-6.593e-01;1.581e-02
20.004348;9.994e-01;-6.656e-01;-2.000e-03;-6.660e-01;-2.001e-03;9.901e-01;-6.654e-01;2.505e-02;-6.588e-01;2.480e-02;9.994e-01;-3.328e-03;-1.000e-05;-6.593e-01;1.581e-02
20.004860;9.993e-01;-6.654e-01;-2.000e-03;-6.658e-01;-2.001e-03;9.900e-01;-6.654e-01;2.485e-02;-6.588e-01;2.460e-02;9.993e-01;-3.327e-03;-1.000e-05;-6.593e-01;1.581e-02
20.005372;9.993e-01;-6.654e-01;-2.200e-03;-6.659e-01;-2.202e-03;9.900e-01;-6.655e-01;2.465e-02;-6.588e-01;2.440e-02;9.993e-01;-3.327e-03;-1.100e-05;-6.593e-01;1.581e-02
20.005884;9.992e-01;-6.654e-01;-2.400e-03;-6.659e-01;-2.402e-03;9.899e-01;-6.655e-01;2.445e-02;-6.588e-01;2.420e-02;9.992e-01;-3.327e-03;-1.200e-05;-6.593e-01;1.581e-02
20.006396;9.992e-01;-6.654e-01;-2.600e-03;-6.659e-01;-2.602e-03;9.898e-01;-6.656e-01;2.425e-02;-6.588e-01;2.400e-02;9.992e-01;-3.327e-03;-1.300e-05;-6.593e-01;1.581e-02
20.006908;9.991e-01;-6.654e-01;-2.600e-03;-6.660e-01;-2.602e-03;9.898e-01;-6.654e-01;2.425e-02;-6.586e-01;2.400e-02;9.991e-01;-3.327e-03;-1.300e-05;-6.593e-01;1.581e-02
20.007420;9.991e-01;-6.654e-01;-2.800e-03;-6.660e-01;-2.803e-03;9.897e-01;-6.654e-01;2.405e-02;-6.586e-01;2.380e-02;9.991e-01;-3.327e-03;-1.400e-05;-6.593e-01;1.581e-02
20.007932;9.991e-01;-6.652e-01;-3.000e-03;-6.658e-01;-3.003e-03;9.897e-01;-6.655e-01;2.385e-02;-6.586e-01;2.360e-02;9.991e-01;-3.326e-03;-1.500e-05;-6.593e-01;1.581e-02
20.008444;9.990e-01;-6.652e-01;-3.000e-03;-6.659e-01;-3.003e-03;9.896e-01;-6.655e-01;2.385e-02;-6.586e-01;2.360e-02;9.990e-01;-3.326e-03;-1.500e-05;-6.593e-01;1.581e-02
20.008956;9.990e-01;-6.652e-01;-3.200e-03;-6.659e-01;-3.203e-03;9.896e-01;-6.655e-01;2.365e-02;-6.586e-01;2.340e-02;9.990e-01;-3.326e-03;-1.600e-05;-6.593e-01;1.581e-02
20.009468;9.990e-01;-6.652e-01;-3.200e-03;-6.659e-01;-3.203e-03;9.896e-01;-6.655e-01;2.365e-02;-6.586e-01;2.340e-02;9.990e-01;-3.326e-03;-1.600e-05;-6.593e-01;1.581e-02
20.009980;9.989e-01;-6.652e-01;-3.400e-03;-6.659e-01;-3.404e-03;9.895e-01;-6.656e-01;2.345e-02;-6.586e-01;2.320e-02;9.989e-01;-3.326e-03;-1.700e-05;-6.593e-01;1.581e-02
20.010492;9.989e-01;-6.652e-01;-3.400e-03;-6.659e-01;-3.404e-03;9.895e-01;-6.656e-01;2.345e-02;-6.586e-01;2.320e-02;9.989e-01;-3.326e-03;-1.700e-05;-6.593e-01;1.581e-02
20.011004;9.989e-01;-6.652e-01;-3.600e-03;-6.660e-01;-3.604e-03;9.895e-01;-6.656e-01;2.324e-02;-6.586e-01;2.300e-02;9.989e-01;-3.326e-03;-1.800e-05;-6.593e-01;1.581e-02
20.011516;9.988e-01;-6.652e-01;-3.600e-03;-6.660e-01;-3.604e-03;9.894e-01;-6.656e-01;2.325e-02;-6.586e-01;2.300e-02;9.988e-01;-3.326e-03;-1.800e-05;-6.593e-01;1.581e-02
20.012028;9.988e-01;-6.652e-01;-3.600e-03;-6.660e-01;-3.604e-03;9.894e-01;-6.655e-01;2.325e-02;-6.586e-01;2.300e-02;9.988e-01;-3.326e-03;-1.800e-05;-6.593e-01;1.581e-02
