time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu
0.000000000;1.000e+00;6.660e-01;1.116e-10;6.660e-01;-5.151e-09;1.000e+00;6.660e-01;-2.002e-09;1.000e+00;3.330e-03;-1.189e-08;1.000e+01;6.660e-01;9.000e-05
29.999994000;1.000e+00;6.660e-01;-1.296e-09;6.660e-01;2.799e-09;1.000e+00;6.660e-01;-3.135e-09;1.000e+00;3.330e-03;8.387e-09;1.000e+01;6.660e-01;9.000e-05
29.999994000;4.519e-01;5.440e-02;-2.465e+00;1.204e-01;-5.454e+00;4.519e-01;6.661e-01;-2.994e-09;4.519e-01;2.720e-04;-1.232e-02;1.000e+01;6.660e-01;9.000e-05
30.000058000;4.519e-01;5.440e-02;-2.465e+00;1.204e-01;-5.454e+00;4.519e-01;6.661e-01;-2.550e-09;4.519e-01;2.720e-04;-1.232e-02;1.000e+01;6.660e-01;9.000e-05
30.000506000;4.519e-01;5.460e-02;-2.465e+00;1.208e-01;-5.454e+00;4.519e-01;6.661e-01;4.426e-04;4.519e-01;2.730e-04;-1.232e-02;1.000e+01;6.660e-01;9.000e-05
30.000890000;4.519e-01;5.480e-02;-2.465e+00;1.213e-01;-5.454e+00;4.519e-01;6.669e-01;1.328e-03;4.519e-01;2.740e-04;-1.232e-02;1.000e+01;6.660e-01;9.000e-05
30.001079000;4.519e-01;5.500e-02;-2.465e+00;1.217e-01;-5.453e+00;4.520e-01;6.669e-01;1.770e-03;4.519e-01;2.750e-04;-1.232e-02;1.000e+01;6.660e-01;9.000e-05
30.001783000;4.521e-01;5.560e-02;-2.465e+00;1.230e-01;-5.451e+00;4.521e-01;6.688e-01;5.750e-03;4.521e-01;2.780e-04;-1.232e-02;1.000e+01;6.660e-01;9.000e-05
30.002039000;4.522e-01;5.600e-02;-2.465e+00;1.238e-01;-5.451e+00;4.523e-01;6.695e-01;7.960e-03;4.522e-01;2.800e-04;-1.232e-02;1.000e+01;6.660e-01;9.000e-05
30.002551000;4.525e-01;5.680e-02;-2.465e+00;1.255e-01;-5.448e+00;4.525e-01;6.718e-01;1.370e-02;4.525e-01;2.840e-04;-1.233e-02;1.000e+01;6.660e-01;9.000e-05
