time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_VoltageSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;-6.667e-01;-9.618e-10;-6.383e-01;-4.175e-09;1.044e+00;1.037e+00;-6.211e-01;3.958e-02;1.044e+00;-4.000e-01;5.982e-09;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000001000;1.044e+00;-6.667e-01;-9.229e-10;-6.383e-01;-4.128e-09;1.044e+00;1.037e+00;-6.211e-01;3.958e-02;1.044e+00;-4.000e-01;6.044e-09;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
29.999994000;1.044e+00;-6.667e-01;4.649e-10;-6.383e-01;5.956e-08;1.044e+00;1.037e+00;-6.211e-01;3.958e-02;1.044e+00;-4.000e-01;-8.532e-10;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
29.999994000;3.045e-02;-1.940e-02;9.433e-04;-6.371e-01;3.098e-02;3.073e-02;5.833e-02;-2.228e-01;5.812e-01;3.045e-02;-1.164e-02;5.660e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.205e+01;4.205e+01
29.999995000;3.045e-02;-1.940e-02;9.417e-04;-6.371e-01;3.092e-02;3.073e-02;5.833e-02;-2.228e-01;5.811e-01;3.045e-02;-1.164e-02;5.650e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.205e+01;4.205e+01
29.999996000;3.045e-02;-1.940e-02;9.417e-04;-6.371e-01;3.093e-02;3.073e-02;5.833e-02;-2.228e-01;5.812e-01;3.045e-02;-1.164e-02;5.650e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.205e+01;4.205e+01
29.999998000;3.045e-02;-1.940e-02;9.400e-04;-6.371e-01;3.087e-02;3.073e-02;5.833e-02;-2.228e-01;5.811e-01;3.045e-02;-1.164e-02;5.640e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.205e+01;4.205e+01
30.000002000;3.045e-02;-1.940e-02;9.367e-04;-6.371e-01;3.076e-02;3.073e-02;5.832e-02;-2.228e-01;5.811e-01;3.045e-02;-1.164e-02;5.620e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.205e+01;4.205e+01
30.000006000;3.045e-02;-1.940e-02;9.317e-04;-6.372e-01;3.060e-02;3.073e-02;5.832e-02;-2.228e-01;5.811e-01;3.045e-02;-1.164e-02;5.590e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.205e+01;4.205e+01
30.000014000;3.044e-02;-1.940e-02;9.250e-04;-6.372e-01;3.038e-02;3.072e-02;5.831e-02;-2.228e-01;5.811e-01;3.044e-02;-1.164e-02;5.550e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.205e+01;4.205e+01
30.000030000;3.044e-02;-1.940e-02;9.100e-04;-6.372e-01;2.989e-02;3.071e-02;5.828e-02;-2.229e-01;5.811e-01;3.044e-02;-1.164e-02;5.460e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.205e+01;4.205e+01
30.000062000;3.043e-02;-1.939e-02;8.800e-04;-6.372e-01;2.892e-02;3.070e-02;5.824e-02;-2.230e-01;5.811e-01;3.043e-02;-1.163e-02;5.280e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.206e+01;4.206e+01
30.000126000;3.041e-02;-1.939e-02;8.217e-04;-6.374e-01;2.702e-02;3.066e-02;5.815e-02;-2.232e-01;5.810e-01;3.041e-02;-1.163e-02;4.930e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.207e+01;4.207e+01
30.000190000;3.039e-02;-1.938e-02;7.650e-04;-6.375e-01;2.517e-02;3.062e-02;5.806e-02;-2.234e-01;5.810e-01;3.039e-02;-1.163e-02;4.590e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.208e+01;4.208e+01
30.000318000;3.036e-02;-1.936e-02;6.517e-04;-6.378e-01;2.147e-02;3.055e-02;5.788e-02;-2.238e-01;5.809e-01;3.036e-02;-1.162e-02;3.910e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.210e+01;4.210e+01
30.000433000;3.033e-02;-1.935e-02;5.517e-04;-6.381e-01;1.819e-02;3.049e-02;5.774e-02;-2.241e-01;5.810e-01;3.033e-02;-1.161e-02;3.310e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.212e+01;4.212e+01
30.000548000;3.030e-02;-1.934e-02;4.550e-04;-6.384e-01;1.502e-02;3.043e-02;5.760e-02;-2.245e-01;5.810e-01;3.030e-02;-1.161e-02;2.730e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.213e+01;4.213e+01
30.000664000;3.027e-02;-1.933e-02;3.617e-04;-6.388e-01;1.195e-02;3.037e-02;5.746e-02;-2.248e-01;5.812e-01;3.027e-02;-1.160e-02;2.170e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.215e+01;4.215e+01
30.000779000;3.024e-02;-1.932e-02;2.683e-04;-6.391e-01;8.875e-03;3.032e-02;5.733e-02;-2.251e-01;5.814e-01;3.024e-02;-1.159e-02;1.610e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.216e+01;4.216e+01
30.000894000;3.021e-02;-1.932e-02;1.783e-04;-6.395e-01;5.904e-03;3.026e-02;5.721e-02;-2.253e-01;5.816e-01;3.021e-02;-1.159e-02;1.070e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.218e+01;4.218e+01
30.000924000;3.020e-02;-1.932e-02;1.550e-04;-6.396e-01;5.132e-03;3.025e-02;5.718e-02;-2.254e-01;5.817e-01;3.020e-02;-1.159e-02;9.300e-05;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.218e+01;4.218e+01
30.000932000;3.020e-02;-1.932e-02;1.483e-04;-6.397e-01;4.912e-03;3.024e-02;5.717e-02;-2.254e-01;5.817e-01;3.020e-02;-1.159e-02;8.900e-05;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.218e+01;4.218e+01
30.000940000;3.020e-02;-1.932e-02;1.433e-04;-6.397e-01;4.747e-03;3.024e-02;5.717e-02;-2.254e-01;5.817e-01;3.020e-02;-1.159e-02;8.600e-05;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.218e+01;4.218e+01
30.000956000;3.019e-02;-1.932e-02;1.300e-04;-6.397e-01;4.306e-03;3.023e-02;5.715e-02;-2.255e-01;5.818e-01;3.019e-02;-1.159e-02;7.800e-05;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.218e+01;4.218e+01
30.000988000;3.018e-02;-1.931e-02;1.067e-04;-6.399e-01;3.534e-03;3.022e-02;5.712e-02;-2.255e-01;5.818e-01;3.018e-02;-1.159e-02;6.400e-05;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.219e+01;4.219e+01
30.001052000;3.017e-02;-1.931e-02;6.000e-05;-6.401e-01;1.989e-03;3.019e-02;5.706e-02;-2.256e-01;5.820e-01;3.017e-02;-1.159e-02;3.600e-05;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.220e+01;4.220e+01
30.001116000;3.015e-02;-1.931e-02;1.500e-05;-6.404e-01;4.976e-04;3.016e-02;5.701e-02;-2.257e-01;5.822e-01;3.015e-02;-1.159e-02;8.999e-06;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.220e+01;4.220e+01
30.001180000;3.014e-02;-1.931e-02;-2.833e-05;-6.407e-01;-9.399e-04;3.013e-02;5.695e-02;-2.259e-01;5.825e-01;3.014e-02;-1.159e-02;-1.700e-05;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.221e+01;4.221e+01
30.001244000;3.013e-02;-1.931e-02;-7.000e-05;-6.409e-01;-2.324e-03;3.010e-02;5.691e-02;-2.260e-01;5.827e-01;3.013e-02;-1.158e-02;-4.200e-05;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.221e+01;4.221e+01
30.001308000;3.011e-02;-1.931e-02;-1.100e-04;-6.413e-01;-3.653e-03;3.008e-02;5.686e-02;-2.260e-01;5.830e-01;3.011e-02;-1.159e-02;-6.600e-05;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.222e+01;4.222e+01
30.001372000;3.010e-02;-1.931e-02;-1.483e-04;-6.415e-01;-4.928e-03;3.006e-02;5.682e-02;-2.261e-01;5.833e-01;3.010e-02;-1.159e-02;-8.900e-05;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.223e+01;4.223e+01
30.001436000;3.009e-02;-1.931e-02;-1.850e-04;-6.419e-01;-6.149e-03;3.003e-02;5.679e-02;-2.262e-01;5.836e-01;3.009e-02;-1.159e-02;-1.110e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.223e+01;4.223e+01
30.001500000;3.008e-02;-1.932e-02;-2.200e-04;-6.422e-01;-7.315e-03;3.001e-02;5.676e-02;-2.263e-01;5.840e-01;3.008e-02;-1.159e-02;-1.320e-04;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;4.224e+01;4.224e+01
