time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu
0.000000000;1.000e+00;6.660e-01;-2.160e-01;6.660e-01;-2.160e-01;1.000e+00;6.660e-01;-2.158e-01;1.000e+00;3.330e-03;-1.080e-03;1.000e+01;6.660e-01;-2.159e-01
29.999994000;1.000e+00;6.660e-01;-2.160e-01;6.660e-01;-2.160e-01;1.000e+00;6.660e-01;-2.158e-01;1.000e+00;3.330e-03;-1.080e-03;1.000e+01;6.660e-01;-2.159e-01
29.999994000;5.820e-09;4.454e-09;5.024e-09;3.979e-09;2.613e-09;1.503e-04;4.500e-09;1.539e-09;1.463e-09;2.582e-09;-1.935e-09;1.000e+01;6.660e-01;-2.159e-01
30.000635000;7.512e-09;3.453e-10;3.313e-09;3.253e-09;2.734e-09;1.503e-04;7.639e-09;1.462e-09;1.801e-10;3.854e-10;-1.617e-09;1.000e+01;6.660e-01;-2.159e-01
30.004926000;-1.991e-09;-4.264e-09;-4.748e-09;4.870e-09;6.628e-09;1.518e-04;-2.558e-10;6.664e-10;-3.806e-09;-3.312e-09;-1.041e-09;1.000e+01;6.660e-01;-2.159e-01
30.006826000;-2.164e-09;-5.428e-10;-4.139e-09;1.434e-09;4.961e-09;1.538e-04;-1.765e-09;-1.599e-09;-5.304e-09;4.513e-10;4.775e-10;1.000e+01;6.660e-01;-2.159e-01
30.017171000;-9.258e-09;3.683e-09;-1.955e-09;-2.539e-09;4.449e-09;1.772e-04;-1.566e-09;-1.226e-08;9.217e-10;3.805e-09;9.036e-09;1.000e+01;6.660e-01;-2.159e-01
30.023392000;-4.936e-09;7.125e-09;4.897e-10;-3.888e-09;1.314e-08;1.990e-04;2.075e-09;-1.054e-07;-4.183e-09;1.139e-09;-2.125e-09;1.000e+01;6.660e-01;-2.159e-01
30.023622000;-4.608e-09;7.344e-09;4.764e-10;-3.994e-09;1.316e-08;2.003e-04;2.112e-09;9.983e-01;-4.302e-09;1.239e-09;-2.301e-09;1.000e+01;6.660e-01;-2.159e-01
30.028921000;3.484e-09;6.762e-09;-4.385e-09;-5.750e-09;6.416e-09;2.164e-04;7.507e-11;9.242e-01;-4.096e-09;3.291e-09;-4.484e-09;1.000e+01;6.660e-01;-2.159e-01
30.047820000;3.048e-09;5.376e-10;5.825e-10;2.729e-09;-3.054e-09;2.531e-04;3.087e-09;7.901e-01;1.975e-10;2.633e-09;-5.725e-09;1.000e+01;6.660e-01;-2.159e-01
30.048281000;3.179e-09;4.482e-10;5.236e-10;2.746e-09;-2.628e-09;2.539e-04;3.039e-09;1.576e+00;2.073e-10;2.775e-09;-5.867e-09;1.000e+01;6.660e-01;-2.159e-01
30.060021000;5.874e-09;-5.975e-09;-1.316e-09;3.618e-09;5.640e-09;2.645e-04;2.751e-09;1.512e+00;-1.786e-11;2.596e-09;-1.141e-08;1.000e+01;6.660e-01;-2.159e-01
30.075349000;2.510e-09;-1.189e-09;2.350e-09;6.626e-09;4.768e-09;2.724e-04;6.209e-09;1.468e+00;8.181e-10;4.970e-09;-1.738e-09;1.000e+01;6.660e-01;-2.159e-01
30.115637000;2.898e-09;3.855e-09;-1.434e-09;-2.785e-09;7.217e-10;2.782e-04;-6.772e-09;1.438e+00;4.920e-09;-3.303e-10;-1.537e-09;1.000e+01;6.660e-01;-2.159e-01
30.149994000;4.319e-09;3.776e-09;2.766e-09;2.830e-09;-7.780e-09;2.781e-04;-8.491e-10;1.438e+00;4.059e-09;-7.457e-10;1.128e-09;1.000e+01;6.660e-01;-2.159e-01
30.149994000;1.431e+00;1.063e+00;1.526e+00;7.427e-01;1.066e+00;1.432e+00;7.425e-01;1.066e+00;1.431e+00;5.315e-03;7.630e-03;1.000e+01;6.660e-01;-2.159e-01
30.151044000;1.440e+00;1.023e+00;1.566e+00;7.106e-01;1.088e+00;1.440e+00;7.105e-01;1.088e+00;1.440e+00;5.115e-03;7.830e-03;1.000e+01;6.660e-01;-2.159e-01
30.151433000;1.441e+00;1.016e+00;1.573e+00;7.049e-01;1.092e+00;1.441e+00;7.048e-01;1.092e+00;1.441e+00;5.079e-03;7.865e-03;1.000e+01;6.660e-01;-2.159e-01
30.152641000;1.443e+00;1.005e+00;1.583e+00;6.964e-01;1.097e+00;1.443e+00;6.962e-01;1.097e+00;1.443e+00;5.025e-03;7.916e-03;1.000e+01;6.660e-01;-2.159e-01
30.152705000;1.443e+00;1.005e+00;1.583e+00;6.962e-01;1.097e+00;1.444e+00;6.961e-01;1.097e+00;1.443e+00;5.024e-03;7.917e-03;1.000e+01;6.660e-01;-2.159e-01
30.152833000;1.443e+00;1.004e+00;1.584e+00;6.957e-01;1.097e+00;1.444e+00;6.956e-01;1.097e+00;1.443e+00;5.021e-03;7.920e-03;1.000e+01;6.660e-01;-2.159e-01
30.153089000;1.444e+00;1.003e+00;1.585e+00;6.951e-01;1.098e+00;1.444e+00;6.950e-01;1.098e+00;1.444e+00;5.017e-03;7.924e-03;1.000e+01;6.660e-01;-2.159e-01
30.154199000;1.444e+00;1.001e+00;1.587e+00;6.935e-01;1.099e+00;1.444e+00;6.934e-01;1.099e+00;1.444e+00;5.007e-03;7.934e-03;1.000e+01;6.660e-01;-2.159e-01
30.154515000;1.444e+00;1.002e+00;1.586e+00;6.940e-01;1.099e+00;1.444e+00;6.940e-01;1.098e+00;1.444e+00;5.010e-03;7.930e-03;1.000e+01;6.660e-01;-2.159e-01
30.155723000;1.439e+00;1.012e+00;1.562e+00;7.035e-01;1.085e+00;1.439e+00;7.034e-01;1.085e+00;1.439e+00;5.062e-03;7.809e-03;1.000e+01;6.660e-01;-2.159e-01
30.157250000;1.425e+00;1.023e+00;1.488e+00;7.177e-01;1.044e+00;1.425e+00;7.176e-01;1.045e+00;1.425e+00;5.113e-03;7.441e-03;1.000e+01;6.660e-01;-2.159e-01
30.157556000;1.421e+00;1.023e+00;1.469e+00;7.202e-01;1.034e+00;1.421e+00;7.200e-01;1.034e+00;1.421e+00;5.117e-03;7.344e-03;1.000e+01;6.660e-01;-2.159e-01
30.159499000;1.392e+00;1.015e+00;1.320e+00;7.292e-01;9.481e-01;1.392e+00;7.291e-01;9.482e-01;1.392e+00;5.075e-03;6.598e-03;1.000e+01;6.660e-01;-2.159e-01
30.161784000;1.350e+00;9.834e-01;1.112e+00;7.285e-01;8.237e-01;1.350e+00;7.284e-01;8.238e-01;1.350e+00;4.917e-03;5.559e-03;1.000e+01;6.660e-01;-2.159e-01
30.162423000;1.345e+00;9.786e-01;1.090e+00;7.274e-01;8.105e-01;1.346e+00;7.273e-01;8.105e-01;1.345e+00;4.893e-03;5.452e-03;1.000e+01;6.660e-01;-2.159e-01
30.177806000;1.244e+00;8.028e-01;6.242e-01;6.455e-01;5.019e-01;1.244e+00;6.455e-01;5.020e-01;1.244e+00;4.014e-03;3.121e-03;1.000e+01;6.660e-01;-2.159e-01
30.178267000;1.241e+00;7.980e-01;6.112e-01;6.432e-01;4.927e-01;1.241e+00;6.432e-01;4.928e-01;1.241e+00;3.990e-03;3.056e-03;1.000e+01;6.660e-01;-2.159e-01
30.184257000;1.201e+00;7.416e-01;4.482e-01;6.175e-01;3.732e-01;1.201e+00;6.175e-01;3.732e-01;1.201e+00;3.708e-03;2.241e-03;1.000e+01;6.660e-01;-2.159e-01
30.188865000;1.170e+00;7.058e-01;3.290e-01;6.031e-01;2.811e-01;1.170e+00;6.031e-01;2.813e-01;1.170e+00;3.529e-03;1.645e-03;1.000e+01;6.660e-01;-2.159e-01
30.194602000;1.132e+00;6.698e-01;1.886e-01;5.918e-01;1.666e-01;1.132e+00;5.917e-01;1.668e-01;1.132e+00;3.349e-03;9.430e-04;1.000e+01;6.660e-01;-2.159e-01
30.201770000;1.084e+00;6.352e-01;2.560e-02;5.861e-01;2.362e-02;1.084e+00;5.861e-01;2.362e-02;1.084e+00;3.176e-03;1.280e-04;1.000e+01;6.660e-01;-2.159e-01
30.209623000;1.031e+00;6.078e-01;-1.366e-01;5.896e-01;-1.325e-01;1.031e+00;5.896e-01;-1.323e-01;1.031e+00;3.039e-03;-6.830e-04;1.000e+01;6.660e-01;-2.159e-01
30.210031000;1.029e+00;6.068e-01;-1.434e-01;5.900e-01;-1.394e-01;1.028e+00;5.900e-01;-1.394e-01;1.029e+00;3.034e-03;-7.170e-04;1.000e+01;6.660e-01;-2.159e-01
30.210235000;1.027e+00;6.064e-01;-1.468e-01;5.902e-01;-1.429e-01;1.027e+00;5.903e-01;-1.427e-01;1.027e+00;3.032e-03;-7.340e-04;1.000e+01;6.660e-01;-2.159e-01
30.211853000;1.020e+00;6.036e-01;-1.692e-01;5.920e-01;-1.660e-01;1.019e+00;5.921e-01;-1.658e-01;1.020e+00;3.018e-03;-8.460e-04;1.000e+01;6.660e-01;-2.159e-01
30.214042000;1.012e+00;6.020e-01;-1.906e-01;5.950e-01;-1.884e-01;1.012e+00;5.950e-01;-1.884e-01;1.012e+00;3.010e-03;-9.530e-04;1.000e+01;6.660e-01;-2.159e-01
30.218533000;1.004e+00;6.044e-01;-2.130e-01;6.023e-01;-2.122e-01;1.004e+00;6.023e-01;-2.121e-01;1.004e+00;3.022e-03;-1.065e-03;1.000e+01;6.660e-01;-2.159e-01
