time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_VoltageSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;6.667e-01;-9.676e-09;6.383e-01;1.792e-09;1.044e+00;1.057e+00;6.530e-01;4.210e-02;1.044e+00;4.000e-01;-3.825e-10;1.000e+01;6.667e-01;-3.001e-09;1.044e+00;5.000e+01;5.000e+01
0.000064000;1.044e+00;6.667e-01;-4.334e-05;6.383e-01;-4.149e-05;1.044e+00;1.057e+00;6.530e-01;4.206e-02;1.044e+00;4.000e-01;-2.600e-05;1.000e+01;6.667e-01;-3.404e-09;1.044e+00;5.000e+01;5.000e+01
0.000128000;1.044e+00;6.666e-01;-8.834e-05;6.383e-01;-8.458e-05;1.044e+00;1.057e+00;6.530e-01;4.202e-02;1.044e+00;4.000e-01;-5.300e-05;1.000e+01;6.667e-01;-3.435e-09;1.044e+00;5.000e+01;5.000e+01
0.000256000;1.044e+00;6.666e-01;-1.750e-04;6.383e-01;-1.676e-04;1.044e+00;1.056e+00;6.530e-01;4.193e-02;1.044e+00;4.000e-01;-1.050e-04;1.000e+01;6.667e-01;-3.449e-09;1.044e+00;5.000e+01;5.000e+01
0.000512000;1.044e+00;6.666e-01;-3.450e-04;6.383e-01;-3.304e-04;1.044e+00;1.056e+00;6.530e-01;4.177e-02;1.044e+00;3.999e-01;-2.070e-04;1.000e+01;6.667e-01;-3.448e-09;1.044e+00;5.000e+01;5.000e+01
0.001024000;1.044e+00;6.665e-01;-6.717e-04;6.383e-01;-6.432e-04;1.044e+00;1.056e+00;6.530e-01;4.147e-02;1.044e+00;3.999e-01;-4.030e-04;1.000e+01;6.667e-01;-3.431e-09;1.044e+00;5.000e+01;5.000e+01
0.001536000;1.044e+00;6.664e-01;-9.833e-04;6.382e-01;-9.418e-04;1.044e+00;1.056e+00;6.530e-01;4.117e-02;1.044e+00;3.999e-01;-5.900e-04;1.000e+01;6.667e-01;-3.402e-09;1.044e+00;5.000e+01;5.000e+01
0.002048000;1.044e+00;6.663e-01;-1.277e-03;6.382e-01;-1.223e-03;1.044e+00;1.056e+00;6.530e-01;4.090e-02;1.044e+00;3.998e-01;-7.660e-04;1.000e+01;6.667e-01;-3.363e-09;1.044e+00;5.000e+01;5.000e+01
0.002560000;1.044e+00;6.663e-01;-1.552e-03;6.382e-01;-1.486e-03;1.043e+00;1.056e+00;6.530e-01;4.064e-02;1.044e+00;3.998e-01;-9.310e-04;1.000e+01;6.667e-01;-3.314e-09;1.044e+00;5.000e+01;5.000e+01
0.003072000;1.044e+00;6.662e-01;-1.813e-03;6.382e-01;-1.737e-03;1.043e+00;1.056e+00;6.530e-01;4.039e-02;1.044e+00;3.997e-01;-1.088e-03;1.000e+01;6.667e-01;-3.256e-09;1.044e+00;5.000e+01;5.000e+01
0.003584000;1.044e+00;6.662e-01;-2.057e-03;6.382e-01;-1.970e-03;1.043e+00;1.056e+00;6.530e-01;4.016e-02;1.044e+00;3.997e-01;-1.234e-03;1.000e+01;6.667e-01;-3.187e-09;1.044e+00;5.000e+01;5.000e+01
0.003692000;1.044e+00;6.661e-01;-2.107e-03;6.382e-01;-2.018e-03;1.043e+00;1.056e+00;6.530e-01;4.012e-02;1.044e+00;3.997e-01;-1.264e-03;1.000e+01;6.667e-01;-3.106e-09;1.044e+00;5.000e+01;5.000e+01
0.003820000;1.044e+00;6.661e-01;-2.165e-03;6.382e-01;-2.074e-03;1.043e+00;1.056e+00;6.530e-01;4.006e-02;1.044e+00;3.997e-01;-1.299e-03;1.000e+01;6.667e-01;-2.015e-09;1.044e+00;5.000e+01;5.000e+01
0.003948000;1.044e+00;6.661e-01;-2.222e-03;6.382e-01;-2.129e-03;1.043e+00;1.056e+00;6.530e-01;4.001e-02;1.044e+00;3.997e-01;-1.333e-03;1.000e+01;6.667e-01;-1.853e-09;1.044e+00;5.000e+01;5.000e+01
0.004204000;1.044e+00;6.661e-01;-2.332e-03;6.382e-01;-2.234e-03;1.043e+00;1.056e+00;6.530e-01;3.991e-02;1.044e+00;3.997e-01;-1.399e-03;1.000e+01;6.667e-01;-1.691e-09;1.044e+00;5.000e+01;5.000e+01
