time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_InjectedActiveCurrent;Bess_GEN_InjectedReactiveCurrent;Bess_GEN_AVRSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;6.667e-01;-1.160e-09;6.383e-01;-1.819e-09;1.044e+00;4.000e-01;8.872e-10;1.000e+01;6.541e-01;-1.799e-02;1.042e+00;5.000e+01;5.000e+01
0.108024000;1.044e+00;6.667e-01;-5.300e-04;6.383e-01;-5.075e-04;1.044e+00;4.000e-01;-3.180e-04;1.000e+01;6.541e-01;-1.749e-02;1.042e+00;5.000e+01;5.000e+01
0.121024000;1.044e+00;6.667e-01;-6.083e-04;6.383e-01;-5.825e-04;1.044e+00;4.000e-01;-3.650e-04;1.000e+01;6.541e-01;-1.741e-02;1.042e+00;5.000e+01;5.000e+01
0.124024000;1.044e+00;6.667e-01;-6.267e-04;6.383e-01;-6.000e-04;1.044e+00;4.000e-01;-3.760e-04;1.000e+01;6.541e-01;-1.739e-02;1.042e+00;5.000e+01;5.000e+01
0.303024000;1.044e+00;6.667e-01;-1.833e-03;6.383e-01;-1.755e-03;1.044e+00;4.000e-01;-1.100e-03;1.000e+01;6.541e-01;-1.624e-02;1.042e+00;5.000e+01;5.000e+01
0.304024000;1.044e+00;6.667e-01;-1.840e-03;6.384e-01;-1.762e-03;1.044e+00;4.000e-01;-1.104e-03;1.000e+01;6.541e-01;-1.623e-02;1.042e+00;5.000e+01;5.000e+01
0.308024000;1.044e+00;6.667e-01;-1.868e-03;6.384e-01;-1.789e-03;1.044e+00;4.000e-01;-1.121e-03;1.000e+01;6.541e-01;-1.621e-02;1.042e+00;5.000e+01;5.000e+01
0.323024000;1.044e+00;6.667e-01;-1.975e-03;6.384e-01;-1.891e-03;1.044e+00;4.000e-01;-1.185e-03;1.000e+01;6.541e-01;-1.610e-02;1.042e+00;5.000e+01;5.000e+01
0.342024000;1.044e+00;6.667e-01;-2.112e-03;6.384e-01;-2.022e-03;1.044e+00;4.000e-01;-1.267e-03;1.000e+01;6.541e-01;-1.597e-02;1.042e+00;5.000e+01;5.000e+01
0.343024000;1.044e+00;6.667e-01;-2.118e-03;6.384e-01;-2.028e-03;1.044e+00;4.000e-01;-1.271e-03;1.000e+01;6.542e-01;-1.597e-02;1.042e+00;5.000e+01;5.000e+01
0.619024000;1.044e+00;6.667e-01;-4.157e-03;6.384e-01;-3.981e-03;1.044e+00;4.000e-01;-2.494e-03;1.000e+01;6.542e-01;-1.402e-02;1.042e+00;5.000e+01;5.000e+01
0.620024000;1.044e+00;6.667e-01;-4.165e-03;6.384e-01;-3.989e-03;1.044e+00;4.000e-01;-2.499e-03;1.000e+01;6.543e-01;-1.401e-02;1.042e+00;5.000e+01;5.000e+01
0.691024000;1.044e+00;6.667e-01;-4.700e-03;6.384e-01;-4.501e-03;1.044e+00;4.000e-01;-2.820e-03;1.000e+01;6.543e-01;-1.350e-02;1.042e+00;5.000e+01;5.000e+01
0.692024000;1.044e+00;6.667e-01;-4.707e-03;6.385e-01;-4.507e-03;1.044e+00;4.000e-01;-2.824e-03;1.000e+01;6.543e-01;-1.349e-02;1.042e+00;5.000e+01;5.000e+01
0.892024000;1.044e+00;6.667e-01;-6.223e-03;6.385e-01;-5.960e-03;1.044e+00;4.000e-01;-3.734e-03;1.000e+01;6.543e-01;-1.204e-02;1.042e+00;5.000e+01;5.000e+01
0.893024000;1.044e+00;6.667e-01;-6.232e-03;6.385e-01;-5.968e-03;1.044e+00;4.000e-01;-3.739e-03;1.000e+01;6.544e-01;-1.204e-02;1.042e+00;5.000e+01;5.000e+01
1.085024000;1.044e+00;6.667e-01;-7.685e-03;6.385e-01;-7.361e-03;1.044e+00;4.000e-01;-4.611e-03;1.000e+01;6.544e-01;-1.064e-02;1.042e+00;5.000e+01;5.000e+01
1.086024000;1.044e+00;6.667e-01;-7.692e-03;6.386e-01;-7.367e-03;1.044e+00;4.000e-01;-4.615e-03;1.000e+01;6.544e-01;-1.064e-02;1.042e+00;5.000e+01;5.000e+01
1.168024000;1.044e+00;6.667e-01;-8.310e-03;6.386e-01;-7.960e-03;1.044e+00;4.000e-01;-4.986e-03;1.000e+01;6.544e-01;-1.005e-02;1.042e+00;5.000e+01;5.000e+01
1.169024000;1.044e+00;6.667e-01;-8.317e-03;6.386e-01;-7.966e-03;1.044e+00;4.000e-01;-4.990e-03;1.000e+01;6.545e-01;-1.004e-02;1.042e+00;5.000e+01;5.000e+01
1.351024000;1.044e+00;6.667e-01;-9.670e-03;6.386e-01;-9.263e-03;1.044e+00;4.000e-01;-5.802e-03;1.000e+01;6.545e-01;-8.746e-03;1.042e+00;5.000e+01;5.000e+01
1.361024000;1.044e+00;6.667e-01;-9.745e-03;6.386e-01;-9.335e-03;1.044e+00;4.000e-01;-5.847e-03;1.000e+01;6.545e-01;-8.676e-03;1.042e+00;5.000e+01;5.000e+01
1.378024000;1.044e+00;6.667e-01;-9.870e-03;6.386e-01;-9.455e-03;1.044e+00;4.000e-01;-5.922e-03;1.000e+01;6.545e-01;-8.557e-03;1.042e+00;5.000e+01;5.000e+01
1.406024000;1.044e+00;6.667e-01;-1.008e-02;6.386e-01;-9.651e-03;1.044e+00;4.000e-01;-6.045e-03;1.000e+01;6.545e-01;-8.360e-03;1.042e+00;5.000e+01;5.000e+01
1.451024000;1.044e+00;6.667e-01;-1.040e-02;6.386e-01;-9.966e-03;1.044e+00;4.000e-01;-6.242e-03;1.000e+01;6.545e-01;-8.046e-03;1.042e+00;5.000e+01;5.000e+01
1.452024000;1.044e+00;6.667e-01;-1.041e-02;6.386e-01;-9.972e-03;1.044e+00;4.000e-01;-6.246e-03;1.000e+01;6.546e-01;-8.039e-03;1.042e+00;5.000e+01;5.000e+01
1.492024000;1.044e+00;6.667e-01;-1.070e-02;6.386e-01;-1.025e-02;1.044e+00;4.000e-01;-6.420e-03;1.000e+01;6.546e-01;-7.762e-03;1.042e+00;5.000e+01;5.000e+01
1.493024000;1.044e+00;6.667e-01;-1.071e-02;6.387e-01;-1.026e-02;1.044e+00;4.000e-01;-6.424e-03;1.000e+01;6.546e-01;-7.755e-03;1.042e+00;5.000e+01;5.000e+01
1.747024000;1.044e+00;6.667e-01;-1.250e-02;6.387e-01;-1.198e-02;1.044e+00;4.000e-01;-7.502e-03;1.000e+01;6.546e-01;-6.037e-03;1.042e+00;5.000e+01;5.000e+01
1.748024000;1.044e+00;6.667e-01;-1.251e-02;6.387e-01;-1.199e-02;1.044e+00;4.000e-01;-7.506e-03;1.000e+01;6.547e-01;-6.031e-03;1.042e+00;5.000e+01;5.000e+01
1.842024000;1.044e+00;6.667e-01;-1.315e-02;6.387e-01;-1.260e-02;1.044e+00;4.000e-01;-7.892e-03;1.000e+01;6.547e-01;-5.416e-03;1.042e+00;5.000e+01;5.000e+01
1.856024000;1.044e+00;6.667e-01;-1.325e-02;6.387e-01;-1.269e-02;1.044e+00;4.000e-01;-7.948e-03;1.000e+01;6.547e-01;-5.325e-03;1.042e+00;5.000e+01;5.000e+01
1.866024000;1.044e+00;6.667e-01;-1.332e-02;6.387e-01;-1.276e-02;1.044e+00;4.000e-01;-7.989e-03;1.000e+01;6.547e-01;-5.261e-03;1.042e+00;5.000e+01;5.000e+01
1.872024000;1.044e+00;6.667e-01;-1.335e-02;6.387e-01;-1.280e-02;1.044e+00;4.000e-01;-8.013e-03;1.000e+01;6.547e-01;-5.222e-03;1.042e+00;5.000e+01;5.000e+01
