time;InternalNode1_BUS_Voltage;InternalNode1_BUS_ActivePower;InternalNode1_BUS_ReactivePower;InternalNode1_BUS_ActiveCurrent;InternalNode1_BUS_ReactiveCurrent;Bess_GEN_VoltageInjTerminal;Bess_GEN_ActiveCurrentInjTerminal;Bess_GEN_ReactiveCurrentInjTerminal;Bess_GEN_ActivePowerControlledPu;Bess_GEN_ReactivePowerControlledPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu
0.000000;1.000e+00;6.660e-01;-0.000e+00;6.660e-01;-0.000e+00;1.011e+00;6.654e-01;2.632e-02;6.726e-01;2.660e-02;1.000e+00;3.330e-03;-0.000e+00;6.727e-01;2.661e-02
29.999994;1.000e+00;6.660e-01;4.924e-09;6.660e-01;7.951e-07;1.011e+00;6.654e-01;2.632e-02;6.726e-01;2.660e-02;1.000e+00;3.329e-03;1.804e-07;6.727e-01;2.661e-02
29.999995;2.239e-01;1.492e-01;4.924e-09;6.663e-01;7.951e-07;2.373e-01;6.565e-01;1.121e-01;1.558e-01;2.660e-02;2.239e-01;7.452e-04;1.804e-07;6.727e-01;2.661e-02
30.000002;2.239e-01;1.492e-01;4.812e-09;6.663e-01;7.950e-07;2.373e-01;6.566e-01;1.121e-01;1.558e-01;2.660e-02;2.239e-01;7.452e-04;1.804e-07;6.727e-01;2.661e-02
30.001003;2.228e-01;1.486e-01;-3.400e-03;6.670e-01;-1.526e-02;2.354e-01;6.603e-01;9.942e-02;1.554e-01;2.340e-02;2.228e-01;7.422e-04;-1.682e-05;6.727e-01;2.661e-02
30.002027;2.225e-01;1.494e-01;-4.200e-03;6.716e-01;-1.888e-02;2.349e-01;6.649e-01;9.790e-02;1.562e-01;2.300e-02;2.225e-01;7.462e-04;-2.082e-05;6.727e-01;2.661e-02
30.003115;2.230e-01;1.518e-01;-2.200e-03;6.806e-01;-9.863e-03;2.362e-01;6.722e-01;1.084e-01;1.588e-01;2.560e-02;2.230e-01;7.582e-04;-1.081e-05;6.727e-01;2.661e-02
30.003563;2.235e-01;1.532e-01;-6.000e-04;6.854e-01;-2.683e-03;2.372e-01;6.753e-01;1.163e-01;1.602e-01;2.760e-02;2.235e-01;7.652e-04;-2.812e-06;6.727e-01;2.661e-02
30.003691;2.237e-01;1.536e-01;-2.000e-04;6.867e-01;-8.935e-04;2.375e-01;6.769e-01;1.187e-01;1.608e-01;2.820e-02;2.237e-01;7.672e-04;-8.120e-07;6.727e-01;2.661e-02
30.003807;2.238e-01;1.540e-01;4.000e-04;6.881e-01;1.788e-03;2.378e-01;6.777e-01;1.211e-01;1.612e-01;2.880e-02;2.238e-01;7.692e-04;2.188e-06;6.727e-01;2.661e-02
