time;InternalNode1_BUS_Voltage;InternalNode1_BUS_ActivePower;InternalNode1_BUS_ReactivePower;InternalNode1_BUS_ActiveCurrent;InternalNode1_BUS_ReactiveCurrent;Bess_GEN_VoltageInjTerminal;Bess_GEN_ActiveCurrentInjTerminal;Bess_GEN_ReactiveCurrentInjTerminal;Bess_GEN_ActivePowerControlledPu;Bess_GEN_ReactivePowerControlledPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu
0.000000;1.000e+00;6.660e-01;-0.000e+00;6.660e-01;-0.000e+00;1.011e+00;6.654e-01;2.632e-02;6.726e-01;2.660e-02;1.000e+00;3.330e-03;0.000e+00;6.727e-01;2.661e-02
29.999994;1.000e+00;6.660e-01;-2.178e-07;6.660e-01;2.719e-08;1.011e+00;6.654e-01;2.632e-02;6.726e-01;2.660e-02;1.000e+00;3.330e-03;-2.336e-08;6.727e-01;2.661e-02
29.999995;5.672e-07;-1.663e-07;-2.178e-07;6.024e-07;2.719e-08;4.120e-02;1.602e-01;6.457e-01;6.599e-03;2.660e-02;1.409e-06;4.534e-07;-2.336e-08;6.727e-01;2.661e-02
30.000002;5.672e-07;-1.665e-07;-2.181e-07;6.024e-07;2.720e-08;4.120e-02;1.602e-01;6.457e-01;6.599e-03;2.660e-02;1.409e-06;4.536e-07;-2.324e-08;6.727e-01;2.661e-02
30.001025;5.617e-07;-1.905e-07;-2.571e-07;6.101e-07;3.025e-08;4.131e-02;1.598e-01;6.487e-01;6.599e-03;2.680e-02;1.390e-06;4.760e-07;-7.003e-09;6.727e-01;2.661e-02
30.002049;5.548e-07;-2.095e-07;-2.929e-07;6.173e-07;3.528e-08;4.168e-02;1.631e-01;6.525e-01;6.799e-03;2.720e-02;1.370e-06;4.985e-07;9.842e-09;6.727e-01;2.661e-02
30.003009;5.473e-07;-2.226e-07;-3.230e-07;6.238e-07;4.150e-08;4.231e-02;1.654e-01;6.617e-01;6.999e-03;2.800e-02;1.353e-06;5.196e-07;2.604e-08;6.727e-01;2.661e-02
30.004000;5.391e-07;-2.312e-07;-3.497e-07;6.303e-07;4.910e-08;4.318e-02;1.714e-01;6.763e-01;7.399e-03;2.920e-02;1.336e-06;5.411e-07;4.300e-08;6.727e-01;2.661e-02
30.005024;5.304e-07;-2.349e-07;-3.719e-07;6.371e-07;5.778e-08;4.414e-02;1.722e-01;6.932e-01;7.599e-03;3.060e-02;1.320e-06;5.627e-07;6.051e-08;6.727e-01;2.661e-02
30.006190;5.208e-07;-2.329e-07;-3.899e-07;6.448e-07;6.848e-08;4.494e-02;1.780e-01;7.031e-01;7.999e-03;3.160e-02;1.304e-06;5.861e-07;8.003e-08;6.727e-01;2.661e-02
30.007112;5.136e-07;-2.275e-07;-3.991e-07;6.508e-07;7.751e-08;4.568e-02;1.795e-01;7.181e-01;8.199e-03;3.280e-02;1.293e-06;6.033e-07;9.499e-08;6.727e-01;2.661e-02
30.008033;5.072e-07;-2.188e-07;-4.036e-07;6.565e-07;8.717e-08;4.649e-02;1.807e-01;7.270e-01;8.399e-03;3.380e-02;1.284e-06;6.188e-07;1.093e-07;6.727e-01;2.661e-02
