time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;Bess_GEN_VoltageInjTerminal;Bess_GEN_ActiveCurrentInjTerminal;Bess_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_VoltageSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000;1.044e+00;6.667e-01;0.000e+00;6.383e-01;-0.000e+00;1.044e+00;1.055e+00;6.535e-01;3.225e-02;1.044e+00;4.000e-01;0.000e+00;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.005120;1.044e+00;6.663e-01;-2.260e-03;6.382e-01;-2.165e-03;1.043e+00;1.055e+00;6.535e-01;3.011e-02;1.044e+00;3.998e-01;-1.356e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.010122;1.044e+00;6.661e-01;-3.423e-03;6.382e-01;-3.280e-03;1.043e+00;1.054e+00;6.536e-01;2.902e-02;1.044e+00;3.996e-01;-2.054e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.015522;1.044e+00;6.661e-01;-3.970e-03;6.383e-01;-3.804e-03;1.042e+00;1.054e+00;6.536e-01;2.851e-02;1.044e+00;3.996e-01;-2.382e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.020022;1.043e+00;6.661e-01;-4.115e-03;6.384e-01;-3.944e-03;1.042e+00;1.054e+00;6.537e-01;2.838e-02;1.043e+00;3.997e-01;-2.469e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.025422;1.043e+00;6.662e-01;-4.113e-03;6.384e-01;-3.942e-03;1.042e+00;1.054e+00;6.538e-01;2.838e-02;1.043e+00;3.997e-01;-2.468e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.031222;1.043e+00;6.663e-01;-4.035e-03;6.385e-01;-3.867e-03;1.042e+00;1.054e+00;6.539e-01;2.847e-02;1.043e+00;3.998e-01;-2.421e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.035222;1.043e+00;6.664e-01;-3.975e-03;6.386e-01;-3.809e-03;1.042e+00;1.054e+00;6.540e-01;2.853e-02;1.043e+00;3.998e-01;-2.385e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.040222;1.044e+00;6.664e-01;-3.910e-03;6.387e-01;-3.747e-03;1.042e+00;1.054e+00;6.540e-01;2.859e-02;1.044e+00;3.999e-01;-2.346e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.045222;1.044e+00;6.665e-01;-3.860e-03;6.387e-01;-3.699e-03;1.042e+00;1.054e+00;6.541e-01;2.864e-02;1.044e+00;3.999e-01;-2.316e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.050222;1.044e+00;6.666e-01;-3.825e-03;6.387e-01;-3.665e-03;1.042e+00;1.054e+00;6.541e-01;2.868e-02;1.044e+00;3.999e-01;-2.295e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.055222;1.044e+00;6.666e-01;-3.800e-03;6.388e-01;-3.641e-03;1.042e+00;1.054e+00;6.541e-01;2.870e-02;1.044e+00;3.999e-01;-2.280e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.060222;1.044e+00;6.666e-01;-3.782e-03;6.388e-01;-3.624e-03;1.042e+00;1.054e+00;6.541e-01;2.872e-02;1.044e+00;4.000e-01;-2.269e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.065222;1.044e+00;6.666e-01;-3.767e-03;6.388e-01;-3.610e-03;1.042e+00;1.054e+00;6.542e-01;2.874e-02;1.044e+00;4.000e-01;-2.260e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.070222;1.044e+00;6.666e-01;-3.753e-03;6.388e-01;-3.597e-03;1.042e+00;1.054e+00;6.542e-01;2.875e-02;1.044e+00;4.000e-01;-2.252e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
