time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;Bess_GEN_VoltageInjTerminal;Bess_GEN_ActiveCurrentInjTerminal;Bess_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_VoltageSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000;1.044e+00;-6.667e-01;0.000e+00;-6.383e-01;-0.000e+00;1.044e+00;1.036e+00;-6.216e-01;3.049e-02;1.044e+00;-4.000e-01;0.000e+00;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
19.999996;1.044e+00;-6.667e-01;-3.427e-07;-6.383e-01;-3.951e-07;1.044e+00;1.036e+00;-6.216e-01;3.049e-02;1.044e+00;-4.000e-01;-6.145e-07;1.000e+01;-6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.000000;1.044e+00;-6.667e-01;-3.427e-07;-6.383e-01;-3.952e-07;1.044e+00;1.036e+00;-6.216e-01;3.049e-02;1.044e+00;-4.000e-01;-6.145e-07;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.006068;1.044e+00;-6.667e-01;-4.205e-07;-6.383e-01;-5.305e-07;1.044e+00;1.036e+00;-6.216e-01;3.049e-02;1.044e+00;-4.000e-01;-6.196e-07;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.007068;1.044e+00;-6.666e-01;-4.295e-07;-6.383e-01;-5.501e-07;1.044e+00;1.036e+00;-6.216e-01;3.049e-02;1.044e+00;-4.000e-01;-6.123e-07;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.008068;1.044e+00;-6.666e-01;-4.379e-07;-6.383e-01;-5.682e-07;1.044e+00;1.036e+00;-6.216e-01;3.049e-02;1.044e+00;-4.000e-01;-6.024e-07;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.009068;1.044e+00;-6.666e-01;1.221e-06;-6.382e-01;1.011e-06;1.044e+00;1.036e+00;-6.216e-01;3.048e-02;1.044e+00;-4.000e-01;4.098e-07;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.010068;1.044e+00;-6.666e-01;1.214e-06;-6.382e-01;9.969e-07;1.044e+00;1.036e+00;-6.216e-01;3.048e-02;1.044e+00;-4.000e-01;4.245e-07;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.011068;1.044e+00;-6.666e-01;1.208e-06;-6.382e-01;9.843e-07;1.044e+00;1.036e+00;-6.215e-01;3.048e-02;1.044e+00;-3.999e-01;4.412e-07;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.012068;1.044e+00;-6.666e-01;2.868e-06;-6.382e-01;2.569e-06;1.044e+00;1.036e+00;-6.215e-01;3.048e-02;1.044e+00;-3.999e-01;1.460e-06;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.013068;1.044e+00;-6.665e-01;4.530e-06;-6.382e-01;4.157e-06;1.044e+00;1.036e+00;-6.215e-01;3.048e-02;1.044e+00;-3.999e-01;2.480e-06;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.014068;1.044e+00;-6.665e-01;6.192e-06;-6.381e-01;5.747e-06;1.044e+00;1.036e+00;-6.215e-01;3.048e-02;1.044e+00;-3.999e-01;3.502e-06;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.015068;1.044e+00;-6.665e-01;7.854e-06;-6.381e-01;7.339e-06;1.044e+00;1.036e+00;-6.214e-01;3.048e-02;1.044e+00;-3.999e-01;4.525e-06;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.016068;1.044e+00;-6.664e-01;9.518e-06;-6.380e-01;8.932e-06;1.044e+00;1.036e+00;-6.214e-01;3.048e-02;1.044e+00;-3.998e-01;5.549e-06;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.017068;1.044e+00;-6.664e-01;1.284e-05;-6.380e-01;1.213e-05;1.044e+00;1.036e+00;-6.213e-01;3.048e-02;1.044e+00;-3.998e-01;7.574e-06;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.018068;1.044e+00;-6.663e-01;1.618e-05;-6.379e-01;1.532e-05;1.044e+00;1.036e+00;-6.213e-01;3.048e-02;1.044e+00;-3.998e-01;9.600e-06;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.019068;1.044e+00;-6.663e-01;1.784e-05;-6.379e-01;1.692e-05;1.044e+00;1.036e+00;-6.212e-01;3.048e-02;1.044e+00;-3.998e-01;1.063e-05;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.020068;1.044e+00;-6.662e-01;2.284e-05;-6.378e-01;2.171e-05;1.044e+00;1.036e+00;-6.212e-01;3.048e-02;1.044e+00;-3.997e-01;1.366e-05;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.021068;1.044e+00;-6.661e-01;2.618e-05;-6.378e-01;2.491e-05;1.044e+00;1.036e+00;-6.211e-01;3.047e-02;1.044e+00;-3.997e-01;1.568e-05;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.022068;1.044e+00;-6.661e-01;2.951e-05;-6.377e-01;2.812e-05;1.045e+00;1.036e+00;-6.210e-01;3.047e-02;1.044e+00;-3.996e-01;1.771e-05;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.023068;1.044e+00;-6.660e-01;3.451e-05;-6.376e-01;3.292e-05;1.045e+00;1.036e+00;-6.210e-01;3.047e-02;1.044e+00;-3.996e-01;2.075e-05;1.000e+01;-4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
