time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_VoltageSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;6.667e-01;-8.646e-09;6.383e-01;-1.278e-08;1.044e+00;1.057e+00;6.530e-01;4.210e-02;1.044e+00;4.000e-01;4.030e-09;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000001000;1.044e+00;6.667e-01;-8.591e-09;6.383e-01;-1.282e-08;1.044e+00;1.057e+00;6.530e-01;4.210e-02;1.044e+00;4.000e-01;4.016e-09;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000064000;1.044e+00;6.667e-01;-4.334e-05;6.383e-01;-4.150e-05;1.044e+00;1.057e+00;6.530e-01;4.206e-02;1.044e+00;4.000e-01;-2.600e-05;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000128000;1.044e+00;6.667e-01;-8.668e-05;6.383e-01;-8.299e-05;1.044e+00;1.057e+00;6.530e-01;4.202e-02;1.044e+00;4.000e-01;-5.200e-05;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000256000;1.044e+00;6.667e-01;-1.733e-04;6.383e-01;-1.660e-04;1.044e+00;1.057e+00;6.530e-01;4.193e-02;1.044e+00;4.000e-01;-1.040e-04;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000512000;1.044e+00;6.666e-01;-3.417e-04;6.383e-01;-3.271e-04;1.044e+00;1.057e+00;6.530e-01;4.177e-02;1.044e+00;4.000e-01;-2.050e-04;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.001024000;1.044e+00;6.666e-01;-6.667e-04;6.383e-01;-6.383e-04;1.044e+00;1.057e+00;6.530e-01;4.147e-02;1.044e+00;4.000e-01;-4.000e-04;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.001536000;1.044e+00;6.666e-01;-9.750e-04;6.382e-01;-9.335e-04;1.044e+00;1.056e+00;6.530e-01;4.117e-02;1.044e+00;4.000e-01;-5.850e-04;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.002048000;1.044e+00;6.666e-01;-1.268e-03;6.382e-01;-1.214e-03;1.044e+00;1.056e+00;6.530e-01;4.089e-02;1.044e+00;4.000e-01;-7.610e-04;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.002560000;1.044e+00;6.666e-01;-1.547e-03;6.382e-01;-1.481e-03;1.044e+00;1.056e+00;6.530e-01;4.063e-02;1.044e+00;4.000e-01;-9.280e-04;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.003072000;1.044e+00;6.666e-01;-1.810e-03;6.382e-01;-1.733e-03;1.044e+00;1.056e+00;6.530e-01;4.038e-02;1.044e+00;3.999e-01;-1.086e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.003584000;1.044e+00;6.666e-01;-2.058e-03;6.382e-01;-1.971e-03;1.044e+00;1.056e+00;6.530e-01;4.014e-02;1.044e+00;3.999e-01;-1.235e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.004096000;1.044e+00;6.666e-01;-2.295e-03;6.382e-01;-2.197e-03;1.044e+00;1.056e+00;6.530e-01;3.992e-02;1.044e+00;3.999e-01;-1.377e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.004608000;1.044e+00;6.665e-01;-2.518e-03;6.382e-01;-2.411e-03;1.044e+00;1.056e+00;6.530e-01;3.971e-02;1.044e+00;3.999e-01;-1.511e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.005120000;1.044e+00;6.665e-01;-2.728e-03;6.382e-01;-2.612e-03;1.044e+00;1.056e+00;6.530e-01;3.951e-02;1.044e+00;3.999e-01;-1.637e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.005632000;1.044e+00;6.665e-01;-2.928e-03;6.382e-01;-2.804e-03;1.044e+00;1.056e+00;6.530e-01;3.932e-02;1.044e+00;3.999e-01;-1.757e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.006144000;1.044e+00;6.665e-01;-3.117e-03;6.381e-01;-2.984e-03;1.044e+00;1.056e+00;6.530e-01;3.914e-02;1.044e+00;3.999e-01;-1.870e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.006656000;1.044e+00;6.665e-01;-3.295e-03;6.381e-01;-3.155e-03;1.043e+00;1.056e+00;6.530e-01;3.897e-02;1.044e+00;3.999e-01;-1.977e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.007168000;1.044e+00;6.665e-01;-3.463e-03;6.381e-01;-3.316e-03;1.043e+00;1.056e+00;6.530e-01;3.881e-02;1.044e+00;3.999e-01;-2.078e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.007376000;1.044e+00;6.665e-01;-3.528e-03;6.381e-01;-3.378e-03;1.043e+00;1.056e+00;6.530e-01;3.875e-02;1.044e+00;3.999e-01;-2.117e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.007504000;1.044e+00;6.665e-01;-3.568e-03;6.381e-01;-3.416e-03;1.043e+00;1.056e+00;6.530e-01;3.871e-02;1.044e+00;3.999e-01;-2.141e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.007760000;1.044e+00;6.665e-01;-3.645e-03;6.381e-01;-3.490e-03;1.043e+00;1.056e+00;6.530e-01;3.864e-02;1.044e+00;3.999e-01;-2.187e-03;1.000e+01;6.667e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
