time;InternalNode1_BUS_Voltage;InternalNode1_BUS_ActivePower;InternalNode1_BUS_ReactivePower;InternalNode1_BUS_ActiveCurrent;InternalNode1_BUS_ReactiveCurrent;Bess_GEN_VoltageInjTerminal;Bess_GEN_ActiveCurrentInjTerminal;Bess_GEN_ReactiveCurrentInjTerminal;Bess_GEN_ActivePowerControlledPu;Bess_GEN_ReactivePowerControlledPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu
0.000000;1.000e+00;-6.660e-01;0.000e+00;-6.660e-01;-0.000e+00;9.908e-01;-6.655e-01;2.685e-02;-6.594e-01;2.660e-02;1.000e+00;-3.330e-03;0.000e+00;-6.593e-01;2.661e-02
29.999994;1.000e+00;-6.660e-01;5.757e-07;-6.660e-01;-3.584e-07;9.908e-01;-6.655e-01;2.685e-02;-6.594e-01;2.660e-02;1.000e+00;-3.331e-03;-3.237e-08;-6.593e-01;2.661e-02
29.999995;2.361e-01;-1.572e-01;5.757e-07;-6.657e-01;-3.584e-07;2.297e-01;-6.558e-01;1.158e-01;-1.506e-01;2.660e-02;2.361e-01;-7.866e-04;-3.237e-08;-6.593e-01;2.661e-02
30.000002;2.361e-01;-1.572e-01;5.756e-07;-6.657e-01;-3.584e-07;2.296e-01;-6.558e-01;1.158e-01;-1.506e-01;2.660e-02;2.361e-01;-7.866e-04;-3.242e-08;-6.593e-01;2.661e-02
30.001057;2.349e-01;-1.568e-01;-3.599e-03;-6.674e-01;-1.532e-02;2.275e-01;-6.594e-01;1.020e-01;-1.502e-01;2.320e-02;2.349e-01;-7.846e-04;-1.804e-05;-6.593e-01;2.661e-02
30.002017;2.347e-01;-1.576e-01;-3.999e-03;-6.715e-01;-1.704e-02;2.271e-01;-6.639e-01;1.013e-01;-1.508e-01;2.300e-02;2.347e-01;-7.886e-04;-2.005e-05;-6.593e-01;2.661e-02
30.003105;2.353e-01;-1.602e-01;-1.599e-03;-6.809e-01;-6.800e-03;2.283e-01;-6.709e-01;1.156e-01;-1.532e-01;2.620e-02;2.353e-01;-8.016e-04;-8.054e-06;-6.593e-01;2.661e-02
30.004011;2.363e-01;-1.634e-01;2.401e-03;-6.915e-01;1.016e-02;2.303e-01;-6.781e-01;1.355e-01;-1.564e-01;3.120e-02;2.363e-01;-8.176e-04;1.194e-05;-6.593e-01;2.661e-02
30.004747;2.374e-01;-1.668e-01;6.801e-03;-7.026e-01;2.864e-02;2.325e-01;-6.856e-01;1.566e-01;-1.594e-01;3.640e-02;2.374e-01;-8.346e-04;3.394e-05;-6.593e-01;2.661e-02
30.004875;2.376e-01;-1.676e-01;7.601e-03;-7.054e-01;3.199e-02;2.329e-01;-6.870e-01;1.606e-01;-1.600e-01;3.740e-02;2.376e-01;-8.386e-04;3.794e-05;-6.593e-01;2.661e-02
30.005003;2.378e-01;-1.682e-01;8.401e-03;-7.073e-01;3.532e-02;2.333e-01;-6.883e-01;1.654e-01;-1.606e-01;3.860e-02;2.378e-01;-8.416e-04;4.193e-05;-6.593e-01;2.661e-02
30.005131;2.380e-01;-1.690e-01;9.400e-03;-7.100e-01;3.949e-02;2.338e-01;-6.905e-01;1.694e-01;-1.614e-01;3.960e-02;2.380e-01;-8.456e-04;4.693e-05;-6.593e-01;2.661e-02
30.005378;2.385e-01;-1.702e-01;1.100e-02;-7.137e-01;4.613e-02;2.346e-01;-6.930e-01;1.782e-01;-1.626e-01;4.180e-02;2.385e-01;-8.516e-04;5.493e-05;-6.593e-01;2.661e-02
30.005506;2.387e-01;-1.710e-01;1.200e-02;-7.163e-01;5.027e-02;2.351e-01;-6.942e-01;1.829e-01;-1.632e-01;4.300e-02;2.387e-01;-8.556e-04;5.993e-05;-6.593e-01;2.661e-02
30.005634;2.390e-01;-1.716e-01;1.300e-02;-7.181e-01;5.440e-02;2.356e-01;-6.953e-01;1.876e-01;-1.638e-01;4.420e-02;2.390e-01;-8.586e-04;6.493e-05;-6.593e-01;2.661e-02
30.005762;2.392e-01;-1.724e-01;1.400e-02;-7.207e-01;5.852e-02;2.361e-01;-6.964e-01;1.915e-01;-1.646e-01;4.520e-02;2.392e-01;-8.626e-04;6.993e-05;-6.593e-01;2.661e-02
30.006018;2.397e-01;-1.736e-01;1.600e-02;-7.241e-01;6.674e-02;2.371e-01;-6.985e-01;2.008e-01;-1.656e-01;4.760e-02;2.397e-01;-8.686e-04;7.993e-05;-6.593e-01;2.661e-02
30.007042;2.421e-01;-1.782e-01;2.460e-02;-7.360e-01;1.016e-01;2.416e-01;-7.030e-01;2.393e-01;-1.698e-01;5.780e-02;2.421e-01;-8.916e-04;1.229e-04;-6.593e-01;2.661e-02
