time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_VoltageSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;-6.667e-01;-6.667e-02;-6.383e-01;-6.383e-02;1.024e+00;1.032e+00;-6.243e-01;-2.459e-02;1.044e+00;-4.000e-01;-4.000e-02;1.000e+01;-6.667e-01;-6.667e-02;1.024e+00;5.000e+01;5.000e+01
0.000001000;1.044e+00;-6.667e-01;-6.667e-02;-6.383e-01;-6.383e-02;1.024e+00;1.032e+00;-6.243e-01;-2.459e-02;1.044e+00;-4.000e-01;-4.000e-02;1.000e+01;-6.667e-01;-6.667e-02;1.024e+00;5.000e+01;5.000e+01
19.999996000;1.044e+00;-6.667e-01;-6.667e-02;-6.383e-01;-6.383e-02;1.024e+00;1.032e+00;-6.243e-01;-2.459e-02;1.044e+00;-4.000e-01;-4.000e-02;1.000e+01;-6.667e-01;-6.667e-02;1.024e+00;5.000e+01;5.000e+01
19.999996000;1.044e+00;-6.667e-01;-6.667e-02;-6.383e-01;-6.383e-02;1.024e+00;1.032e+00;-6.243e-01;-2.459e-02;1.044e+00;-4.000e-01;-4.000e-02;1.000e+01;-6.667e-01;6.667e-02;1.024e+00;5.000e+01;5.000e+01
20.000508000;1.044e+00;-6.667e-01;-6.667e-02;-6.383e-01;-6.383e-02;1.024e+00;1.032e+00;-6.243e-01;-2.459e-02;1.044e+00;-4.000e-01;-4.000e-02;1.000e+01;-6.667e-01;6.667e-02;1.024e+00;5.000e+01;5.000e+01
20.001020000;1.044e+00;-6.667e-01;-6.666e-02;-6.383e-01;-6.383e-02;1.024e+00;1.032e+00;-6.243e-01;-2.459e-02;1.044e+00;-4.000e-01;-4.000e-02;1.000e+01;-6.667e-01;6.667e-02;1.024e+00;5.000e+01;5.000e+01
20.002020000;1.044e+00;-6.667e-01;-6.665e-02;-6.383e-01;-6.382e-02;1.024e+00;1.032e+00;-6.243e-01;-2.458e-02;1.044e+00;-4.000e-01;-3.999e-02;1.000e+01;-6.667e-01;6.667e-02;1.024e+00;5.000e+01;5.000e+01
20.003020000;1.044e+00;-6.667e-01;-6.664e-02;-6.383e-01;-6.380e-02;1.024e+00;1.032e+00;-6.243e-01;-2.457e-02;1.044e+00;-4.000e-01;-3.998e-02;1.000e+01;-6.667e-01;6.667e-02;1.024e+00;5.000e+01;5.000e+01
20.004020000;1.044e+00;-6.667e-01;-6.662e-02;-6.383e-01;-6.378e-02;1.024e+00;1.032e+00;-6.243e-01;-2.455e-02;1.044e+00;-4.000e-01;-3.997e-02;1.000e+01;-6.667e-01;6.667e-02;1.024e+00;5.000e+01;5.000e+01
20.005020000;1.044e+00;-6.667e-01;-6.659e-02;-6.383e-01;-6.376e-02;1.024e+00;1.032e+00;-6.243e-01;-2.452e-02;1.044e+00;-4.000e-01;-3.996e-02;1.000e+01;-6.667e-01;6.667e-02;1.024e+00;5.000e+01;5.000e+01
20.006020000;1.044e+00;-6.667e-01;-6.656e-02;-6.383e-01;-6.373e-02;1.025e+00;1.032e+00;-6.243e-01;-2.450e-02;1.044e+00;-4.000e-01;-3.994e-02;1.000e+01;-6.667e-01;6.667e-02;1.024e+00;5.000e+01;5.000e+01
