time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_VoltageSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;4.000e-01;2.952e-09;3.830e-01;-5.676e-09;1.044e+00;1.052e+00;3.985e-01;2.070e-02;1.044e+00;2.400e-01;2.029e-09;4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000001000;1.044e+00;4.000e-01;2.959e-09;3.830e-01;-5.714e-09;1.044e+00;1.052e+00;3.985e-01;2.070e-02;1.044e+00;2.400e-01;1.900e-09;4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000016000;1.044e+00;4.000e-01;-3.330e-06;3.830e-01;-3.197e-06;1.044e+00;1.052e+00;3.985e-01;2.070e-02;1.044e+00;2.400e-01;-1.999e-06;4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000032000;1.044e+00;4.000e-01;-6.664e-06;3.830e-01;-6.389e-06;1.044e+00;1.052e+00;3.985e-01;2.069e-02;1.044e+00;2.400e-01;-3.999e-06;4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000064000;1.044e+00;4.000e-01;-1.167e-05;3.830e-01;-1.118e-05;1.044e+00;1.052e+00;3.985e-01;2.069e-02;1.044e+00;2.400e-01;-6.999e-06;4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000128000;1.044e+00;4.000e-01;-2.333e-05;3.830e-01;-2.235e-05;1.044e+00;1.052e+00;3.985e-01;2.068e-02;1.044e+00;2.400e-01;-1.400e-05;4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000256000;1.044e+00;4.000e-01;-4.667e-05;3.830e-01;-4.469e-05;1.044e+00;1.052e+00;3.985e-01;2.065e-02;1.044e+00;2.400e-01;-2.800e-05;4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000512000;1.044e+00;4.000e-01;-9.167e-05;3.830e-01;-8.778e-05;1.044e+00;1.052e+00;3.985e-01;2.061e-02;1.044e+00;2.400e-01;-5.500e-05;4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.001024000;1.044e+00;4.000e-01;-1.783e-04;3.830e-01;-1.708e-04;1.044e+00;1.052e+00;3.985e-01;2.053e-02;1.044e+00;2.400e-01;-1.070e-04;4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.002024000;1.044e+00;3.999e-01;-3.350e-04;3.830e-01;-3.208e-04;1.044e+00;1.052e+00;3.985e-01;2.038e-02;1.044e+00;2.400e-01;-2.010e-04;4.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
