time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
0.000000000;1.000e+00;8.332e-01;2.079e-09;8.332e-01;2.987e-09;1.000e+00;8.332e-01;7.500e-04;1.000e+00;3.333e-02;7.470e-10;8.333e-01;7.540e-04
0.000001000;1.000e+00;8.332e-01;2.133e-09;8.332e-01;2.974e-09;1.000e+00;8.332e-01;7.500e-04;1.000e+00;3.333e-02;7.467e-10;8.333e-01;7.540e-04
29.999994000;1.000e+00;8.332e-01;-4.992e-09;8.332e-01;3.658e-10;1.000e+00;8.332e-01;7.500e-04;1.000e+00;3.333e-02;-5.187e-10;8.333e-01;7.540e-04
29.999994000;4.620e-01;3.850e-01;-5.191e-09;8.333e-01;4.639e-10;4.620e-01;8.332e-01;1.623e-03;4.620e-01;1.540e-02;-3.611e-10;8.333e-01;7.540e-04
29.999994000;4.620e-01;3.850e-01;-5.407e-09;8.333e-01;5.617e-10;4.620e-01;8.332e-01;1.623e-03;4.620e-01;1.540e-02;-2.130e-10;8.333e-01;7.540e-04
29.999995000;4.620e-01;3.850e-01;-5.640e-09;8.332e-01;6.598e-10;4.620e-01;8.332e-01;1.623e-03;4.620e-01;1.540e-02;-7.440e-11;8.333e-01;7.540e-04
29.999996000;4.620e-01;3.849e-01;-5.891e-09;8.332e-01;7.575e-10;4.620e-01;8.332e-01;1.623e-03;4.620e-01;1.540e-02;5.444e-11;8.333e-01;7.540e-04
29.999998000;4.620e-01;3.849e-01;-6.157e-09;8.331e-01;8.528e-10;4.620e-01;8.331e-01;1.623e-03;4.620e-01;1.540e-02;1.737e-10;8.333e-01;7.540e-04
30.000002000;4.620e-01;3.848e-01;-6.437e-09;8.330e-01;9.437e-10;4.620e-01;8.330e-01;1.623e-03;4.620e-01;1.539e-02;2.843e-10;8.333e-01;7.540e-04
30.000010000;4.620e-01;3.847e-01;-2.501e-05;8.327e-01;-5.411e-05;4.620e-01;8.327e-01;1.569e-03;4.620e-01;1.539e-02;-9.996e-07;8.333e-01;7.540e-04
30.000026000;4.620e-01;3.845e-01;-5.001e-05;8.322e-01;-1.082e-04;4.620e-01;8.322e-01;1.569e-03;4.620e-01;1.538e-02;-2.000e-06;8.333e-01;7.540e-04
30.000032000;4.620e-01;3.844e-01;-5.001e-05;8.320e-01;-1.082e-04;4.620e-01;8.320e-01;1.515e-03;4.620e-01;1.538e-02;-1.999e-06;8.333e-01;7.540e-04
30.000033000;4.620e-01;3.844e-01;-5.001e-05;8.320e-01;-1.082e-04;4.620e-01;8.320e-01;1.515e-03;4.620e-01;1.537e-02;-1.999e-06;8.333e-01;7.540e-04
30.000034000;4.620e-01;3.844e-01;-5.001e-05;8.320e-01;-1.082e-04;4.620e-01;8.320e-01;1.515e-03;4.620e-01;1.537e-02;-1.999e-06;8.333e-01;7.540e-04
30.000036000;4.620e-01;3.843e-01;-5.001e-05;8.319e-01;-1.082e-04;4.620e-01;8.319e-01;1.515e-03;4.620e-01;1.537e-02;-1.999e-06;8.333e-01;7.540e-04
30.000040000;4.620e-01;3.843e-01;-5.001e-05;8.318e-01;-1.082e-04;4.620e-01;8.317e-01;1.515e-03;4.620e-01;1.537e-02;-1.999e-06;8.333e-01;7.540e-04
30.000048000;4.620e-01;3.841e-01;-5.001e-05;8.315e-01;-1.082e-04;4.620e-01;8.315e-01;1.515e-03;4.620e-01;1.537e-02;-1.999e-06;8.333e-01;7.540e-04
30.000064000;4.620e-01;3.839e-01;-7.501e-05;8.310e-01;-1.623e-04;4.620e-01;8.310e-01;1.461e-03;4.620e-01;1.536e-02;-2.999e-06;8.333e-01;7.540e-04
30.000096000;4.620e-01;3.834e-01;-1.000e-04;8.299e-01;-2.165e-04;4.620e-01;8.300e-01;1.407e-03;4.620e-01;1.534e-02;-3.999e-06;8.333e-01;7.540e-04
30.000128000;4.620e-01;3.830e-01;-1.250e-04;8.289e-01;-2.706e-04;4.620e-01;8.289e-01;1.353e-03;4.620e-01;1.532e-02;-4.999e-06;8.333e-01;7.540e-04
30.000160000;4.620e-01;3.825e-01;-1.500e-04;8.279e-01;-3.247e-04;4.620e-01;8.279e-01;1.299e-03;4.620e-01;1.530e-02;-5.998e-06;8.333e-01;7.540e-04
30.000187000;4.620e-01;3.821e-01;-1.500e-04;8.270e-01;-3.247e-04;4.620e-01;8.270e-01;1.299e-03;4.620e-01;1.528e-02;-5.998e-06;8.333e-01;7.540e-04
30.000189000;4.620e-01;3.821e-01;-1.500e-04;8.270e-01;-3.247e-04;4.620e-01;8.270e-01;1.299e-03;4.620e-01;1.528e-02;-5.998e-06;8.333e-01;7.540e-04
30.000191000;4.620e-01;3.820e-01;-1.500e-04;8.269e-01;-3.247e-04;4.620e-01;8.269e-01;1.299e-03;4.620e-01;1.528e-02;-5.998e-06;8.333e-01;7.540e-04
30.000195000;4.620e-01;3.820e-01;-1.500e-04;8.268e-01;-3.247e-04;4.620e-01;8.267e-01;1.299e-03;4.620e-01;1.528e-02;-5.998e-06;8.333e-01;7.540e-04
30.000203000;4.620e-01;3.818e-01;-1.500e-04;8.265e-01;-3.247e-04;4.620e-01;8.265e-01;1.299e-03;4.620e-01;1.527e-02;-5.998e-06;8.333e-01;7.540e-04
30.000219000;4.620e-01;3.816e-01;-1.500e-04;8.260e-01;-3.247e-04;4.620e-01;8.260e-01;1.245e-03;4.620e-01;1.526e-02;-5.997e-06;8.333e-01;7.540e-04
30.000251000;4.620e-01;3.811e-01;-1.500e-04;8.250e-01;-3.247e-04;4.620e-01;8.250e-01;1.245e-03;4.620e-01;1.524e-02;-5.997e-06;8.333e-01;7.540e-04
30.000280000;4.620e-01;3.807e-01;-1.500e-04;8.241e-01;-3.247e-04;4.620e-01;8.241e-01;1.245e-03;4.620e-01;1.523e-02;-5.997e-06;8.333e-01;7.540e-04
30.000282000;4.620e-01;3.807e-01;-1.500e-04;8.240e-01;-3.247e-04;4.620e-01;8.240e-01;1.245e-03;4.620e-01;1.523e-02;-5.997e-06;8.333e-01;7.540e-04
30.000283000;4.620e-01;3.806e-01;-1.500e-04;8.239e-01;-3.247e-04;4.620e-01;8.240e-01;1.245e-03;4.620e-01;1.523e-02;-5.997e-06;8.333e-01;7.540e-04
30.000284000;4.620e-01;3.806e-01;-1.500e-04;8.239e-01;-3.247e-04;4.620e-01;8.239e-01;1.245e-03;4.620e-01;1.523e-02;-5.997e-06;8.333e-01;7.540e-04
30.000286000;4.620e-01;3.806e-01;-1.500e-04;8.239e-01;-3.247e-04;4.620e-01;8.239e-01;1.245e-03;4.620e-01;1.523e-02;-5.997e-06;8.333e-01;7.540e-04
30.000290000;4.620e-01;3.805e-01;-1.500e-04;8.237e-01;-3.247e-04;4.620e-01;8.238e-01;1.245e-03;4.620e-01;1.522e-02;-5.997e-06;8.333e-01;7.540e-04
30.000298000;4.620e-01;3.805e-01;-1.500e-04;8.235e-01;-3.247e-04;4.620e-01;8.235e-01;1.299e-03;4.620e-01;1.522e-02;-5.997e-06;8.333e-01;7.540e-04
30.000314000;4.620e-01;3.802e-01;-1.500e-04;8.230e-01;-3.247e-04;4.620e-01;8.230e-01;1.299e-03;4.620e-01;1.521e-02;-5.998e-06;8.333e-01;7.540e-04
30.000346000;4.620e-01;3.798e-01;-1.250e-04;8.220e-01;-2.706e-04;4.620e-01;8.220e-01;1.299e-03;4.620e-01;1.519e-02;-4.998e-06;8.333e-01;7.540e-04
30.000378000;4.620e-01;3.793e-01;-1.000e-04;8.210e-01;-2.165e-04;4.620e-01;8.209e-01;1.353e-03;4.620e-01;1.517e-02;-3.998e-06;8.333e-01;7.540e-04
30.000410000;4.620e-01;3.788e-01;-7.501e-05;8.199e-01;-1.623e-04;4.620e-01;8.200e-01;1.407e-03;4.620e-01;1.515e-02;-2.998e-06;8.333e-01;7.540e-04
30.000442000;4.620e-01;3.784e-01;-5.001e-05;8.190e-01;-1.082e-04;4.620e-01;8.189e-01;1.461e-03;4.620e-01;1.513e-02;-1.998e-06;8.333e-01;7.540e-04
30.000474000;4.620e-01;3.779e-01;-2.500e-05;8.179e-01;-5.411e-05;4.620e-01;8.180e-01;1.515e-03;4.620e-01;1.511e-02;-9.982e-07;8.333e-01;7.540e-04
30.000506000;4.620e-01;3.774e-01;2.500e-05;8.169e-01;5.411e-05;4.620e-01;8.169e-01;1.623e-03;4.620e-01;1.510e-02;1.002e-06;8.333e-01;7.540e-04
30.000538000;4.620e-01;3.770e-01;5.000e-05;8.160e-01;1.082e-04;4.620e-01;8.159e-01;1.677e-03;4.620e-01;1.508e-02;2.002e-06;8.333e-01;7.540e-04
30.000570000;4.620e-01;3.765e-01;1.000e-04;8.150e-01;2.164e-04;4.620e-01;8.150e-01;1.786e-03;4.620e-01;1.506e-02;4.001e-06;8.333e-01;7.540e-04
30.000602000;4.620e-01;3.760e-01;1.500e-04;8.139e-01;3.247e-04;4.620e-01;8.140e-01;1.894e-03;4.620e-01;1.504e-02;6.001e-06;8.333e-01;7.540e-04
30.000634000;4.620e-01;3.756e-01;2.250e-04;8.130e-01;4.870e-04;4.620e-01;8.130e-01;2.056e-03;4.620e-01;1.502e-02;9.001e-06;8.333e-01;7.540e-04
30.000666000;4.620e-01;3.751e-01;2.750e-04;8.120e-01;5.952e-04;4.620e-01;8.120e-01;2.164e-03;4.620e-01;1.501e-02;1.100e-05;8.333e-01;7.540e-04
30.000698000;4.620e-01;3.747e-01;3.500e-04;8.110e-01;7.575e-04;4.620e-01;8.110e-01;2.327e-03;4.620e-01;1.499e-02;1.400e-05;8.333e-01;7.540e-04
