time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent
0.000000000;1.044e+00;8.333e-01;4.136e-09;7.979e-01;6.038e-09;1.045e+00;1.044e+00;7.500e-01;-1.543e-09;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999994000;1.044e+00;8.333e-01;-7.207e-09;7.979e-01;-2.794e-09;1.045e+00;1.044e+00;7.500e-01;3.629e-09;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999994000;2.286e-01;1.362e-01;-4.616e-01;5.959e-01;-2.019e+00;2.296e-01;2.286e-01;1.226e-01;-4.155e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999995000;2.286e-01;1.362e-01;-4.616e-01;5.959e-01;-2.019e+00;2.296e-01;2.286e-01;1.226e-01;-4.155e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999998000;2.286e-01;1.362e-01;-4.616e-01;5.957e-01;-2.020e+00;2.296e-01;2.286e-01;1.225e-01;-4.155e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.975e-01;1.489e-02
30.000190000;2.284e-01;1.336e-01;-4.619e-01;5.849e-01;-2.022e+00;2.294e-01;2.284e-01;1.203e-01;-4.157e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.866e-01;1.520e-02
30.000318000;2.284e-01;1.320e-01;-4.622e-01;5.778e-01;-2.024e+00;2.293e-01;2.284e-01;1.188e-01;-4.160e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.794e-01;1.573e-02
30.000542000;2.284e-01;1.292e-01;-4.627e-01;5.656e-01;-2.026e+00;2.291e-01;2.284e-01;1.162e-01;-4.164e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.672e-01;1.726e-02
30.002238000;2.310e-01;1.117e-01;-4.699e-01;4.838e-01;-2.035e+00;2.319e-01;2.310e-01;1.006e-01;-4.229e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.858e-01;5.366e-02
30.002558000;2.322e-01;1.093e-01;-4.722e-01;4.707e-01;-2.034e+00;2.334e-01;2.322e-01;9.836e-02;-4.250e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.726e-01;6.817e-02
30.002590000;2.323e-01;1.091e-01;-4.725e-01;4.694e-01;-2.033e+00;2.336e-01;2.323e-01;9.816e-02;-4.252e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.713e-01;6.974e-02
30.002750000;2.331e-01;1.079e-01;-4.737e-01;4.632e-01;-2.033e+00;2.344e-01;2.331e-01;9.715e-02;-4.264e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.650e-01;7.787e-02
30.002814000;2.334e-01;1.075e-01;-4.743e-01;4.607e-01;-2.032e+00;2.348e-01;2.334e-01;9.676e-02;-4.268e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.625e-01;8.127e-02
30.003492000;2.369e-01;1.035e-01;-4.803e-01;4.368e-01;-2.027e+00;2.392e-01;2.369e-01;9.314e-02;-4.323e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.380e-01;1.218e-01
30.004832000;2.459e-01;9.743e-02;-4.945e-01;3.962e-01;-2.011e+00;2.505e-01;2.459e-01;8.769e-02;-4.451e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.944e-01;2.219e-01
30.004834000;2.460e-01;9.743e-02;-4.946e-01;3.961e-01;-2.011e+00;2.505e-01;2.460e-01;8.768e-02;-4.451e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.944e-01;2.220e-01
