time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_VoltageInjTerminal;Wind_Turbine_GEN_ActiveCurrentInjTerminal;Wind_Turbine_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000;1.044e+00;8.059e-01;-4.110e-01;7.716e-01;-3.935e-01;9.212e-01;1.026e+00;8.076e-01;-3.323e-01;1.044e+00;7.254e-01;-3.699e-01;1.000e+01;8.333e-01;9.111e-01;9.111e-01;5.000e+01;5.000e+01
0.005076;1.044e+00;8.062e-01;-4.100e-01;7.719e-01;-3.926e-01;9.214e-01;1.026e+00;8.078e-01;-3.314e-01;1.044e+00;7.256e-01;-3.690e-01;1.000e+01;8.333e-01;9.111e-01;9.111e-01;5.000e+01;5.000e+01
0.010375;1.044e+00;8.063e-01;-4.095e-01;7.720e-01;-3.920e-01;9.216e-01;1.026e+00;8.079e-01;-3.308e-01;1.044e+00;7.257e-01;-3.685e-01;1.000e+01;8.333e-01;9.111e-01;9.111e-01;5.000e+01;5.000e+01
0.015352;1.044e+00;8.065e-01;-4.091e-01;7.722e-01;-3.917e-01;9.217e-01;1.026e+00;8.080e-01;-3.305e-01;1.044e+00;7.258e-01;-3.682e-01;1.000e+01;8.333e-01;9.111e-01;9.111e-01;5.000e+01;5.000e+01
0.020329;1.044e+00;8.070e-01;-4.090e-01;7.727e-01;-3.916e-01;9.217e-01;1.026e+00;8.085e-01;-3.303e-01;1.044e+00;7.263e-01;-3.681e-01;1.000e+01;8.333e-01;9.111e-01;9.111e-01;5.000e+01;5.000e+01
0.026964;1.044e+00;8.083e-01;-4.090e-01;7.739e-01;-3.916e-01;9.218e-01;1.026e+00;8.098e-01;-3.301e-01;1.044e+00;7.275e-01;-3.681e-01;1.000e+01;8.333e-01;9.111e-01;9.111e-01;5.000e+01;5.000e+01
0.031443;1.044e+00;8.095e-01;-4.090e-01;7.751e-01;-3.916e-01;9.217e-01;1.026e+00;8.110e-01;-3.300e-01;1.044e+00;7.286e-01;-3.681e-01;1.000e+01;8.333e-01;9.111e-01;9.111e-01;5.000e+01;5.000e+01
0.035670;1.044e+00;8.109e-01;-4.092e-01;7.764e-01;-3.917e-01;9.217e-01;1.026e+00;8.123e-01;-3.299e-01;1.044e+00;7.298e-01;-3.682e-01;1.000e+01;8.333e-01;9.111e-01;9.111e-01;5.000e+01;5.000e+01
0.040170;1.044e+00;8.125e-01;-4.093e-01;7.779e-01;-3.919e-01;9.216e-01;1.026e+00;8.139e-01;-3.299e-01;1.044e+00;7.312e-01;-3.684e-01;1.000e+01;8.333e-01;9.111e-01;9.111e-01;5.000e+01;5.000e+01
0.045570;1.044e+00;8.145e-01;-4.096e-01;7.799e-01;-3.921e-01;9.216e-01;1.026e+00;8.159e-01;-3.298e-01;1.044e+00;7.331e-01;-3.686e-01;1.000e+01;8.333e-01;9.111e-01;9.111e-01;5.000e+01;5.000e+01
0.050070;1.044e+00;8.163e-01;-4.098e-01;7.815e-01;-3.923e-01;9.215e-01;1.026e+00;8.177e-01;-3.298e-01;1.044e+00;7.346e-01;-3.688e-01;1.000e+01;8.333e-01;9.111e-01;9.111e-01;5.000e+01;5.000e+01
0.055470;1.044e+00;8.183e-01;-4.100e-01;7.835e-01;-3.926e-01;9.214e-01;1.026e+00;8.197e-01;-3.298e-01;1.044e+00;7.365e-01;-3.690e-01;1.000e+01;8.333e-01;9.111e-01;9.111e-01;5.000e+01;5.000e+01
0.060370;1.044e+00;8.201e-01;-4.103e-01;7.852e-01;-3.928e-01;9.214e-01;1.026e+00;8.215e-01;-3.298e-01;1.044e+00;7.381e-01;-3.693e-01;1.000e+01;8.333e-01;9.111e-01;9.111e-01;5.000e+01;5.000e+01
0.065370;1.044e+00;8.218e-01;-4.105e-01;7.868e-01;-3.931e-01;9.213e-01;1.026e+00;8.231e-01;-3.298e-01;1.044e+00;7.396e-01;-3.695e-01;1.000e+01;8.333e-01;9.111e-01;9.111e-01;5.000e+01;5.000e+01
0.070370;1.044e+00;8.233e-01;-4.108e-01;7.883e-01;-3.933e-01;9.212e-01;1.026e+00;8.247e-01;-3.298e-01;1.044e+00;7.410e-01;-3.697e-01;1.000e+01;8.333e-01;9.111e-01;9.111e-01;5.000e+01;5.000e+01
0.075370;1.044e+00;8.247e-01;-4.110e-01;7.896e-01;-3.935e-01;9.212e-01;1.026e+00;8.260e-01;-3.298e-01;1.044e+00;7.422e-01;-3.699e-01;1.000e+01;8.333e-01;9.111e-01;9.111e-01;5.000e+01;5.000e+01
