time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent
0.000000000;1.044e+00;8.332e-01;0.000e+00;7.978e-01;0.000e+00;1.044e+00;1.044e+00;3.333e-02;0.000e+00;1.000e+01;8.333e-01;6.920e-04;6.920e-04;7.978e-01;6.620e-04
29.999994000;1.044e+00;8.332e-01;0.000e+00;7.978e-01;0.000e+00;1.044e+00;1.044e+00;3.333e-02;0.000e+00;1.000e+01;8.333e-01;6.920e-04;6.920e-04;7.978e-01;6.620e-04
29.999994000;1.006e-06;-5.334e-09;-0.000e+00;-6.815e-10;0.000e+00;8.670e-04;1.001e-06;9.302e-10;-0.000e+00;1.000e+01;8.333e-01;6.920e-04;6.920e-04;7.978e-01;6.620e-04
30.000000000;1.006e-06;-4.742e-09;-0.000e+00;-2.151e-09;0.000e+00;8.660e-04;1.001e-06;1.712e-09;-0.000e+00;1.000e+01;8.333e-01;6.920e-04;6.920e-04;7.973e-01;6.620e-04
30.003917000;1.005e-06;2.957e-09;-0.000e+00;-1.369e-09;0.000e+00;9.990e-07;1.001e-06;-7.938e-09;-0.000e+00;1.000e+01;8.333e-01;6.920e-04;6.920e-04;5.390e-01;1.877e-01
30.008497000;9.989e-07;-2.347e-09;-0.000e+00;-7.805e-10;0.000e+00;9.995e-07;1.003e-06;-2.856e-09;-0.000e+00;1.000e+01;8.333e-01;6.920e-04;6.920e-04;3.409e-01;5.046e-01
30.010545000;1.001e-06;2.508e-09;-0.000e+00;1.286e-09;0.000e+00;9.985e-07;1.004e-06;-2.541e-09;-0.000e+00;1.000e+01;8.333e-01;6.920e-04;6.920e-04;2.778e-01;6.056e-01
30.015153000;1.005e-06;1.773e-09;-0.000e+00;5.266e-09;0.000e+00;1.001e-06;9.992e-07;-9.050e-10;-0.000e+00;1.000e+01;8.333e-01;6.920e-04;6.920e-04;1.752e-01;7.697e-01
30.019829000;9.977e-07;2.738e-09;-0.000e+00;6.827e-10;0.000e+00;9.973e-07;9.964e-07;-8.877e-10;-0.000e+00;1.000e+01;8.333e-01;6.920e-04;6.920e-04;1.098e-01;8.744e-01
30.023066000;9.967e-07;6.682e-09;-0.000e+00;4.992e-09;0.000e+00;9.966e-07;9.907e-07;-3.676e-09;-0.000e+00;1.000e+01;8.333e-01;6.920e-04;6.920e-04;7.942e-02;7.942e-02
30.023464000;9.998e-07;5.146e-09;-0.000e+00;5.854e-09;0.000e+00;9.994e-07;9.918e-07;-1.009e-08;-0.000e+00;1.000e+01;8.333e-01;6.920e-04;6.920e-04;-1.031e-09;4.793e-09
30.149994000;1.008e-06;-1.166e-09;-0.000e+00;-3.995e-09;0.000e+00;1.005e-06;1.002e-06;-3.903e-09;-0.000e+00;1.000e+01;8.333e-01;6.920e-04;6.920e-04;1.928e-09;-3.804e-10
30.149994000;1.062e+00;-1.070e-09;0.000e+00;-4.079e-09;0.000e+00;1.062e+00;1.062e+00;-3.918e-09;0.000e+00;1.000e+01;8.333e-01;6.920e-04;6.920e-04;1.995e-09;-3.262e-10
30.150983000;1.062e+00;-1.594e-09;0.000e+00;-1.578e-09;0.000e+00;1.062e+00;1.062e+00;-5.031e-09;0.000e+00;1.000e+01;8.333e-01;6.920e-04;6.920e-04;6.269e-09;1.328e-09
30.151537000;1.062e+00;5.290e-09;0.000e+00;3.254e-09;0.000e+00;1.062e+00;1.062e+00;-7.401e-09;0.000e+00;1.000e+01;8.333e-01;6.920e-04;6.920e-04;5.460e-04;1.000e+00
30.161957000;1.062e+00;-4.308e-09;0.000e+00;-2.174e-09;0.000e+00;1.062e+00;1.062e+00;4.927e-09;0.000e+00;1.000e+01;8.333e-01;6.920e-04;6.920e-04;8.969e-03;1.000e+00
30.162980000;1.062e+00;-4.005e-09;0.000e+00;-1.934e-09;0.000e+00;1.062e+00;1.062e+00;5.157e-09;0.000e+00;1.000e+01;8.333e-01;6.920e-04;6.920e-04;9.702e-03;9.679e-01
30.169569000;1.062e+00;2.268e-09;0.000e+00;-2.818e-09;0.000e+00;1.062e+00;1.062e+00;5.650e-09;0.000e+00;1.000e+01;8.333e-01;6.920e-04;6.920e-04;1.437e-02;6.852e-01
30.170593000;1.062e+00;9.719e-11;0.000e+00;-4.966e-09;0.000e+00;1.062e+00;1.062e+00;4.549e-09;0.000e+00;1.000e+01;8.333e-01;6.920e-04;6.920e-04;1.510e-02;3.299e-01
30.180230000;1.062e+00;-3.545e-10;0.000e+00;-2.135e-09;0.000e+00;1.062e+00;1.062e+00;8.190e-10;0.000e+00;1.000e+01;8.333e-01;6.920e-04;6.920e-04;2.224e-02;3.300e-01
30.183044000;1.062e+00;1.853e-09;0.000e+00;9.445e-11;0.000e+00;1.062e+00;1.062e+00;-7.456e-10;0.000e+00;1.000e+01;8.333e-01;6.920e-04;6.920e-04;2.443e-02;2.657e-01
30.189444000;1.062e+00;1.103e-09;0.000e+00;4.307e-09;0.000e+00;1.062e+00;1.062e+00;-1.984e-09;0.000e+00;1.000e+01;8.333e-01;6.920e-04;6.920e-04;2.961e-02;1.566e-01
30.201171000;1.062e+00;1.734e-09;0.000e+00;5.029e-10;0.000e+00;1.062e+00;1.062e+00;3.704e-09;0.000e+00;1.000e+01;8.333e-01;6.920e-04;6.920e-04;3.968e-02;4.927e-02
30.207161000;1.062e+00;4.007e-09;0.000e+00;2.081e-09;0.000e+00;1.062e+00;1.062e+00;3.665e-09;0.000e+00;1.000e+01;8.333e-01;6.920e-04;6.920e-04;4.502e-02;2.173e-02
30.213613000;1.062e+00;1.841e-09;0.000e+00;9.431e-10;0.000e+00;1.062e+00;1.062e+00;1.849e-09;0.000e+00;1.000e+01;8.333e-01;6.920e-04;6.920e-04;5.089e-02;3.344e-03
30.221446000;1.062e+00;-1.566e-09;0.000e+00;-1.900e-09;0.000e+00;1.062e+00;1.062e+00;-7.145e-10;0.000e+00;1.000e+01;8.333e-01;6.920e-04;6.920e-04;5.810e-02;-9.629e-03
30.231952000;1.062e+00;-2.396e-10;0.000e+00;-7.490e-10;0.000e+00;1.062e+00;1.062e+00;9.618e-11;0.000e+00;1.000e+01;8.333e-01;6.920e-04;6.920e-04;6.789e-02;-1.863e-02
