time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_VoltageInjTerminal;Wind_Turbine_GEN_ActiveCurrentInjTerminal;Wind_Turbine_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.001496;1.026e+00;8.173e-01;-5.768e-02;7.964e-01;-5.621e-02;1.009e+00;1.036e+00;8.087e-01;2.951e-03;1.026e+00;7.356e-01;-5.191e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.001811;1.026e+00;8.172e-01;-5.824e-02;7.965e-01;-5.677e-02;1.009e+00;1.036e+00;8.088e-01;2.418e-03;1.026e+00;7.355e-01;-5.242e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.001843;1.026e+00;8.172e-01;-5.830e-02;7.965e-01;-5.682e-02;1.008e+00;1.036e+00;8.088e-01;2.368e-03;1.026e+00;7.354e-01;-5.247e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.002528;1.026e+00;8.171e-01;-5.922e-02;7.966e-01;-5.774e-02;1.008e+00;1.036e+00;8.090e-01;1.507e-03;1.026e+00;7.354e-01;-5.330e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.002585;1.026e+00;8.171e-01;-5.928e-02;7.967e-01;-5.780e-02;1.008e+00;1.036e+00;8.090e-01;1.452e-03;1.026e+00;7.354e-01;-5.335e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.003014;1.026e+00;8.171e-01;-5.964e-02;7.968e-01;-5.816e-02;1.008e+00;1.036e+00;8.092e-01;1.119e-03;1.026e+00;7.354e-01;-5.368e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.003018;1.025e+00;8.171e-01;-5.965e-02;7.968e-01;-5.816e-02;1.008e+00;1.036e+00;8.092e-01;1.116e-03;1.025e+00;7.354e-01;-5.368e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.003266;1.025e+00;8.172e-01;-5.979e-02;7.969e-01;-5.831e-02;1.008e+00;1.036e+00;8.093e-01;9.860e-04;1.025e+00;7.354e-01;-5.382e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.003298;1.025e+00;8.172e-01;-5.981e-02;7.969e-01;-5.833e-02;1.007e+00;1.036e+00;8.093e-01;9.721e-04;1.025e+00;7.354e-01;-5.383e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.003330;1.025e+00;8.172e-01;-5.983e-02;7.969e-01;-5.834e-02;1.007e+00;1.036e+00;8.093e-01;9.592e-04;1.025e+00;7.355e-01;-5.384e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.003362;1.025e+00;8.172e-01;-5.984e-02;7.969e-01;-5.836e-02;1.007e+00;1.036e+00;8.093e-01;9.463e-04;1.025e+00;7.355e-01;-5.386e-02;1.000e+01;8.333e-01;1.044e+00;5.003e+01;5.003e+01
0.004399;1.025e+00;8.176e-01;-5.994e-02;7.974e-01;-5.846e-02;1.007e+00;1.036e+00;8.098e-01;9.131e-04;1.025e+00;7.359e-01;-5.395e-02;1.000e+01;8.333e-01;1.044e+00;5.003e+01;5.003e+01
0.004514;1.025e+00;8.177e-01;-5.991e-02;7.975e-01;-5.843e-02;1.007e+00;1.036e+00;8.098e-01;9.496e-04;1.025e+00;7.359e-01;-5.392e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.005014;1.025e+00;8.180e-01;-5.969e-02;7.977e-01;-5.821e-02;1.007e+00;1.036e+00;8.101e-01;1.195e-03;1.025e+00;7.362e-01;-5.372e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.005142;1.025e+00;8.181e-01;-5.962e-02;7.978e-01;-5.814e-02;1.008e+00;1.036e+00;8.102e-01;1.279e-03;1.025e+00;7.363e-01;-5.366e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.005526;1.025e+00;8.184e-01;-5.933e-02;7.980e-01;-5.786e-02;1.008e+00;1.036e+00;8.104e-01;1.579e-03;1.025e+00;7.366e-01;-5.340e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.005654;1.026e+00;8.185e-01;-5.923e-02;7.981e-01;-5.775e-02;1.008e+00;1.036e+00;8.105e-01;1.695e-03;1.026e+00;7.366e-01;-5.330e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.006038;1.026e+00;8.188e-01;-5.885e-02;7.984e-01;-5.738e-02;1.008e+00;1.036e+00;8.107e-01;2.085e-03;1.026e+00;7.369e-01;-5.297e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.006166;1.026e+00;8.190e-01;-5.871e-02;7.985e-01;-5.725e-02;1.008e+00;1.036e+00;8.108e-01;2.229e-03;1.026e+00;7.371e-01;-5.284e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.006678;1.026e+00;8.194e-01;-5.810e-02;7.988e-01;-5.663e-02;1.008e+00;1.036e+00;8.111e-01;2.867e-03;1.026e+00;7.375e-01;-5.229e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.006806;1.026e+00;8.196e-01;-5.793e-02;7.989e-01;-5.646e-02;1.009e+00;1.036e+00;8.111e-01;3.042e-03;1.026e+00;7.376e-01;-5.213e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.006934;1.026e+00;8.197e-01;-5.775e-02;7.990e-01;-5.629e-02;1.009e+00;1.036e+00;8.112e-01;3.222e-03;1.026e+00;7.377e-01;-5.198e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.007062;1.026e+00;8.198e-01;-5.757e-02;7.991e-01;-5.611e-02;1.009e+00;1.036e+00;8.113e-01;3.407e-03;1.026e+00;7.379e-01;-5.181e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.007190;1.026e+00;8.200e-01;-5.738e-02;7.992e-01;-5.593e-02;1.009e+00;1.036e+00;8.114e-01;3.598e-03;1.026e+00;7.380e-01;-5.164e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.007318;1.026e+00;8.201e-01;-5.719e-02;7.993e-01;-5.574e-02;1.009e+00;1.037e+00;8.115e-01;3.793e-03;1.026e+00;7.381e-01;-5.147e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.007446;1.026e+00;8.203e-01;-5.699e-02;7.994e-01;-5.554e-02;1.009e+00;1.037e+00;8.115e-01;3.994e-03;1.026e+00;7.382e-01;-5.129e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.007574;1.026e+00;8.204e-01;-5.679e-02;7.994e-01;-5.534e-02;1.009e+00;1.037e+00;8.116e-01;4.198e-03;1.026e+00;7.384e-01;-5.111e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.007702;1.026e+00;8.205e-01;-5.659e-02;7.995e-01;-5.514e-02;1.009e+00;1.037e+00;8.117e-01;4.408e-03;1.026e+00;7.385e-01;-5.093e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.007830;1.026e+00;8.207e-01;-5.638e-02;7.996e-01;-5.493e-02;1.009e+00;1.037e+00;8.118e-01;4.622e-03;1.026e+00;7.386e-01;-5.074e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.007958;1.026e+00;8.208e-01;-5.616e-02;7.997e-01;-5.472e-02;1.010e+00;1.037e+00;8.119e-01;4.839e-03;1.026e+00;7.387e-01;-5.054e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.008086;1.026e+00;8.210e-01;-5.594e-02;7.998e-01;-5.450e-02;1.010e+00;1.037e+00;8.119e-01;5.062e-03;1.026e+00;7.389e-01;-5.035e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.008214;1.027e+00;8.211e-01;-5.572e-02;7.999e-01;-5.428e-02;1.010e+00;1.037e+00;8.120e-01;5.286e-03;1.027e+00;7.390e-01;-5.015e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.008342;1.027e+00;8.213e-01;-5.549e-02;8.000e-01;-5.405e-02;1.010e+00;1.037e+00;8.121e-01;5.516e-03;1.027e+00;7.391e-01;-4.994e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.008470;1.027e+00;8.214e-01;-5.526e-02;8.001e-01;-5.383e-02;1.010e+00;1.037e+00;8.122e-01;5.748e-03;1.027e+00;7.393e-01;-4.974e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.008598;1.027e+00;8.216e-01;-5.503e-02;8.002e-01;-5.360e-02;1.010e+00;1.037e+00;8.123e-01;5.984e-03;1.027e+00;7.394e-01;-4.952e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.008726;1.027e+00;8.217e-01;-5.479e-02;8.003e-01;-5.336e-02;1.010e+00;1.037e+00;8.123e-01;6.224e-03;1.027e+00;7.396e-01;-4.931e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.008854;1.027e+00;8.219e-01;-5.455e-02;8.004e-01;-5.312e-02;1.010e+00;1.038e+00;8.124e-01;6.465e-03;1.027e+00;7.397e-01;-4.909e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.008982;1.027e+00;8.220e-01;-5.431e-02;8.005e-01;-5.288e-02;1.011e+00;1.038e+00;8.125e-01;6.710e-03;1.027e+00;7.398e-01;-4.888e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.009110;1.027e+00;8.222e-01;-5.406e-02;8.006e-01;-5.264e-02;1.011e+00;1.038e+00;8.126e-01;6.958e-03;1.027e+00;7.400e-01;-4.865e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.009238;1.027e+00;8.223e-01;-5.381e-02;8.007e-01;-5.239e-02;1.011e+00;1.038e+00;8.126e-01;7.208e-03;1.027e+00;7.401e-01;-4.843e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.009366;1.027e+00;8.225e-01;-5.356e-02;8.008e-01;-5.215e-02;1.011e+00;1.038e+00;8.127e-01;7.461e-03;1.027e+00;7.403e-01;-4.820e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.009494;1.027e+00;8.227e-01;-5.331e-02;8.009e-01;-5.189e-02;1.011e+00;1.038e+00;8.128e-01;7.715e-03;1.027e+00;7.404e-01;-4.798e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.009622;1.027e+00;8.228e-01;-5.305e-02;8.010e-01;-5.164e-02;1.011e+00;1.038e+00;8.129e-01;7.972e-03;1.027e+00;7.405e-01;-4.775e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.009750;1.027e+00;8.230e-01;-5.279e-02;8.010e-01;-5.139e-02;1.012e+00;1.038e+00;8.130e-01;8.230e-03;1.027e+00;7.407e-01;-4.751e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.009878;1.027e+00;8.231e-01;-5.253e-02;8.011e-01;-5.113e-02;1.012e+00;1.038e+00;8.130e-01;8.492e-03;1.027e+00;7.408e-01;-4.728e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.010006;1.028e+00;8.233e-01;-5.227e-02;8.012e-01;-5.087e-02;1.012e+00;1.038e+00;8.131e-01;8.754e-03;1.028e+00;7.410e-01;-4.704e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.010134;1.028e+00;8.234e-01;-5.201e-02;8.013e-01;-5.061e-02;1.012e+00;1.038e+00;8.132e-01;9.017e-03;1.028e+00;7.411e-01;-4.681e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.010262;1.028e+00;8.236e-01;-5.174e-02;8.014e-01;-5.035e-02;1.012e+00;1.039e+00;8.133e-01;9.283e-03;1.028e+00;7.412e-01;-4.657e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.010390;1.028e+00;8.238e-01;-5.148e-02;8.015e-01;-5.009e-02;1.012e+00;1.039e+00;8.133e-01;9.549e-03;1.028e+00;7.414e-01;-4.633e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.010518;1.028e+00;8.239e-01;-5.121e-02;8.016e-01;-4.982e-02;1.012e+00;1.039e+00;8.134e-01;9.817e-03;1.028e+00;7.415e-01;-4.609e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.010646;1.028e+00;8.241e-01;-5.094e-02;8.017e-01;-4.955e-02;1.013e+00;1.039e+00;8.135e-01;1.009e-02;1.028e+00;7.417e-01;-4.584e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.010774;1.028e+00;8.242e-01;-5.067e-02;8.018e-01;-4.929e-02;1.013e+00;1.039e+00;8.136e-01;1.036e-02;1.028e+00;7.418e-01;-4.560e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.010902;1.028e+00;8.244e-01;-5.040e-02;8.019e-01;-4.902e-02;1.013e+00;1.039e+00;8.136e-01;1.063e-02;1.028e+00;7.420e-01;-4.536e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.011030;1.028e+00;8.246e-01;-5.012e-02;8.020e-01;-4.875e-02;1.013e+00;1.039e+00;8.137e-01;1.090e-02;1.028e+00;7.421e-01;-4.511e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.011158;1.028e+00;8.247e-01;-4.985e-02;8.021e-01;-4.848e-02;1.013e+00;1.039e+00;8.138e-01;1.117e-02;1.028e+00;7.422e-01;-4.487e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.011286;1.028e+00;8.249e-01;-4.958e-02;8.022e-01;-4.821e-02;1.013e+00;1.039e+00;8.138e-01;1.144e-02;1.028e+00;7.424e-01;-4.462e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.011414;1.028e+00;8.250e-01;-4.930e-02;8.022e-01;-4.794e-02;1.014e+00;1.040e+00;8.139e-01;1.172e-02;1.028e+00;7.425e-01;-4.437e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.011670;1.029e+00;8.253e-01;-4.875e-02;8.024e-01;-4.740e-02;1.014e+00;1.040e+00;8.140e-01;1.226e-02;1.029e+00;7.428e-01;-4.388e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.011900;1.029e+00;8.256e-01;-4.826e-02;8.026e-01;-4.691e-02;1.014e+00;1.040e+00;8.142e-01;1.276e-02;1.029e+00;7.430e-01;-4.343e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.012130;1.029e+00;8.259e-01;-4.776e-02;8.027e-01;-4.642e-02;1.015e+00;1.040e+00;8.143e-01;1.325e-02;1.029e+00;7.433e-01;-4.298e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.012361;1.029e+00;8.262e-01;-4.726e-02;8.029e-01;-4.593e-02;1.015e+00;1.040e+00;8.144e-01;1.374e-02;1.029e+00;7.435e-01;-4.254e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.012591;1.029e+00;8.264e-01;-4.677e-02;8.030e-01;-4.544e-02;1.015e+00;1.041e+00;8.145e-01;1.423e-02;1.029e+00;7.438e-01;-4.209e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.012822;1.029e+00;8.267e-01;-4.627e-02;8.032e-01;-4.496e-02;1.015e+00;1.041e+00;8.146e-01;1.472e-02;1.029e+00;7.440e-01;-4.165e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.013052;1.029e+00;8.270e-01;-4.578e-02;8.033e-01;-4.447e-02;1.016e+00;1.041e+00;8.148e-01;1.521e-02;1.029e+00;7.443e-01;-4.120e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.013282;1.030e+00;8.272e-01;-4.529e-02;8.035e-01;-4.399e-02;1.016e+00;1.041e+00;8.149e-01;1.569e-02;1.030e+00;7.445e-01;-4.076e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.013513;1.030e+00;8.275e-01;-4.480e-02;8.036e-01;-4.351e-02;1.016e+00;1.041e+00;8.150e-01;1.617e-02;1.030e+00;7.447e-01;-4.032e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.013743;1.030e+00;8.277e-01;-4.432e-02;8.037e-01;-4.303e-02;1.017e+00;1.041e+00;8.151e-01;1.665e-02;1.030e+00;7.450e-01;-3.989e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.013974;1.030e+00;8.280e-01;-4.384e-02;8.039e-01;-4.256e-02;1.017e+00;1.042e+00;8.152e-01;1.712e-02;1.030e+00;7.452e-01;-3.945e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.014204;1.030e+00;8.282e-01;-4.336e-02;8.040e-01;-4.209e-02;1.017e+00;1.042e+00;8.153e-01;1.759e-02;1.030e+00;7.454e-01;-3.903e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.014434;1.030e+00;8.285e-01;-4.289e-02;8.041e-01;-4.163e-02;1.017e+00;1.042e+00;8.154e-01;1.806e-02;1.030e+00;7.456e-01;-3.860e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.014665;1.030e+00;8.287e-01;-4.242e-02;8.042e-01;-4.117e-02;1.018e+00;1.042e+00;8.155e-01;1.852e-02;1.030e+00;7.459e-01;-3.818e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.014895;1.031e+00;8.290e-01;-4.196e-02;8.044e-01;-4.071e-02;1.018e+00;1.042e+00;8.155e-01;1.898e-02;1.031e+00;7.461e-01;-3.776e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.015126;1.031e+00;8.292e-01;-4.150e-02;8.045e-01;-4.026e-02;1.018e+00;1.043e+00;8.156e-01;1.943e-02;1.031e+00;7.463e-01;-3.735e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.015356;1.031e+00;8.294e-01;-4.104e-02;8.046e-01;-3.982e-02;1.019e+00;1.043e+00;8.157e-01;1.987e-02;1.031e+00;7.465e-01;-3.694e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.015586;1.031e+00;8.296e-01;-4.060e-02;8.047e-01;-3.938e-02;1.019e+00;1.043e+00;8.158e-01;2.031e-02;1.031e+00;7.467e-01;-3.654e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.015817;1.031e+00;8.299e-01;-4.015e-02;8.048e-01;-3.894e-02;1.019e+00;1.043e+00;8.159e-01;2.074e-02;1.031e+00;7.469e-01;-3.614e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.016047;1.031e+00;8.301e-01;-3.972e-02;8.049e-01;-3.851e-02;1.019e+00;1.043e+00;8.159e-01;2.117e-02;1.031e+00;7.471e-01;-3.575e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.016278;1.031e+00;8.303e-01;-3.929e-02;8.050e-01;-3.809e-02;1.020e+00;1.043e+00;8.160e-01;2.159e-02;1.031e+00;7.473e-01;-3.536e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.016508;1.032e+00;8.305e-01;-3.886e-02;8.051e-01;-3.768e-02;1.020e+00;1.044e+00;8.161e-01;2.200e-02;1.032e+00;7.474e-01;-3.498e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.016738;1.032e+00;8.307e-01;-3.845e-02;8.052e-01;-3.727e-02;1.020e+00;1.044e+00;8.162e-01;2.241e-02;1.032e+00;7.476e-01;-3.460e-02;1.000e+01;8.333e-01;1.044e+00;5.004e+01;5.004e+01
0.016969;1.032e+00;8.309e-01;-3.804e-02;8.053e-01;-3.687e-02;1.020e+00;1.044e+00;8.162e-01;2.281e-02;1.032e+00;7.478e-01;-3.423e-02;1.000e+01;8.333e-01;1.044e+00;5.003e+01;5.003e+01
0.017199;1.032e+00;8.311e-01;-3.763e-02;8.054e-01;-3.647e-02;1.021e+00;1.044e+00;8.163e-01;2.320e-02;1.032e+00;7.480e-01;-3.387e-02;1.000e+01;8.333e-01;1.044e+00;5.003e+01;5.003e+01
0.017430;1.032e+00;8.312e-01;-3.724e-02;8.055e-01;-3.608e-02;1.021e+00;1.044e+00;8.163e-01;2.359e-02;1.032e+00;7.481e-01;-3.352e-02;1.000e+01;8.333e-01;1.044e+00;5.003e+01;5.003e+01
0.017660;1.032e+00;8.314e-01;-3.685e-02;8.055e-01;-3.570e-02;1.021e+00;1.044e+00;8.164e-01;2.397e-02;1.032e+00;7.483e-01;-3.316e-02;1.000e+01;8.333e-01;1.044e+00;5.003e+01;5.003e+01
0.017890;1.032e+00;8.316e-01;-3.647e-02;8.056e-01;-3.533e-02;1.021e+00;1.044e+00;8.164e-01;2.434e-02;1.032e+00;7.484e-01;-3.282e-02;1.000e+01;8.333e-01;1.044e+00;5.003e+01;5.003e+01
0.018121;1.032e+00;8.318e-01;-3.609e-02;8.057e-01;-3.496e-02;1.022e+00;1.045e+00;8.165e-01;2.470e-02;1.032e+00;7.486e-01;-3.248e-02;1.000e+01;8.333e-01;1.044e+00;5.003e+01;5.003e+01
0.018351;1.032e+00;8.319e-01;-3.573e-02;8.058e-01;-3.460e-02;1.022e+00;1.045e+00;8.165e-01;2.506e-02;1.032e+00;7.487e-01;-3.215e-02;1.000e+01;8.333e-01;1.044e+00;5.003e+01;5.003e+01
0.018582;1.033e+00;8.321e-01;-3.537e-02;8.058e-01;-3.425e-02;1.022e+00;1.045e+00;8.166e-01;2.541e-02;1.033e+00;7.489e-01;-3.183e-02;1.000e+01;8.333e-01;1.044e+00;5.003e+01;5.003e+01
0.018812;1.033e+00;8.322e-01;-3.501e-02;8.059e-01;-3.391e-02;1.022e+00;1.045e+00;8.166e-01;2.575e-02;1.033e+00;7.490e-01;-3.151e-02;1.000e+01;8.333e-01;1.044e+00;5.003e+01;5.003e+01
0.019042;1.033e+00;8.324e-01;-3.467e-02;8.059e-01;-3.357e-02;1.022e+00;1.045e+00;8.167e-01;2.608e-02;1.033e+00;7.491e-01;-3.120e-02;1.000e+01;8.333e-01;1.044e+00;5.003e+01;5.003e+01
0.019273;1.033e+00;8.325e-01;-3.433e-02;8.060e-01;-3.324e-02;1.023e+00;1.045e+00;8.167e-01;2.641e-02;1.033e+00;7.493e-01;-3.090e-02;1.000e+01;8.333e-01;1.044e+00;5.003e+01;5.003e+01
0.019503;1.033e+00;8.327e-01;-3.400e-02;8.061e-01;-3.292e-02;1.023e+00;1.045e+00;8.167e-01;2.672e-02;1.033e+00;7.494e-01;-3.060e-02;1.000e+01;8.333e-01;1.044e+00;5.003e+01;5.003e+01
0.019734;1.033e+00;8.328e-01;-3.368e-02;8.061e-01;-3.260e-02;1.023e+00;1.046e+00;8.167e-01;2.703e-02;1.033e+00;7.495e-01;-3.031e-02;1.000e+01;8.333e-01;1.044e+00;5.003e+01;5.003e+01
0.019964;1.033e+00;8.329e-01;-3.337e-02;8.061e-01;-3.230e-02;1.023e+00;1.046e+00;8.168e-01;2.734e-02;1.033e+00;7.496e-01;-3.003e-02;1.000e+01;8.333e-01;1.044e+00;5.003e+01;5.003e+01
