time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;SyncCompensator_GEN_TSO_FrequencyHz;SyncCompensator_GEN_TSO_ActivePower;SyncCompensator_GEN_TSO_ReactivePower;Main_load_LOAD_TSO_ActivePower;Main_load_LOAD_TSO_ReactivePower;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;SyncCompensator_GEN_FrequencyHz;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;9.916e-01;6.141e-01;-1.598e-01;6.193e-01;-1.611e-01;9.436e-01;9.896e-01;6.377e-01;-1.202e-01;5.000e+01;5.255e-02;1.692e-01;6.667e-01;4.875e-09;9.916e-01;5.527e-01;-1.438e-01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000001000;9.916e-01;6.141e-01;-1.598e-01;6.193e-01;-1.611e-01;9.436e-01;9.896e-01;6.377e-01;-1.202e-01;5.000e+01;5.254e-02;1.692e-01;6.667e-01;4.865e-09;9.916e-01;5.527e-01;-1.438e-01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000002000;9.916e-01;6.141e-01;-1.597e-01;6.193e-01;-1.611e-01;9.437e-01;9.896e-01;6.377e-01;-1.202e-01;5.000e+01;5.254e-02;1.692e-01;6.667e-01;4.851e-09;9.916e-01;5.527e-01;-1.438e-01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000004000;9.916e-01;6.141e-01;-1.597e-01;6.193e-01;-1.611e-01;9.437e-01;9.896e-01;6.377e-01;-1.201e-01;5.000e+01;5.253e-02;1.691e-01;6.667e-01;4.829e-09;9.916e-01;5.527e-01;-1.438e-01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000006000;9.916e-01;6.141e-01;-1.597e-01;6.194e-01;-1.611e-01;9.437e-01;9.896e-01;6.377e-01;-1.201e-01;5.000e+01;5.253e-02;1.691e-01;6.667e-01;4.797e-09;9.916e-01;5.527e-01;-1.437e-01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000010000;9.916e-01;6.142e-01;-1.597e-01;6.194e-01;-1.610e-01;9.437e-01;9.896e-01;6.377e-01;-1.201e-01;5.000e+01;5.251e-02;1.691e-01;6.667e-01;4.752e-09;9.916e-01;5.527e-01;-1.437e-01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000018000;9.916e-01;6.142e-01;-1.596e-01;6.194e-01;-1.610e-01;9.437e-01;9.897e-01;6.378e-01;-1.200e-01;5.000e+01;5.248e-02;1.690e-01;6.667e-01;4.690e-09;9.916e-01;5.528e-01;-1.437e-01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000034000;9.917e-01;6.142e-01;-1.595e-01;6.194e-01;-1.608e-01;9.438e-01;9.897e-01;6.378e-01;-1.199e-01;5.000e+01;5.242e-02;1.689e-01;6.667e-01;4.611e-09;9.917e-01;5.528e-01;-1.435e-01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000050000;9.917e-01;6.143e-01;-1.594e-01;6.194e-01;-1.607e-01;9.439e-01;9.898e-01;6.378e-01;-1.197e-01;5.000e+01;5.236e-02;1.687e-01;6.667e-01;4.514e-09;9.917e-01;5.529e-01;-1.434e-01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000066000;9.918e-01;6.144e-01;-1.592e-01;6.195e-01;-1.605e-01;9.440e-01;9.898e-01;6.378e-01;-1.196e-01;5.000e+01;5.230e-02;1.686e-01;6.667e-01;4.401e-09;9.918e-01;5.529e-01;-1.433e-01;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
