time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.033e+00;8.270e-01;4.637e-02;8.008e-01;4.490e-02;1.047e+00;1.052e+00;8.065e-01;1.024e-01;1.033e+00;7.443e-01;4.173e-02;1.000e+01;8.333e-01;8.333e-02;5.000e+01;5.000e+01
0.001420000;1.029e+00;8.237e-01;3.516e-02;8.003e-01;3.416e-02;1.040e+00;1.047e+00;8.067e-01;9.196e-02;1.029e+00;7.414e-01;3.165e-02;1.000e+01;8.333e-01;8.333e-02;5.000e+01;5.000e+01
0.001452000;1.029e+00;8.237e-01;3.496e-02;8.003e-01;3.397e-02;1.040e+00;1.047e+00;8.067e-01;9.177e-02;1.029e+00;7.413e-01;3.147e-02;1.000e+01;8.333e-01;8.333e-02;5.001e+01;5.001e+01
0.001900000;1.028e+00;8.230e-01;3.242e-02;8.002e-01;3.153e-02;1.038e+00;1.046e+00;8.068e-01;8.940e-02;1.028e+00;7.407e-01;2.918e-02;1.000e+01;8.333e-01;8.333e-02;5.001e+01;5.001e+01
0.002118000;1.028e+00;8.227e-01;3.135e-02;8.002e-01;3.050e-02;1.038e+00;1.046e+00;8.068e-01;8.841e-02;1.028e+00;7.404e-01;2.822e-02;1.000e+01;8.333e-01;8.333e-02;5.001e+01;5.001e+01
0.002348000;1.028e+00;8.224e-01;3.034e-02;8.002e-01;2.952e-02;1.037e+00;1.045e+00;8.069e-01;8.746e-02;1.028e+00;7.402e-01;2.730e-02;1.000e+01;8.333e-01;8.333e-02;5.001e+01;5.001e+01
0.002463000;1.028e+00;8.223e-01;2.988e-02;8.002e-01;2.907e-02;1.037e+00;1.045e+00;8.069e-01;8.703e-02;1.028e+00;7.401e-01;2.689e-02;1.000e+01;8.333e-01;8.333e-02;5.001e+01;5.001e+01
0.002521000;1.028e+00;8.223e-01;2.965e-02;8.002e-01;2.886e-02;1.036e+00;1.045e+00;8.069e-01;8.683e-02;1.028e+00;7.401e-01;2.669e-02;1.000e+01;8.333e-01;8.333e-02;5.001e+01;5.001e+01
0.002578000;1.028e+00;8.222e-01;2.944e-02;8.002e-01;2.865e-02;1.036e+00;1.045e+00;8.069e-01;8.663e-02;1.028e+00;7.400e-01;2.650e-02;1.000e+01;8.333e-01;8.333e-02;5.002e+01;5.002e+01
0.002997000;1.027e+00;8.219e-01;2.810e-02;8.003e-01;2.736e-02;1.036e+00;1.044e+00;8.071e-01;8.539e-02;1.027e+00;7.397e-01;2.529e-02;1.000e+01;8.333e-01;8.333e-02;5.002e+01;5.002e+01
0.003253000;1.027e+00;8.218e-01;2.747e-02;8.003e-01;2.675e-02;1.035e+00;1.044e+00;8.071e-01;8.480e-02;1.027e+00;7.396e-01;2.472e-02;1.000e+01;8.333e-01;8.333e-02;5.002e+01;5.002e+01
0.003349000;1.027e+00;8.218e-01;2.726e-02;8.003e-01;2.655e-02;1.035e+00;1.044e+00;8.072e-01;8.462e-02;1.027e+00;7.396e-01;2.454e-02;1.000e+01;8.333e-01;8.333e-02;5.002e+01;5.002e+01
0.003396000;1.027e+00;8.218e-01;2.717e-02;8.003e-01;2.646e-02;1.035e+00;1.044e+00;8.072e-01;8.453e-02;1.027e+00;7.396e-01;2.445e-02;1.000e+01;8.333e-01;8.333e-02;5.003e+01;5.003e+01
0.003404000;1.027e+00;8.218e-01;2.716e-02;8.003e-01;2.645e-02;1.035e+00;1.044e+00;8.072e-01;8.452e-02;1.027e+00;7.396e-01;2.444e-02;1.000e+01;8.333e-01;8.333e-02;5.003e+01;5.003e+01
0.003588000;1.027e+00;8.217e-01;2.684e-02;8.004e-01;2.614e-02;1.035e+00;1.044e+00;8.073e-01;8.423e-02;1.027e+00;7.396e-01;2.415e-02;1.000e+01;8.333e-01;8.333e-02;5.003e+01;5.003e+01
0.004356000;1.026e+00;8.218e-01;2.619e-02;8.007e-01;2.552e-02;1.034e+00;1.044e+00;8.076e-01;8.366e-02;1.026e+00;7.397e-01;2.357e-02;1.000e+01;8.333e-01;8.333e-02;5.003e+01;5.003e+01
0.004484000;1.026e+00;8.219e-01;2.619e-02;8.007e-01;2.551e-02;1.034e+00;1.044e+00;8.076e-01;8.366e-02;1.026e+00;7.397e-01;2.357e-02;1.000e+01;8.333e-01;8.333e-02;5.004e+01;5.004e+01
0.004612000;1.026e+00;8.219e-01;2.621e-02;8.008e-01;2.553e-02;1.034e+00;1.044e+00;8.077e-01;8.369e-02;1.026e+00;7.398e-01;2.359e-02;1.000e+01;8.333e-01;8.333e-02;5.004e+01;5.004e+01
0.004945000;1.026e+00;8.221e-01;2.640e-02;8.009e-01;2.571e-02;1.034e+00;1.044e+00;8.078e-01;8.389e-02;1.026e+00;7.399e-01;2.376e-02;1.000e+01;8.333e-01;8.333e-02;5.004e+01;5.004e+01
0.005073000;1.027e+00;8.222e-01;2.651e-02;8.010e-01;2.583e-02;1.034e+00;1.044e+00;8.079e-01;8.401e-02;1.027e+00;7.400e-01;2.386e-02;1.000e+01;8.333e-01;8.333e-02;5.004e+01;5.004e+01
0.005201000;1.027e+00;8.223e-01;2.666e-02;8.010e-01;2.597e-02;1.035e+00;1.044e+00;8.079e-01;8.415e-02;1.027e+00;7.401e-01;2.399e-02;1.000e+01;8.333e-01;8.333e-02;5.004e+01;5.004e+01
0.006128000;1.027e+00;8.232e-01;2.836e-02;8.015e-01;2.762e-02;1.036e+00;1.044e+00;8.083e-01;8.581e-02;1.027e+00;7.409e-01;2.553e-02;1.000e+01;8.333e-01;8.333e-02;5.004e+01;5.004e+01
0.006768000;1.028e+00;8.241e-01;3.015e-02;8.019e-01;2.934e-02;1.037e+00;1.045e+00;8.086e-01;8.752e-02;1.028e+00;7.416e-01;2.713e-02;1.000e+01;8.333e-01;8.333e-02;5.004e+01;5.004e+01
0.007050000;1.028e+00;8.244e-01;3.106e-02;8.021e-01;3.022e-02;1.037e+00;1.046e+00;8.087e-01;8.839e-02;1.028e+00;7.420e-01;2.796e-02;1.000e+01;8.333e-01;8.333e-02;5.004e+01;5.004e+01
0.007558000;1.028e+00;8.252e-01;3.288e-02;8.024e-01;3.198e-02;1.038e+00;1.046e+00;8.089e-01;9.013e-02;1.028e+00;7.427e-01;2.960e-02;1.000e+01;8.333e-01;8.333e-02;5.004e+01;5.004e+01
0.008326000;1.029e+00;8.264e-01;3.598e-02;8.029e-01;3.495e-02;1.040e+00;1.047e+00;8.092e-01;9.306e-02;1.029e+00;7.438e-01;3.238e-02;1.000e+01;8.333e-01;8.333e-02;5.004e+01;5.004e+01
0.009350000;1.031e+00;8.281e-01;4.053e-02;8.034e-01;3.932e-02;1.043e+00;1.049e+00;8.095e-01;9.736e-02;1.031e+00;7.453e-01;3.647e-02;1.000e+01;8.333e-01;8.333e-02;5.004e+01;5.004e+01
0.011654000;1.034e+00;8.318e-01;5.115e-02;8.045e-01;4.947e-02;1.049e+00;1.053e+00;8.099e-01;1.073e-01;1.034e+00;7.487e-01;4.604e-02;1.000e+01;8.333e-01;8.333e-02;5.004e+01;5.004e+01
0.011884000;1.034e+00;8.322e-01;5.217e-02;8.046e-01;5.044e-02;1.050e+00;1.054e+00;8.099e-01;1.083e-01;1.034e+00;7.490e-01;4.695e-02;1.000e+01;8.333e-01;8.333e-02;5.003e+01;5.003e+01
