time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_VoltageInjTerminal;Wind_Turbine_GEN_ActiveCurrentInjTerminal;Wind_Turbine_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.007748;1.041e+00;8.293e-01;-6.544e-02;7.966e-01;-6.286e-02;1.021e+00;1.051e+00;8.093e-01;-4.315e-03;1.041e+00;7.463e-01;-5.889e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.007955;1.041e+00;8.293e-01;-6.544e-02;7.966e-01;-6.287e-02;1.021e+00;1.051e+00;8.093e-01;-4.323e-03;1.041e+00;7.463e-01;-5.890e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.008163;1.041e+00;8.293e-01;-6.544e-02;7.966e-01;-6.287e-02;1.021e+00;1.051e+00;8.093e-01;-4.322e-03;1.041e+00;7.464e-01;-5.890e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.008785;1.041e+00;8.293e-01;-6.539e-02;7.966e-01;-6.281e-02;1.021e+00;1.051e+00;8.093e-01;-4.262e-03;1.041e+00;7.464e-01;-5.885e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.008992;1.041e+00;8.293e-01;-6.535e-02;7.967e-01;-6.278e-02;1.021e+00;1.051e+00;8.093e-01;-4.226e-03;1.041e+00;7.464e-01;-5.882e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.009200;1.041e+00;8.294e-01;-6.531e-02;7.967e-01;-6.273e-02;1.021e+00;1.051e+00;8.093e-01;-4.183e-03;1.041e+00;7.464e-01;-5.878e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.009614;1.041e+00;8.294e-01;-6.519e-02;7.967e-01;-6.262e-02;1.021e+00;1.051e+00;8.093e-01;-4.073e-03;1.041e+00;7.464e-01;-5.867e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.009822;1.041e+00;8.294e-01;-6.512e-02;7.967e-01;-6.256e-02;1.021e+00;1.051e+00;8.094e-01;-4.009e-03;1.041e+00;7.465e-01;-5.861e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.010029;1.041e+00;8.294e-01;-6.505e-02;7.967e-01;-6.249e-02;1.022e+00;1.051e+00;8.094e-01;-3.937e-03;1.041e+00;7.465e-01;-5.854e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.010236;1.041e+00;8.294e-01;-6.497e-02;7.967e-01;-6.241e-02;1.022e+00;1.051e+00;8.094e-01;-3.858e-03;1.041e+00;7.465e-01;-5.847e-02;1.000e+01;8.333e-01;1.044e+00;5.002e+01;5.002e+01
0.010444;1.041e+00;8.294e-01;-6.488e-02;7.967e-01;-6.232e-02;1.022e+00;1.051e+00;8.094e-01;-3.774e-03;1.041e+00;7.465e-01;-5.839e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.010651;1.041e+00;8.294e-01;-6.479e-02;7.967e-01;-6.223e-02;1.022e+00;1.051e+00;8.094e-01;-3.683e-03;1.041e+00;7.465e-01;-5.831e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.010858;1.041e+00;8.295e-01;-6.468e-02;7.967e-01;-6.213e-02;1.022e+00;1.051e+00;8.094e-01;-3.588e-03;1.041e+00;7.465e-01;-5.822e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.011066;1.041e+00;8.295e-01;-6.458e-02;7.968e-01;-6.203e-02;1.022e+00;1.051e+00;8.094e-01;-3.486e-03;1.041e+00;7.465e-01;-5.812e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.011273;1.041e+00;8.295e-01;-6.447e-02;7.968e-01;-6.192e-02;1.022e+00;1.051e+00;8.094e-01;-3.379e-03;1.041e+00;7.465e-01;-5.802e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.011481;1.041e+00;8.295e-01;-6.435e-02;7.968e-01;-6.181e-02;1.022e+00;1.051e+00;8.094e-01;-3.268e-03;1.041e+00;7.466e-01;-5.792e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.012103;1.041e+00;8.295e-01;-6.397e-02;7.968e-01;-6.145e-02;1.022e+00;1.051e+00;8.094e-01;-2.906e-03;1.041e+00;7.466e-01;-5.757e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.012310;1.041e+00;8.296e-01;-6.384e-02;7.968e-01;-6.132e-02;1.022e+00;1.051e+00;8.094e-01;-2.777e-03;1.041e+00;7.466e-01;-5.745e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.012957;1.041e+00;8.296e-01;-6.339e-02;7.968e-01;-6.088e-02;1.022e+00;1.051e+00;8.094e-01;-2.351e-03;1.041e+00;7.466e-01;-5.705e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.013021;1.041e+00;8.296e-01;-6.334e-02;7.968e-01;-6.084e-02;1.022e+00;1.051e+00;8.094e-01;-2.307e-03;1.041e+00;7.467e-01;-5.701e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.013149;1.041e+00;8.296e-01;-6.325e-02;7.968e-01;-6.075e-02;1.022e+00;1.051e+00;8.094e-01;-2.218e-03;1.041e+00;7.467e-01;-5.692e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.013405;1.041e+00;8.296e-01;-6.306e-02;7.969e-01;-6.056e-02;1.022e+00;1.051e+00;8.094e-01;-2.037e-03;1.041e+00;7.467e-01;-5.675e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.013661;1.041e+00;8.297e-01;-6.286e-02;7.969e-01;-6.038e-02;1.022e+00;1.051e+00;8.094e-01;-1.851e-03;1.041e+00;7.467e-01;-5.658e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.014173;1.041e+00;8.297e-01;-6.246e-02;7.969e-01;-5.999e-02;1.022e+00;1.051e+00;8.094e-01;-1.468e-03;1.041e+00;7.467e-01;-5.621e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.014429;1.041e+00;8.297e-01;-6.225e-02;7.969e-01;-5.979e-02;1.023e+00;1.051e+00;8.094e-01;-1.271e-03;1.041e+00;7.467e-01;-5.603e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.014685;1.041e+00;8.297e-01;-6.204e-02;7.969e-01;-5.959e-02;1.023e+00;1.051e+00;8.094e-01;-1.071e-03;1.041e+00;7.468e-01;-5.584e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.014941;1.041e+00;8.298e-01;-6.183e-02;7.969e-01;-5.938e-02;1.023e+00;1.051e+00;8.094e-01;-8.677e-04;1.041e+00;7.468e-01;-5.564e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.015197;1.041e+00;8.298e-01;-6.161e-02;7.969e-01;-5.917e-02;1.023e+00;1.051e+00;8.094e-01;-6.616e-04;1.041e+00;7.468e-01;-5.545e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.015453;1.041e+00;8.298e-01;-6.139e-02;7.969e-01;-5.896e-02;1.023e+00;1.051e+00;8.094e-01;-4.534e-04;1.041e+00;7.468e-01;-5.525e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.015709;1.041e+00;8.298e-01;-6.117e-02;7.970e-01;-5.875e-02;1.023e+00;1.051e+00;8.094e-01;-2.431e-04;1.041e+00;7.468e-01;-5.505e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.015965;1.041e+00;8.299e-01;-6.095e-02;7.970e-01;-5.853e-02;1.023e+00;1.051e+00;8.094e-01;-3.170e-05;1.041e+00;7.469e-01;-5.485e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.016989;1.041e+00;8.299e-01;-6.004e-02;7.970e-01;-5.766e-02;1.023e+00;1.051e+00;8.094e-01;8.327e-04;1.041e+00;7.469e-01;-5.403e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.017156;1.041e+00;8.300e-01;-5.989e-02;7.970e-01;-5.751e-02;1.023e+00;1.052e+00;8.094e-01;9.753e-04;1.041e+00;7.470e-01;-5.390e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.017412;1.041e+00;8.300e-01;-5.966e-02;7.970e-01;-5.729e-02;1.023e+00;1.052e+00;8.094e-01;1.194e-03;1.041e+00;7.470e-01;-5.369e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.017668;1.041e+00;8.300e-01;-5.943e-02;7.971e-01;-5.707e-02;1.024e+00;1.052e+00;8.094e-01;1.414e-03;1.041e+00;7.470e-01;-5.348e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.017924;1.041e+00;8.300e-01;-5.920e-02;7.971e-01;-5.685e-02;1.024e+00;1.052e+00;8.094e-01;1.633e-03;1.041e+00;7.470e-01;-5.328e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.018180;1.041e+00;8.301e-01;-5.896e-02;7.971e-01;-5.662e-02;1.024e+00;1.052e+00;8.094e-01;1.853e-03;1.041e+00;7.470e-01;-5.307e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.018436;1.041e+00;8.301e-01;-5.873e-02;7.971e-01;-5.640e-02;1.024e+00;1.052e+00;8.094e-01;2.074e-03;1.041e+00;7.471e-01;-5.286e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.018948;1.041e+00;8.301e-01;-5.827e-02;7.971e-01;-5.595e-02;1.024e+00;1.052e+00;8.094e-01;2.513e-03;1.041e+00;7.471e-01;-5.244e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.019204;1.041e+00;8.302e-01;-5.804e-02;7.972e-01;-5.573e-02;1.024e+00;1.052e+00;8.094e-01;2.733e-03;1.041e+00;7.471e-01;-5.224e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.019460;1.041e+00;8.302e-01;-5.781e-02;7.972e-01;-5.551e-02;1.024e+00;1.052e+00;8.094e-01;2.952e-03;1.041e+00;7.472e-01;-5.203e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.019972;1.041e+00;8.302e-01;-5.735e-02;7.972e-01;-5.507e-02;1.024e+00;1.052e+00;8.094e-01;3.388e-03;1.041e+00;7.472e-01;-5.162e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.020228;1.041e+00;8.303e-01;-5.712e-02;7.972e-01;-5.485e-02;1.024e+00;1.052e+00;8.094e-01;3.604e-03;1.041e+00;7.472e-01;-5.141e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.020484;1.041e+00;8.303e-01;-5.690e-02;7.972e-01;-5.463e-02;1.024e+00;1.052e+00;8.094e-01;3.821e-03;1.041e+00;7.473e-01;-5.121e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.020740;1.041e+00;8.303e-01;-5.667e-02;7.972e-01;-5.442e-02;1.024e+00;1.052e+00;8.094e-01;4.035e-03;1.041e+00;7.473e-01;-5.101e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.020996;1.041e+00;8.303e-01;-5.645e-02;7.973e-01;-5.420e-02;1.025e+00;1.052e+00;8.094e-01;4.248e-03;1.041e+00;7.473e-01;-5.080e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.021508;1.042e+00;8.304e-01;-5.600e-02;7.973e-01;-5.377e-02;1.025e+00;1.052e+00;8.094e-01;4.671e-03;1.042e+00;7.474e-01;-5.040e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.021969;1.042e+00;8.304e-01;-5.561e-02;7.973e-01;-5.339e-02;1.025e+00;1.052e+00;8.094e-01;5.047e-03;1.042e+00;7.474e-01;-5.005e-02;1.000e+01;8.333e-01;1.044e+00;5.001e+01;5.001e+01
0.022430;1.042e+00;8.305e-01;-5.522e-02;7.974e-01;-5.302e-02;1.025e+00;1.052e+00;8.094e-01;5.419e-03;1.042e+00;7.474e-01;-4.970e-02;1.000e+01;8.333e-01;1.044e+00;5.000e+01;5.000e+01
0.022890;1.042e+00;8.306e-01;-5.484e-02;7.974e-01;-5.265e-02;1.025e+00;1.052e+00;8.094e-01;5.785e-03;1.042e+00;7.475e-01;-4.935e-02;1.000e+01;8.333e-01;1.044e+00;5.000e+01;5.000e+01
0.023318;1.042e+00;8.306e-01;-5.449e-02;7.974e-01;-5.231e-02;1.025e+00;1.052e+00;8.094e-01;6.118e-03;1.042e+00;7.475e-01;-4.904e-02;1.000e+01;8.333e-01;1.044e+00;5.000e+01;5.000e+01
0.023446;1.042e+00;8.306e-01;-5.438e-02;7.974e-01;-5.221e-02;1.025e+00;1.052e+00;8.094e-01;6.217e-03;1.042e+00;7.476e-01;-4.895e-02;1.000e+01;8.333e-01;1.044e+00;5.000e+01;5.000e+01
