time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_VoltageInjTerminal;Wind_Turbine_GEN_ActiveCurrentInjTerminal;Wind_Turbine_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000;1.044e+00;8.379e-01;5.183e-02;8.022e-01;4.962e-02;1.060e+00;1.064e+00;8.077e-01;1.067e-01;1.044e+00;7.541e-01;4.664e-02;1.000e+01;8.333e-01;1.178e+00;1.178e+00;5.000e+01;5.000e+01
0.005247;1.044e+00;8.507e-01;2.337e-01;8.145e-01;2.238e-01;1.115e+00;1.078e+00;8.095e-01;2.794e-01;1.044e+00;7.656e-01;2.104e-01;1.000e+01;8.333e-01;1.178e+00;1.178e+00;5.000e+01;5.000e+01
0.010163;1.044e+00;8.556e-01;2.766e-01;8.192e-01;2.649e-01;1.127e+00;1.082e+00;8.118e-01;3.203e-01;1.044e+00;7.700e-01;2.490e-01;1.000e+01;8.333e-01;1.178e+00;1.178e+00;5.000e+01;5.000e+01
0.015370;1.044e+00;8.574e-01;2.882e-01;8.209e-01;2.760e-01;1.131e+00;1.083e+00;8.129e-01;3.314e-01;1.044e+00;7.717e-01;2.594e-01;1.000e+01;8.333e-01;1.178e+00;1.178e+00;5.000e+01;5.000e+01
0.020346;1.044e+00;8.572e-01;2.910e-01;8.208e-01;2.787e-01;1.132e+00;1.083e+00;8.126e-01;3.341e-01;1.044e+00;7.715e-01;2.619e-01;1.000e+01;8.333e-01;1.178e+00;1.178e+00;5.000e+01;5.000e+01
0.025323;1.044e+00;8.558e-01;2.920e-01;8.194e-01;2.796e-01;1.132e+00;1.083e+00;8.112e-01;3.348e-01;1.044e+00;7.702e-01;2.628e-01;1.000e+01;8.333e-01;1.178e+00;1.178e+00;5.000e+01;5.000e+01
0.030325;1.044e+00;8.535e-01;2.925e-01;8.172e-01;2.801e-01;1.132e+00;1.083e+00;8.090e-01;3.350e-01;1.044e+00;7.682e-01;2.633e-01;1.000e+01;8.333e-01;1.178e+00;1.178e+00;5.000e+01;5.000e+01
0.035809;1.044e+00;8.506e-01;2.931e-01;8.144e-01;2.807e-01;1.132e+00;1.083e+00;8.063e-01;3.353e-01;1.044e+00;7.655e-01;2.638e-01;1.000e+01;8.333e-01;1.178e+00;1.178e+00;5.000e+01;5.000e+01
0.040309;1.044e+00;8.480e-01;2.936e-01;8.120e-01;2.811e-01;1.133e+00;1.083e+00;8.039e-01;3.354e-01;1.044e+00;7.632e-01;2.643e-01;1.000e+01;8.333e-01;1.178e+00;1.178e+00;5.000e+01;5.000e+01
0.045709;1.044e+00;8.452e-01;2.942e-01;8.092e-01;2.817e-01;1.133e+00;1.083e+00;8.012e-01;3.356e-01;1.044e+00;7.606e-01;2.648e-01;1.000e+01;8.333e-01;1.178e+00;1.178e+00;5.000e+01;5.000e+01
