time;InternalNode1_BUS_Voltage;InternalNode1_BUS_ActivePower;InternalNode1_BUS_ReactivePower;InternalNode1_BUS_ActiveCurrent;InternalNode1_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;InfiniteBus_BUS_NetworkFrequencyPu;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;NetworkFrequencyPu
0.005430000;9.637e-01;4.218e-01;-3.186e-01;4.377e-01;-3.306e-01;9.634e-01;4.378e-01;-3.304e-01;9.637e-01;1.687e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.005686000;9.637e-01;4.218e-01;-3.186e-01;4.376e-01;-3.306e-01;9.634e-01;4.378e-01;-3.304e-01;9.637e-01;1.687e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.005942000;9.637e-01;4.217e-01;-3.186e-01;4.376e-01;-3.306e-01;9.634e-01;4.378e-01;-3.304e-01;9.637e-01;1.687e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.006198000;9.637e-01;4.217e-01;-3.186e-01;4.375e-01;-3.306e-01;9.634e-01;4.377e-01;-3.304e-01;9.637e-01;1.687e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.006454000;9.637e-01;4.216e-01;-3.186e-01;4.375e-01;-3.306e-01;9.634e-01;4.377e-01;-3.304e-01;9.637e-01;1.687e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.006710000;9.637e-01;4.216e-01;-3.186e-01;4.374e-01;-3.306e-01;9.634e-01;4.376e-01;-3.304e-01;9.637e-01;1.686e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.006966000;9.637e-01;4.215e-01;-3.186e-01;4.374e-01;-3.306e-01;9.634e-01;4.376e-01;-3.304e-01;9.637e-01;1.686e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.007222000;9.637e-01;4.215e-01;-3.185e-01;4.373e-01;-3.305e-01;9.634e-01;4.375e-01;-3.303e-01;9.637e-01;1.686e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.007478000;9.637e-01;4.214e-01;-3.185e-01;4.373e-01;-3.305e-01;9.634e-01;4.374e-01;-3.303e-01;9.637e-01;1.686e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.007734000;9.637e-01;4.214e-01;-3.185e-01;4.372e-01;-3.305e-01;9.634e-01;4.374e-01;-3.303e-01;9.637e-01;1.685e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.007990000;9.637e-01;4.213e-01;-3.185e-01;4.372e-01;-3.305e-01;9.634e-01;4.373e-01;-3.303e-01;9.637e-01;1.685e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.008246000;9.637e-01;4.213e-01;-3.185e-01;4.371e-01;-3.305e-01;9.634e-01;4.373e-01;-3.303e-01;9.637e-01;1.685e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.008502000;9.637e-01;4.212e-01;-3.185e-01;4.371e-01;-3.305e-01;9.634e-01;4.372e-01;-3.303e-01;9.637e-01;1.685e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.009014000;9.637e-01;4.211e-01;-3.185e-01;4.369e-01;-3.305e-01;9.634e-01;4.371e-01;-3.303e-01;9.637e-01;1.684e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.009475000;9.637e-01;4.210e-01;-3.185e-01;4.368e-01;-3.305e-01;9.634e-01;4.370e-01;-3.303e-01;9.637e-01;1.684e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.009935000;9.637e-01;4.209e-01;-3.185e-01;4.367e-01;-3.305e-01;9.634e-01;4.369e-01;-3.303e-01;9.637e-01;1.684e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.010396000;9.637e-01;4.208e-01;-3.185e-01;4.366e-01;-3.305e-01;9.634e-01;4.368e-01;-3.303e-01;9.637e-01;1.683e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.010857000;9.637e-01;4.207e-01;-3.185e-01;4.366e-01;-3.305e-01;9.634e-01;4.367e-01;-3.303e-01;9.637e-01;1.683e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.011318000;9.637e-01;4.206e-01;-3.185e-01;4.365e-01;-3.305e-01;9.634e-01;4.366e-01;-3.302e-01;9.637e-01;1.682e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.011779000;9.637e-01;4.205e-01;-3.185e-01;4.364e-01;-3.305e-01;9.634e-01;4.365e-01;-3.302e-01;9.637e-01;1.682e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.012239000;9.637e-01;4.204e-01;-3.185e-01;4.362e-01;-3.305e-01;9.634e-01;4.364e-01;-3.302e-01;9.637e-01;1.682e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.012700000;9.637e-01;4.203e-01;-3.185e-01;4.361e-01;-3.305e-01;9.634e-01;4.363e-01;-3.302e-01;9.637e-01;1.681e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.013161000;9.637e-01;4.202e-01;-3.185e-01;4.360e-01;-3.304e-01;9.634e-01;4.362e-01;-3.302e-01;9.637e-01;1.681e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.013622000;9.637e-01;4.201e-01;-3.185e-01;4.359e-01;-3.304e-01;9.634e-01;4.361e-01;-3.302e-01;9.637e-01;1.681e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.014083000;9.637e-01;4.201e-01;-3.185e-01;4.359e-01;-3.304e-01;9.634e-01;4.360e-01;-3.302e-01;9.637e-01;1.680e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.014543000;9.637e-01;4.199e-01;-3.185e-01;4.358e-01;-3.304e-01;9.634e-01;4.359e-01;-3.302e-01;9.637e-01;1.680e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.015004000;9.637e-01;4.199e-01;-3.184e-01;4.357e-01;-3.304e-01;9.634e-01;4.358e-01;-3.302e-01;9.637e-01;1.679e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.015465000;9.637e-01;4.198e-01;-3.184e-01;4.356e-01;-3.304e-01;9.634e-01;4.357e-01;-3.302e-01;9.637e-01;1.679e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.015926000;9.637e-01;4.197e-01;-3.184e-01;4.355e-01;-3.304e-01;9.634e-01;4.356e-01;-3.302e-01;9.637e-01;1.679e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.016387000;9.637e-01;4.196e-01;-3.184e-01;4.354e-01;-3.304e-01;9.634e-01;4.356e-01;-3.302e-01;9.637e-01;1.678e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.016847000;9.637e-01;4.195e-01;-3.184e-01;4.353e-01;-3.304e-01;9.634e-01;4.355e-01;-3.302e-01;9.637e-01;1.678e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.017308000;9.637e-01;4.194e-01;-3.184e-01;4.352e-01;-3.304e-01;9.634e-01;4.354e-01;-3.302e-01;9.637e-01;1.678e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.017769000;9.637e-01;4.194e-01;-3.184e-01;4.351e-01;-3.304e-01;9.634e-01;4.353e-01;-3.302e-01;9.637e-01;1.677e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.018230000;9.637e-01;4.193e-01;-3.184e-01;4.351e-01;-3.304e-01;9.634e-01;4.352e-01;-3.302e-01;9.637e-01;1.677e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.018691000;9.637e-01;4.192e-01;-3.184e-01;4.350e-01;-3.304e-01;9.634e-01;4.351e-01;-3.302e-01;9.637e-01;1.677e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.019151000;9.637e-01;4.191e-01;-3.184e-01;4.349e-01;-3.304e-01;9.634e-01;4.351e-01;-3.302e-01;9.637e-01;1.676e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.019612000;9.637e-01;4.190e-01;-3.184e-01;4.348e-01;-3.304e-01;9.634e-01;4.350e-01;-3.302e-01;9.637e-01;1.676e-02;-1.274e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.020073000;9.637e-01;4.189e-01;-3.184e-01;4.347e-01;-3.304e-01;9.634e-01;4.349e-01;-3.302e-01;9.637e-01;1.676e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.020534000;9.637e-01;4.189e-01;-3.184e-01;4.347e-01;-3.304e-01;9.634e-01;4.348e-01;-3.301e-01;9.637e-01;1.676e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.020995000;9.637e-01;4.188e-01;-3.184e-01;4.346e-01;-3.304e-01;9.634e-01;4.347e-01;-3.301e-01;9.637e-01;1.675e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.021455000;9.637e-01;4.188e-01;-3.184e-01;4.345e-01;-3.304e-01;9.634e-01;4.347e-01;-3.301e-01;9.637e-01;1.675e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.021916000;9.637e-01;4.187e-01;-3.184e-01;4.344e-01;-3.304e-01;9.634e-01;4.346e-01;-3.301e-01;9.637e-01;1.675e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.022377000;9.637e-01;4.186e-01;-3.184e-01;4.344e-01;-3.304e-01;9.634e-01;4.345e-01;-3.301e-01;9.637e-01;1.674e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.022838000;9.637e-01;4.185e-01;-3.184e-01;4.343e-01;-3.304e-01;9.634e-01;4.345e-01;-3.301e-01;9.637e-01;1.674e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.023299000;9.637e-01;4.185e-01;-3.184e-01;4.343e-01;-3.304e-01;9.634e-01;4.344e-01;-3.301e-01;9.637e-01;1.674e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.023759000;9.637e-01;4.184e-01;-3.184e-01;4.342e-01;-3.303e-01;9.634e-01;4.343e-01;-3.301e-01;9.637e-01;1.674e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.024220000;9.637e-01;4.184e-01;-3.184e-01;4.341e-01;-3.303e-01;9.634e-01;4.343e-01;-3.301e-01;9.637e-01;1.673e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.024681000;9.637e-01;4.183e-01;-3.184e-01;4.341e-01;-3.303e-01;9.634e-01;4.342e-01;-3.301e-01;9.637e-01;1.673e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.025142000;9.637e-01;4.182e-01;-3.184e-01;4.340e-01;-3.303e-01;9.634e-01;4.342e-01;-3.301e-01;9.637e-01;1.673e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.025603000;9.637e-01;4.182e-01;-3.184e-01;4.339e-01;-3.303e-01;9.634e-01;4.341e-01;-3.301e-01;9.637e-01;1.673e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.026063000;9.637e-01;4.182e-01;-3.184e-01;4.339e-01;-3.303e-01;9.634e-01;4.340e-01;-3.301e-01;9.637e-01;1.673e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.026524000;9.637e-01;4.181e-01;-3.184e-01;4.338e-01;-3.303e-01;9.634e-01;4.340e-01;-3.301e-01;9.637e-01;1.672e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.026985000;9.637e-01;4.181e-01;-3.184e-01;4.338e-01;-3.303e-01;9.634e-01;4.339e-01;-3.301e-01;9.637e-01;1.672e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.027446000;9.637e-01;4.180e-01;-3.183e-01;4.337e-01;-3.303e-01;9.634e-01;4.339e-01;-3.301e-01;9.637e-01;1.672e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.027907000;9.637e-01;4.179e-01;-3.183e-01;4.337e-01;-3.303e-01;9.634e-01;4.338e-01;-3.301e-01;9.637e-01;1.672e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.028367000;9.637e-01;4.179e-01;-3.183e-01;4.336e-01;-3.303e-01;9.634e-01;4.338e-01;-3.301e-01;9.637e-01;1.672e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.029289000;9.637e-01;4.178e-01;-3.183e-01;4.335e-01;-3.303e-01;9.634e-01;4.337e-01;-3.301e-01;9.637e-01;1.671e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.030118000;9.637e-01;4.177e-01;-3.183e-01;4.335e-01;-3.303e-01;9.634e-01;4.336e-01;-3.301e-01;9.637e-01;1.671e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.030948000;9.637e-01;4.177e-01;-3.183e-01;4.334e-01;-3.303e-01;9.634e-01;4.336e-01;-3.301e-01;9.637e-01;1.671e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.031777000;9.637e-01;4.176e-01;-3.183e-01;4.333e-01;-3.303e-01;9.634e-01;4.335e-01;-3.301e-01;9.637e-01;1.671e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.032607000;9.637e-01;4.176e-01;-3.183e-01;4.333e-01;-3.303e-01;9.634e-01;4.334e-01;-3.301e-01;9.637e-01;1.670e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.033436000;9.637e-01;4.175e-01;-3.183e-01;4.332e-01;-3.303e-01;9.634e-01;4.334e-01;-3.301e-01;9.637e-01;1.670e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.034266000;9.637e-01;4.175e-01;-3.183e-01;4.332e-01;-3.303e-01;9.634e-01;4.333e-01;-3.301e-01;9.637e-01;1.670e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.035095000;9.637e-01;4.174e-01;-3.183e-01;4.331e-01;-3.303e-01;9.634e-01;4.333e-01;-3.301e-01;9.637e-01;1.670e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.035925000;9.637e-01;4.173e-01;-3.183e-01;4.331e-01;-3.303e-01;9.634e-01;4.332e-01;-3.301e-01;9.637e-01;1.669e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.036754000;9.637e-01;4.173e-01;-3.183e-01;4.330e-01;-3.303e-01;9.634e-01;4.332e-01;-3.301e-01;9.637e-01;1.669e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.037583000;9.637e-01;4.173e-01;-3.183e-01;4.330e-01;-3.303e-01;9.634e-01;4.331e-01;-3.301e-01;9.637e-01;1.669e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.038413000;9.637e-01;4.172e-01;-3.183e-01;4.329e-01;-3.303e-01;9.634e-01;4.331e-01;-3.301e-01;9.637e-01;1.669e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.039242000;9.637e-01;4.172e-01;-3.183e-01;4.329e-01;-3.303e-01;9.634e-01;4.330e-01;-3.301e-01;9.637e-01;1.669e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.040072000;9.637e-01;4.171e-01;-3.183e-01;4.328e-01;-3.303e-01;9.634e-01;4.330e-01;-3.301e-01;9.637e-01;1.668e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.040901000;9.637e-01;4.171e-01;-3.183e-01;4.328e-01;-3.303e-01;9.634e-01;4.330e-01;-3.300e-01;9.637e-01;1.668e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.041731000;9.637e-01;4.171e-01;-3.183e-01;4.328e-01;-3.303e-01;9.634e-01;4.329e-01;-3.300e-01;9.637e-01;1.668e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.042560000;9.637e-01;4.170e-01;-3.183e-01;4.327e-01;-3.303e-01;9.634e-01;4.329e-01;-3.300e-01;9.637e-01;1.668e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.044219000;9.637e-01;4.170e-01;-3.183e-01;4.327e-01;-3.303e-01;9.634e-01;4.329e-01;-3.300e-01;9.637e-01;1.668e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.045048000;9.637e-01;4.169e-01;-3.183e-01;4.326e-01;-3.303e-01;9.634e-01;4.328e-01;-3.300e-01;9.637e-01;1.668e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.046707000;9.637e-01;4.169e-01;-3.183e-01;4.326e-01;-3.303e-01;9.634e-01;4.328e-01;-3.300e-01;9.637e-01;1.668e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.047537000;9.637e-01;4.169e-01;-3.183e-01;4.326e-01;-3.303e-01;9.634e-01;4.327e-01;-3.300e-01;9.637e-01;1.668e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.048537000;9.637e-01;4.169e-01;-3.183e-01;4.326e-01;-3.303e-01;9.634e-01;4.327e-01;-3.300e-01;9.637e-01;1.667e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.049537000;9.637e-01;4.169e-01;-3.183e-01;4.325e-01;-3.303e-01;9.634e-01;4.327e-01;-3.300e-01;9.637e-01;1.667e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.050537000;9.637e-01;4.168e-01;-3.182e-01;4.325e-01;-3.302e-01;9.634e-01;4.327e-01;-3.300e-01;9.637e-01;1.667e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.051537000;9.637e-01;4.168e-01;-3.182e-01;4.325e-01;-3.302e-01;9.634e-01;4.327e-01;-3.300e-01;9.637e-01;1.667e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.052537000;9.637e-01;4.168e-01;-3.182e-01;4.325e-01;-3.302e-01;9.634e-01;4.326e-01;-3.300e-01;9.637e-01;1.667e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.054537000;9.637e-01;4.168e-01;-3.182e-01;4.325e-01;-3.302e-01;9.634e-01;4.326e-01;-3.300e-01;9.637e-01;1.667e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.055537000;9.637e-01;4.168e-01;-3.182e-01;4.324e-01;-3.302e-01;9.634e-01;4.326e-01;-3.300e-01;9.637e-01;1.667e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.056537000;9.637e-01;4.168e-01;-3.182e-01;4.324e-01;-3.302e-01;9.634e-01;4.326e-01;-3.300e-01;9.637e-01;1.667e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.057537000;9.637e-01;4.167e-01;-3.182e-01;4.324e-01;-3.302e-01;9.634e-01;4.326e-01;-3.300e-01;9.637e-01;1.667e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.059537000;9.637e-01;4.167e-01;-3.182e-01;4.324e-01;-3.302e-01;9.634e-01;4.326e-01;-3.300e-01;9.637e-01;1.667e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.060537000;9.637e-01;4.167e-01;-3.182e-01;4.324e-01;-3.302e-01;9.634e-01;4.325e-01;-3.300e-01;9.637e-01;1.667e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
0.067537000;9.637e-01;4.167e-01;-3.182e-01;4.324e-01;-3.302e-01;9.634e-01;4.325e-01;-3.300e-01;9.637e-01;1.667e-02;-1.273e-02;5.000e+01;4.166e-01;-4.441e-01;5.000e+01
