time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent
20.004476000;1.044e+00;8.330e-01;-6.750e-04;7.978e-01;-6.464e-04;1.044e+00;1.044e+00;3.332e-02;-2.700e-05;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;7.001e-06
20.004988000;1.044e+00;8.330e-01;-7.000e-04;7.978e-01;-6.704e-04;1.044e+00;1.044e+00;3.332e-02;-2.800e-05;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-3.800e-05
20.005500000;1.044e+00;8.330e-01;-7.500e-04;7.978e-01;-7.183e-04;1.044e+00;1.044e+00;3.332e-02;-3.000e-05;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-7.600e-05
20.006012000;1.044e+00;8.330e-01;-7.750e-04;7.978e-01;-7.422e-04;1.044e+00;1.044e+00;3.332e-02;-3.100e-05;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-1.090e-04
20.006524000;1.044e+00;8.330e-01;-8.000e-04;7.978e-01;-7.662e-04;1.044e+00;1.044e+00;3.332e-02;-3.200e-05;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-1.360e-04
20.007036000;1.044e+00;8.330e-01;-8.250e-04;7.978e-01;-7.901e-04;1.044e+00;1.044e+00;3.332e-02;-3.300e-05;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-1.580e-04
20.007548000;1.044e+00;8.330e-01;-8.500e-04;7.978e-01;-8.141e-04;1.044e+00;1.044e+00;3.332e-02;-3.400e-05;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-1.750e-04
20.008060000;1.044e+00;8.330e-01;-8.750e-04;7.978e-01;-8.380e-04;1.044e+00;1.044e+00;3.332e-02;-3.500e-05;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-1.860e-04
20.008572000;1.044e+00;8.330e-01;-8.750e-04;7.978e-01;-8.380e-04;1.044e+00;1.044e+00;3.332e-02;-3.500e-05;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-1.940e-04
20.009084000;1.044e+00;8.330e-01;-8.750e-04;7.978e-01;-8.380e-04;1.044e+00;1.044e+00;3.332e-02;-3.500e-05;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-1.970e-04
20.009596000;1.044e+00;8.330e-01;-8.750e-04;7.978e-01;-8.380e-04;1.044e+00;1.044e+00;3.332e-02;-3.500e-05;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-1.970e-04
20.010108000;1.044e+00;8.330e-01;-8.750e-04;7.978e-01;-8.380e-04;1.044e+00;1.044e+00;3.332e-02;-3.500e-05;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-1.930e-04
20.010620000;1.044e+00;8.330e-01;-8.500e-04;7.978e-01;-8.141e-04;1.044e+00;1.044e+00;3.332e-02;-3.400e-05;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-1.870e-04
20.011132000;1.044e+00;8.330e-01;-8.500e-04;7.978e-01;-8.141e-04;1.044e+00;1.044e+00;3.332e-02;-3.400e-05;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-1.770e-04
20.011644000;1.044e+00;8.330e-01;-8.500e-04;7.979e-01;-8.141e-04;1.044e+00;1.044e+00;3.332e-02;-3.400e-05;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-1.660e-04
20.012156000;1.044e+00;8.330e-01;-8.250e-04;7.979e-01;-7.901e-04;1.044e+00;1.044e+00;3.332e-02;-3.300e-05;1.000e+01;8.333e-01;-1.970e-04;7.979e-01;-1.520e-04
20.012668000;1.044e+00;8.330e-01;-8.000e-04;7.979e-01;-7.662e-04;1.044e+00;1.044e+00;3.332e-02;-3.200e-05;1.000e+01;8.333e-01;-1.970e-04;7.979e-01;-1.370e-04
20.013668000;1.044e+00;8.331e-01;-7.750e-04;7.979e-01;-7.422e-04;1.044e+00;1.044e+00;3.332e-02;-3.100e-05;1.000e+01;8.333e-01;-1.970e-04;7.979e-01;-1.040e-04
20.014568000;1.044e+00;8.331e-01;-7.500e-04;7.979e-01;-7.183e-04;1.044e+00;1.044e+00;3.332e-02;-3.000e-05;1.000e+01;8.333e-01;-1.970e-04;7.979e-01;-7.200e-05
20.015468000;1.044e+00;8.331e-01;-7.000e-04;7.979e-01;-6.704e-04;1.044e+00;1.044e+00;3.333e-02;-2.800e-05;1.000e+01;8.333e-01;-1.970e-04;7.979e-01;-3.900e-05
20.016368000;1.044e+00;8.331e-01;-6.750e-04;7.979e-01;-6.464e-04;1.044e+00;1.044e+00;3.333e-02;-2.700e-05;1.000e+01;8.333e-01;-1.970e-04;7.979e-01;-4.998e-06
20.017268000;1.044e+00;8.332e-01;-6.500e-04;7.979e-01;-6.225e-04;1.044e+00;1.044e+00;3.333e-02;-2.600e-05;1.000e+01;8.333e-01;-1.970e-04;7.979e-01;2.700e-05
20.018168000;1.044e+00;8.332e-01;-6.000e-04;7.979e-01;-5.746e-04;1.044e+00;1.044e+00;3.333e-02;-2.400e-05;1.000e+01;8.333e-01;-1.970e-04;7.979e-01;5.800e-05
20.019068000;1.044e+00;8.332e-01;-5.750e-04;7.979e-01;-5.507e-04;1.044e+00;1.044e+00;3.333e-02;-2.300e-05;1.000e+01;8.333e-01;-1.970e-04;7.979e-01;8.600e-05
20.019968000;1.044e+00;8.332e-01;-5.500e-04;7.979e-01;-5.267e-04;1.044e+00;1.044e+00;3.333e-02;-2.200e-05;1.000e+01;8.333e-01;-1.970e-04;7.979e-01;1.110e-04
20.020868000;1.044e+00;8.332e-01;-5.250e-04;7.979e-01;-5.028e-04;1.044e+00;1.044e+00;3.333e-02;-2.100e-05;1.000e+01;8.333e-01;-1.970e-04;7.979e-01;1.330e-04
20.021768000;1.044e+00;8.332e-01;-5.250e-04;7.979e-01;-5.028e-04;1.044e+00;1.044e+00;3.333e-02;-2.100e-05;1.000e+01;8.333e-01;-1.970e-04;7.979e-01;1.520e-04
20.022668000;1.044e+00;8.332e-01;-5.000e-04;7.979e-01;-4.788e-04;1.044e+00;1.044e+00;3.333e-02;-2.000e-05;1.000e+01;8.333e-01;-1.970e-04;7.979e-01;1.670e-04
20.023568000;1.044e+00;8.332e-01;-5.000e-04;7.979e-01;-4.788e-04;1.044e+00;1.044e+00;3.333e-02;-2.000e-05;1.000e+01;8.333e-01;-1.970e-04;7.979e-01;1.790e-04
20.024468000;1.044e+00;8.332e-01;-4.750e-04;7.979e-01;-4.549e-04;1.044e+00;1.044e+00;3.333e-02;-1.900e-05;1.000e+01;8.333e-01;-1.970e-04;7.979e-01;1.880e-04
20.025368000;1.044e+00;8.332e-01;-4.750e-04;7.979e-01;-4.549e-04;1.044e+00;1.044e+00;3.333e-02;-1.900e-05;1.000e+01;8.333e-01;-1.970e-04;7.979e-01;1.940e-04
20.026268000;1.044e+00;8.332e-01;-4.750e-04;7.979e-01;-4.549e-04;1.044e+00;1.044e+00;3.333e-02;-1.900e-05;1.000e+01;8.333e-01;-1.970e-04;7.979e-01;1.980e-04
20.027168000;1.044e+00;8.332e-01;-4.750e-04;7.979e-01;-4.549e-04;1.044e+00;1.044e+00;3.333e-02;-1.900e-05;1.000e+01;8.333e-01;-1.970e-04;7.979e-01;1.990e-04
20.028968000;1.044e+00;8.332e-01;-4.750e-04;7.979e-01;-4.549e-04;1.044e+00;1.044e+00;3.333e-02;-1.900e-05;1.000e+01;8.333e-01;-1.970e-04;7.979e-01;1.960e-04
20.029868000;1.044e+00;8.332e-01;-4.750e-04;7.979e-01;-4.549e-04;1.044e+00;1.044e+00;3.333e-02;-1.900e-05;1.000e+01;8.333e-01;-1.970e-04;7.979e-01;1.920e-04
20.030768000;1.044e+00;8.332e-01;-4.750e-04;7.979e-01;-4.549e-04;1.044e+00;1.044e+00;3.333e-02;-1.900e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;1.870e-04
20.031768000;1.044e+00;8.332e-01;-5.000e-04;7.980e-01;-4.788e-04;1.044e+00;1.044e+00;3.333e-02;-2.000e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;1.810e-04
20.033768000;1.044e+00;8.332e-01;-5.000e-04;7.980e-01;-4.788e-04;1.044e+00;1.044e+00;3.333e-02;-2.000e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;1.670e-04
20.034768000;1.044e+00;8.332e-01;-5.250e-04;7.980e-01;-5.028e-04;1.044e+00;1.044e+00;3.333e-02;-2.100e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;1.600e-04
20.035768000;1.044e+00;8.332e-01;-5.250e-04;7.980e-01;-5.028e-04;1.044e+00;1.044e+00;3.333e-02;-2.100e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;1.530e-04
20.037768000;1.044e+00;8.332e-01;-5.250e-04;7.980e-01;-5.028e-04;1.044e+00;1.044e+00;3.333e-02;-2.100e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;1.420e-04
20.038768000;1.044e+00;8.332e-01;-5.500e-04;7.979e-01;-5.267e-04;1.044e+00;1.044e+00;3.333e-02;-2.200e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;1.370e-04
20.039768000;1.044e+00;8.332e-01;-5.500e-04;7.979e-01;-5.267e-04;1.044e+00;1.044e+00;3.333e-02;-2.200e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;1.320e-04
20.041768000;1.044e+00;8.332e-01;-5.500e-04;7.979e-01;-5.267e-04;1.044e+00;1.044e+00;3.333e-02;-2.200e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;1.260e-04
20.044768000;1.044e+00;8.332e-01;-5.500e-04;7.979e-01;-5.267e-04;1.044e+00;1.044e+00;3.333e-02;-2.200e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;1.210e-04
20.046768000;1.044e+00;8.332e-01;-5.500e-04;7.979e-01;-5.267e-04;1.044e+00;1.044e+00;3.333e-02;-2.200e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;1.200e-04
20.048768000;1.044e+00;8.332e-01;-5.500e-04;7.979e-01;-5.267e-04;1.044e+00;1.044e+00;3.333e-02;-2.200e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;1.210e-04
20.049768000;1.044e+00;8.332e-01;-5.500e-04;7.980e-01;-5.267e-04;1.044e+00;1.044e+00;3.333e-02;-2.200e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;1.210e-04
20.054768000;1.044e+00;8.332e-01;-5.500e-04;7.980e-01;-5.267e-04;1.044e+00;1.044e+00;3.333e-02;-2.200e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;1.240e-04
20.059768000;1.044e+00;8.332e-01;-5.500e-04;7.980e-01;-5.267e-04;1.044e+00;1.044e+00;3.333e-02;-2.200e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;1.240e-04
20.062768000;1.044e+00;8.332e-01;-5.500e-04;7.980e-01;-5.267e-04;1.044e+00;1.044e+00;3.333e-02;-2.200e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;1.220e-04
20.063768000;1.044e+00;8.332e-01;-5.750e-04;7.980e-01;-5.507e-04;1.044e+00;1.044e+00;3.333e-02;-2.300e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;1.220e-04
20.073768000;1.044e+00;8.332e-01;-5.750e-04;7.980e-01;-5.507e-04;1.044e+00;1.044e+00;3.333e-02;-2.300e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;1.120e-04
20.086768000;1.044e+00;8.332e-01;-5.750e-04;7.980e-01;-5.507e-04;1.044e+00;1.044e+00;3.333e-02;-2.300e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;1.020e-04
20.091768000;1.044e+00;8.332e-01;-5.750e-04;7.980e-01;-5.507e-04;1.044e+00;1.044e+00;3.333e-02;-2.300e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;9.900e-05
20.092768000;1.044e+00;8.332e-01;-6.000e-04;7.980e-01;-5.746e-04;1.044e+00;1.044e+00;3.333e-02;-2.400e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;9.800e-05
20.125768000;1.044e+00;8.332e-01;-6.000e-04;7.980e-01;-5.746e-04;1.044e+00;1.044e+00;3.333e-02;-2.400e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;7.500e-05
20.126768000;1.044e+00;8.332e-01;-6.250e-04;7.980e-01;-5.986e-04;1.044e+00;1.044e+00;3.333e-02;-2.500e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;7.500e-05
20.148768000;1.044e+00;8.332e-01;-6.250e-04;7.980e-01;-5.986e-04;1.044e+00;1.044e+00;3.333e-02;-2.500e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;6.000e-05
20.163768000;1.044e+00;8.332e-01;-6.250e-04;7.980e-01;-5.986e-04;1.044e+00;1.044e+00;3.333e-02;-2.500e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;5.100e-05
20.164768000;1.044e+00;8.332e-01;-6.500e-04;7.980e-01;-6.225e-04;1.044e+00;1.044e+00;3.333e-02;-2.600e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;5.100e-05
20.201768000;1.044e+00;8.332e-01;-6.500e-04;7.980e-01;-6.225e-04;1.044e+00;1.044e+00;3.333e-02;-2.600e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;2.900e-05
20.204768000;1.044e+00;8.332e-01;-6.500e-04;7.980e-01;-6.225e-04;1.044e+00;1.044e+00;3.333e-02;-2.600e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;2.800e-05
20.205768000;1.044e+00;8.332e-01;-6.750e-04;7.980e-01;-6.464e-04;1.044e+00;1.044e+00;3.333e-02;-2.700e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;2.700e-05
20.250768000;1.044e+00;8.332e-01;-6.750e-04;7.980e-01;-6.465e-04;1.044e+00;1.044e+00;3.333e-02;-2.700e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;4.003e-06
20.252768000;1.044e+00;8.332e-01;-6.750e-04;7.980e-01;-6.465e-04;1.044e+00;1.044e+00;3.333e-02;-2.700e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;4.003e-06
20.253768000;1.044e+00;8.332e-01;-7.000e-04;7.980e-01;-6.704e-04;1.044e+00;1.044e+00;3.333e-02;-2.800e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;3.003e-06
20.265768000;1.044e+00;8.332e-01;-7.000e-04;7.980e-01;-6.704e-04;1.044e+00;1.044e+00;3.333e-02;-2.800e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;-2.997e-06
20.267768000;1.044e+00;8.332e-01;-7.000e-04;7.980e-01;-6.704e-04;1.044e+00;1.044e+00;3.333e-02;-2.800e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;-2.997e-06
20.297768000;1.044e+00;8.332e-01;-7.000e-04;7.980e-01;-6.704e-04;1.044e+00;1.044e+00;3.333e-02;-2.800e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;-1.700e-05
20.306768000;1.044e+00;8.332e-01;-7.000e-04;7.980e-01;-6.704e-04;1.044e+00;1.044e+00;3.333e-02;-2.800e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;-2.000e-05
20.307768000;1.044e+00;8.332e-01;-7.250e-04;7.980e-01;-6.943e-04;1.044e+00;1.044e+00;3.333e-02;-2.900e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;-2.100e-05
20.332768000;1.044e+00;8.332e-01;-7.250e-04;7.980e-01;-6.944e-04;1.044e+00;1.044e+00;3.333e-02;-2.900e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;-3.100e-05
20.356768000;1.044e+00;8.332e-01;-7.250e-04;7.980e-01;-6.944e-04;1.044e+00;1.044e+00;3.333e-02;-2.900e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;-3.900e-05
20.359768000;1.044e+00;8.332e-01;-7.250e-04;7.980e-01;-6.944e-04;1.044e+00;1.044e+00;3.333e-02;-2.900e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;-4.100e-05
20.369768000;1.044e+00;8.332e-01;-7.250e-04;7.980e-01;-6.944e-04;1.044e+00;1.044e+00;3.333e-02;-2.900e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;-4.400e-05
20.370768000;1.044e+00;8.332e-01;-7.500e-04;7.980e-01;-7.183e-04;1.044e+00;1.044e+00;3.333e-02;-3.000e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;-4.400e-05
20.433768000;1.044e+00;8.332e-01;-7.500e-04;7.980e-01;-7.183e-04;1.044e+00;1.044e+00;3.333e-02;-3.000e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;-6.500e-05
20.445768000;1.044e+00;8.332e-01;-7.500e-04;7.980e-01;-7.183e-04;1.044e+00;1.044e+00;3.333e-02;-3.000e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;-6.800e-05
20.446768000;1.044e+00;8.332e-01;-7.750e-04;7.980e-01;-7.423e-04;1.044e+00;1.044e+00;3.333e-02;-3.100e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;-6.800e-05
20.476768000;1.044e+00;8.332e-01;-7.750e-04;7.980e-01;-7.423e-04;1.044e+00;1.044e+00;3.333e-02;-3.100e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;-7.600e-05
20.480768000;1.044e+00;8.332e-01;-7.750e-04;7.980e-01;-7.423e-04;1.044e+00;1.044e+00;3.333e-02;-3.100e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;-7.800e-05
20.539768000;1.044e+00;8.332e-01;-7.750e-04;7.980e-01;-7.423e-04;1.044e+00;1.044e+00;3.333e-02;-3.100e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;-9.200e-05
20.540768000;1.044e+00;8.332e-01;-8.000e-04;7.980e-01;-7.662e-04;1.044e+00;1.044e+00;3.333e-02;-3.200e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;-9.200e-05
20.556768000;1.044e+00;8.332e-01;-8.000e-04;7.980e-01;-7.662e-04;1.044e+00;1.044e+00;3.333e-02;-3.200e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;-9.600e-05
20.580768000;1.044e+00;8.332e-01;-8.000e-04;7.980e-01;-7.662e-04;1.044e+00;1.044e+00;3.333e-02;-3.200e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;-1.010e-04
20.581768000;1.044e+00;8.332e-01;-8.000e-04;7.981e-01;-7.662e-04;1.044e+00;1.044e+00;3.333e-02;-3.200e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;-1.010e-04
20.584768000;1.044e+00;8.332e-01;-8.000e-04;7.981e-01;-7.662e-04;1.044e+00;1.044e+00;3.333e-02;-3.200e-05;1.000e+01;8.333e-01;-1.970e-04;7.980e-01;-1.010e-04
20.585768000;1.044e+00;8.332e-01;-8.000e-04;7.981e-01;-7.662e-04;1.044e+00;1.044e+00;3.333e-02;-3.200e-05;1.000e+01;8.333e-01;-1.970e-04;7.981e-01;-1.020e-04
20.662768000;1.044e+00;8.332e-01;-8.000e-04;7.981e-01;-7.662e-04;1.044e+00;1.044e+00;3.333e-02;-3.200e-05;1.000e+01;8.333e-01;-1.970e-04;7.981e-01;-1.160e-04
20.663768000;1.044e+00;8.332e-01;-8.250e-04;7.981e-01;-7.902e-04;1.044e+00;1.044e+00;3.333e-02;-3.300e-05;1.000e+01;8.333e-01;-1.970e-04;7.981e-01;-1.160e-04
20.668768000;1.044e+00;8.332e-01;-8.250e-04;7.981e-01;-7.902e-04;1.044e+00;1.044e+00;3.333e-02;-3.300e-05;1.000e+01;8.333e-01;-1.970e-04;7.981e-01;-1.170e-04
20.674768000;1.044e+00;8.332e-01;-8.250e-04;7.981e-01;-7.902e-04;1.044e+00;1.044e+00;3.333e-02;-3.300e-05;1.000e+01;8.333e-01;-1.970e-04;7.981e-01;-1.170e-04
20.687768000;1.044e+00;8.332e-01;-8.250e-04;7.981e-01;-7.902e-04;1.044e+00;1.044e+00;3.333e-02;-3.300e-05;1.000e+01;8.333e-01;-1.970e-04;7.981e-01;-1.200e-04
20.757768000;1.044e+00;8.332e-01;-8.250e-04;7.981e-01;-7.902e-04;1.044e+00;1.044e+00;3.333e-02;-3.300e-05;1.000e+01;8.333e-01;-1.970e-04;7.981e-01;-1.300e-04
20.796768000;1.044e+00;8.332e-01;-8.250e-04;7.981e-01;-7.902e-04;1.044e+00;1.044e+00;3.333e-02;-3.300e-05;1.000e+01;8.333e-01;-1.970e-04;7.981e-01;-1.340e-04
20.797768000;1.044e+00;8.332e-01;-8.250e-04;7.981e-01;-7.902e-04;1.044e+00;1.044e+00;3.333e-02;-3.300e-05;1.000e+01;8.333e-01;-1.970e-04;7.981e-01;-1.350e-04
20.841768000;1.044e+00;8.332e-01;-8.250e-04;7.981e-01;-7.902e-04;1.044e+00;1.044e+00;3.333e-02;-3.300e-05;1.000e+01;8.333e-01;-1.970e-04;7.981e-01;-1.390e-04
20.842768000;1.044e+00;8.332e-01;-8.500e-04;7.981e-01;-8.141e-04;1.044e+00;1.044e+00;3.333e-02;-3.400e-05;1.000e+01;8.333e-01;-1.970e-04;7.981e-01;-1.400e-04
20.860768000;1.044e+00;8.332e-01;-8.500e-04;7.981e-01;-8.141e-04;1.044e+00;1.044e+00;3.333e-02;-3.400e-05;1.000e+01;8.333e-01;-1.970e-04;7.981e-01;-1.410e-04
20.861768000;1.044e+00;8.332e-01;-8.500e-04;7.981e-01;-8.141e-04;1.044e+00;1.044e+00;3.333e-02;-3.400e-05;1.000e+01;8.333e-01;-1.970e-04;7.981e-01;-1.420e-04
20.870768000;1.044e+00;8.332e-01;-8.500e-04;7.981e-01;-8.141e-04;1.044e+00;1.044e+00;3.333e-02;-3.400e-05;1.000e+01;8.333e-01;-1.970e-04;7.981e-01;-1.420e-04
20.871768000;1.044e+00;8.332e-01;-8.500e-04;7.981e-01;-8.141e-04;1.044e+00;1.044e+00;3.333e-02;-3.400e-05;1.000e+01;8.333e-01;-1.970e-04;7.981e-01;-1.430e-04
20.880768000;1.044e+00;8.332e-01;-8.500e-04;7.981e-01;-8.141e-04;1.044e+00;1.044e+00;3.333e-02;-3.400e-05;1.000e+01;8.333e-01;-1.970e-04;7.981e-01;-1.430e-04
20.881768000;1.044e+00;8.332e-01;-8.500e-04;7.981e-01;-8.141e-04;1.044e+00;1.044e+00;3.333e-02;-3.400e-05;1.000e+01;8.333e-01;-1.970e-04;7.981e-01;-1.440e-04
