time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent
0.000000000;1.044e+00;8.333e-01;5.316e-08;7.979e-01;0.000e+00;1.045e+00;1.044e+00;7.500e-01;1.180e-08;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999994000;1.044e+00;8.333e-01;1.432e-08;7.979e-01;0.000e+00;1.045e+00;1.044e+00;7.500e-01;3.323e-08;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999994000;7.803e-05;-4.451e-06;-6.744e-04;-3.464e-08;0.000e+00;1.951e-02;7.794e-05;-4.038e-06;-6.070e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999994000;7.803e-05;-4.452e-06;-6.744e-04;-3.321e-08;0.000e+00;1.951e-02;7.794e-05;-4.039e-06;-6.070e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999995000;7.803e-05;-5.565e-06;-6.744e-04;-3.153e-08;0.000e+00;1.951e-02;7.794e-05;-5.040e-06;-6.070e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999998000;7.803e-05;-5.567e-06;-6.744e-04;-2.766e-08;0.000e+00;1.950e-02;7.793e-05;-5.041e-06;-6.070e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.974e-01;1.489e-02
30.000099000;7.804e-05;-5.577e-06;-6.744e-04;9.079e-09;0.000e+00;1.931e-02;7.794e-05;-5.012e-06;-6.069e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.896e-01;1.501e-02
30.000106000;7.804e-05;-5.576e-06;-6.733e-04;1.006e-08;0.000e+00;1.929e-02;7.794e-05;-5.008e-06;-6.059e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.890e-01;1.503e-02
30.000334000;7.803e-05;-6.595e-06;-6.722e-04;-1.059e-08;0.000e+00;1.887e-02;7.800e-05;-5.954e-06;-6.049e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.717e-01;1.609e-02
30.000347000;7.802e-05;-6.593e-06;-6.711e-04;-1.282e-08;0.000e+00;1.884e-02;7.800e-05;-5.955e-06;-6.039e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.707e-01;1.618e-02
30.000462000;7.802e-05;-7.689e-06;-6.711e-04;-3.438e-08;0.000e+00;1.863e-02;7.801e-05;-6.957e-06;-6.039e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.621e-01;1.714e-02
30.000474000;7.802e-05;-7.688e-06;-6.700e-04;-3.669e-08;0.000e+00;1.861e-02;7.801e-05;-6.957e-06;-6.029e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.612e-01;1.726e-02
30.000602000;7.802e-05;-7.680e-06;-6.700e-04;-5.099e-08;0.000e+00;1.838e-02;7.802e-05;-6.959e-06;-6.029e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.518e-01;1.866e-02
30.000615000;7.802e-05;-7.680e-06;-6.689e-04;-5.093e-08;0.000e+00;1.835e-02;7.802e-05;-6.960e-06;-6.019e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.508e-01;1.882e-02
30.000743000;7.803e-05;-8.803e-06;-6.689e-04;-3.441e-08;0.000e+00;1.813e-02;7.802e-05;-7.989e-06;-6.019e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.415e-01;2.055e-02
30.000756000;7.803e-05;-8.805e-06;-6.678e-04;-3.156e-08;0.000e+00;1.810e-02;7.802e-05;-7.992e-06;-6.009e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.406e-01;2.074e-02
30.000897000;7.704e-05;-9.938e-06;-6.678e-04;-3.962e-09;0.000e+00;1.786e-02;7.703e-05;-9.008e-06;-6.010e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.305e-01;2.303e-02
30.000922000;7.705e-05;-9.940e-06;-6.667e-04;-2.441e-09;0.000e+00;1.781e-02;7.703e-05;-9.008e-06;-6.000e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.287e-01;2.348e-02
30.001743000;7.799e-05;-1.441e-05;-6.678e-04;-6.215e-08;0.000e+00;1.647e-02;7.799e-05;-1.297e-05;-6.010e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.727e-01;4.425e-02
30.001771000;7.799e-05;-1.441e-05;-6.689e-04;-6.337e-08;0.000e+00;1.643e-02;7.799e-05;-1.297e-05;-6.020e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.709e-01;4.527e-02
30.002059000;7.799e-05;-1.553e-05;-6.689e-04;-6.121e-08;0.000e+00;1.600e-02;7.800e-05;-1.397e-05;-6.020e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.524e-01;5.691e-02
30.002088000;7.800e-05;-1.553e-05;-6.700e-04;-5.979e-08;0.000e+00;1.596e-02;7.801e-05;-1.397e-05;-6.030e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.505e-01;5.821e-02
30.002353000;7.799e-05;-1.668e-05;-6.700e-04;-1.394e-08;0.000e+00;1.559e-02;7.803e-05;-1.497e-05;-6.031e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.340e-01;7.127e-02
30.002385000;7.799e-05;-1.779e-05;-6.711e-04;-1.111e-08;0.000e+00;1.555e-02;7.803e-05;-1.597e-05;-6.041e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.321e-01;7.299e-02
30.002417000;7.799e-05;-1.779e-05;-6.711e-04;-8.451e-09;0.000e+00;1.551e-02;7.803e-05;-1.598e-05;-6.041e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.301e-01;7.473e-02
30.002993000;7.797e-05;-2.005e-05;-6.733e-04;5.479e-09;0.000e+00;1.482e-02;7.803e-05;-1.804e-05;-6.061e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.959e-01;1.107e-01
30.003025000;7.798e-05;-2.005e-05;-6.744e-04;5.485e-09;0.000e+00;1.478e-02;7.803e-05;-1.804e-05;-6.071e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.941e-01;1.129e-01
30.003072000;7.798e-05;-2.005e-05;-6.744e-04;5.867e-09;0.000e+00;1.473e-02;7.802e-05;-1.804e-05;-6.071e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.913e-01;1.163e-01
30.003168000;7.798e-05;-2.115e-05;-6.744e-04;6.936e-09;0.000e+00;1.464e-02;7.801e-05;-1.904e-05;-6.070e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.859e-01;1.232e-01
30.003200000;7.798e-05;-2.115e-05;-6.756e-04;6.332e-09;0.000e+00;1.461e-02;7.801e-05;-1.904e-05;-6.080e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.841e-01;1.256e-01
30.003360000;7.798e-05;-2.114e-05;-6.756e-04;-1.165e-09;0.000e+00;1.446e-02;7.800e-05;-1.904e-05;-6.080e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.751e-01;1.378e-01
30.003392000;7.898e-05;-2.113e-05;-6.767e-04;-3.565e-09;0.000e+00;1.443e-02;7.900e-05;-1.904e-05;-6.090e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.733e-01;1.403e-01
30.003520000;7.898e-05;-2.223e-05;-6.767e-04;-1.496e-08;0.000e+00;1.433e-02;7.900e-05;-2.004e-05;-6.090e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.662e-01;1.505e-01
30.003552000;7.898e-05;-2.223e-05;-6.778e-04;-1.798e-08;0.000e+00;1.431e-02;7.900e-05;-2.004e-05;-6.100e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.645e-01;1.531e-01
30.003706000;7.898e-05;-2.221e-05;-6.778e-04;-4.137e-08;0.000e+00;1.420e-02;7.902e-05;-2.003e-05;-6.100e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.561e-01;1.660e-01
30.003881000;7.897e-05;-2.332e-05;-6.800e-04;-4.573e-08;0.000e+00;1.409e-02;7.904e-05;-2.102e-05;-6.121e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.467e-01;1.812e-01
30.004073000;7.898e-05;-2.442e-05;-6.811e-04;-4.006e-08;0.000e+00;1.399e-02;7.906e-05;-2.202e-05;-6.131e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.366e-01;1.977e-01
30.004329000;7.899e-05;-2.443e-05;-6.822e-04;-3.490e-08;0.000e+00;1.389e-02;7.906e-05;-2.202e-05;-6.141e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.235e-01;2.193e-01
30.004361000;7.900e-05;-2.555e-05;-6.833e-04;-3.456e-08;0.000e+00;1.388e-02;7.907e-05;-2.302e-05;-6.151e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.219e-01;2.219e-01
