time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;5.000e-01;-2.027e-09;4.787e-01;4.368e-08;1.048e+00;1.045e+00;4.893e-01;1.092e-02;1.044e+00;4.500e-01;-3.973e-08;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.000689000;1.044e+00;5.000e-01;-1.442e-05;4.787e-01;-1.383e-05;1.048e+00;1.045e+00;4.893e-01;1.091e-02;1.044e+00;4.500e-01;-1.300e-05;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.001512000;1.044e+00;5.000e-01;-9.888e-05;4.787e-01;-9.469e-05;1.048e+00;1.045e+00;4.893e-01;1.083e-02;1.044e+00;4.500e-01;-8.899e-05;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.004661000;1.044e+00;4.999e-01;-6.833e-04;4.787e-01;-6.544e-04;1.048e+00;1.045e+00;4.893e-01;1.027e-02;1.044e+00;4.499e-01;-6.150e-04;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.004891000;1.044e+00;4.999e-01;-7.200e-04;4.787e-01;-6.895e-04;1.048e+00;1.045e+00;4.893e-01;1.023e-02;1.044e+00;4.499e-01;-6.480e-04;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.005583000;1.044e+00;4.999e-01;-8.189e-04;4.787e-01;-7.842e-04;1.048e+00;1.045e+00;4.893e-01;1.014e-02;1.044e+00;4.499e-01;-7.370e-04;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.005813000;1.044e+00;4.999e-01;-8.489e-04;4.787e-01;-8.130e-04;1.048e+00;1.044e+00;4.893e-01;1.011e-02;1.044e+00;4.499e-01;-7.640e-04;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.006504000;1.044e+00;4.999e-01;-9.267e-04;4.787e-01;-8.875e-04;1.048e+00;1.044e+00;4.893e-01;1.004e-02;1.044e+00;4.499e-01;-8.340e-04;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.006735000;1.044e+00;4.999e-01;-9.489e-04;4.787e-01;-9.088e-04;1.048e+00;1.044e+00;4.893e-01;1.001e-02;1.044e+00;4.499e-01;-8.540e-04;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.008808000;1.044e+00;4.998e-01;-1.094e-03;4.787e-01;-1.048e-03;1.048e+00;1.044e+00;4.893e-01;9.876e-03;1.044e+00;4.499e-01;-9.850e-04;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.009039000;1.044e+00;4.998e-01;-1.104e-03;4.787e-01;-1.058e-03;1.047e+00;1.044e+00;4.893e-01;9.865e-03;1.044e+00;4.499e-01;-9.940e-04;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.009269000;1.044e+00;4.998e-01;-1.114e-03;4.787e-01;-1.067e-03;1.047e+00;1.044e+00;4.893e-01;9.856e-03;1.044e+00;4.499e-01;-1.003e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.012034000;1.044e+00;4.998e-01;-1.186e-03;4.787e-01;-1.136e-03;1.047e+00;1.044e+00;4.893e-01;9.788e-03;1.044e+00;4.499e-01;-1.067e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.012495000;1.044e+00;4.998e-01;-1.192e-03;4.787e-01;-1.142e-03;1.047e+00;1.044e+00;4.893e-01;9.783e-03;1.044e+00;4.499e-01;-1.073e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.027852000;1.044e+00;4.999e-01;-1.311e-03;4.789e-01;-1.256e-03;1.047e+00;1.044e+00;4.894e-01;9.671e-03;1.044e+00;4.500e-01;-1.180e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.028748000;1.044e+00;4.999e-01;-1.322e-03;4.789e-01;-1.266e-03;1.047e+00;1.044e+00;4.894e-01;9.661e-03;1.044e+00;4.500e-01;-1.190e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.093064000;1.044e+00;4.999e-01;-2.218e-03;4.790e-01;-2.125e-03;1.047e+00;1.044e+00;4.896e-01;8.808e-03;1.044e+00;4.500e-01;-1.996e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.098064000;1.044e+00;4.999e-01;-2.282e-03;4.790e-01;-2.187e-03;1.047e+00;1.044e+00;4.896e-01;8.745e-03;1.044e+00;4.500e-01;-2.054e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
