time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu
0.000000000;1.044e+00;8.333e-01;1.857e-08;7.979e-01;3.135e-08;1.045e+00;1.044e+00;7.500e-01;5.691e-08;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999994000;1.044e+00;8.333e-01;1.575e-08;7.979e-01;-1.119e-08;1.045e+00;1.044e+00;7.500e-01;-1.372e-08;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999994000;7.799e-05;-4.427e-06;-6.744e-04;-1.910e-08;-1.086e-08;1.951e-02;7.799e-05;-3.994e-06;-6.070e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.001527000;7.697e-05;-1.333e-05;-6.678e-04;-3.712e-08;1.023e-08;1.681e-02;7.697e-05;-1.203e-05;-6.010e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.005455000;7.998e-05;-2.889e-05;-6.911e-04;-9.024e-09;1.038e-08;1.392e-02;8.000e-05;-2.601e-05;-6.220e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.020979000;8.602e-05;-5.001e-05;-7.367e-04;-1.182e-08;-5.038e-10;2.231e-02;8.599e-05;-4.499e-05;-6.630e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.025036000;7.803e-05;-6.669e-05;-6.678e-04;-1.312e-08;4.301e-08;7.802e-05;7.799e-05;-5.999e-05;-6.010e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.046461000;7.799e-05;-6.669e-05;-6.678e-04;1.692e-09;2.653e-08;7.795e-05;7.797e-05;-6.001e-05;-6.010e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.149994000;7.799e-05;-6.667e-05;-6.678e-04;-1.466e-08;6.538e-09;7.799e-05;7.799e-05;-6.000e-05;-6.010e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.149994000;1.039e+00;-4.946e-09;-8.399e-09;-1.602e-08;5.560e-09;1.039e+00;1.039e+00;3.611e-09;4.216e-09;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.150094000;1.039e+00;2.463e-10;-2.619e-08;-2.880e-08;-1.894e-09;1.039e+00;1.039e+00;1.270e-09;-1.458e-09;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.151004000;1.039e+00;4.005e-08;-1.089e-08;6.610e-09;6.927e-09;1.039e+00;1.039e+00;-1.236e-08;2.253e-09;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.151005000;1.039e+00;1.244e-04;4.578e-04;1.197e-04;4.404e-04;1.039e+00;1.039e+00;1.120e-04;4.120e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.151511000;1.158e+00;2.707e-01;1.123e+00;2.337e-01;9.696e-01;1.182e+00;1.158e+00;2.436e-01;1.011e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.151512000;1.159e+00;2.713e-01;1.126e+00;2.341e-01;9.717e-01;1.182e+00;1.159e+00;2.441e-01;1.013e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.151514000;1.159e+00;2.714e-01;1.126e+00;2.342e-01;9.722e-01;1.182e+00;1.159e+00;2.442e-01;1.014e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.154531000;1.159e+00;2.119e-01;1.140e+00;1.828e-01;9.832e-01;1.184e+00;1.159e+00;1.907e-01;1.026e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.155100000;1.160e+00;2.023e-01;1.142e+00;1.745e-01;9.847e-01;1.184e+00;1.160e+00;1.821e-01;1.028e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.155907000;1.160e+00;1.895e-01;1.144e+00;1.634e-01;9.866e-01;1.184e+00;1.160e+00;1.705e-01;1.030e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.156080000;1.160e+00;1.869e-01;1.144e+00;1.611e-01;9.869e-01;1.184e+00;1.160e+00;1.682e-01;1.030e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.158440000;1.160e+00;1.547e-01;1.149e+00;1.334e-01;9.911e-01;1.184e+00;1.160e+00;1.393e-01;1.035e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.158712000;1.160e+00;1.515e-01;1.150e+00;1.306e-01;9.915e-01;1.184e+00;1.160e+00;1.363e-01;1.035e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.158720000;1.160e+00;1.513e-01;1.150e+00;1.305e-01;9.912e-01;1.184e+00;1.160e+00;1.362e-01;1.035e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.158776000;1.160e+00;1.504e-01;1.148e+00;1.297e-01;9.896e-01;1.184e+00;1.160e+00;1.354e-01;1.033e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.158840000;1.159e+00;1.493e-01;1.145e+00;1.288e-01;9.877e-01;1.184e+00;1.159e+00;1.344e-01;1.031e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.161067000;1.147e+00;1.120e-01;1.015e+00;9.770e-02;8.848e-01;1.168e+00;1.147e+00;1.008e-01;9.131e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.161590000;1.143e+00;1.037e-01;9.742e-01;9.074e-02;8.525e-01;1.164e+00;1.143e+00;9.332e-02;8.767e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.165533000;1.112e+00;5.662e-02;6.696e-01;5.091e-02;6.021e-01;1.127e+00;1.112e+00;5.096e-02;6.026e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.165537000;1.112e+00;5.641e-02;6.669e-01;5.074e-02;5.998e-01;1.127e+00;1.112e+00;5.077e-02;6.002e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.165541000;1.112e+00;5.621e-02;6.642e-01;5.057e-02;5.976e-01;1.126e+00;1.112e+00;5.059e-02;5.978e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.166076000;1.079e+00;3.415e-02;3.576e-01;3.164e-02;3.313e-01;1.088e+00;1.079e+00;3.073e-02;3.219e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.166083000;1.079e+00;3.395e-02;3.547e-01;3.146e-02;3.287e-01;1.087e+00;1.079e+00;3.055e-02;3.192e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
