time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu
20.040846000;1.072e+00;8.358e-01;6.668e-02;7.800e-01;6.223e-02;1.074e+00;1.072e+00;7.522e-01;6.001e-02;1.000e+01;8.335e-01;1.097e+00
20.041517000;1.072e+00;8.357e-01;6.667e-02;7.798e-01;6.222e-02;1.074e+00;1.072e+00;7.521e-01;6.001e-02;1.000e+01;8.335e-01;1.097e+00
20.042861000;1.072e+00;8.355e-01;6.668e-02;7.796e-01;6.222e-02;1.074e+00;1.072e+00;7.519e-01;6.001e-02;1.000e+01;8.335e-01;1.097e+00
20.043533000;1.072e+00;8.353e-01;6.670e-02;7.795e-01;6.224e-02;1.074e+00;1.072e+00;7.518e-01;6.003e-02;1.000e+01;8.335e-01;1.097e+00
20.044205000;1.072e+00;8.352e-01;6.673e-02;7.794e-01;6.227e-02;1.074e+00;1.072e+00;7.517e-01;6.006e-02;1.000e+01;8.335e-01;1.097e+00
20.044877000;1.072e+00;8.352e-01;6.676e-02;7.793e-01;6.230e-02;1.074e+00;1.072e+00;7.516e-01;6.009e-02;1.000e+01;8.335e-01;1.097e+00
20.045548000;1.072e+00;8.351e-01;6.681e-02;7.792e-01;6.234e-02;1.074e+00;1.072e+00;7.516e-01;6.013e-02;1.000e+01;8.335e-01;1.097e+00
20.046220000;1.072e+00;8.350e-01;6.686e-02;7.791e-01;6.238e-02;1.074e+00;1.072e+00;7.515e-01;6.017e-02;1.000e+01;8.335e-01;1.097e+00
20.046892000;1.072e+00;8.349e-01;6.691e-02;7.790e-01;6.243e-02;1.074e+00;1.072e+00;7.514e-01;6.022e-02;1.000e+01;8.335e-01;1.097e+00
20.047564000;1.072e+00;8.349e-01;6.697e-02;7.789e-01;6.249e-02;1.074e+00;1.072e+00;7.514e-01;6.028e-02;1.000e+01;8.335e-01;1.097e+00
20.048236000;1.072e+00;8.348e-01;6.704e-02;7.789e-01;6.255e-02;1.074e+00;1.072e+00;7.513e-01;6.034e-02;1.000e+01;8.335e-01;1.097e+00
20.049236000;1.072e+00;8.347e-01;6.715e-02;7.788e-01;6.264e-02;1.074e+00;1.072e+00;7.513e-01;6.043e-02;1.000e+01;8.335e-01;1.097e+00
20.050236000;1.072e+00;8.347e-01;6.726e-02;7.787e-01;6.275e-02;1.074e+00;1.072e+00;7.512e-01;6.054e-02;1.000e+01;8.335e-01;1.097e+00
20.051236000;1.072e+00;8.346e-01;6.739e-02;7.786e-01;6.286e-02;1.074e+00;1.072e+00;7.511e-01;6.065e-02;1.000e+01;8.335e-01;1.097e+00
20.052236000;1.072e+00;8.346e-01;6.752e-02;7.785e-01;6.298e-02;1.074e+00;1.072e+00;7.511e-01;6.076e-02;1.000e+01;8.335e-01;1.097e+00
20.053236000;1.072e+00;8.345e-01;6.765e-02;7.784e-01;6.310e-02;1.074e+00;1.072e+00;7.511e-01;6.089e-02;1.000e+01;8.335e-01;1.097e+00
20.054236000;1.072e+00;8.345e-01;6.779e-02;7.783e-01;6.323e-02;1.074e+00;1.072e+00;7.510e-01;6.101e-02;1.000e+01;8.335e-01;1.097e+00
20.055236000;1.072e+00;8.344e-01;6.793e-02;7.782e-01;6.335e-02;1.074e+00;1.072e+00;7.510e-01;6.114e-02;1.000e+01;8.335e-01;1.097e+00
20.056236000;1.072e+00;8.344e-01;6.807e-02;7.782e-01;6.348e-02;1.074e+00;1.072e+00;7.510e-01;6.127e-02;1.000e+01;8.335e-01;1.097e+00
20.057236000;1.072e+00;8.344e-01;6.822e-02;7.781e-01;6.362e-02;1.074e+00;1.072e+00;7.510e-01;6.140e-02;1.000e+01;8.335e-01;1.097e+00
20.058236000;1.072e+00;8.344e-01;6.837e-02;7.780e-01;6.375e-02;1.074e+00;1.072e+00;7.509e-01;6.153e-02;1.000e+01;8.335e-01;1.097e+00
20.059236000;1.072e+00;8.344e-01;6.851e-02;7.780e-01;6.388e-02;1.074e+00;1.072e+00;7.509e-01;6.166e-02;1.000e+01;8.335e-01;1.097e+00
20.060236000;1.073e+00;8.343e-01;6.866e-02;7.779e-01;6.402e-02;1.074e+00;1.073e+00;7.509e-01;6.180e-02;1.000e+01;8.335e-01;1.097e+00
20.061236000;1.073e+00;8.343e-01;6.881e-02;7.779e-01;6.415e-02;1.075e+00;1.073e+00;7.509e-01;6.193e-02;1.000e+01;8.335e-01;1.097e+00
20.062236000;1.073e+00;8.343e-01;6.895e-02;7.778e-01;6.429e-02;1.075e+00;1.073e+00;7.509e-01;6.206e-02;1.000e+01;8.335e-01;1.097e+00
20.063236000;1.073e+00;8.343e-01;6.910e-02;7.778e-01;6.442e-02;1.075e+00;1.073e+00;7.509e-01;6.219e-02;1.000e+01;8.335e-01;1.097e+00
20.064236000;1.073e+00;8.343e-01;6.925e-02;7.777e-01;6.455e-02;1.075e+00;1.073e+00;7.509e-01;6.232e-02;1.000e+01;8.335e-01;1.097e+00
20.065236000;1.073e+00;8.343e-01;6.939e-02;7.777e-01;6.468e-02;1.075e+00;1.073e+00;7.509e-01;6.245e-02;1.000e+01;8.335e-01;1.097e+00
20.066236000;1.073e+00;8.343e-01;6.953e-02;7.776e-01;6.481e-02;1.075e+00;1.073e+00;7.508e-01;6.258e-02;1.000e+01;8.335e-01;1.097e+00
20.067236000;1.073e+00;8.343e-01;6.968e-02;7.776e-01;6.494e-02;1.075e+00;1.073e+00;7.508e-01;6.271e-02;1.000e+01;8.335e-01;1.097e+00
20.068236000;1.073e+00;8.343e-01;6.982e-02;7.775e-01;6.507e-02;1.075e+00;1.073e+00;7.508e-01;6.283e-02;1.000e+01;8.335e-01;1.097e+00
20.069236000;1.073e+00;8.343e-01;6.996e-02;7.775e-01;6.519e-02;1.075e+00;1.073e+00;7.508e-01;6.296e-02;1.000e+01;8.335e-01;1.097e+00
20.070236000;1.073e+00;8.342e-01;7.009e-02;7.774e-01;6.532e-02;1.075e+00;1.073e+00;7.508e-01;6.308e-02;1.000e+01;8.335e-01;1.097e+00
20.071236000;1.073e+00;8.342e-01;7.023e-02;7.774e-01;6.544e-02;1.075e+00;1.073e+00;7.508e-01;6.321e-02;1.000e+01;8.335e-01;1.097e+00
20.072236000;1.073e+00;8.342e-01;7.037e-02;7.773e-01;6.557e-02;1.075e+00;1.073e+00;7.508e-01;6.333e-02;1.000e+01;8.335e-01;1.097e+00
20.073236000;1.073e+00;8.342e-01;7.050e-02;7.773e-01;6.569e-02;1.075e+00;1.073e+00;7.508e-01;6.345e-02;1.000e+01;8.335e-01;1.097e+00
20.074236000;1.073e+00;8.342e-01;7.064e-02;7.772e-01;6.581e-02;1.075e+00;1.073e+00;7.508e-01;6.357e-02;1.000e+01;8.335e-01;1.097e+00
20.076236000;1.073e+00;8.342e-01;7.090e-02;7.772e-01;6.605e-02;1.075e+00;1.073e+00;7.508e-01;6.381e-02;1.000e+01;8.335e-01;1.097e+00
20.077236000;1.073e+00;8.342e-01;7.103e-02;7.771e-01;6.617e-02;1.075e+00;1.073e+00;7.508e-01;6.393e-02;1.000e+01;8.335e-01;1.097e+00
20.078236000;1.074e+00;8.342e-01;7.116e-02;7.771e-01;6.629e-02;1.076e+00;1.074e+00;7.508e-01;6.405e-02;1.000e+01;8.335e-01;1.097e+00
20.080236000;1.074e+00;8.342e-01;7.142e-02;7.770e-01;6.652e-02;1.076e+00;1.074e+00;7.508e-01;6.428e-02;1.000e+01;8.335e-01;1.097e+00
20.081236000;1.074e+00;8.342e-01;7.155e-02;7.769e-01;6.664e-02;1.076e+00;1.074e+00;7.508e-01;6.439e-02;1.000e+01;8.335e-01;1.097e+00
20.083236000;1.074e+00;8.342e-01;7.180e-02;7.769e-01;6.687e-02;1.076e+00;1.074e+00;7.508e-01;6.462e-02;1.000e+01;8.335e-01;1.097e+00
20.084236000;1.074e+00;8.342e-01;7.193e-02;7.768e-01;6.698e-02;1.076e+00;1.074e+00;7.508e-01;6.473e-02;1.000e+01;8.335e-01;1.097e+00
20.085236000;1.074e+00;8.342e-01;7.205e-02;7.768e-01;6.710e-02;1.076e+00;1.074e+00;7.507e-01;6.485e-02;1.000e+01;8.335e-01;1.097e+00
20.086236000;1.074e+00;8.342e-01;7.218e-02;7.767e-01;6.721e-02;1.076e+00;1.074e+00;7.507e-01;6.496e-02;1.000e+01;8.335e-01;1.097e+00
20.088236000;1.074e+00;8.342e-01;7.243e-02;7.767e-01;6.744e-02;1.076e+00;1.074e+00;7.507e-01;6.519e-02;1.000e+01;8.335e-01;1.097e+00
20.089236000;1.074e+00;8.341e-01;7.255e-02;7.766e-01;6.755e-02;1.076e+00;1.074e+00;7.507e-01;6.530e-02;1.000e+01;8.335e-01;1.097e+00
20.090236000;1.074e+00;8.341e-01;7.268e-02;7.766e-01;6.766e-02;1.076e+00;1.074e+00;7.507e-01;6.541e-02;1.000e+01;8.335e-01;1.097e+00
20.091236000;1.074e+00;8.341e-01;7.280e-02;7.765e-01;6.777e-02;1.076e+00;1.074e+00;7.507e-01;6.552e-02;1.000e+01;8.335e-01;1.097e+00
20.093236000;1.074e+00;8.341e-01;7.304e-02;7.765e-01;6.799e-02;1.076e+00;1.074e+00;7.507e-01;6.574e-02;1.000e+01;8.335e-01;1.097e+00
20.096236000;1.074e+00;8.341e-01;7.341e-02;7.763e-01;6.833e-02;1.076e+00;1.074e+00;7.507e-01;6.607e-02;1.000e+01;8.335e-01;1.097e+00
20.097236000;1.074e+00;8.341e-01;7.353e-02;7.763e-01;6.844e-02;1.077e+00;1.074e+00;7.507e-01;6.618e-02;1.000e+01;8.335e-01;1.097e+00
20.098236000;1.075e+00;8.341e-01;7.366e-02;7.763e-01;6.855e-02;1.077e+00;1.075e+00;7.507e-01;6.629e-02;1.000e+01;8.335e-01;1.097e+00
20.099236000;1.075e+00;8.341e-01;7.378e-02;7.762e-01;6.866e-02;1.077e+00;1.075e+00;7.507e-01;6.640e-02;1.000e+01;8.335e-01;1.097e+00
20.101236000;1.075e+00;8.341e-01;7.402e-02;7.762e-01;6.888e-02;1.077e+00;1.075e+00;7.507e-01;6.662e-02;1.000e+01;8.335e-01;1.097e+00
20.104236000;1.075e+00;8.341e-01;7.438e-02;7.760e-01;6.920e-02;1.077e+00;1.075e+00;7.507e-01;6.694e-02;1.000e+01;8.335e-01;1.097e+00
20.106236000;1.075e+00;8.341e-01;7.462e-02;7.760e-01;6.942e-02;1.077e+00;1.075e+00;7.507e-01;6.716e-02;1.000e+01;8.335e-01;1.097e+00
20.107236000;1.075e+00;8.341e-01;7.474e-02;7.759e-01;6.953e-02;1.077e+00;1.075e+00;7.507e-01;6.726e-02;1.000e+01;8.335e-01;1.097e+00
20.109236000;1.075e+00;8.341e-01;7.498e-02;7.759e-01;6.974e-02;1.077e+00;1.075e+00;7.507e-01;6.748e-02;1.000e+01;8.335e-01;1.097e+00
20.110236000;1.075e+00;8.341e-01;7.509e-02;7.758e-01;6.985e-02;1.077e+00;1.075e+00;7.507e-01;6.758e-02;1.000e+01;8.335e-01;1.097e+00
20.112236000;1.075e+00;8.341e-01;7.533e-02;7.758e-01;7.006e-02;1.077e+00;1.075e+00;7.507e-01;6.780e-02;1.000e+01;8.335e-01;1.097e+00
20.113236000;1.075e+00;8.341e-01;7.545e-02;7.757e-01;7.017e-02;1.077e+00;1.075e+00;7.507e-01;6.790e-02;1.000e+01;8.335e-01;1.097e+00
20.115236000;1.075e+00;8.341e-01;7.568e-02;7.757e-01;7.038e-02;1.077e+00;1.075e+00;7.507e-01;6.811e-02;1.000e+01;8.335e-01;1.097e+00
20.116236000;1.075e+00;8.341e-01;7.580e-02;7.756e-01;7.049e-02;1.077e+00;1.075e+00;7.507e-01;6.822e-02;1.000e+01;8.335e-01;1.097e+00
20.117236000;1.075e+00;8.341e-01;7.592e-02;7.756e-01;7.059e-02;1.078e+00;1.075e+00;7.507e-01;6.832e-02;1.000e+01;8.335e-01;1.097e+00
20.118236000;1.075e+00;8.341e-01;7.603e-02;7.756e-01;7.070e-02;1.078e+00;1.075e+00;7.507e-01;6.843e-02;1.000e+01;8.335e-01;1.097e+00
20.119236000;1.076e+00;8.341e-01;7.615e-02;7.755e-01;7.080e-02;1.078e+00;1.076e+00;7.507e-01;6.853e-02;1.000e+01;8.335e-01;1.097e+00
20.121236000;1.076e+00;8.341e-01;7.638e-02;7.754e-01;7.101e-02;1.078e+00;1.076e+00;7.507e-01;6.874e-02;1.000e+01;8.335e-01;1.097e+00
20.123236000;1.076e+00;8.341e-01;7.661e-02;7.754e-01;7.122e-02;1.078e+00;1.076e+00;7.507e-01;6.895e-02;1.000e+01;8.335e-01;1.097e+00
20.124236000;1.076e+00;8.341e-01;7.672e-02;7.753e-01;7.132e-02;1.078e+00;1.076e+00;7.507e-01;6.905e-02;1.000e+01;8.335e-01;1.097e+00
20.126236000;1.076e+00;8.341e-01;7.695e-02;7.753e-01;7.153e-02;1.078e+00;1.076e+00;7.507e-01;6.926e-02;1.000e+01;8.335e-01;1.097e+00
20.127236000;1.076e+00;8.341e-01;7.707e-02;7.752e-01;7.163e-02;1.078e+00;1.076e+00;7.507e-01;6.936e-02;1.000e+01;8.335e-01;1.097e+00
20.129236000;1.076e+00;8.341e-01;7.729e-02;7.752e-01;7.184e-02;1.078e+00;1.076e+00;7.507e-01;6.957e-02;1.000e+01;8.335e-01;1.097e+00
20.130236000;1.076e+00;8.341e-01;7.741e-02;7.751e-01;7.194e-02;1.078e+00;1.076e+00;7.507e-01;6.967e-02;1.000e+01;8.335e-01;1.097e+00
20.132236000;1.076e+00;8.341e-01;7.763e-02;7.751e-01;7.214e-02;1.078e+00;1.076e+00;7.507e-01;6.987e-02;1.000e+01;8.335e-01;1.097e+00
20.133236000;1.076e+00;8.341e-01;7.774e-02;7.750e-01;7.224e-02;1.078e+00;1.076e+00;7.507e-01;6.997e-02;1.000e+01;8.335e-01;1.097e+00
20.134236000;1.076e+00;8.341e-01;7.786e-02;7.750e-01;7.235e-02;1.078e+00;1.076e+00;7.507e-01;7.007e-02;1.000e+01;8.335e-01;1.097e+00
20.135236000;1.076e+00;8.341e-01;7.797e-02;7.750e-01;7.245e-02;1.078e+00;1.076e+00;7.507e-01;7.017e-02;1.000e+01;8.335e-01;1.097e+00
20.136236000;1.076e+00;8.341e-01;7.808e-02;7.749e-01;7.255e-02;1.078e+00;1.076e+00;7.506e-01;7.027e-02;1.000e+01;8.335e-01;1.097e+00
20.137236000;1.076e+00;8.341e-01;7.819e-02;7.749e-01;7.265e-02;1.078e+00;1.076e+00;7.506e-01;7.037e-02;1.000e+01;8.335e-01;1.097e+00
20.138236000;1.076e+00;8.341e-01;7.830e-02;7.749e-01;7.275e-02;1.079e+00;1.076e+00;7.506e-01;7.047e-02;1.000e+01;8.335e-01;1.097e+00
20.139236000;1.076e+00;8.341e-01;7.841e-02;7.749e-01;7.285e-02;1.079e+00;1.076e+00;7.506e-01;7.057e-02;1.000e+01;8.335e-01;1.097e+00
20.140236000;1.076e+00;8.341e-01;7.852e-02;7.748e-01;7.295e-02;1.079e+00;1.076e+00;7.506e-01;7.067e-02;1.000e+01;8.335e-01;1.097e+00
20.141236000;1.076e+00;8.341e-01;7.863e-02;7.748e-01;7.305e-02;1.079e+00;1.076e+00;7.506e-01;7.077e-02;1.000e+01;8.335e-01;1.097e+00
20.142236000;1.077e+00;8.340e-01;7.874e-02;7.748e-01;7.315e-02;1.079e+00;1.077e+00;7.506e-01;7.087e-02;1.000e+01;8.335e-01;1.097e+00
20.143236000;1.077e+00;8.340e-01;7.885e-02;7.747e-01;7.324e-02;1.079e+00;1.077e+00;7.506e-01;7.097e-02;1.000e+01;8.335e-01;1.097e+00
20.144236000;1.077e+00;8.340e-01;7.896e-02;7.747e-01;7.334e-02;1.079e+00;1.077e+00;7.506e-01;7.107e-02;1.000e+01;8.335e-01;1.097e+00
20.145236000;1.077e+00;8.340e-01;7.907e-02;7.747e-01;7.344e-02;1.079e+00;1.077e+00;7.506e-01;7.116e-02;1.000e+01;8.335e-01;1.097e+00
20.146236000;1.077e+00;8.340e-01;7.918e-02;7.746e-01;7.354e-02;1.079e+00;1.077e+00;7.506e-01;7.126e-02;1.000e+01;8.335e-01;1.097e+00
20.148236000;1.077e+00;8.340e-01;7.940e-02;7.746e-01;7.373e-02;1.079e+00;1.077e+00;7.506e-01;7.146e-02;1.000e+01;8.335e-01;1.097e+00
20.149236000;1.077e+00;8.340e-01;7.951e-02;7.745e-01;7.383e-02;1.079e+00;1.077e+00;7.506e-01;7.155e-02;1.000e+01;8.335e-01;1.097e+00
20.151404000;1.077e+00;8.340e-01;7.974e-02;7.745e-01;7.404e-02;1.079e+00;1.077e+00;7.506e-01;7.176e-02;1.000e+01;8.335e-01;1.097e+00
20.151916000;1.077e+00;8.340e-01;7.979e-02;7.744e-01;7.409e-02;1.079e+00;1.077e+00;7.506e-01;7.181e-02;1.000e+01;8.335e-01;1.097e+00
20.154916000;1.077e+00;8.340e-01;8.011e-02;7.744e-01;7.438e-02;1.079e+00;1.077e+00;7.506e-01;7.210e-02;1.000e+01;8.335e-01;1.097e+00
20.155916000;1.077e+00;8.340e-01;8.022e-02;7.743e-01;7.448e-02;1.079e+00;1.077e+00;7.506e-01;7.220e-02;1.000e+01;8.335e-01;1.097e+00
20.157916000;1.077e+00;8.340e-01;8.043e-02;7.743e-01;7.467e-02;1.079e+00;1.077e+00;7.506e-01;7.239e-02;1.000e+01;8.335e-01;1.097e+00
20.158916000;1.077e+00;8.340e-01;8.054e-02;7.742e-01;7.476e-02;1.079e+00;1.077e+00;7.506e-01;7.248e-02;1.000e+01;8.335e-01;1.097e+00
20.159916000;1.077e+00;8.340e-01;8.064e-02;7.742e-01;7.486e-02;1.079e+00;1.077e+00;7.506e-01;7.258e-02;1.000e+01;8.335e-01;1.097e+00
20.160916000;1.077e+00;8.340e-01;8.075e-02;7.742e-01;7.495e-02;1.080e+00;1.077e+00;7.506e-01;7.267e-02;1.000e+01;8.335e-01;1.097e+00
20.161916000;1.077e+00;8.340e-01;8.085e-02;7.741e-01;7.505e-02;1.080e+00;1.077e+00;7.506e-01;7.277e-02;1.000e+01;8.335e-01;1.097e+00
20.163916000;1.077e+00;8.340e-01;8.106e-02;7.741e-01;7.523e-02;1.080e+00;1.077e+00;7.506e-01;7.296e-02;1.000e+01;8.335e-01;1.097e+00
20.164916000;1.077e+00;8.340e-01;8.117e-02;7.740e-01;7.533e-02;1.080e+00;1.077e+00;7.506e-01;7.305e-02;1.000e+01;8.335e-01;1.097e+00
20.165916000;1.078e+00;8.340e-01;8.127e-02;7.740e-01;7.542e-02;1.080e+00;1.078e+00;7.506e-01;7.314e-02;1.000e+01;8.335e-01;1.097e+00
20.167916000;1.078e+00;8.340e-01;8.148e-02;7.740e-01;7.561e-02;1.080e+00;1.078e+00;7.506e-01;7.333e-02;1.000e+01;8.335e-01;1.097e+00
20.168916000;1.078e+00;8.340e-01;8.158e-02;7.739e-01;7.570e-02;1.080e+00;1.078e+00;7.506e-01;7.342e-02;1.000e+01;8.335e-01;1.097e+00
20.170916000;1.078e+00;8.340e-01;8.178e-02;7.739e-01;7.589e-02;1.080e+00;1.078e+00;7.506e-01;7.361e-02;1.000e+01;8.335e-01;1.097e+00
20.171916000;1.078e+00;8.340e-01;8.189e-02;7.738e-01;7.598e-02;1.080e+00;1.078e+00;7.506e-01;7.370e-02;1.000e+01;8.335e-01;1.097e+00
20.173916000;1.078e+00;8.340e-01;8.209e-02;7.738e-01;7.616e-02;1.080e+00;1.078e+00;7.506e-01;7.388e-02;1.000e+01;8.335e-01;1.097e+00
20.174916000;1.078e+00;8.340e-01;8.219e-02;7.737e-01;7.625e-02;1.080e+00;1.078e+00;7.506e-01;7.397e-02;1.000e+01;8.335e-01;1.097e+00
20.177916000;1.078e+00;8.340e-01;8.249e-02;7.737e-01;7.652e-02;1.080e+00;1.078e+00;7.506e-01;7.425e-02;1.000e+01;8.335e-01;1.097e+00
20.178916000;1.078e+00;8.340e-01;8.260e-02;7.736e-01;7.662e-02;1.080e+00;1.078e+00;7.506e-01;7.434e-02;1.000e+01;8.335e-01;1.097e+00
20.180916000;1.078e+00;8.340e-01;8.280e-02;7.736e-01;7.680e-02;1.080e+00;1.078e+00;7.506e-01;7.452e-02;1.000e+01;8.335e-01;1.097e+00
20.181916000;1.078e+00;8.340e-01;8.290e-02;7.735e-01;7.689e-02;1.080e+00;1.078e+00;7.506e-01;7.461e-02;1.000e+01;8.335e-01;1.097e+00
20.182916000;1.078e+00;8.340e-01;8.300e-02;7.735e-01;7.698e-02;1.080e+00;1.078e+00;7.506e-01;7.470e-02;1.000e+01;8.335e-01;1.097e+00
20.183916000;1.078e+00;8.340e-01;8.309e-02;7.735e-01;7.706e-02;1.081e+00;1.078e+00;7.506e-01;7.479e-02;1.000e+01;8.335e-01;1.097e+00
20.184916000;1.078e+00;8.340e-01;8.319e-02;7.735e-01;7.715e-02;1.081e+00;1.078e+00;7.506e-01;7.487e-02;1.000e+01;8.335e-01;1.097e+00
20.185916000;1.078e+00;8.340e-01;8.329e-02;7.734e-01;7.724e-02;1.081e+00;1.078e+00;7.506e-01;7.496e-02;1.000e+01;8.335e-01;1.097e+00
20.187916000;1.078e+00;8.340e-01;8.349e-02;7.734e-01;7.742e-02;1.081e+00;1.078e+00;7.506e-01;7.514e-02;1.000e+01;8.335e-01;1.097e+00
20.188916000;1.078e+00;8.340e-01;8.359e-02;7.733e-01;7.751e-02;1.081e+00;1.078e+00;7.506e-01;7.523e-02;1.000e+01;8.335e-01;1.097e+00
20.189916000;1.078e+00;8.340e-01;8.369e-02;7.733e-01;7.760e-02;1.081e+00;1.078e+00;7.506e-01;7.532e-02;1.000e+01;8.335e-01;1.097e+00
20.190916000;1.079e+00;8.340e-01;8.378e-02;7.733e-01;7.768e-02;1.081e+00;1.079e+00;7.506e-01;7.540e-02;1.000e+01;8.335e-01;1.097e+00
20.191916000;1.079e+00;8.340e-01;8.388e-02;7.733e-01;7.777e-02;1.081e+00;1.079e+00;7.506e-01;7.549e-02;1.000e+01;8.335e-01;1.097e+00
20.192916000;1.079e+00;8.340e-01;8.398e-02;7.732e-01;7.786e-02;1.081e+00;1.079e+00;7.506e-01;7.558e-02;1.000e+01;8.335e-01;1.097e+00
20.194916000;1.079e+00;8.340e-01;8.417e-02;7.732e-01;7.803e-02;1.081e+00;1.079e+00;7.506e-01;7.575e-02;1.000e+01;8.335e-01;1.097e+00
20.195916000;1.079e+00;8.340e-01;8.427e-02;7.731e-01;7.812e-02;1.081e+00;1.079e+00;7.506e-01;7.584e-02;1.000e+01;8.335e-01;1.097e+00
20.198916000;1.079e+00;8.340e-01;8.456e-02;7.731e-01;7.838e-02;1.081e+00;1.079e+00;7.506e-01;7.610e-02;1.000e+01;8.335e-01;1.097e+00
20.199916000;1.079e+00;8.340e-01;8.465e-02;7.730e-01;7.846e-02;1.081e+00;1.079e+00;7.506e-01;7.619e-02;1.000e+01;8.335e-01;1.097e+00
20.201916000;1.079e+00;8.340e-01;8.484e-02;7.730e-01;7.863e-02;1.081e+00;1.079e+00;7.506e-01;7.636e-02;1.000e+01;8.335e-01;1.097e+00
20.202916000;1.079e+00;8.340e-01;8.494e-02;7.729e-01;7.872e-02;1.081e+00;1.079e+00;7.506e-01;7.644e-02;1.000e+01;8.335e-01;1.097e+00
20.205916000;1.079e+00;8.340e-01;8.522e-02;7.729e-01;7.897e-02;1.081e+00;1.079e+00;7.506e-01;7.670e-02;1.000e+01;8.335e-01;1.097e+00
20.206916000;1.079e+00;8.340e-01;8.531e-02;7.728e-01;7.906e-02;1.081e+00;1.079e+00;7.506e-01;7.678e-02;1.000e+01;8.335e-01;1.097e+00
20.207916000;1.079e+00;8.340e-01;8.541e-02;7.728e-01;7.914e-02;1.081e+00;1.079e+00;7.506e-01;7.687e-02;1.000e+01;8.335e-01;1.097e+00
20.208916000;1.079e+00;8.340e-01;8.550e-02;7.728e-01;7.923e-02;1.082e+00;1.079e+00;7.506e-01;7.695e-02;1.000e+01;8.335e-01;1.097e+00
20.209916000;1.079e+00;8.340e-01;8.559e-02;7.728e-01;7.931e-02;1.082e+00;1.079e+00;7.506e-01;7.704e-02;1.000e+01;8.335e-01;1.097e+00
20.210916000;1.079e+00;8.340e-01;8.569e-02;7.727e-01;7.939e-02;1.082e+00;1.079e+00;7.506e-01;7.712e-02;1.000e+01;8.335e-01;1.097e+00
20.212916000;1.079e+00;8.340e-01;8.587e-02;7.727e-01;7.956e-02;1.082e+00;1.079e+00;7.506e-01;7.729e-02;1.000e+01;8.335e-01;1.097e+00
20.213916000;1.079e+00;8.340e-01;8.597e-02;7.726e-01;7.964e-02;1.082e+00;1.079e+00;7.506e-01;7.737e-02;1.000e+01;8.335e-01;1.097e+00
20.216916000;1.079e+00;8.340e-01;8.624e-02;7.726e-01;7.989e-02;1.082e+00;1.079e+00;7.506e-01;7.762e-02;1.000e+01;8.335e-01;1.097e+00
20.217916000;1.080e+00;8.340e-01;8.633e-02;7.725e-01;7.997e-02;1.082e+00;1.080e+00;7.506e-01;7.770e-02;1.000e+01;8.335e-01;1.097e+00
20.220916000;1.080e+00;8.340e-01;8.661e-02;7.725e-01;8.022e-02;1.082e+00;1.080e+00;7.506e-01;7.795e-02;1.000e+01;8.335e-01;1.097e+00
20.221916000;1.080e+00;8.340e-01;8.670e-02;7.724e-01;8.030e-02;1.082e+00;1.080e+00;7.506e-01;7.803e-02;1.000e+01;8.335e-01;1.097e+00
20.224916000;1.080e+00;8.340e-01;8.697e-02;7.724e-01;8.054e-02;1.082e+00;1.080e+00;7.506e-01;7.827e-02;1.000e+01;8.335e-01;1.097e+00
20.225916000;1.080e+00;8.340e-01;8.706e-02;7.723e-01;8.062e-02;1.082e+00;1.080e+00;7.506e-01;7.835e-02;1.000e+01;8.335e-01;1.097e+00
20.226916000;1.080e+00;8.340e-01;8.715e-02;7.723e-01;8.070e-02;1.082e+00;1.080e+00;7.506e-01;7.843e-02;1.000e+01;8.335e-01;1.097e+00
20.227916000;1.080e+00;8.340e-01;8.723e-02;7.723e-01;8.078e-02;1.082e+00;1.080e+00;7.506e-01;7.851e-02;1.000e+01;8.335e-01;1.097e+00
20.228916000;1.080e+00;8.340e-01;8.732e-02;7.722e-01;8.086e-02;1.082e+00;1.080e+00;7.506e-01;7.859e-02;1.000e+01;8.335e-01;1.097e+00
20.231916000;1.080e+00;8.340e-01;8.759e-02;7.722e-01;8.110e-02;1.082e+00;1.080e+00;7.506e-01;7.883e-02;1.000e+01;8.335e-01;1.097e+00
20.232916000;1.080e+00;8.340e-01;8.768e-02;7.721e-01;8.118e-02;1.082e+00;1.080e+00;7.506e-01;7.891e-02;1.000e+01;8.335e-01;1.097e+00
20.234916000;1.080e+00;8.340e-01;8.785e-02;7.721e-01;8.134e-02;1.082e+00;1.080e+00;7.506e-01;7.907e-02;1.000e+01;8.335e-01;1.097e+00
20.235916000;1.080e+00;8.340e-01;8.794e-02;7.721e-01;8.141e-02;1.083e+00;1.080e+00;7.506e-01;7.915e-02;1.000e+01;8.335e-01;1.097e+00
20.236916000;1.080e+00;8.339e-01;8.803e-02;7.720e-01;8.149e-02;1.083e+00;1.080e+00;7.506e-01;7.923e-02;1.000e+01;8.335e-01;1.097e+00
