time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
20.000424000;1.044e+00;8.330e-01;8.193e-02;7.978e-01;7.848e-02;1.078e+00;1.044e+00;7.497e-01;7.374e-02;1.000e+01;8.068e-01;9.903e-02;5.000e+01;5.000e+01
20.000456000;1.044e+00;8.329e-01;8.173e-02;7.978e-01;7.829e-02;1.077e+00;1.044e+00;7.496e-01;7.356e-02;1.000e+01;8.068e-01;9.885e-02;5.000e+01;5.000e+01
20.000488000;1.044e+00;8.329e-01;8.152e-02;7.978e-01;7.809e-02;1.077e+00;1.044e+00;7.496e-01;7.337e-02;1.000e+01;8.068e-01;9.865e-02;5.000e+01;5.000e+01
20.000520000;1.044e+00;8.328e-01;8.130e-02;7.978e-01;7.789e-02;1.077e+00;1.044e+00;7.495e-01;7.317e-02;1.000e+01;8.068e-01;9.845e-02;5.000e+01;5.000e+01
20.000552000;1.044e+00;8.327e-01;8.107e-02;7.978e-01;7.767e-02;1.077e+00;1.044e+00;7.495e-01;7.296e-02;1.000e+01;8.068e-01;9.823e-02;5.000e+01;5.000e+01
20.000584000;1.044e+00;8.327e-01;8.083e-02;7.978e-01;7.745e-02;1.077e+00;1.044e+00;7.494e-01;7.275e-02;1.000e+01;8.068e-01;9.801e-02;5.000e+01;5.000e+01
20.000616000;1.044e+00;8.326e-01;8.058e-02;7.978e-01;7.721e-02;1.077e+00;1.044e+00;7.494e-01;7.252e-02;1.000e+01;8.068e-01;9.777e-02;5.000e+01;5.000e+01
20.000648000;1.044e+00;8.325e-01;8.032e-02;7.978e-01;7.697e-02;1.077e+00;1.044e+00;7.493e-01;7.229e-02;1.000e+01;8.068e-01;9.753e-02;5.000e+01;5.000e+01
20.000680000;1.043e+00;8.325e-01;8.005e-02;7.978e-01;7.672e-02;1.076e+00;1.043e+00;7.492e-01;7.204e-02;1.000e+01;8.068e-01;9.728e-02;5.000e+01;5.000e+01
20.000744000;1.043e+00;8.323e-01;7.949e-02;7.978e-01;7.619e-02;1.076e+00;1.043e+00;7.491e-01;7.154e-02;1.000e+01;8.068e-01;9.676e-02;5.000e+01;5.000e+01
20.000776000;1.043e+00;8.323e-01;7.920e-02;7.978e-01;7.592e-02;1.076e+00;1.043e+00;7.490e-01;7.128e-02;1.000e+01;8.068e-01;9.649e-02;5.000e+01;5.000e+01
20.000808000;1.043e+00;8.322e-01;7.890e-02;7.978e-01;7.564e-02;1.076e+00;1.043e+00;7.490e-01;7.101e-02;1.000e+01;8.068e-01;9.621e-02;5.000e+01;5.000e+01
20.000840000;1.043e+00;8.321e-01;7.859e-02;7.978e-01;7.535e-02;1.075e+00;1.043e+00;7.489e-01;7.073e-02;1.000e+01;8.068e-01;9.592e-02;5.000e+01;5.000e+01
20.000904000;1.043e+00;8.319e-01;7.796e-02;7.978e-01;7.476e-02;1.075e+00;1.043e+00;7.487e-01;7.016e-02;1.000e+01;8.068e-01;9.533e-02;5.000e+01;5.000e+01
20.000936000;1.043e+00;8.318e-01;7.763e-02;7.978e-01;7.445e-02;1.075e+00;1.043e+00;7.487e-01;6.987e-02;1.000e+01;8.068e-01;9.502e-02;5.000e+01;5.000e+01
20.000968000;1.043e+00;8.318e-01;7.730e-02;7.978e-01;7.414e-02;1.075e+00;1.043e+00;7.486e-01;6.957e-02;1.000e+01;8.068e-01;9.471e-02;5.000e+01;5.000e+01
20.001000000;1.043e+00;8.317e-01;7.696e-02;7.978e-01;7.382e-02;1.074e+00;1.043e+00;7.485e-01;6.926e-02;1.000e+01;8.068e-01;9.440e-02;5.000e+01;5.000e+01
20.001032000;1.042e+00;8.316e-01;7.661e-02;7.978e-01;7.350e-02;1.074e+00;1.042e+00;7.484e-01;6.895e-02;1.000e+01;8.068e-01;9.408e-02;5.000e+01;5.000e+01
20.001064000;1.042e+00;8.315e-01;7.626e-02;7.978e-01;7.317e-02;1.074e+00;1.042e+00;7.483e-01;6.864e-02;1.000e+01;8.068e-01;9.375e-02;5.000e+01;5.000e+01
20.001096000;1.042e+00;8.314e-01;7.591e-02;7.977e-01;7.284e-02;1.074e+00;1.042e+00;7.483e-01;6.832e-02;1.000e+01;8.068e-01;9.342e-02;5.000e+01;5.000e+01
20.001128000;1.042e+00;8.313e-01;7.555e-02;7.977e-01;7.250e-02;1.074e+00;1.042e+00;7.482e-01;6.799e-02;1.000e+01;8.068e-01;9.308e-02;5.000e+01;5.000e+01
20.001288000;1.042e+00;8.308e-01;7.369e-02;7.977e-01;7.075e-02;1.072e+00;1.042e+00;7.477e-01;6.632e-02;1.000e+01;8.068e-01;9.134e-02;5.000e+01;5.000e+01
20.001320000;1.041e+00;8.307e-01;7.330e-02;7.977e-01;7.039e-02;1.072e+00;1.041e+00;7.476e-01;6.597e-02;1.000e+01;8.068e-01;9.098e-02;5.000e+01;5.000e+01
20.001352000;1.041e+00;8.306e-01;7.292e-02;7.977e-01;7.003e-02;1.072e+00;1.041e+00;7.476e-01;6.562e-02;1.000e+01;8.068e-01;9.062e-02;5.000e+01;5.000e+01
20.001544000;1.041e+00;8.300e-01;7.052e-02;7.977e-01;6.778e-02;1.070e+00;1.041e+00;7.470e-01;6.347e-02;1.000e+01;8.068e-01;8.838e-02;5.000e+01;5.000e+01
20.001602000;1.040e+00;8.298e-01;6.979e-02;7.976e-01;6.708e-02;1.070e+00;1.040e+00;7.468e-01;6.281e-02;1.000e+01;8.068e-01;8.769e-02;5.000e+01;5.000e+01
20.001660000;1.040e+00;8.296e-01;6.905e-02;7.976e-01;6.639e-02;1.069e+00;1.040e+00;7.466e-01;6.214e-02;1.000e+01;8.068e-01;8.700e-02;5.000e+01;5.000e+01
20.001717000;1.040e+00;8.294e-01;6.830e-02;7.976e-01;6.568e-02;1.069e+00;1.040e+00;7.465e-01;6.147e-02;1.000e+01;8.068e-01;8.629e-02;5.000e+01;5.000e+01
20.001775000;1.040e+00;8.292e-01;6.754e-02;7.976e-01;6.497e-02;1.068e+00;1.040e+00;7.463e-01;6.079e-02;1.000e+01;8.068e-01;8.558e-02;5.000e+01;5.000e+01
20.001832000;1.039e+00;8.290e-01;6.679e-02;7.976e-01;6.425e-02;1.068e+00;1.039e+00;7.461e-01;6.011e-02;1.000e+01;8.068e-01;8.487e-02;5.000e+01;5.000e+01
20.001890000;1.039e+00;8.288e-01;6.602e-02;7.976e-01;6.354e-02;1.068e+00;1.039e+00;7.459e-01;5.942e-02;1.000e+01;8.068e-01;8.416e-02;5.000e+01;5.000e+01
20.001948000;1.039e+00;8.286e-01;6.526e-02;7.976e-01;6.281e-02;1.067e+00;1.039e+00;7.458e-01;5.873e-02;1.000e+01;8.068e-01;8.344e-02;5.000e+01;5.000e+01
20.002005000;1.039e+00;8.284e-01;6.449e-02;7.976e-01;6.209e-02;1.067e+00;1.039e+00;7.456e-01;5.804e-02;1.000e+01;8.068e-01;8.271e-02;5.000e+01;5.000e+01
20.002063000;1.038e+00;8.282e-01;6.372e-02;7.976e-01;6.136e-02;1.066e+00;1.038e+00;7.454e-01;5.735e-02;1.000e+01;8.068e-01;8.199e-02;5.000e+01;5.000e+01
20.002120000;1.038e+00;8.280e-01;6.294e-02;7.975e-01;6.063e-02;1.066e+00;1.038e+00;7.452e-01;5.665e-02;1.000e+01;8.068e-01;8.126e-02;5.000e+01;5.000e+01
20.002236000;1.038e+00;8.276e-01;6.140e-02;7.975e-01;5.916e-02;1.065e+00;1.038e+00;7.448e-01;5.526e-02;1.000e+01;8.068e-01;7.980e-02;5.000e+01;5.000e+01
20.002293000;1.037e+00;8.274e-01;6.062e-02;7.975e-01;5.843e-02;1.064e+00;1.037e+00;7.447e-01;5.456e-02;1.000e+01;8.068e-01;7.907e-02;5.000e+01;5.000e+01
20.002524000;1.037e+00;8.266e-01;5.753e-02;7.975e-01;5.550e-02;1.062e+00;1.037e+00;7.439e-01;5.177e-02;1.000e+01;8.068e-01;7.615e-02;5.000e+01;5.000e+01
20.002581000;1.036e+00;8.264e-01;5.675e-02;7.975e-01;5.477e-02;1.062e+00;1.036e+00;7.438e-01;5.108e-02;1.000e+01;8.068e-01;7.542e-02;5.000e+01;5.000e+01
20.002639000;1.036e+00;8.262e-01;5.599e-02;7.974e-01;5.404e-02;1.061e+00;1.036e+00;7.436e-01;5.039e-02;1.000e+01;8.068e-01;7.470e-02;5.000e+01;5.000e+01
20.002754000;1.036e+00;8.258e-01;5.446e-02;7.974e-01;5.259e-02;1.060e+00;1.036e+00;7.432e-01;4.901e-02;1.000e+01;8.068e-01;7.325e-02;5.000e+01;5.000e+01
20.002812000;1.035e+00;8.256e-01;5.370e-02;7.974e-01;5.186e-02;1.060e+00;1.035e+00;7.430e-01;4.833e-02;1.000e+01;8.068e-01;7.253e-02;5.000e+01;5.000e+01
20.002984000;1.035e+00;8.250e-01;5.143e-02;7.974e-01;4.971e-02;1.058e+00;1.035e+00;7.425e-01;4.629e-02;1.000e+01;8.068e-01;7.038e-02;5.000e+01;5.000e+01
20.003042000;1.034e+00;8.248e-01;5.069e-02;7.974e-01;4.900e-02;1.058e+00;1.034e+00;7.423e-01;4.562e-02;1.000e+01;8.068e-01;6.968e-02;5.000e+01;5.000e+01
20.003100000;1.034e+00;8.246e-01;4.994e-02;7.974e-01;4.829e-02;1.057e+00;1.034e+00;7.422e-01;4.495e-02;1.000e+01;8.068e-01;6.897e-02;5.000e+01;5.000e+01
20.003157000;1.034e+00;8.244e-01;4.921e-02;7.974e-01;4.759e-02;1.057e+00;1.034e+00;7.420e-01;4.428e-02;1.000e+01;8.069e-01;6.827e-02;5.000e+01;5.000e+01
20.003215000;1.034e+00;8.242e-01;4.847e-02;7.974e-01;4.689e-02;1.056e+00;1.034e+00;7.418e-01;4.362e-02;1.000e+01;8.069e-01;6.757e-02;5.000e+01;5.000e+01
20.003272000;1.033e+00;8.241e-01;4.774e-02;7.974e-01;4.619e-02;1.056e+00;1.033e+00;7.417e-01;4.297e-02;1.000e+01;8.069e-01;6.688e-02;5.000e+01;5.000e+01
20.003330000;1.033e+00;8.239e-01;4.702e-02;7.973e-01;4.550e-02;1.055e+00;1.033e+00;7.415e-01;4.232e-02;1.000e+01;8.069e-01;6.619e-02;5.000e+01;5.000e+01
20.003445000;1.033e+00;8.235e-01;4.558e-02;7.973e-01;4.414e-02;1.055e+00;1.033e+00;7.412e-01;4.103e-02;1.000e+01;8.069e-01;6.482e-02;5.000e+01;5.000e+01
20.003560000;1.032e+00;8.231e-01;4.417e-02;7.973e-01;4.279e-02;1.054e+00;1.032e+00;7.408e-01;3.975e-02;1.000e+01;8.069e-01;6.348e-02;5.000e+01;5.000e+01
20.003664000;1.032e+00;8.228e-01;4.292e-02;7.973e-01;4.159e-02;1.053e+00;1.032e+00;7.405e-01;3.863e-02;1.000e+01;8.069e-01;6.229e-02;5.000e+01;5.000e+01
20.003768000;1.032e+00;8.225e-01;4.169e-02;7.973e-01;4.041e-02;1.052e+00;1.032e+00;7.403e-01;3.752e-02;1.000e+01;8.069e-01;6.111e-02;5.000e+01;5.000e+01
20.003872000;1.031e+00;8.222e-01;4.047e-02;7.973e-01;3.925e-02;1.051e+00;1.031e+00;7.400e-01;3.643e-02;1.000e+01;8.069e-01;5.995e-02;5.000e+01;5.000e+01
20.003975000;1.031e+00;8.219e-01;3.928e-02;7.973e-01;3.810e-02;1.051e+00;1.031e+00;7.397e-01;3.535e-02;1.000e+01;8.070e-01;5.881e-02;5.000e+01;5.000e+01
20.004079000;1.030e+00;8.216e-01;3.811e-02;7.973e-01;3.698e-02;1.050e+00;1.030e+00;7.394e-01;3.430e-02;1.000e+01;8.070e-01;5.768e-02;5.000e+01;5.000e+01
20.004183000;1.030e+00;8.213e-01;3.696e-02;7.973e-01;3.587e-02;1.049e+00;1.030e+00;7.392e-01;3.326e-02;1.000e+01;8.070e-01;5.658e-02;5.000e+01;5.000e+01
20.004286000;1.030e+00;8.210e-01;3.583e-02;7.973e-01;3.479e-02;1.048e+00;1.030e+00;7.389e-01;3.224e-02;1.000e+01;8.070e-01;5.550e-02;5.000e+01;5.000e+01
20.004390000;1.029e+00;8.207e-01;3.472e-02;7.973e-01;3.372e-02;1.048e+00;1.029e+00;7.387e-01;3.124e-02;1.000e+01;8.070e-01;5.443e-02;5.000e+01;5.000e+01
20.004494000;1.029e+00;8.205e-01;3.363e-02;7.973e-01;3.268e-02;1.047e+00;1.029e+00;7.384e-01;3.027e-02;1.000e+01;8.071e-01;5.339e-02;5.000e+01;5.000e+01
20.004597000;1.029e+00;8.202e-01;3.257e-02;7.973e-01;3.166e-02;1.046e+00;1.029e+00;7.382e-01;2.931e-02;1.000e+01;8.071e-01;5.237e-02;5.000e+01;5.000e+01
20.004701000;1.028e+00;8.199e-01;3.153e-02;7.973e-01;3.065e-02;1.046e+00;1.028e+00;7.379e-01;2.837e-02;1.000e+01;8.071e-01;5.137e-02;5.000e+01;5.000e+01
20.004908000;1.028e+00;8.194e-01;2.951e-02;7.973e-01;2.871e-02;1.044e+00;1.028e+00;7.375e-01;2.656e-02;1.000e+01;8.071e-01;4.942e-02;5.000e+01;5.000e+01
20.005012000;1.027e+00;8.192e-01;2.854e-02;7.973e-01;2.778e-02;1.044e+00;1.027e+00;7.373e-01;2.569e-02;1.000e+01;8.072e-01;4.849e-02;5.000e+01;5.000e+01
20.005219000;1.027e+00;8.188e-01;2.667e-02;7.973e-01;2.597e-02;1.042e+00;1.027e+00;7.369e-01;2.400e-02;1.000e+01;8.072e-01;4.668e-02;5.000e+01;5.000e+01
20.005323000;1.027e+00;8.185e-01;2.577e-02;7.973e-01;2.510e-02;1.042e+00;1.027e+00;7.367e-01;2.319e-02;1.000e+01;8.073e-01;4.581e-02;5.000e+01;5.000e+01
20.005427000;1.026e+00;8.183e-01;2.489e-02;7.974e-01;2.425e-02;1.041e+00;1.026e+00;7.365e-01;2.240e-02;1.000e+01;8.073e-01;4.496e-02;5.000e+01;5.000e+01
20.005634000;1.026e+00;8.179e-01;2.321e-02;7.974e-01;2.263e-02;1.040e+00;1.026e+00;7.361e-01;2.089e-02;1.000e+01;8.073e-01;4.333e-02;5.000e+01;5.000e+01
20.005738000;1.026e+00;8.178e-01;2.240e-02;7.974e-01;2.185e-02;1.040e+00;1.026e+00;7.360e-01;2.016e-02;1.000e+01;8.074e-01;4.254e-02;5.000e+01;5.000e+01
20.005841000;1.025e+00;8.176e-01;2.162e-02;7.974e-01;2.109e-02;1.039e+00;1.025e+00;7.358e-01;1.946e-02;1.000e+01;8.074e-01;4.179e-02;5.000e+01;5.000e+01
20.005945000;1.025e+00;8.174e-01;2.086e-02;7.974e-01;2.035e-02;1.039e+00;1.025e+00;7.357e-01;1.878e-02;1.000e+01;8.074e-01;4.105e-02;5.000e+01;5.000e+01
20.006049000;1.025e+00;8.172e-01;2.013e-02;7.975e-01;1.964e-02;1.038e+00;1.025e+00;7.355e-01;1.812e-02;1.000e+01;8.075e-01;4.033e-02;5.000e+01;5.000e+01
20.006256000;1.024e+00;8.169e-01;1.873e-02;7.975e-01;1.829e-02;1.037e+00;1.024e+00;7.352e-01;1.686e-02;1.000e+01;8.076e-01;3.897e-02;5.000e+01;5.000e+01
20.006443000;1.024e+00;8.167e-01;1.756e-02;7.976e-01;1.714e-02;1.037e+00;1.024e+00;7.350e-01;1.580e-02;1.000e+01;8.076e-01;3.782e-02;5.000e+01;5.000e+01
20.006629000;1.024e+00;8.164e-01;1.645e-02;7.976e-01;1.607e-02;1.036e+00;1.024e+00;7.348e-01;1.481e-02;1.000e+01;8.077e-01;3.674e-02;5.000e+01;5.000e+01
20.006816000;1.023e+00;8.162e-01;1.543e-02;7.977e-01;1.508e-02;1.035e+00;1.023e+00;7.346e-01;1.388e-02;1.000e+01;8.078e-01;3.573e-02;5.000e+01;5.000e+01
20.007003000;1.023e+00;8.161e-01;1.447e-02;7.977e-01;1.415e-02;1.035e+00;1.023e+00;7.345e-01;1.303e-02;1.000e+01;8.079e-01;3.479e-02;5.000e+01;5.000e+01
20.007189000;1.023e+00;8.159e-01;1.359e-02;7.978e-01;1.329e-02;1.034e+00;1.023e+00;7.343e-01;1.223e-02;1.000e+01;8.079e-01;3.393e-02;5.000e+01;5.000e+01
20.007376000;1.022e+00;8.158e-01;1.278e-02;7.979e-01;1.250e-02;1.034e+00;1.022e+00;7.342e-01;1.150e-02;1.000e+01;8.080e-01;3.313e-02;5.000e+01;5.000e+01
20.007563000;1.022e+00;8.156e-01;1.204e-02;7.979e-01;1.178e-02;1.033e+00;1.022e+00;7.341e-01;1.084e-02;1.000e+01;8.081e-01;3.240e-02;5.000e+01;5.000e+01
20.007749000;1.022e+00;8.155e-01;1.137e-02;7.980e-01;1.113e-02;1.033e+00;1.022e+00;7.340e-01;1.024e-02;1.000e+01;8.082e-01;3.173e-02;5.000e+01;5.000e+01
20.007936000;1.022e+00;8.155e-01;1.077e-02;7.981e-01;1.054e-02;1.032e+00;1.022e+00;7.339e-01;9.696e-03;1.000e+01;8.083e-01;3.113e-02;5.000e+01;5.000e+01
20.008122000;1.022e+00;8.154e-01;1.024e-02;7.982e-01;1.002e-02;1.032e+00;1.022e+00;7.339e-01;9.214e-03;1.000e+01;8.084e-01;3.059e-02;5.000e+01;5.000e+01
20.008309000;1.021e+00;8.154e-01;9.768e-03;7.983e-01;9.563e-03;1.032e+00;1.021e+00;7.339e-01;8.791e-03;1.000e+01;8.085e-01;3.012e-02;5.000e+01;5.000e+01
20.008496000;1.021e+00;8.154e-01;9.361e-03;7.984e-01;9.166e-03;1.031e+00;1.021e+00;7.338e-01;8.425e-03;1.000e+01;8.086e-01;2.971e-02;5.000e+01;5.000e+01
20.008682000;1.021e+00;8.154e-01;9.016e-03;7.985e-01;8.829e-03;1.031e+00;1.021e+00;7.338e-01;8.114e-03;1.000e+01;8.087e-01;2.935e-02;5.000e+01;5.000e+01
20.008869000;1.021e+00;8.154e-01;8.731e-03;7.986e-01;8.551e-03;1.031e+00;1.021e+00;7.339e-01;7.858e-03;1.000e+01;8.088e-01;2.906e-02;5.000e+01;5.000e+01
20.009056000;1.021e+00;8.155e-01;8.504e-03;7.987e-01;8.330e-03;1.031e+00;1.021e+00;7.339e-01;7.654e-03;1.000e+01;8.089e-01;2.882e-02;5.000e+01;5.000e+01
20.009242000;1.021e+00;8.155e-01;8.336e-03;7.988e-01;8.165e-03;1.031e+00;1.021e+00;7.340e-01;7.502e-03;1.000e+01;8.090e-01;2.864e-02;5.000e+01;5.000e+01
20.009429000;1.021e+00;8.156e-01;8.221e-03;7.989e-01;8.053e-03;1.031e+00;1.021e+00;7.340e-01;7.399e-03;1.000e+01;8.092e-01;2.851e-02;5.000e+01;5.000e+01
20.009615000;1.021e+00;8.157e-01;8.159e-03;7.990e-01;7.992e-03;1.030e+00;1.021e+00;7.341e-01;7.343e-03;1.000e+01;8.093e-01;2.843e-02;5.000e+01;5.000e+01
20.009802000;1.021e+00;8.158e-01;8.150e-03;7.992e-01;7.984e-03;1.030e+00;1.021e+00;7.342e-01;7.335e-03;1.000e+01;8.094e-01;2.840e-02;5.000e+01;5.000e+01
20.009989000;1.021e+00;8.159e-01;8.189e-03;7.993e-01;8.022e-03;1.030e+00;1.021e+00;7.343e-01;7.370e-03;1.000e+01;8.095e-01;2.842e-02;5.000e+01;5.000e+01
20.010175000;1.021e+00;8.161e-01;8.277e-03;7.994e-01;8.108e-03;1.031e+00;1.021e+00;7.345e-01;7.449e-03;1.000e+01;8.097e-01;2.849e-02;5.000e+01;5.000e+01
20.010362000;1.021e+00;8.162e-01;8.410e-03;7.995e-01;8.238e-03;1.031e+00;1.021e+00;7.346e-01;7.569e-03;1.000e+01;8.098e-01;2.860e-02;5.000e+01;5.000e+01
20.010548000;1.021e+00;8.164e-01;8.588e-03;7.997e-01;8.412e-03;1.031e+00;1.021e+00;7.348e-01;7.729e-03;1.000e+01;8.099e-01;2.876e-02;5.000e+01;5.000e+01
20.010735000;1.021e+00;8.166e-01;8.807e-03;7.998e-01;8.626e-03;1.031e+00;1.021e+00;7.349e-01;7.926e-03;1.000e+01;8.100e-01;2.895e-02;5.000e+01;5.000e+01
20.010922000;1.021e+00;8.168e-01;9.067e-03;7.999e-01;8.880e-03;1.031e+00;1.021e+00;7.351e-01;8.160e-03;1.000e+01;8.102e-01;2.918e-02;5.000e+01;5.000e+01
20.011295000;1.021e+00;8.172e-01;9.699e-03;8.002e-01;9.497e-03;1.031e+00;1.021e+00;7.355e-01;8.729e-03;1.000e+01;8.104e-01;2.976e-02;5.000e+01;5.000e+01
20.011482000;1.021e+00;8.174e-01;1.007e-02;8.004e-01;9.857e-03;1.032e+00;1.021e+00;7.357e-01;9.061e-03;1.000e+01;8.106e-01;3.010e-02;5.000e+01;5.000e+01
20.011668000;1.021e+00;8.177e-01;1.047e-02;8.005e-01;1.025e-02;1.032e+00;1.021e+00;7.359e-01;9.422e-03;1.000e+01;8.107e-01;3.047e-02;5.000e+01;5.000e+01
20.011855000;1.022e+00;8.179e-01;1.090e-02;8.006e-01;1.067e-02;1.032e+00;1.022e+00;7.361e-01;9.811e-03;1.000e+01;8.109e-01;3.088e-02;5.000e+01;5.000e+01
20.012041000;1.022e+00;8.182e-01;1.136e-02;8.008e-01;1.112e-02;1.032e+00;1.022e+00;7.364e-01;1.023e-02;1.000e+01;8.110e-01;3.131e-02;5.000e+01;5.000e+01
20.012228000;1.022e+00;8.185e-01;1.185e-02;8.009e-01;1.160e-02;1.033e+00;1.022e+00;7.366e-01;1.066e-02;1.000e+01;8.111e-01;3.176e-02;5.000e+01;5.000e+01
20.012415000;1.022e+00;8.187e-01;1.236e-02;8.011e-01;1.210e-02;1.033e+00;1.022e+00;7.369e-01;1.113e-02;1.000e+01;8.113e-01;3.224e-02;5.000e+01;5.000e+01
20.012601000;1.022e+00;8.190e-01;1.290e-02;8.012e-01;1.262e-02;1.033e+00;1.022e+00;7.371e-01;1.161e-02;1.000e+01;8.114e-01;3.275e-02;5.000e+01;5.000e+01
20.012788000;1.022e+00;8.193e-01;1.346e-02;8.014e-01;1.316e-02;1.034e+00;1.022e+00;7.374e-01;1.211e-02;1.000e+01;8.116e-01;3.327e-02;5.000e+01;5.000e+01
20.012975000;1.023e+00;8.196e-01;1.403e-02;8.015e-01;1.372e-02;1.034e+00;1.023e+00;7.376e-01;1.263e-02;1.000e+01;8.117e-01;3.382e-02;5.000e+01;5.000e+01
20.013161000;1.023e+00;8.199e-01;1.463e-02;8.017e-01;1.430e-02;1.034e+00;1.023e+00;7.379e-01;1.316e-02;1.000e+01;8.118e-01;3.438e-02;5.000e+01;5.000e+01
20.013348000;1.023e+00;8.202e-01;1.524e-02;8.018e-01;1.490e-02;1.035e+00;1.023e+00;7.382e-01;1.371e-02;1.000e+01;8.120e-01;3.495e-02;5.000e+01;5.000e+01
20.013534000;1.023e+00;8.205e-01;1.586e-02;8.020e-01;1.551e-02;1.035e+00;1.023e+00;7.384e-01;1.428e-02;1.000e+01;8.121e-01;3.555e-02;5.000e+01;5.000e+01
20.013721000;1.023e+00;8.208e-01;1.650e-02;8.021e-01;1.613e-02;1.036e+00;1.023e+00;7.387e-01;1.485e-02;1.000e+01;8.123e-01;3.615e-02;5.000e+01;5.000e+01
20.013908000;1.023e+00;8.211e-01;1.715e-02;8.023e-01;1.676e-02;1.036e+00;1.023e+00;7.390e-01;1.544e-02;1.000e+01;8.124e-01;3.676e-02;5.000e+01;5.000e+01
20.014094000;1.024e+00;8.214e-01;1.781e-02;8.024e-01;1.740e-02;1.036e+00;1.024e+00;7.393e-01;1.603e-02;1.000e+01;8.125e-01;3.739e-02;5.000e+01;5.000e+01
20.014281000;1.024e+00;8.217e-01;1.848e-02;8.026e-01;1.805e-02;1.037e+00;1.024e+00;7.396e-01;1.663e-02;1.000e+01;8.127e-01;3.802e-02;5.000e+01;5.000e+01
20.014468000;1.024e+00;8.220e-01;1.915e-02;8.027e-01;1.870e-02;1.037e+00;1.024e+00;7.398e-01;1.724e-02;1.000e+01;8.128e-01;3.866e-02;5.000e+01;5.000e+01
20.014654000;1.024e+00;8.224e-01;1.983e-02;8.029e-01;1.936e-02;1.038e+00;1.024e+00;7.401e-01;1.785e-02;1.000e+01;8.129e-01;3.930e-02;5.000e+01;5.000e+01
20.014841000;1.024e+00;8.227e-01;2.051e-02;8.030e-01;2.002e-02;1.038e+00;1.024e+00;7.404e-01;1.846e-02;1.000e+01;8.131e-01;3.995e-02;5.000e+01;5.000e+01
20.015027000;1.025e+00;8.230e-01;2.119e-02;8.032e-01;2.068e-02;1.039e+00;1.025e+00;7.407e-01;1.907e-02;1.000e+01;8.132e-01;4.060e-02;5.000e+01;5.000e+01
