time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent
0.000000000;1.044e+00;8.333e-01;-1.960e-08;7.979e-01;-5.451e-08;1.045e+00;1.044e+00;7.500e-01;-3.241e-09;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999994000;1.044e+00;8.333e-01;-1.686e-09;7.979e-01;9.066e-09;1.045e+00;1.044e+00;7.500e-01;-1.037e-07;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999994000;2.301e-05;1.221e-05;-6.111e-05;7.778e-09;8.657e-09;1.951e-02;2.300e-05;1.101e-05;-5.511e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999995000;2.301e-05;1.221e-05;-6.111e-05;8.382e-09;8.258e-09;1.950e-02;2.300e-05;1.101e-05;-5.511e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999998000;2.301e-05;1.221e-05;-6.111e-05;9.239e-09;7.672e-09;1.950e-02;2.300e-05;1.101e-05;-5.511e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.974e-01;1.489e-02
30.002179000;2.300e-05;8.902e-06;-6.004e-05;-4.747e-09;-5.004e-08;1.585e-02;2.289e-05;7.975e-06;-5.404e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.449e-01;6.699e-02
30.002723000;2.297e-05;8.942e-06;-6.110e-05;-5.449e-09;-3.507e-08;1.516e-02;2.293e-05;7.952e-06;-5.502e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.117e-01;1.012e-01
30.004066000;2.403e-05;7.751e-06;-6.437e-05;9.807e-09;3.874e-08;1.411e-02;2.408e-05;7.030e-06;-5.803e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.369e-01;2.112e-01
30.005570000;2.603e-05;6.624e-06;-6.771e-05;1.731e-08;-1.945e-08;1.391e-02;2.601e-05;5.983e-06;-6.103e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;4.645e-01;3.283e-01
30.008761000;2.800e-05;5.542e-06;-7.219e-05;-1.339e-09;-1.892e-08;1.537e-02;2.803e-05;4.992e-06;-6.503e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;3.440e-01;5.255e-01
