time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu
0.000000000;1.044e+00;8.333e-01;6.106e-08;7.979e-01;0.000e+00;1.045e+00;1.044e+00;7.500e-01;3.698e-08;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999994000;1.044e+00;8.333e-01;2.765e-08;7.979e-01;0.000e+00;1.045e+00;1.044e+00;7.500e-01;-1.833e-08;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999994000;7.799e-05;-4.465e-06;-6.744e-04;2.177e-09;0.000e+00;1.951e-02;7.801e-05;-4.010e-06;-6.070e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999995000;7.799e-05;-5.577e-06;-6.744e-04;2.973e-09;0.000e+00;1.951e-02;7.801e-05;-5.011e-06;-6.070e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999995000;7.799e-05;-5.577e-06;-6.744e-04;3.815e-09;0.000e+00;1.951e-02;7.800e-05;-5.011e-06;-6.070e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000096000;7.802e-05;-5.572e-06;-6.744e-04;8.633e-09;0.000e+00;1.931e-02;7.798e-05;-5.006e-06;-6.070e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000103000;7.802e-05;-5.572e-06;-6.733e-04;7.720e-09;0.000e+00;1.930e-02;7.797e-05;-5.006e-06;-6.060e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000211000;7.802e-05;-6.686e-06;-6.733e-04;-9.012e-09;0.000e+00;1.910e-02;7.796e-05;-5.994e-06;-6.060e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000218000;7.802e-05;-6.685e-06;-6.722e-04;-9.885e-09;0.000e+00;1.908e-02;7.796e-05;-5.993e-06;-6.050e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000334000;7.800e-05;-6.679e-06;-6.722e-04;-2.027e-08;0.000e+00;1.887e-02;7.796e-05;-5.982e-06;-6.050e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000348000;7.800e-05;-6.679e-06;-6.711e-04;-2.045e-08;0.000e+00;1.884e-02;7.797e-05;-5.982e-06;-6.040e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000465000;7.799e-05;-7.788e-06;-6.711e-04;-1.613e-08;0.000e+00;1.863e-02;7.797e-05;-6.988e-06;-6.040e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000478000;7.798e-05;-7.787e-06;-6.700e-04;-1.528e-08;0.000e+00;1.860e-02;7.797e-05;-6.990e-06;-6.030e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000594000;7.798e-05;-7.778e-06;-6.700e-04;-9.159e-09;0.000e+00;1.839e-02;7.798e-05;-7.006e-06;-6.030e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000607000;7.798e-05;-7.777e-06;-6.689e-04;-8.611e-09;0.000e+00;1.837e-02;7.798e-05;-7.008e-06;-6.020e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000737000;7.800e-05;-8.876e-06;-6.689e-04;-3.799e-09;0.000e+00;1.814e-02;7.798e-05;-8.025e-06;-6.020e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000750000;7.800e-05;-8.875e-06;-6.678e-04;-3.419e-09;0.000e+00;1.811e-02;7.798e-05;-8.026e-06;-6.010e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000892000;7.701e-05;-9.981e-06;-6.678e-04;-6.336e-09;0.000e+00;1.787e-02;7.699e-05;-9.031e-06;-6.010e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000905000;7.702e-05;-9.981e-06;-6.667e-04;-7.098e-09;0.000e+00;1.784e-02;7.699e-05;-9.031e-06;-6.000e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.001714000;7.801e-05;-1.442e-05;-6.678e-04;2.838e-08;0.000e+00;1.652e-02;7.800e-05;-1.297e-05;-6.010e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.001743000;7.801e-05;-1.442e-05;-6.689e-04;2.703e-08;0.000e+00;1.648e-02;7.800e-05;-1.297e-05;-6.020e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.002002000;7.801e-05;-1.553e-05;-6.689e-04;1.279e-08;0.000e+00;1.609e-02;7.800e-05;-1.396e-05;-6.020e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.002031000;7.801e-05;-1.552e-05;-6.700e-04;1.120e-08;0.000e+00;1.605e-02;7.800e-05;-1.396e-05;-6.030e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.002241000;7.800e-05;-1.663e-05;-6.700e-04;-6.015e-09;0.000e+00;1.576e-02;7.799e-05;-1.496e-05;-6.030e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.002273000;7.800e-05;-1.663e-05;-6.711e-04;-6.515e-09;0.000e+00;1.572e-02;7.799e-05;-1.496e-05;-6.040e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.002856000;7.801e-05;-1.886e-05;-6.733e-04;5.520e-09;0.000e+00;1.501e-02;7.799e-05;-1.698e-05;-6.060e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.002888000;7.801e-05;-1.886e-05;-6.744e-04;6.752e-09;0.000e+00;1.498e-02;7.799e-05;-1.698e-05;-6.070e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.002984000;7.801e-05;-1.997e-05;-6.744e-04;1.065e-08;0.000e+00;1.487e-02;7.799e-05;-1.798e-05;-6.070e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.003016000;7.801e-05;-1.997e-05;-6.744e-04;1.201e-08;0.000e+00;1.484e-02;7.799e-05;-1.798e-05;-6.070e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.003048000;7.801e-05;-1.997e-05;-6.756e-04;1.338e-08;0.000e+00;1.481e-02;7.800e-05;-1.798e-05;-6.080e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.003208000;7.801e-05;-2.109e-05;-6.756e-04;2.037e-08;0.000e+00;1.466e-02;7.800e-05;-1.899e-05;-6.080e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.003240000;7.901e-05;-2.109e-05;-6.767e-04;2.176e-08;0.000e+00;1.464e-02;7.900e-05;-1.899e-05;-6.090e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.003368000;7.900e-05;-2.109e-05;-6.767e-04;2.732e-08;0.000e+00;1.453e-02;7.900e-05;-1.899e-05;-6.090e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.003383000;7.900e-05;-2.109e-05;-6.778e-04;2.865e-08;0.000e+00;1.452e-02;7.900e-05;-1.899e-05;-6.100e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.003682000;7.898e-05;-2.221e-05;-6.789e-04;2.489e-08;0.000e+00;1.432e-02;7.898e-05;-2.000e-05;-6.110e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.003714000;7.898e-05;-2.221e-05;-6.800e-04;2.354e-08;0.000e+00;1.430e-02;7.898e-05;-2.000e-05;-6.120e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.003842000;7.898e-05;-2.333e-05;-6.800e-04;1.843e-08;0.000e+00;1.423e-02;7.898e-05;-2.100e-05;-6.120e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.003874000;7.897e-05;-2.333e-05;-6.811e-04;1.733e-08;0.000e+00;1.421e-02;7.898e-05;-2.100e-05;-6.130e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.004002000;7.898e-05;-2.333e-05;-6.811e-04;1.388e-08;0.000e+00;1.415e-02;7.898e-05;-2.100e-05;-6.130e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.004034000;7.898e-05;-2.332e-05;-6.822e-04;1.322e-08;0.000e+00;1.413e-02;7.897e-05;-2.099e-05;-6.140e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.004162000;7.898e-05;-2.443e-05;-6.822e-04;1.103e-08;0.000e+00;1.408e-02;7.897e-05;-2.199e-05;-6.140e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.004194000;7.898e-05;-2.443e-05;-6.833e-04;1.053e-08;0.000e+00;1.407e-02;7.897e-05;-2.199e-05;-6.150e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.004322000;7.898e-05;-2.443e-05;-6.833e-04;8.839e-09;0.000e+00;1.403e-02;7.897e-05;-2.199e-05;-6.150e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.004354000;7.898e-05;-2.555e-05;-6.844e-04;8.478e-09;0.000e+00;1.402e-02;7.897e-05;-2.299e-05;-6.160e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.004476000;7.999e-05;-2.555e-05;-6.844e-04;7.753e-09;0.000e+00;1.398e-02;7.997e-05;-2.299e-05;-6.160e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.004534000;7.999e-05;-2.555e-05;-6.856e-04;7.369e-09;0.000e+00;1.397e-02;7.997e-05;-2.299e-05;-6.170e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.005052000;8.000e-05;-2.778e-05;-6.889e-04;2.315e-09;0.000e+00;1.391e-02;7.997e-05;-2.498e-05;-6.200e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.005225000;8.000e-05;-2.778e-05;-6.889e-04;3.186e-10;0.000e+00;1.391e-02;7.997e-05;-2.498e-05;-6.200e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.005455000;8.001e-05;-2.890e-05;-6.911e-04;-2.271e-09;0.000e+00;1.392e-02;7.997e-05;-2.598e-05;-6.220e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.005801000;8.002e-05;-3.001e-05;-6.933e-04;-5.034e-09;0.000e+00;1.398e-02;7.997e-05;-2.698e-05;-6.240e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
