time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_NetworkFrequencyPu;Wind_Turbine_GEN_InjectedCurrent;NetworkFrequencyPu
0.0;1.0445335179758848;0.7497127508194309;0.7184693949993173;2.0099382121091112e-05;2.063317419190106e-05;10.003126305525255;0.7216480206800269;-0.09245673683497728;1.0455599122435952;1.046737838643372;1.0005218400715195;0.7268466174705217;1.000966489220478
0.0;1.0445180216591006;0.7497050625180677;0.7184884905254864;2.0404025638608197e-05;2.1292745348855398e-05;10.002968519349421;0.7216604352923499;-0.09245673413731795;1.045567212376602;1.0467746399603053;1.000564415303083;0.7268115676653938;1.000965517976434
0.1;1.0445020537443415;0.7496970926156409;0.7185079467781395;2.071797047581431e-05;2.1968796163602267e-05;10.002809024347604;0.72167284266146;-0.09245673131518706;1.0455746425877146;1.046812543052822;1.0006076895093157;0.7267755198338065;1.0009648658425865
0.2;1.0444855990321333;0.7496888338869356;0.7185277643680715;2.1041433545348043e-05;2.2661531083284817e-05;10.002647909753604;0.721685223244964;-0.09245672836702246;1.045582203405665;1.0468515618950407;1.0006516584256402;0.7267384628144861;1.000964547443769
0.4;1.044468641925113;0.7496802791623588;0.7185479439744376;2.1374599635254383e-05;2.337112241941405e-05;10.00248525763885;0.7216975580653093;-0.09245672529144847;1.0455898928098075;1.0468917079208229;1.0006963177798553;0.7267003850794449;1.0009645760322898
0.8;1.044451166547301;0.7496714214302783;0.7185684861543176;2.1717624138040423e-05;2.409771380462452e-05;10.00232114517202;0.7217098286721623;-0.09245672208728462;1.0455977065044892;1.0469329897481225;1.0007416635182067;0.7266612744413289;1.0009649638461577
1.6;1.0444331564563045;0.7496622539028109;0.7185893911044662;2.20706340379683e-05;2.4841428114166562e-05;10.002155645089125;0.7217220169718238;-0.09245671875356008;1.045605638502368;1.0469754132424436;1.000787692069896;0.726621118436069;1.0009657221480377
2.6;1.0444145944322536;0.7496527700923292;0.7186106585796432;2.243372905022355e-05;2.560237344645007e-05;10.001988823309226;0.7217341052859831;-0.09245671528946045;1.045613681736803;1.0470189818840017;1.0008344001406262;0.7265799050972742;1.0009668608095905
3.6;1.044395462799167;0.7496429639047076;0.7186322878126632;2.2806984373049217e-05;2.638064421002571e-05;10.001820737415565;0.7217460764946876;-0.092456711694292;1.0456218283695913;1.0470636969519016;1.0008817839106054;0.7265376235832891;1.000968387854718
4.6;1.0443757438037047;0.7496328296060498;0.7186542775173805;2.319044434084885e-05;2.7176320418159797e-05;10.001651437428754;0.7217579138771472;-0.09245670796752829;1.0456300698033008;1.0471095572187874;1.0009298383477656;0.7264942643715206;1.0009703094631004
5.6;1.0443554194391913;0.7496223616773936;0.7186766261261666;2.3584113198417555e-05;2.7989468217348803e-05;10.00148096827088;0.72176960066861;-0.09245670410895944;1.0456383966064235;1.0471565585154765;1.0009785573347352;0.7264498192481327;1.0009726302895057
6.6;1.0443344710678832;0.7496115547108106;0.7186993319279498;2.398795983556178e-05;2.88201394881909e-05;10.001309373131454;0.7217811197197255;-0.09245670011895027;1.0456467982745956;1.0472046936506478;1.0010279340292734;0.7264042813053657;1.0009753535948722
7.6;1.044312879442267;0.7496004034186268;0.7187223929308312;2.4401927702395022e-05;2.9668367716146484e-05;10.001136694791517;0.7217924534003173;-0.09245669599859811;1.0456552627424984;1.0472539526961067;1.0010779606185987;0.7263576450112261;1.0009784812161804
8.6;1.0442906249230977;0.7495889027347556;0.7187458067532838;2.4825935771415963e-05;3.053416020892307e-05;10.000962973863869;0.7218035836837736;-0.09245669174957968;1.0456637759528002;1.0473043232801946;1.0011286278729854;0.7263099062917829;1.0009820134916845
9.6;1.0442676876415364;0.7495770478744913;0.7187695705905095;2.5259876297099872e-05;3.141748434788021e-05;10.00078824723128;0.7218144923987978;-0.09245668737384073;1.045672321894219;1.0473557904706823;1.0011799249523996;0.726261062404948;1.0009859489786592
10.6;1.044244047675881;0.7495648343310994;0.7187936810308431;2.5703616793655566e-05;3.231825079349972e-05;10.000612548672558;0.7218251614486544;-0.09245668287342883;1.0456808829496815;1.0474083363940778;1.0012318393618016;0.7262111117730943;1.000990284138867
11.6;1.0442196850655427;0.7495522578952337;0.7188181338554106;2.6157002021734512e-05;3.3236310286441484e-05;10.000435911908147;0.7218355727669092;-0.09245667825057464;1.0456894400323367;1.0474619402582799;1.0012843570319838;0.7261600539987696;1.0009950132037924
12.6;1.0441945795996348;0.7495393146230899;0.7188429239874331;2.6619848179132415e-05;3.417146619149734e-05;10.000258374529189;0.7218457080892521;-0.09245667350790585;1.0456979725713182;1.0475165786357814;1.001337462280404;0.7261078898702704;1.001000127933065
13.6;1.044168710653201;0.7495260007691624;0.7188680454022025;2.709193177103219e-05;3.512348502398104e-05;10.000079979452112;0.721855548757952;-0.09245666864861674;1.045706458712027;1.0475722252811663;1.00139113749973;0.7260546213640652;1.0010056173912358
14.6;1.04414205709515;0.7495123128137835;0.718893490950197;2.7572984256586596e-05;3.609210228092163e-05;9.999900773064537;0.7218650756418199;-0.09245666367654849;1.045714875390887;1.0476288505805733;1.001445362854306;0.7260002517214044;1.0010114682094338
