time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActivePower;Wind_Turbine_GEN_InjectedReactivePower;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_ActivePowerPu;Wind_Turbine_GEN_ReactivePowerPu;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_InjectedCurrent
0.0;1.0425505208409491;0.7496543861154698;0.7173904567402765;-2.4402564395715603e-05;1.553968463741501e-05;9.997763270761414;0.7497187200474321;0.012595015641915947;1.0444355111224364;0.750526008447005;0.08995652607268544;0.7133918560762071;-0.08549599425562929;0.750143175625231;0.012651905781091533;1.0513475735844762;0.718175673463686
0.0;1.042544613199638;0.7496609367010953;0.7173525404973183;-2.4418636812910935e-05;1.54530819858068e-05;9.997871172820943;0.7496817795092283;0.012594952043382781;1.0444368890747187;0.7505214435671798;0.08995491243999815;0.7133931251633115;-0.0854959971854797;0.7501455610368674;0.012652900584705123;1.0513290882358604;0.7181471685526098
0.1;1.0425375234254344;0.749667446817786;0.7173141705755771;-2.443050918354667e-05;1.5364512659656186e-05;9.997975483564115;0.7496443051883503;0.012594883101661838;1.0444382934575491;0.750516789438221;0.08995326546037473;0.7133945164622028;-0.08549600004123634;0.7501481992994131;0.012653944461302661;1.0513103317959478;0.7181178375595801
0.2;1.042529210860415;0.7496739083899461;0.717275364162749;-2.4437918841939072e-05;1.527363279118086e-05;9.99807583962535;0.7496063037877578;0.012594808493743741;1.0444397197969184;0.7505120448087655;0.08995158528191803;0.7133960409599163;-0.085496002816201;0.750151105326951;0.012655039800514075;1.051291313522788;0.7180876681143312
0.4;1.0425196366334504;0.7496803141171626;0.7172361385582876;-2.4440543525518954e-05;1.518007442419369e-05;9.998171875371172;0.7495677817871559;0.012594727912152317;1.0444411654880599;0.750507207717762;0.08994987212854595;0.7133977093954235;-0.08549600550337998;0.7501542946435503;0.01265618895654083;1.0512720438602983;0.7180566466139109
0.8;1.042508763982668;0.7496866575334852;0.7171965117427571;-2.4437996898351822e-05;1.5083467121080128e-05;9.998263223557137;0.7495287455362017;0.01259464106665544;1.0444426292904858;0.7505022755563794;0.08994812632516186;0.7133995322699783;-0.08549600809538799;0.7501577832615067;0.012657394193210426;1.051252534666487;0.7180247581824284
1.6;1.042496557896533;0.7496929328635736;0.717156503069055;-2.4429831384445133e-05;1.4983420272387818e-05;9.998349518031418;0.749489201428048;0.012594547685226313;1.044444110732068;0.7504972450610582;0.08994634822317218;0.7134015194771172;-0.0854960105844147;0.7501615875228194;0.012658657650449302;1.0512327992337125;0.7179919863905138
2.6;1.042482984555234;0.7496991348045305;0.7171161334481423;-2.4415537414839622e-05;1.4879493523315884e-05;9.998430393804524;0.7494491561438434;0.012594447509927543;1.044445609946553;0.7504921122739692;0.0899445381133232;0.713403679866953;-0.08549601296233134;0.750165724052486;0.012659981338580003;1.051212852171825;0.7179583131674427
3.6;1.0424680113784754;0.7497052584466163;0.7170754252133911;-2.4394534240830252e-05;1.4771212374974821e-05;9.998505483146188;0.749408617294044;0.012594340289917266;1.0444471280016738;0.7504868725062709;0.08994269618763441;0.713406021135614;-0.08549601522086371;0.7501702098550463;0.012661367157500271;1.0511927091456534;0.7179237189327475
4.6;1.0424516076307453;0.7497112993614173;0.7170344020432553;-2.4366164433230053e-05;1.465810239450684e-05;9.998574413331571;0.7493675939267769;0.012594225777247593;1.0444486672739401;0.7504815202628565;0.0899408225600588;0.713408549823673;-0.08549601735164973;0.750175062464341;0.012662816937678938;1.0511723868864922;0.7178881825192513
5.6;1.0424337451437449;0.7497172537083654;0.7169930889182055;-2.43297014891501e-05;1.453968451060029e-05;9.99863680771285;0.7493260962742182;0.012594103727066834;1.0444502313973012;0.7504760491880645;0.08993891731119719;0.7134112715211574;-0.08549601934618802;0.7501803000793607;0.012664332485610962;1.0511519035087364;0.7178516811036816
6.6;1.042414398586197;0.7497231182260456;0.7169515121689825;-2.4284361523783637e-05;1.4415452238013148e-05;9.998692286564669;0.7492841352989327;0.012593973900764617;1.0444518249205634;0.750470452059093;0.08993698053979997;0.7134141914282844;-0.08549602119582791;0.7501859416626666;0.012665915606971752;1.051131278540405;0.7178141905559027
7.6;1.042393545180497;0.7497288901113722;0.7169096998213564;-2.4229310960869587e-05;1.4284866829529511e-05;9.998740465596493;0.7492417225705931;0.012593836071223531;1.0444534532292327;0.7504647208494943;0.08993501238347117;0.7134173147125671;-0.08549602289179106;0.7501920069785836;0.012667568108470308;1.0511105328153818;0.7177756859905331
8.6;1.0423711644259157;0.7497345670101804;0.716867681887035;-2.4163668514671106e-05;1.4147349103631377e-05;9.998780953501194;0.7491988701818625;0.012593690025678443;1.0444551229018817;0.7504588468944683;0.08993301298396715;0.7134206463992937;-0.08549602442512468;0.7501985165276757;0.012669291797421432;1.051089688786683;0.7177361420795654
9.6;1.042347237882857;0.7497401472006415;0.7168254903820114;-2.408650239495609e-05;1.4002257490824475e-05;9.998813349976192;0.7491555908165486;0.01259353556132822;1.0444568421931604;0.7504528209790118;0.08993098245596065;0.7134241911512328;-0.08549602578652113;0.7502054913534472;0.0126710884738461;1.0510687710205457;0.7176955330391153
