time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_InjectedCurrent
0.0;1.044457530912188;0.7500098905122236;0.7181004042397618;0.400003650657501;0.3829788742218087;10.001451330817394;0.7502156724983442;0.41627663789918895;0.41626408685229205;0.6708106413790099;-0.46093000842323584;1.1185920876178328;0.8136528965527849
0.0;1.0444569308639993;0.7500096599254088;0.7181000254139199;0.4000035725300777;0.3829788573934719;10.00142179788996;0.7502149132299607;0.4162747146636546;0.4162625743545611;0.6708085154064882;-0.460928008270145;1.1185898428318561;0.8136555803209269
0.0;1.0444563470555606;0.7500094298506009;0.7180996460920107;0.4000034939127243;0.3829788407356288;10.001392275353927;0.7502141564912294;0.4162727989883116;0.416261062901601;0.6708063963065652;-0.46092700811620246;1.1185876067082932;0.8136588075703965
1e-06;1.0444557797884118;0.7500092004938667;0.7180992668262826;0.4000034149701664;0.3829788242679893;10.001362808032276;0.7502134033397126;0.41627089307762527;0.41625955476717225;0.6708042866631205;-0.4609230079613123;1.1185853818678586;0.8136603084185913
1e-06;1.0444552292450824;0.750008972058922;0.7180988881635214;0.4000033358603049;0.3829788080205104;10.001333438173393;0.7502126548232179;0.4162689989489508;0.4162580521078775;0.670802188934287;-0.4609160078054262;1.1185831705856035;0.8136600789108823
3e-06;1.0444546954839617;0.7500087447575468;0.7180985106826445;0.4000032567304485;0.38297879203865637;10.001304205127596;0.7502119119585942;0.4162671184887578;0.41625655695023545;0.6708001054299839;-0.46090200764853617;1.1185809748320883;0.8136558500422254
5e-06;1.0444541785027162;0.7500085188214329;0.7180981349823679;0.40000317771591365;0.38297877637997735;10.001275144843753;0.7502111756801056;0.4162652534838335;0.41625507119429517;0.6707980383415225;-0.46087300749065585;1.118578796344786;0.8136430880585368
1.1e-05;1.0444527370272638;0.7500074892746782;0.7180976378608799;0.400002980890894;0.38297899322929585;10.00124628998702;0.7502104467632137;0.41626340558951286;0.41625359658993794;0.6707959897596802;-0.46081500733179964;1.118576636668827;0.8136138630459032
2.1e-05;1.0444522537083203;0.7500072668065111;0.7180972675213444;0.40000290245675374;0.382978978383311;10.001217670085367;0.7502097257929601;0.41626157629371924;0.41625213471661093;0.6707939617115339;-0.46070000717198545;1.1185744971942433;0.8135523231252153
4.2e-05;1.0444517874951211;0.7500070464268879;0.7180969007616463;0.40000282446318414;0.382978964006917;10.001189311080493;0.7502090132219786;0.4162597669333637;0.4162506870108784;0.6707919561968247;-0.4604710070112646;1.1185723791713518;0.8134262195690919
8.4e-05;1.044451338704701;0.7500061978828477;0.7180959345076745;0.40000141125401517;0.38297767122374676;10.001161235212404;0.7502083094414405;0.41625797872632236;0.41624925480448227;0.6707899751462276;-0.4600120068497341;1.1185692836941308;0.8131699998389945
0.000168;1.044448687399122;0.7500039342737571;0.7180951421200086;0.3999956553772402;0.38297303459315707;10.001133461775762;0.7502076148083776;0.416256212785356;0.416247839316785;0.6707880203508448;-0.45909800668751605;1.118564211711823;0.8126568167599011
0.000337;1.0444406721970103;0.7499952332213856;0.7180918888292067;0.3999734339270254;0.3829546060843654;10.001106008309879;0.7502069296482033;0.4162544701447381;0.4162464416261104;0.6707860934359638;-0.45728100652473214;1.1185511640918258;0.8116352653366626
0.000674;1.0444089279168636;0.7499611735925511;0.7180806850789384;0.3998883166589046;0.38288466222973716;10.001078891387753;0.7502062542464328;0.41625275180157106;0.41624506268296396;0.6707841958793379;-0.4536930063614882;1.1185051416669174;0.8096228429654647
0.001011;1.0443566159413165;0.7499065759967378;0.7180639720019958;0.39974681458763406;0.3827682693652607;10.001052126120662;0.7502055888210696;0.4162510587254427;0.4162437033642854;0.6707823290596345;-0.450165006197874;1.1184311452200963;0.8076547077815026
0.001347;1.0442846774322052;0.7498328773081071;0.7180424769640855;0.39955039532533376;0.3826064741261898;10.001025725340048;0.7502049334909854;0.41624939181179776;0.41624236451144325;0.6707804942940271;-0.4466960060339687;1.1183301754285428;0.8057298415998924
0.001684;1.0441937874564893;0.7497391387585665;0.7180148348137171;0.3993026536579132;0.38240245336103323;10.000999700061296;0.7502042882942039;0.4162477518251957;0.4162410469162087;0.670778692836418;-0.443285005869825;1.1182022328190018;0.803847240008555
0.002021;1.0440839458007032;0.7496259937945526;0.7179816494273306;0.39900494794533875;0.38215748592525817;10.000974060454121;0.7502036532455041;0.4162461393835317;0.4162397512689988;0.6707769258545571;-0.4399310057054539;1.1180483177843838;0.8020059123035834
0.002358;1.0439557559080144;0.7494973158996852;0.7179462126656597;0.3986576752986786;0.38187170509981117;10.000948816230883;0.7502030283612139;0.41624455496139295;0.416238478121132;0.6707761944008276;-0.4366330055408527;1.117869430627986;0.8002057194220794
0.002695;1.0438104964181536;0.7493511249241094;0.7179057452890942;0.3982630485077135;0.38154673319220267;10.000923977052684;0.7502024136317382;0.4162429988980514;0.41623722789056616;0.6707744994058266;-0.43339100537604697;1.1176665715608056;0.7984445661680029
