time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActivePower;Wind_Turbine_GEN_InjectedReactivePower;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_ActivePowerPu;Wind_Turbine_GEN_ReactivePowerPu;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_InjectedCurrent
0.0;1.0444557895409674;0.7499991603190163;0.7180944103860878;1.2372714941126254e-05;4.612895215700285e-06;10.000845058271269;0.7502484834672516;0.012604354933684775;0.012604471997760446;0.7501415238383011;0.08992784738300408;0.7129774399604076;-0.08549601746704612;0.7501416748424042;0.01261750084310437;1.0521049875440294;0.7181427418217674
0.0;1.0444555433792992;0.7499991733333495;0.7180942132090188;1.2139377404777303e-05;4.383677236437814e-06;10.000828425657312;0.750245892377878;0.012604369019617489;0.012604480604376342;0.7501415112382237;0.08992839688745165;0.7129774332411934;-0.08549501702143707;0.7501416607999142;0.012617146170519703;1.0521054521864734;0.7181409616320298
1e-06;1.0444552966666025;0.7499991862770415;0.7180940164060237;1.190585661588124e-05;4.155375816959368e-06;10.000811807409422;0.750243311920904;0.012604382967529441;0.012604489276615819;0.750141498810843;0.08992894103014865;0.7129774267726161;-0.08549401658158971;0.7501416466888957;0.012616793612141929;1.0521059168561857;0.7181391786472779
1e-06;1.0444550497100584;0.7499991991448547;0.7180938202324033;1.1672491237027221e-05;3.928484082801543e-06;10.000795213549303;0.7502407450260943;0.012604396763217078;0.01260449799212157;0.7501414865673466;0.0899294793898751;0.7129774205525662;-0.08549201614789771;0.7501416325235378;0.012616443669277506;1.0521063808655182;0.7181372752946746
2e-06;1.0444548027885838;0.7499992119321118;0.7180936249221427;1.1439581057426936e-05;3.703344529651444e-06;10.000778653119768;0.7502381943478169;0.012604410394862266;0.012604506730961897;0.7501414745189552;0.0899300115603531;0.712977414580393;-0.0854880157206814;0.7501416183173126;0.0126160968179929;1.0521068435921301;0.7181351340486793
4e-06;1.044454556154071;0.7499992246342188;0.7180934306925879;1.1207381986666742e-05;3.4802066835540006e-06;10.000762134729026;0.7502356622719085;0.012604423853631967;0.012604515475811168;0.7501414626763895;0.08993053715953235;0.71297740885585;-0.08548001530020292;0.7501416040836306;0.012615753495419523;1.0521073044640914;0.7181325183901478
8e-06;1.044454310022229;0.7499992372463863;0.7180932377511787;1.0976114661631687e-05;3.2592576529273367e-06;10.000745666493366;0.7502331510155166;0.012604437133932616;0.012604524212623244;0.7501414510493724;0.08993105580685104;0.7129774033769537;-0.08546301488669299;0.7501415898359135;0.012615414092513202;1.052107762945074;0.7181288347870188
1.7e-05;1.0444540645670704;0.7499992497638637;0.7180930462959462;1.0745972395845324e-05;3.0405512630579172e-06;10.000729256160929;0.750230662762176;0.012604450233339209;0.012604532930542417;0.7501414396464164;0.08993156709193734;0.7129773981393848;-0.08543101448036682;0.7501415755870762;0.012615078960300173;1.0521082185237614;0.7181233713029442
3.4e-05;1.0444538199277755;0.7499992621822175;0.7180928565104648;1.0517123827439861e-05;2.823994196130477e-06;10.000712911846895;0.7502281996971394;0.012604463152238014;0.012604541620866477;0.750141428474772;0.08993207056304504;0.7129773931374307;-0.08536601408142394;0.7501415613490148;0.012614748418891823;1.0521086707164176;0.7181139910722436
6.7e-05;1.0444535762265785;0.7499992744973959;0.7180926685599238;1.0289716429373589e-05;2.6093865674703943e-06;10.000696641987805;0.7502257639063021;0.01260447589335837;0.012604550275919606;0.7501414175405539;0.08993256574583969;0.7129773883638033;-0.08523601369004577;0.7501415471324512;0.012614422757329694;1.0521091190795167;0.7180969050828001
0.000135;1.044453333586569;0.7499994791459692;0.7180926668427502;7.983876557377533e-06;4.0492817459847924e-07;10.000680454239948;0.7502233572778522;0.012604488461578967;0.012604558888361482;0.7501404068486193;0.08993105218581304;0.7129773838077228;-0.0849770133063807;0.7501405329471595;0.012612102227655497;1.0521095632072706;0.7180645725508565
0.000269;1.0444520042666163;0.7499972073683281;0.7180910442417334;6.784185365551764e-07;-6.586763177682032e-06;10.000664354794427;0.7502209815272648;0.012604500863953113;0.012604567451218669;0.7501393964018785;0.08992452947693917;0.7129773794534143;-0.08446101293050409;0.7501395188024614;0.012604787042352386;1.0521080027140992;0.7180020635648547
0.000539;1.0444477811693724;0.7499907171654059;0.7180873755250496;-2.7936491530440195e-05;-3.3982119933823805e-05;10.000648348802246;0.7502186382648601;0.012604513109167778;0.012604575958603542;0.7501323862010137;0.08989599724449523;0.7129773752806419;-0.0834400125623864;0.7501325047076396;0.012576477375228802;1.052099437230502;0.717881057111135
0.001077;1.0444334178572054;0.7499653446413889;0.7180726028688191;-0.00013600780407922074;-0.00013745631173931835;10.000632441255068;0.7502163289860816;0.012604525206800056;0.012604584406329816;0.7501073762452823;0.08978445512468713;0.7129773712673839;-0.08144001220191095;0.7501074906721181;0.012467173360964453;1.0520678664171554;0.7176497331456336
