time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_InjectedCurrent
0.0;1.0444479841564414;0.7499354403539188;0.7181182893689494;-3.8148540067511284e-07;-3.7377921068166977e-07;10.000026654138525;0.7501311061645679;0.012603579882220793;0.7129704027946215;-0.08549604857898568;1.052136407332135;0.717953518520584
0.0;1.0444478411421654;0.7499366117835973;0.718117488193657;-3.812235280777607e-07;-3.732900638053739e-07;10.00002561641989;0.7501310157888406;0.012603611545351756;0.7129704593633055;-0.085495047532098;1.0521363984988938;0.7179563257343017
1e-06;1.0444477084168127;0.7499377866650592;0.7181166882359064;-3.809635685639441e-07;-3.7280662530158995e-07;10.000024622532834;0.750130947866195;0.012603643237109314;0.7129705227193961;-0.08549404648759486;1.0521363829642272;0.717959124739299
1e-06;1.0444475853748982;0.7499389629034435;0.7181158896140474;-3.8070564872358855e-07;-3.7232942210530803e-07;10.000023666085314;0.7501309025527285;0.01260367491601241;0.7129705930119326;-0.08549204544659796;1.0521363603217984;0.7179617927699943
2e-06;1.0444474714979612;0.7499401387528483;0.7181150924513132;-3.80449909538373e-07;-3.7185891776711034e-07;10.00002274058642;0.7501308798276388;0.012603706543020123;0.7129706703757381;-0.08548804441020406;1.0521363301604005;0.7179642072399524
4e-06;1.0444473664185876;0.7499413128240021;0.7181142969538115;-3.801965039461916e-07;-3.713955129552526e-07;10.000021839110117;0.7501308794161625;0.012603738081580032;0.7129707549178553;-0.08548004337943871;1.0521362920393051;0.7179661267787313
8e-06;1.044447269876615;0.7499424839858572;0.7181135034295696;-3.799455996031762e-07;-3.709395637931058e-07;10.00002095373648;0.7501309008599008;0.012603769498134987;0.7129708467300799;-0.08546404235522687;1.0521362455092949;0.7179670723681805
1.7e-05;1.0444471815838654;0.7499436512535099;0.7181127122349844;-3.7969738297717524e-07;-3.704913875450875e-07;10.00002007534321;0.7501309436184287;0.012603800762026418;0.7129709459251323;-0.08543204133839846;1.0521361902049449;0.7179660899185745
3.3e-05;1.044447101176741;0.749944813721897;0.7181119237118061;-3.794520653368018e-07;-3.700512508690213e-07;10.000019194364768;0.7501310071204444;0.012603831845087421;0.7129710526554965;-0.08536804032971856;1.0521361258962358;0.7179612767335906
6.6e-05;1.0444470283466307;0.7499459705079944;0.7181111381536519;-3.7920987000807283e-07;-3.696193562005751e-07;10.00001830180263;0.7501310907827986;0.012603862721559292;0.7129711670847972;-0.08523903932990434;1.0521360524274244;0.7179487209856467
0.000133;1.0444457085537329;0.7499465339584162;0.7181106564196756;-1.8441010043589299e-06;-1.7719814514195755e-06;10.000017389430761;0.7501311939667227;0.01260389336768275;0.7129712893519786;-0.0849830383396054;1.052134969663745;0.7179211145851333
0.000266;1.0444446966390273;0.7499459415358268;0.7181088718246205;-5.244346659125581e-06;-5.027353261740831e-06;10.000016450106536;0.7501313158920674;0.012603923760714472;0.7129714195700423;-0.08447403735938537;1.0521328775477496;0.717863754027722
0.000532;1.0444370674972208;0.7499390571743482;0.71810562883628;-2.193116603945512e-05;-2.100409028861528e-05;10.000015479006644;0.7501314556323648;0.012603953878544735;0.7129715578311985;-0.08346603638973653;1.0521227760999081;0.7177485237566813
0.001064;1.0444092198545343;0.7499095948843642;0.7180946861399243;-8.674289038736729e-05;-8.306045727217402e-05;10.000014474407905;0.7501316121882677;0.012603983700678972;0.7129717041730341;-0.08148803543110679;1.0520846653083684;0.7175238601877969
0.001596;1.0443655698412382;0.7498638225900203;0.7180790086762617;-0.00019162046098399437;-0.00018348621401640132;10.000013436868604;0.7501317845376348;0.012604013209365212;0.7129718585408003;-0.0795640344839115;1.0520225451362093;0.7173105279721228
0.002128;1.0443036085955837;0.7497993110431138;0.7180579946597241;-0.000335499283150873;-0.00032127207038462136;10.000012367706729;0.7501319716391806;0.012604042389584106;0.7129730207848395;-0.07769303354853481;1.051937415615988;0.7171089872000235
0.00266;1.0442270989374562;0.7497194456769665;0.7180322972035545;-0.0005156501782535847;-0.0004938165435563193;10.000011268599096;0.7501321724165799;0.012604071228356236;0.7129731906440728;-0.07587403262534928;1.051830276854112;0.7169167372275494
0.003191;1.0441347861678;0.7496253186504998;0.7180038231736897;-0.0007318979726919415;-0.000700967560104484;10.000010142440908;0.7501323857399853;0.01260409971394515;0.7129743677324722;-0.07410703171474843;1.051703129019796;0.7167353779453706
0.003723;1.0440288780167182;0.7495172614201849;0.717971369822976;-0.0009799893828692002;-0.0009386677932020343;10.000008993794719;0.7501326104204016;0.012604127834883013;0.7129755515783002;-0.07239203081716111;1.0515549723806443;0.716563537207086
0.004255;1.0439093740086882;0.7493962715537397;0.7179358904643909;-0.0012595912481473816;-0.0012066166828662657;10.000007828656917;0.7501328452397741;0.012604155579510059;0.7129767416605164;-0.07072902993303003;1.051388807314641;0.7164008476252975
0.004787;1.043775972885248;0.7492628154422831;0.7178980364776316;-0.0015700568098304102;-0.0015042158913695924;10.000006654401078;0.7501330890111173;0.012604182936880651;0.7129789374112806;-0.0691170290627709;1.0512056342474787;0.7162478513515539
0.005319;1.0436324368928764;0.7491186577422615;0.7178569083124382;-0.001906976221182631;-0.001827256591004453;10.00000547954104;0.7501333406330313;0.012604209898122748;0.7129821382077024;-0.06755602820675807;1.051004453540347;0.716104209531365
0.005851;1.0434762565491829;0.7489639883309881;0.7178144115022745;-0.0022706334384449208;-0.0021760360534505705;10.000004312959364;0.7501335991106564;0.01260423645685502;0.7129853433864896;-0.06604502736534686;1.0507882654509744;0.7159685056391301
0.006383;1.0433096392884327;0.7487994535361016;0.7177696447505335;-0.0026577706698395756;-0.002547450563427779;10.000003163400876;0.7501338635366803;0.012604262608892223;0.7129905523123652;-0.06458402653889159;1.0505580701976682;0.7158424187979512
0.006915;1.04313353833113;0.7486260527601715;0.7177229078884219;-0.0030695784135648632;-0.002942660702271757;10.000002039330457;0.750134133052628;0.01260428835170905;0.7129967644102553;-0.06317302572774125;1.0503128680018277;0.7157246512018758
0.007447;1.0429473000829512;0.7484443722682772;0.7176752105185515;-0.0035015194177872248;-0.0033573409915543485;10.000000948311568;0.7501344068165464;0.01260431368351893;0.7130029790689515;-0.061812024932221044;1.0500556590945749;0.7156139142729397
0.007979;1.042753484868732;0.7482559323983361;0.7176262467100487;-0.00395391667264396;-0.003791814397026013;9.999999896484969;0.750134683989879;0.01260433860234731;0.7130121955287253;-0.06049802415260983;1.049786443765491;0.7155126609157461
0.00851;1.0425504854543746;0.7480592740669441;0.71757572131472;-0.0044246321102534006;-0.004244057168188286;9.999998889310442;0.7501349637280684;0.012604363105333598;0.7130214128989557;-0.05923402338913633;1.0495052224444017;0.7154178944550785
0.009042;1.0423402091443195;0.7478554531705883;0.7175233321766888;-0.004913088451710243;-0.004713529185270375;9.99999793247392;0.750135245156867;0.01260438718836007;0.7130336302863732;-0.058016022641998434;1.0492139957505993;0.7153320178150326
0.009574;1.0421236096074715;0.7476475102626545;0.7174713383103567;-0.005416557579063227;-0.0051976281045814175;9.999997031310848;0.7501355273880793;0.012604410846708497;0.7130468469153767;-0.05684602191137054;1.0489137644231128;0.7152529645170519
0.010106;1.0419000336456603;0.7474336774528499;0.7174184922472983;-0.005933436721280278;-0.00569483711619817;9.99999618956636;0.7501358096186613;0.012604434076410861;0.7130620621615543;-0.055722021197387714;1.0486045291404813;0.7151813424773157
0.010638;1.0416713887759814;0.7472153226826972;0.7173647922855608;-0.006464149410242049;-0.006205569879309656;9.999995409365399;0.7501360912171262;0.012604456875066655;0.7130792755303014;-0.05464502050013865;1.0482872904145495;0.7151170136997997
0.01117;1.041436420642382;0.7469929045086139;0.7173115416558768;-0.007006525909775222;-0.006727767454396494;9.999994692640747;0.7501363717056548;0.012604479241869412;0.7130984866286842;-0.053612019819677975;1.0479630486484135;0.715059543242621
0.011702;1.0411973372976513;0.746768009703857;0.7172587429276359;-0.007560311393683115;-0.00726118697499392;9.99999404236415;0.7501366506821863;0.012604501176812978;0.7131196951219808;-0.052624019156038974;1.0476318042340962;0.715008816078879
0.012234;1.040954439332765;0.7465399232596932;0.7172055021509071;-0.00812183100475731;-0.007802309963269206;9.999993462438054;0.7501369277453971;0.012604522678980035;0.7131439006878596;-0.05168001850924325;1.0472945576158073;0.7149655726477
0.012766;1.04070647255975;0.7463080557234094;0.71715211678502;-0.008692523044777868;-0.008352539876006206;9.999992957227061;0.7501372024546074;0.012604543745209756;0.7131701029946852;-0.050779017879305596;1.0469523093339788;0.7149285721232912
0.013298;1.040456599086941;0.7460773407387234;0.7171011491334296;-0.009270432477512084;-0.008909985163701626;9.999992531471925;0.7501374743303698;0.012604564370639395;0.7131983016932014;-0.04992101726621948;1.046606060018649;0.7148976534930076
0.013829;1.0402026110810494;0.7458435813072515;0.7170500886607859;-0.009854423496714728;-0.009473582294716405;9.999992190003564;0.7501377428667679;0.012604584550208006;0.7132294964072435;-0.04910501666993144;1.0462558103233706;0.7148735924394441
0.014361;1.0399470173720273;0.7456095819785714;0.7169999026297661;-0.010443260305133727;-0.010042129911055022;9.999991937189876;0.7501380075487549;0.012604604279284923;0.7132636867349905;-0.04833001609032673;1.04590156084351;0.714856179344903
0.014893;1.0396892168016936;0.7453762518260869;0.7169518810768702;-0.011035688702516637;-0.01061443411381007;9.99999177670011;0.750138267887412;0.012604623553684784;0.7133008722755253;-0.04759501552723154;1.0455453120645886;0.7148452160784158
0.015425;1.0394298104102582;0.745142370932456;0.7169044377252842;-0.011631957565605715;-0.011190734309869197;9.99999171132583;0.7501385234777928;0.012604642369939247;0.7133400526654353;-0.04690001498042508;1.0451860643664665;0.7148395831092482
0.015957;1.0391684974186957;0.7449090726385216;0.7168588714637139;-0.01223013357112081;-0.011769179114527772;9.999991742138432;0.7501387740361374;0.012604660725467065;0.7133832276013086;-0.046244014449649505;1.044825818065587;0.7148410962610097
0.016489;1.0389065319990218;0.7446782549280616;0.716816145549727;-0.012829446435763772;-0.012349016983582145;9.999991867644194;0.7501390193773836;0.012604678618726323;0.713428396835508;-0.04562601393461221;1.044464573466171;0.714847590011372
0.017021;1.0386439139702168;0.7444486151783206;0.7167750084014243;-0.013429214963247994;-0.012929594212034224;9.99999208408226;0.7501392594015792;0.012604696049354628;0.7134765601541362;-0.04504501343499423;1.0441023308440482;0.7148599019705952
0.017553;1.0383815967807961;0.7442218245198544;0.71673641255991;-0.014029353045318532;-0.013510817120971725;9.999992386330039;0.7501394941191831;0.012604713017630957;0.7135287173691044;-0.0445010129504695;1.0437400903213983;0.7148789412699315
0.018085;1.0381192793713498;0.7439970297889499;0.7166997459861123;-0.014628559341754114;-0.014091436217582673;9.999992768479585;0.7501397236498012;0.012604729524240249;0.7135828683346341;-0.04399201248071774;1.043377851796847;0.7149025055834709
0.018617;1.0378566087947918;0.7437740094422348;0.7166650403754022;-0.01522524662336312;-0.014669926689414404;9.999993224559532;0.7501399481857286;0.012604745571239525;0.7136410129847939;-0.04351801202542645;1.0430166150423077;0.7149325176045821
0.019148;1.0375951914913093;0.7435558729766791;0.7166341845245029;-0.01581992988796849;-0.015246760236733903;9.99999374948434;0.7501401679504088;0.01260476116289702;0.713702151372606;-0.04307901158428939;1.042655379821587;0.7149679108677807
0.01968;1.0373353277321076;0.7433415478544501;0.7166059401040265;-0.01641125605938088;-0.01582062454815207;9.999994339158059;0.7501403831754765;0.012604776305716863;0.7137652836362406;-0.042672011156994934;1.0422971459227528;0.7150074447394492
0.020212;1.0370757628126788;0.7431311143588629;0.7165812535301829;-0.016999364911387115;-0.016391669412578812;9.999994989545662;0.7501405941005475;0.01260479100848704;0.7138324098855974;-0.042297010743210774;1.0419399131746045;0.7150530619908916
0.020744;1.0368177508787468;0.7429248579268135;0.7165595358682633;-0.017581834233765255;-0.01695753549353716;9.999995695822305;0.7501408009276572;0.012604805282217572;0.7139035301383964;-0.04195401034259159;1.041585681505176;0.7151047132931737
0.021276;1.0365622454298056;0.7427237688459873;0.7165410853171297;-0.01815989058730002;-0.017519383556660603;9.999996452524629;0.7501410037492492;0.012604819139164995;0.713976644339563;-0.04164200995481445;1.0412334509947418;0.7151602987327766
0.021808;1.0363079917847005;0.7425266245921813;0.7165255917256632;-0.018732997447774253;-0.018076710702281115;9.999997254437073;0.7501412025722517;0.012604832591541222;0.7140527523618257;-0.041360009579603986;1.0408842218582368;0.7152207190753341
0.02234;1.0360562441288106;0.7423353231894384;0.7165140213176905;-0.019300403854945164;-0.018628764192692576;9.999998097501715;0.7501413973894745;0.012604845650663799;0.7141328539927074;-0.04110600921671415;1.0405379943431934;0.7152868231653081
0.022872;1.0358073030877302;0.7421497862387688;0.7165060928156449;-0.01986045176553272;-0.01917392987227155;9.999998979335395;0.7501415882004208;0.012604858326090821;0.714215948986591;-0.04088100886589013;1.040195768599051;0.7153576408697316
0.023404;1.0355596134593335;0.7419681927700474;0.7165011260539713;-0.020415569255235574;-0.019714572642493197;9.999999899142615;0.7501417750290896;0.012604870624912643;0.7143010371610586;-0.040682008526847876;1.0398565446377186;0.7154319765104569
0.023936;1.0353156843415101;0.7417943938454059;0.7165011061056631;-0.020960980099754226;-0.020246024902183007;10.000000857201742;0.7501419579487525;0.01260488255229297;0.7143901184551843;-0.04051000819927785;1.0395223224533694;0.7155118622225362
0.024467;1.0350739608027564;0.7416249026523545;0.7165037439705484;-0.021500723041805645;-0.020772207457596358;10.000001854120955;0.7501421370812218;0.01260489411278465;0.7144821929082221;-0.0403640078828591;1.0391911021917604;0.715596223995167
0.024999;1.034836299513881;0.7414637519039756;0.7165116527436486;-0.02203108936013908;-0.02128949117150253;10.000002889810707;0.7501423126082243;0.012604905310709803;0.7145772605800588;-0.040242007577268896;1.0388648841959225;0.7156849335614546
0.025531;1.0346017984819622;0.7413079489109178;0.7165225678725518;-0.02255375622954167;-0.021799503913266814;10.000003962730895;0.7501424847574226;0.012604916149784366;0.7146743214832474;-0.04014400728219803;1.038543668909983;0.7157769802866412
0.026063;1.0343701062299158;0.7411585864805331;0.7165377911461315;-0.02306781855582542;-0.022301368624255843;10.000005070140999;0.7501426537008234;0.012604926633469361;0.7147753755991701;-0.04006900699737788;1.0382274567618643;0.7158742952688271
0.027127;1.033917125567108;0.7408784780448825;0.7165799513960703;-0.02406797616781347;-0.023278488999883464;10.000006208643688;0.7501428194861781;0.01260493676544633;0.7149844229612193;-0.03998400672257736;1.0376092481177897;0.7160788655955552
0.028084;1.0335236209676617;0.7406503493229635;0.7166312250333127;-0.024937418072330506;-0.02412859394348638;10.000007374322857;0.7501429820774517;0.012604946549090019;0.7151814637210929;-0.039978006457559175;1.0370720432679557;0.716275846381506
0.029042;1.0331420636524618;0.7404454790697464;0.7166967847998617;-0.025773636426191706;-0.024946899715414774;10.00000856301115;0.7501431414179848;0.012604955987202834;0.715387498181058;-0.04003400620206253;1.0365528423862718;0.7164852497211742
0.029999;1.0327734082155662;0.7402625659550864;0.7167747216761945;-0.026577553629196702;-0.025734212019433014;10.000009770505121;0.7501432974914051;0.012604965082392788;0.7156005268168666;-0.040147005955831816;1.0360516455135367;0.7167048106784987
0.030957;1.032417655484517;0.7401012934780928;0.7168647387820221;-0.027348244923154942;-0.026489572390907788;10.000010992104523;0.7501434503546281;0.012604973836701266;0.7158215502469528;-0.04031300571863234;1.0355704525833647;0.7169353272045492
0.031914;1.0320767131854267;0.7399639914769455;0.7169677772438947;-0.02808594156990661;-0.02721309322387881;10.000012221831543;0.7501436000831192;0.012604982250934024;0.7160495691098905;-0.04052700549024031;1.035108263489628;0.7171755526318827
0.032872;1.0317496282653842;0.739849355948625;0.7170832439669714;-0.0287884935823237;-0.027902653729946818;10.00001345221743;0.7501437466987199;0.01260499032489113;0.7162835839294186;-0.040785005270436395;1.0346660781988557;0.717424301782846
0.033829;1.0314364013277153;0.739757691786128;0.7172114414088078;-0.029456941596322193;-0.028559202700807293;10.000014674905064;0.7501438901791535;0.01260499805873899;0.716523595087802;-0.041084005059000485;1.0342438968142051;0.7176814481591661
0.034786;1.0311370331373744;0.7396864049803005;0.7173498601289471;-0.030089994547874813;-0.029181431470080597;10.000015881252864;0.7501440305111607;0.01260500545471352;0.7167686028918725;-0.041419004855707056;1.0338427195482034;0.7179457539742806
0.035744;1.0308524780630572;0.7396387543550241;0.7175010009797215;-0.030689293448988218;-0.02977084937618191;10.000017062968498;0.750144167689192;0.012605012517055366;0.7170186076079921;-0.04178700466033738;1.0334615466493917;0.7182170930501977
0.036701;1.0305824354024855;0.7396119019923949;0.7176623241951265;-0.03125421981767776;-0.030326812541358748;10.000018213508605;0.7501443016450781;0.012605019250478619;0.7172726094688182;-0.04218300447269266;1.033099378322467;0.7184942222530134
0.037659;1.0303259526402988;0.739604185259179;0.7178328813128233;-0.031784886969984015;-0.030849409669004554;10.000019329113615;0.750144432184393;0.012605025659549907;0.7175296087225076;-0.04260400429258259;1.0327582147008363;0.7187760100326569
0.038616;1.0300830307875064;0.7396168929910005;0.7180139233163746;-0.03228200975699891;-0.031339289144325565;10.000020408132352;0.7501445589937584;0.012605031748260075;0.7177906056698924;-0.043047004119800426;1.0324370558792273;0.719063317281596
0.039573;1.0298546241654103;0.7396500247523919;0.7182047848029952;-0.03274716845385317;-0.03179791346803138;10.000021449464391;0.7501446817080755;0.012605037518732666;0.718053600656671;-0.04350800395411351;1.0321349019650803;0.7193539446910697
0.040531;1.0296407336238114;0.7397019732271861;0.7184039028056229;-0.03317874969069058;-0.03222367548895531;10.000022451507828;0.7501447999944848;0.012605042970668483;0.7183195940937254;-0.04398500379526915;1.0318517531168447;0.7196488014517921
0.041488;1.0294388490294075;0.7397692371060937;0.7186096251405081;-0.033579248177656194;-0.032619039613544835;10.000023412198672;0.7501449136357828;0.012605048102106896;0.7185855864835893;-0.04447400364298518;1.0315886095308269;0.7199446766904591
0.042446;1.0292511794071444;0.7398556843246382;0.7188241635195488;-0.033948876720880795;-0.032984110080684026;10.000024329979393;0.7501450225749217;0.012605052910362409;0.7188535783722481;-0.044974003496924805;1.0313424714081183;0.7202435279057731
0.043403;1.029075818793536;0.739957329264286;0.7190449722687554;-0.03428908257644867;-0.033320323260073274;10.00002520489383;0.7501451268857751;0.01260505739253693;0.7191215702951034;-0.04548000335669681;1.0311153389822003;0.7205430656562809
