time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActivePower;Wind_Turbine_GEN_InjectedReactivePower;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_ActivePowerPu;Wind_Turbine_GEN_ReactivePowerPu;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_InjectedCurrent;NetworkFrequencyPu
0.0;1.0462138813318442;0.7494943626579871;0.7189612988675959;-7.584912890475078e-07;-5.728013075498688e-07;1.0009923992409966;9.988768360050853;0.7503224077909653;0.012585102482742456;1.0455845852955379;0.7522375052525202;0.08966268504684109;0.7134949600165537;-0.08549565876288127;0.7505226620973175;0.012602640519397646;1.0544021527950942;0.7193881213843525;1.0023102366557761
0.0;1.0462262476751898;0.7494442710879723;0.7189647919579744;-7.599213011691084e-07;-5.806065705370709e-07;1.001003747715267;9.988822468296373;0.7503278637236522;0.01258452569355357;1.0455841810846547;0.7522858043132604;0.0896567900584476;0.7135207033005945;-0.08549565017574495;0.750502795335517;0.012602876587098726;1.0544506125531319;0.7194159893175338;1.0023201963359347
0.1;1.0462387527688581;0.7493941551913952;0.7189683847298705;-7.613078285310675e-07;-5.884813565749428e-07;1.0010151453314367;9.988876075918196;0.7503333061025972;0.012583947281712436;1.0455837547462463;0.7523343502325698;0.08965084222761212;0.7135465418996632;-0.08549564154079327;0.7504829848385814;0.012603111844936774;1.0544993277078871;0.7194438726147581;1.0023303106283432
0.2;1.0462513788710717;0.749344077789837;0.7189720764391464;-7.626424360289623e-07;-5.964190924012712e-07;1.001026571294832;9.988929113858047;0.750338729296989;0.012583367891738818;1.045583300833919;0.7523830909553133;0.08964484723218918;0.713572442952334;-0.0854956328661057;0.7504632526200145;0.012603345975686957;1.0545482340124874;0.7194717339212052;1.0023405613125418
0.4;1.0462641050126331;0.7492941028536543;0.7189758650109519;-7.639160993905147e-07;-6.044129959451008e-07;1.0010380036963609;9.988981536240894;0.7503441271295238;0.012582788208022066;1.0455828126266897;0.7524319696645175;0.08963881138618512;0.7135983724875332;-0.08549562416045467;0.7504436204691299;0.01260357864708641;1.0545972624820206;0.7194995328666668;1.0023509260496983
0.8;1.046276906662496;0.7492442954640453;0.7189797470456855;-7.651192830710887e-07;-6.1245607389117e-07;1.001049419569643;9.98903332122959;0.7503494925893676;0.012582208959996543;1.0455822823998375;0.7524809248406359;0.08963274162660598;0.7136242956941161;-0.08549561543316075;0.7504241100827475;0.01260380951509791;1.054646339561658;0.71952722572463;1.0023613782799117
1.6;1.0462897552648533;0.749194721942116;0.7189837178813099;-7.662418835643159e-07;-6.205409484023152e-07;1.0010607945399164;9.989084467914424;0.7503548177242136;0.012581630919626658;1.0455817013331705;0.7525298905069785;0.08962664545864897;0.7136501771253944;-0.08549560669407422;0.7504047432441754;0.012604038233589679;1.0546953877033456;0.7195547653960118;1.0023718868870988
2.6;1.0463026181011053;0.7491454500502293;0.7189877715675974;-7.672730255341173e-07;-6.28659676902847e-07;1.0010721023544789;9.98913499194895;0.7503600937314203;0.01258105490465493;1.0455810588486965;0.7525787962582797;0.08962053090990284;0.7136759806560832;-0.0854955979537324;0.7503855416656655;0.012604264460031654;1.054744325209348;0.719582101418331;1.0023824161875128
3.6;1.046315458614425;0.749096549296074;0.7189919008848609;-7.682008631933284e-07;-6.368037195959487e-07;1.0010833146383873;9.98918492454455;0.7503653110348611;0.012580481790210681;1.0455803419862884;0.7526275670552203;0.08961440657285422;0.7137016692697215;-0.08549558922349819;0.750366526765087;0.012604487854024118;1.05479306567423;0.7196091796462712;1.0023929262708484
4.6;1.0463282367525257;0.7490480911725561;0.7189960973199601;-7.690125485823387e-07;-6.449640495002112e-07;1.0010944007983764;9.9892343137076;0.7503704592705345;0.012579912513981615;1.0455795353908774;0.7526761229948307;0.08960828170056782;0.7137272048006486;-0.08549558051559775;0.7503477197130239;0.012604708072359427;1.0548415175227557;0.7196359418828523;1.0024033730749724
5.6;1.0463409086674462;0.7490001491696467;0.7190003508945464;-7.696942689807723e-07;-6.5313125030876e-07;1.001105327866978;9.989283224083;0.7503755273594507;0.012579348070823284;1.0455786215488865;0.7527243791537894;0.08960216627170348;0.7137525476052313;-0.08549557184310047;0.750329141496147;0.01260492476503116;1.054889583547014;0.7196623259161241;1.0024137077824788
6.6;1.0463534259893494;0.7489527988550965;0.7190046501165053;-7.702312187716099e-07;-6.612954829262285e-07;1.0011160603492948;9.989331736701988;0.7503805037255957;0.012578789508294252;1.045577580765166;0.7527722454863438;0.08959607101472905;0.7137776562926895;-0.08549556321986991;0.750310813100424;0.012605137572834175;1.0549371607653788;0.7196882658557301;1.0024238758543673
7.6;1.046365735401042;0.7489061181390407;0.7190089820213621;-7.706075533460724e-07;-6.69446389519655e-07;1.0011265602892803;9.98937995043876;0.7503853764907735;0.012578237931731611;1.045576391268537;0.7528196268171199;0.08959000742335896;0.7138024875520161;-0.08549555466055471;0.7502927559935969;0.012605346126378498;1.0549841404241471;0.7197136923258356;1.002433816602778
