time;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_Voltage;NetworkFrequencyPu;Synch_Gen_GEN_RotorSpeedPu;Synch_Gen_GEN_RotorAngle;Synch_Gen_GEN_InternalAngle;Synch_Gen_GEN_AVRSetpointPu;Synch_Gen_GEN_MagnitudeControlledByAVRPu;Synch_Gen_GEN_NetworkFrequencyPu
0.0;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
0.0;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
0.0;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
0.0;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
0.0;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
0.0;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
0.0;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
0.0;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
0.0;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
0.0;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
0.0;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
0.0;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
0.0;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
0.0;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
0.0;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
2e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
2e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
2e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
2e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
2e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
3e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
3e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
3e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
3e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
4e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
4e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
4e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
4e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
4e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
5e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
5e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
5e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
5e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
6e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
6e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
6e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
6e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
7e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
7e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
7e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
7e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
7e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
8e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
8e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
8e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
8e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
9e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
9e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
9e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
9e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
9e-06;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1.1e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1.1e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1.1e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1.1e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1.1e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1.2e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1.2e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1.3e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1.3e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1.4e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1.4e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1.4e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1.5e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1.5e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1.6e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1.6e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1.6e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1.7e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1.7e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1.8e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1.8e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1.8e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1.9e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
1.9e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
2e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
2e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
2e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
2.1e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
2.1e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
2.2e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
2.2e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
2.3e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
2.3e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
2.3e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
2.4e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
2.4e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
2.5e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
2.5e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
2.5e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
2.6e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
2.6e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
2.7e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
2.7e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
2.7e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
2.8e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
2.8e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
2.9e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
3e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
3.1e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
3.1e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
3.2e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
3.3e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
3.3e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
3.4e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
3.5e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
3.6e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
3.6e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
3.7e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
3.8e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
3.9e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
3.9e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
4e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
4.1e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
4.2e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
4.2e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
4.3e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
4.4e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
4.4e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
4.5e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
4.6e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
4.7e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
4.9e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
5e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
5.1e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
5.3e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
5.4e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
5.5e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
5.7e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
5.8e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
5.9e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
6.1e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
6.2e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
6.3e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
6.5e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
6.7e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
7e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
7.2e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
7.4e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
7.7e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
7.9e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
8.1e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
8.4e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
8.9e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
9.3e-05;4.567;-0.0;1.044443958332375;1.0;1.0;1.412982;0.880969;1.053892;1.053892;1.0
