time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;PV_Array_GEN_MagnitudeControlledByAVRPu;PV_Array_GEN_VoltageInjTerminal;PV_Array_GEN_ActiveCurrentInjTerminal;PV_Array_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;PV_Array_GEN_ActivePowerSetpointPu;PV_Array_GEN_ReactivePowerSetpointPu;PV_Array_GEN_VoltageSetpointPu;PV_Array_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000;1.044e+00;8.332e-01;-4.444e-01;7.977e-01;-4.255e-01;9.111e-01;1.029e+00;8.326e-01;-3.699e-01;1.044e+00;7.498e-01;-4.000e-01;1.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
0.005191;1.044e+00;8.331e-01;-4.444e-01;7.976e-01;-4.255e-01;9.111e-01;1.029e+00;8.325e-01;-3.699e-01;1.044e+00;7.498e-01;-4.000e-01;1.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
0.010191;1.044e+00;8.334e-01;-4.445e-01;7.979e-01;-4.256e-01;9.111e-01;1.029e+00;8.328e-01;-3.700e-01;1.044e+00;7.500e-01;-4.000e-01;1.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
0.015191;1.044e+00;8.334e-01;-4.445e-01;7.980e-01;-4.256e-01;9.111e-01;1.029e+00;8.328e-01;-3.700e-01;1.044e+00;7.501e-01;-4.000e-01;1.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
0.020191;1.044e+00;8.333e-01;-4.444e-01;7.979e-01;-4.255e-01;9.111e-01;1.029e+00;8.327e-01;-3.699e-01;1.044e+00;7.500e-01;-4.000e-01;1.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
0.025191;1.044e+00;8.333e-01;-4.444e-01;7.979e-01;-4.255e-01;9.111e-01;1.029e+00;8.327e-01;-3.699e-01;1.044e+00;7.500e-01;-4.000e-01;1.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
0.031191;1.044e+00;8.333e-01;-4.444e-01;7.979e-01;-4.255e-01;9.111e-01;1.029e+00;8.327e-01;-3.699e-01;1.044e+00;7.500e-01;-4.000e-01;1.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
0.037191;1.044e+00;8.334e-01;-4.444e-01;7.979e-01;-4.255e-01;9.111e-01;1.029e+00;8.327e-01;-3.699e-01;1.044e+00;7.500e-01;-4.000e-01;1.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
19.989996;1.044e+00;8.333e-01;-4.444e-01;7.979e-01;-4.255e-01;9.111e-01;1.029e+00;8.327e-01;-3.699e-01;1.044e+00;7.500e-01;-4.000e-01;1.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
19.990001;1.044e+00;8.333e-01;-4.446e-01;7.978e-01;-4.257e-01;9.111e-01;1.029e+00;8.327e-01;-3.701e-01;1.044e+00;7.500e-01;-4.002e-01;1.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
