time;InternalNode1_BUS_Voltage;InternalNode1_BUS_ActivePower;InternalNode1_BUS_ReactivePower;InternalNode1_BUS_ActiveCurrent;InternalNode1_BUS_ReactiveCurrent;PV_Array_GEN_VoltageInjTerminal;PV_Array_GEN_ActiveCurrentInjTerminal;PV_Array_GEN_ReactiveCurrentInjTerminal;PV_Array_GEN_ActivePowerControlledPu;PV_Array_GEN_ReactivePowerControlledPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;PV_Array_GEN_ActivePowerSetpointPu;PV_Array_GEN_ReactivePowerSetpointPu
0.000000;1.000e+00;8.320e-01;-0.000e+00;8.320e-01;0.000e+00;1.014e+00;8.310e-01;4.104e-02;8.424e-01;4.160e-02;1.000e+00;2.080e-03;0.000e+00;8.424e-01;4.153e-02
29.999994;1.000e+00;8.320e-01;-5.474e-07;8.317e-01;7.818e-07;1.014e+00;8.308e-01;4.125e-02;8.421e-01;4.180e-02;1.000e+00;2.081e-03;4.233e-07;8.424e-01;4.153e-02
29.999995;1.397e-07;2.480e-05;-5.474e-07;-1.605e-04;7.818e-07;8.762e-01;3.437e+00;1.374e+01;3.009e+00;1.204e+01;2.779e-07;5.544e-07;4.233e-07;8.424e-01;4.153e-02
30.000000;1.397e-07;2.063e-01;-5.473e-07;2.068e-01;7.816e-07;8.760e-01;2.276e+00;1.374e+01;1.893e+00;1.203e+01;2.778e-07;5.544e-07;4.232e-07;8.424e-01;4.153e-02
30.000002;1.397e-07;2.063e-01;-5.472e-07;2.068e-01;7.815e-07;8.760e-01;2.276e+00;1.374e+01;1.893e+00;1.203e+01;2.778e-07;5.544e-07;4.232e-07;8.424e-01;4.153e-02
30.000832;1.349e-07;2.070e-01;-5.274e-07;2.075e-01;7.578e-07;8.548e-01;2.217e+00;1.341e+01;1.802e+00;1.146e+01;2.737e-07;5.522e-07;4.187e-07;8.424e-01;4.153e-02
30.001612;1.308e-07;2.076e-01;-5.090e-07;2.081e-01;7.350e-07;8.353e-01;2.163e+00;1.310e+01;1.722e+00;1.094e+01;2.692e-07;5.489e-07;4.161e-07;8.424e-01;4.153e-02
30.002482;1.269e-07;2.081e-01;-4.888e-07;2.086e-01;7.092e-07;8.140e-01;2.104e+00;1.277e+01;1.638e+00;1.039e+01;2.633e-07;5.439e-07;4.155e-07;8.424e-01;4.153e-02
30.002884;1.253e-07;2.083e-01;-4.795e-07;2.089e-01;6.972e-07;8.044e-01;2.078e+00;1.262e+01;1.600e+00;1.015e+01;2.604e-07;5.412e-07;4.157e-07;8.424e-01;4.153e-02
30.003350;1.239e-07;2.085e-01;-4.689e-07;2.091e-01;6.832e-07;7.933e-01;2.049e+00;1.244e+01;1.559e+00;9.869e+00;2.565e-07;5.373e-07;4.173e-07;8.424e-01;4.153e-02
