time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;PV_Array_GEN_MagnitudeControlledByAVRPu;PV_Array_GEN_VoltageInjTerminal;PV_Array_GEN_ActiveCurrentInjTerminal;PV_Array_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;PV_Array_GEN_ActivePowerSetpointPu;PV_Array_GEN_ReactivePowerSetpointPu;PV_Array_GEN_VoltageSetpointPu;PV_Array_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000;1.044e+00;8.333e-01;4.445e-01;7.978e-01;4.255e-01;1.178e+00;1.088e+00;7.877e-01;4.677e-01;1.044e+00;7.500e-01;4.000e-01;1.000e+01;8.333e-01;4.444e-01;1.178e+00;5.000e+01;5.000e+01
0.005028;1.044e+00;8.333e-01;4.445e-01;7.978e-01;4.255e-01;1.178e+00;1.088e+00;7.877e-01;4.677e-01;1.044e+00;7.499e-01;4.000e-01;1.000e+01;8.333e-01;4.444e-01;1.178e+00;5.000e+01;5.000e+01
0.010028;1.044e+00;8.333e-01;4.444e-01;7.979e-01;4.255e-01;1.178e+00;1.088e+00;7.878e-01;4.677e-01;1.044e+00;7.500e-01;4.000e-01;1.000e+01;8.333e-01;4.444e-01;1.178e+00;5.000e+01;5.000e+01
0.017028;1.044e+00;8.334e-01;4.444e-01;7.979e-01;4.255e-01;1.178e+00;1.088e+00;7.878e-01;4.677e-01;1.044e+00;7.500e-01;4.000e-01;1.000e+01;8.333e-01;4.444e-01;1.178e+00;5.000e+01;5.000e+01
19.989996;1.044e+00;8.333e-01;4.444e-01;7.979e-01;4.255e-01;1.178e+00;1.088e+00;7.878e-01;4.677e-01;1.044e+00;7.500e-01;4.000e-01;1.000e+01;8.333e-01;4.444e-01;1.178e+00;5.000e+01;5.000e+01
19.990004;1.044e+00;8.332e-01;4.437e-01;7.977e-01;4.248e-01;1.178e+00;1.088e+00;7.877e-01;4.670e-01;1.044e+00;7.499e-01;3.993e-01;1.000e+01;8.333e-01;4.444e-01;1.178e+00;5.000e+01;5.000e+01
19.990034;1.045e+00;8.324e-01;4.384e-01;7.966e-01;4.196e-01;1.176e+00;1.088e+00;7.868e-01;4.617e-01;1.045e+00;7.491e-01;3.946e-01;1.000e+01;8.333e-01;4.444e-01;1.178e+00;5.000e+01;5.000e+01
19.990082;1.045e+00;8.310e-01;4.300e-01;7.949e-01;4.113e-01;1.175e+00;1.088e+00;7.854e-01;4.534e-01;1.045e+00;7.479e-01;3.870e-01;1.000e+01;8.333e-01;4.444e-01;1.178e+00;5.000e+01;5.000e+01
19.990114;1.046e+00;8.302e-01;4.245e-01;7.937e-01;4.058e-01;1.173e+00;1.088e+00;7.845e-01;4.478e-01;1.046e+00;7.471e-01;3.820e-01;1.000e+01;8.333e-01;4.444e-01;1.178e+00;5.001e+01;5.001e+01
19.990242;1.048e+00;8.268e-01;4.025e-01;7.893e-01;3.843e-01;1.168e+00;1.088e+00;7.811e-01;4.261e-01;1.048e+00;7.441e-01;3.623e-01;1.000e+01;8.333e-01;4.444e-01;1.178e+00;5.001e+01;5.001e+01
