time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;8.333e-01;-8.813e-09;7.979e-01;-1.314e-09;1.051e+00;1.055e+00;8.005e-01;1.134e-01;1.044e+00;7.500e-01;5.722e-09;1.000e+01;1.051e+00;5.000e+01;5.000e+01
0.000161000;1.044e+00;8.288e-01;-9.867e-04;7.935e-01;-9.446e-04;1.051e+00;1.055e+00;7.964e-01;1.113e-01;1.044e+00;7.460e-01;-8.880e-04;1.000e+01;1.051e+00;4.979e+01;4.979e+01
0.000219000;1.045e+00;8.271e-01;-1.334e-03;7.919e-01;-1.278e-03;1.051e+00;1.055e+00;7.949e-01;1.105e-01;1.045e+00;7.444e-01;-1.201e-03;1.000e+01;1.051e+00;4.971e+01;4.971e+01
0.000510000;1.045e+00;8.184e-01;-2.901e-03;7.833e-01;-2.777e-03;1.051e+00;1.055e+00;7.868e-01;1.068e-01;1.045e+00;7.365e-01;-2.611e-03;1.000e+01;1.051e+00;4.939e+01;4.939e+01
0.000569000;1.045e+00;8.166e-01;-3.179e-03;7.816e-01;-3.043e-03;1.051e+00;1.054e+00;7.851e-01;1.061e-01;1.045e+00;7.349e-01;-2.861e-03;1.000e+01;1.051e+00;4.934e+01;4.934e+01
0.000627000;1.045e+00;8.148e-01;-3.444e-03;7.799e-01;-3.297e-03;1.050e+00;1.054e+00;7.834e-01;1.054e-01;1.045e+00;7.333e-01;-3.100e-03;1.000e+01;1.051e+00;4.928e+01;4.928e+01
0.000801000;1.045e+00;8.095e-01;-4.168e-03;7.746e-01;-3.988e-03;1.050e+00;1.054e+00;7.784e-01;1.033e-01;1.045e+00;7.285e-01;-3.751e-03;1.000e+01;1.051e+00;4.914e+01;4.914e+01
0.000918000;1.045e+00;8.059e-01;-4.589e-03;7.711e-01;-4.391e-03;1.050e+00;1.054e+00;7.751e-01;1.020e-01;1.045e+00;7.253e-01;-4.130e-03;1.000e+01;1.051e+00;4.906e+01;4.906e+01
0.001034000;1.045e+00;8.024e-01;-4.961e-03;7.677e-01;-4.746e-03;1.050e+00;1.054e+00;7.717e-01;1.008e-01;1.045e+00;7.222e-01;-4.465e-03;1.000e+01;1.051e+00;4.899e+01;4.899e+01
0.001139000;1.045e+00;7.993e-01;-5.254e-03;7.646e-01;-5.026e-03;1.050e+00;1.054e+00;7.688e-01;9.971e-02;1.045e+00;7.194e-01;-4.729e-03;1.000e+01;1.051e+00;4.893e+01;4.893e+01
0.001244000;1.046e+00;7.963e-01;-5.510e-03;7.615e-01;-5.270e-03;1.050e+00;1.054e+00;7.658e-01;9.869e-02;1.046e+00;7.166e-01;-4.959e-03;1.000e+01;1.051e+00;4.888e+01;4.888e+01
0.001349000;1.046e+00;7.933e-01;-5.729e-03;7.585e-01;-5.478e-03;1.050e+00;1.055e+00;7.630e-01;9.772e-02;1.046e+00;7.139e-01;-5.156e-03;1.000e+01;1.051e+00;4.884e+01;4.884e+01
0.001453000;1.046e+00;7.903e-01;-5.911e-03;7.556e-01;-5.651e-03;1.051e+00;1.055e+00;7.601e-01;9.679e-02;1.046e+00;7.113e-01;-5.320e-03;1.000e+01;1.051e+00;4.881e+01;4.881e+01
0.001663000;1.046e+00;7.847e-01;-6.171e-03;7.500e-01;-5.898e-03;1.051e+00;1.055e+00;7.546e-01;9.510e-02;1.046e+00;7.062e-01;-5.554e-03;1.000e+01;1.051e+00;4.876e+01;4.876e+01
0.001768000;1.046e+00;7.820e-01;-6.251e-03;7.472e-01;-5.973e-03;1.051e+00;1.055e+00;7.520e-01;9.433e-02;1.046e+00;7.038e-01;-5.626e-03;1.000e+01;1.051e+00;4.874e+01;4.874e+01
0.001872000;1.047e+00;7.794e-01;-6.301e-03;7.446e-01;-6.020e-03;1.051e+00;1.055e+00;7.494e-01;9.362e-02;1.047e+00;7.014e-01;-5.671e-03;1.000e+01;1.051e+00;4.873e+01;4.873e+01
0.001977000;1.047e+00;7.768e-01;-6.321e-03;7.420e-01;-6.038e-03;1.051e+00;1.055e+00;7.469e-01;9.295e-02;1.047e+00;6.991e-01;-5.689e-03;1.000e+01;1.051e+00;4.873e+01;4.873e+01
0.002187000;1.047e+00;7.720e-01;-6.278e-03;7.372e-01;-5.995e-03;1.051e+00;1.055e+00;7.422e-01;9.177e-02;1.047e+00;6.948e-01;-5.650e-03;1.000e+01;1.051e+00;4.873e+01;4.873e+01
