time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;PV_Array_GEN_MagnitudeControlledByAVRPu;PV_Array_GEN_VoltageInjTerminal;PV_Array_GEN_ActiveCurrentInjTerminal;PV_Array_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;PV_Array_GEN_ActivePowerSetpointPu;PV_Array_GEN_ReactivePowerSetpointPu;PV_Array_GEN_VoltageSetpointPu;PV_Array_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000;1.044e+00;5.000e-01;-1.111e-06;4.787e-01;-1.064e-06;1.044e+00;1.053e+00;4.889e-01;2.121e-02;1.044e+00;4.500e-01;-1.000e-06;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.005026;1.044e+00;4.999e-01;-3.333e-06;4.787e-01;-3.191e-06;1.044e+00;1.053e+00;4.889e-01;2.121e-02;1.044e+00;4.500e-01;-3.000e-06;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.011026;1.044e+00;4.999e-01;-3.333e-06;4.787e-01;-3.191e-06;1.044e+00;1.053e+00;4.889e-01;2.121e-02;1.044e+00;4.499e-01;-3.000e-06;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.015026;1.044e+00;5.000e-01;-1.111e-06;4.787e-01;-1.064e-06;1.044e+00;1.053e+00;4.889e-01;2.121e-02;1.044e+00;4.500e-01;-1.000e-06;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.020026;1.044e+00;5.000e-01;3.333e-06;4.787e-01;3.191e-06;1.044e+00;1.053e+00;4.889e-01;2.122e-02;1.044e+00;4.500e-01;3.000e-06;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.025026;1.044e+00;5.000e-01;5.556e-06;4.788e-01;5.319e-06;1.044e+00;1.053e+00;4.890e-01;2.122e-02;1.044e+00;4.500e-01;5.000e-06;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.030026;1.044e+00;5.001e-01;5.556e-06;4.788e-01;5.319e-06;1.044e+00;1.053e+00;4.890e-01;2.122e-02;1.044e+00;4.500e-01;5.000e-06;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.035026;1.044e+00;5.000e-01;4.444e-06;4.788e-01;4.255e-06;1.044e+00;1.053e+00;4.890e-01;2.122e-02;1.044e+00;4.500e-01;4.000e-06;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.040026;1.044e+00;5.000e-01;1.111e-06;4.788e-01;1.064e-06;1.044e+00;1.053e+00;4.890e-01;2.122e-02;1.044e+00;4.500e-01;1.000e-06;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.045026;1.044e+00;5.000e-01;-1.111e-06;4.787e-01;-1.064e-06;1.044e+00;1.053e+00;4.889e-01;2.121e-02;1.044e+00;4.500e-01;-1.000e-06;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.055026;1.044e+00;5.000e-01;-3.333e-06;4.787e-01;-3.191e-06;1.044e+00;1.053e+00;4.889e-01;2.121e-02;1.044e+00;4.500e-01;-3.000e-06;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
