time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent
0.000000000;1.044e+00;8.320e-01;-7.168e-09;7.966e-01;2.530e-09;1.044e+00;1.044e+00;2.080e-03;8.014e-09;1.000e+01;8.320e-01;4.300e-05;4.300e-05;7.966e-01;-4.099e-05
29.999994000;1.044e+00;8.320e-01;1.163e-09;7.966e-01;-1.349e-09;1.044e+00;1.044e+00;2.080e-03;1.188e-09;1.000e+01;8.320e-01;4.300e-05;4.300e-05;7.966e-01;-4.100e-05
29.999994000;1.185e-09;-4.664e-09;1.220e-09;1.475e-09;-1.321e-09;4.760e-04;-4.087e-10;-8.755e-10;1.183e-09;1.000e+01;8.320e-01;4.300e-05;4.300e-05;7.982e-01;1.100e+00
29.999994000;1.342e-09;-4.878e-09;1.282e-09;1.611e-09;-1.284e-09;4.760e-04;-4.656e-10;-9.668e-10;1.181e-09;1.000e+01;8.320e-01;4.300e-05;4.300e-05;7.982e-01;1.100e+00
29.999994000;2.076e-09;-6.064e-09;1.812e-09;2.065e-09;-6.651e-10;4.760e-04;-1.373e-09;-1.323e-09;1.183e-09;1.000e+01;8.320e-01;4.300e-05;4.300e-05;7.982e-01;1.100e+00
29.999997000;2.697e-09;-8.431e-09;1.847e-09;-2.595e-09;7.641e-10;4.760e-04;-7.420e-09;-9.422e-11;-1.811e-09;1.000e+01;8.320e-01;4.300e-05;4.300e-05;7.984e-01;1.100e+00
29.999998000;3.102e-09;-8.449e-09;2.089e-09;-2.607e-09;4.117e-10;4.760e-04;-7.299e-09;8.789e-11;-2.370e-09;1.000e+01;8.320e-01;4.300e-05;4.300e-05;7.984e-01;1.100e+00
29.999999000;3.387e-09;-8.467e-09;2.604e-09;-2.539e-09;-7.993e-11;4.760e-04;-6.878e-09;2.860e-10;-2.946e-09;1.000e+01;8.320e-01;4.300e-05;4.300e-05;7.984e-01;1.100e+00
30.001452000;-2.194e-10;1.081e-09;-2.650e-09;9.079e-10;-8.578e-10;3.390e-04;6.603e-10;3.912e-10;3.399e-09;1.000e+01;8.320e-01;4.300e-05;4.300e-05;8.362e-01;1.100e+00
30.004608000;3.224e-09;-2.539e-09;5.638e-09;2.001e-09;4.344e-09;1.540e-04;-3.094e-09;2.744e-09;-8.281e-10;1.000e+01;8.320e-01;4.300e-05;4.300e-05;8.670e-01;1.100e+00
30.005297000;5.611e-09;2.441e-09;1.118e-09;6.728e-09;3.947e-09;1.270e-04;-2.242e-09;1.185e-09;2.971e-10;1.000e+01;8.320e-01;4.300e-05;4.300e-05;2.732e-01;1.100e+00
30.005335000;8.665e-09;2.057e-10;-9.761e-10;4.116e-09;3.940e-09;1.260e-04;-3.728e-09;-1.965e-10;2.832e-10;1.000e+01;8.320e-01;4.300e-05;4.300e-05;2.921e-01;1.100e+00
30.006327000;9.207e-09;-6.074e-10;-1.595e-09;-2.196e-09;-2.211e-09;1.050e-04;-1.677e-09;-1.040e-08;3.563e-09;1.000e+01;8.320e-01;4.300e-05;4.300e-05;5.818e-01;-4.999e-01
30.006487000;7.792e-09;-6.382e-10;-3.133e-10;-3.035e-09;-2.811e-09;1.030e-04;-8.941e-10;-1.076e-08;3.592e-09;1.000e+01;8.320e-01;4.300e-05;4.300e-05;6.040e-01;-6.224e-01
30.007931000;8.517e-10;4.035e-10;-1.253e-10;-4.807e-09;-5.580e-09;9.701e-05;1.057e-09;-5.338e-09;2.675e-09;1.000e+01;8.320e-01;4.300e-05;4.300e-05;6.905e-01;-1.100e+00
30.008041000;3.917e-10;4.372e-10;-1.521e-09;-3.626e-09;-5.867e-09;9.601e-05;7.635e-10;-3.545e-09;3.275e-09;1.000e+01;8.320e-01;4.300e-05;4.300e-05;6.928e-01;-1.100e+00
30.043734000;-3.971e-09;3.928e-09;-7.609e-09;-5.286e-09;1.025e-09;8.800e-05;1.688e-10;-4.581e-09;-4.246e-10;1.000e+01;8.320e-01;4.300e-05;4.300e-05;6.928e-01;-1.100e+00
30.054751000;2.123e-09;3.621e-09;-4.148e-09;-9.464e-09;-4.614e-09;8.800e-05;-2.066e-09;-4.685e-09;3.675e-10;1.000e+01;8.320e-01;4.300e-05;4.300e-05;6.928e-01;-1.100e+00
30.070623000;2.670e-09;-5.016e-10;-1.758e-09;-2.919e-09;-5.457e-10;8.800e-05;-9.882e-10;-3.038e-09;3.660e-09;1.000e+01;8.320e-01;4.300e-05;4.300e-05;6.928e-01;-1.100e+00
30.149994000;-1.180e-09;-3.057e-09;-8.435e-08;1.587e-09;-2.082e-08;8.800e-05;-2.590e-09;-6.153e-09;-4.968e-10;1.000e+01;8.320e-01;4.300e-05;4.300e-05;6.928e-01;-1.100e+00
30.149994000;6.518e-01;4.416e-01;-2.108e+00;6.775e-01;-3.234e+00;6.516e-01;6.518e-01;1.104e-03;-5.269e-03;1.000e+01;8.320e-01;4.300e-05;4.300e-05;6.928e-01;-1.100e+00
30.149996000;6.519e-01;4.416e-01;-2.108e+00;6.774e-01;-3.233e+00;6.517e-01;6.519e-01;1.104e-03;-5.269e-03;1.000e+01;8.320e-01;4.300e-05;4.300e-05;6.928e-01;-1.100e+00
30.150407000;6.751e-01;4.612e-01;-2.054e+00;6.831e-01;-3.042e+00;6.749e-01;6.751e-01;1.153e-03;-5.134e-03;1.000e+01;8.320e-01;4.300e-05;4.300e-05;6.928e-01;-1.100e+00
30.150855000;6.993e-01;4.820e-01;-1.988e+00;6.893e-01;-2.843e+00;6.991e-01;6.993e-01;1.205e-03;-4.970e-03;1.000e+01;8.320e-01;4.300e-05;4.300e-05;6.928e-01;-1.100e+00
30.151047000;7.093e-01;4.908e-01;-1.958e+00;6.920e-01;-2.761e+00;7.091e-01;7.093e-01;1.227e-03;-4.895e-03;1.000e+01;8.320e-01;4.300e-05;4.300e-05;6.928e-01;-1.100e+00
30.151367000;7.255e-01;5.044e-01;-1.906e+00;6.952e-01;-2.627e+00;7.253e-01;7.255e-01;1.261e-03;-4.765e-03;1.000e+01;8.320e-01;4.300e-05;4.300e-05;6.928e-01;-1.100e+00
30.151488000;7.315e-01;5.096e-01;-1.886e+00;6.967e-01;-2.578e+00;7.313e-01;7.315e-01;1.274e-03;-4.714e-03;1.000e+01;8.320e-01;4.300e-05;4.300e-05;6.928e-01;-1.100e+00
30.151504000;7.323e-01;5.104e-01;-1.883e+00;6.970e-01;-2.571e+00;7.321e-01;7.323e-01;1.276e-03;-4.707e-03;1.000e+01;8.320e-01;4.300e-05;4.300e-05;6.910e-01;-1.100e+00
30.151931000;7.527e-01;5.264e-01;-1.809e+00;6.993e-01;-2.403e+00;7.525e-01;7.527e-01;1.316e-03;-4.522e-03;1.000e+01;8.320e-01;4.300e-05;4.300e-05;6.546e-01;-1.100e+00
30.151995000;7.557e-01;5.284e-01;-1.798e+00;6.992e-01;-2.379e+00;7.555e-01;7.557e-01;1.321e-03;-4.494e-03;1.000e+01;8.320e-01;4.300e-05;4.300e-05;6.510e-01;-1.100e+00
30.152571000;7.817e-01;5.460e-01;-1.692e+00;6.985e-01;-2.165e+00;7.815e-01;7.817e-01;1.365e-03;-4.230e-03;1.000e+01;8.320e-01;4.300e-05;4.300e-05;6.344e-01;-1.100e+00
30.152763000;7.899e-01;5.512e-01;-1.656e+00;6.978e-01;-2.096e+00;7.898e-01;7.899e-01;1.378e-03;-4.140e-03;1.000e+01;8.320e-01;4.300e-05;4.300e-05;6.337e-01;-1.100e+00
