time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
0.000000000;1.000e+00;8.320e-01;-4.440e-01;8.320e-01;-4.440e-01;9.956e-01;8.357e-01;-4.371e-01;1.000e+00;2.080e-03;-1.110e-03;8.320e-01;-4.439e-01
0.000001000;1.000e+00;8.320e-01;-4.440e-01;8.320e-01;-4.440e-01;9.956e-01;8.357e-01;-4.371e-01;1.000e+00;2.080e-03;-1.110e-03;8.320e-01;-4.439e-01
19.999996000;1.000e+00;8.320e-01;-4.440e-01;8.320e-01;-4.440e-01;9.956e-01;8.357e-01;-4.371e-01;1.000e+00;2.080e-03;-1.110e-03;8.320e-01;-4.439e-01
19.999996000;1.000e+00;8.320e-01;-4.440e-01;8.320e-01;-4.440e-01;9.956e-01;8.357e-01;-4.371e-01;1.000e+00;2.080e-03;-1.110e-03;7.904e-01;-4.439e-01
20.002492000;1.000e+00;8.320e-01;-4.440e-01;8.320e-01;-4.440e-01;9.956e-01;8.357e-01;-4.371e-01;1.000e+00;2.080e-03;-1.110e-03;7.904e-01;-4.439e-01
20.002607000;1.000e+00;8.316e-01;-4.440e-01;8.316e-01;-4.440e-01;9.956e-01;8.353e-01;-4.371e-01;1.000e+00;2.079e-03;-1.110e-03;7.904e-01;-4.439e-01
20.003644000;1.000e+00;8.316e-01;-4.440e-01;8.316e-01;-4.440e-01;9.956e-01;8.353e-01;-4.371e-01;1.000e+00;2.079e-03;-1.110e-03;7.904e-01;-4.439e-01
20.003874000;1.000e+00;8.312e-01;-4.440e-01;8.312e-01;-4.440e-01;9.956e-01;8.349e-01;-4.371e-01;1.000e+00;2.078e-03;-1.110e-03;7.904e-01;-4.439e-01
20.004289000;1.000e+00;8.312e-01;-4.440e-01;8.312e-01;-4.440e-01;9.956e-01;8.349e-01;-4.371e-01;1.000e+00;2.078e-03;-1.110e-03;7.904e-01;-4.439e-01
20.004496000;1.000e+00;8.308e-01;-4.440e-01;8.308e-01;-4.440e-01;9.956e-01;8.345e-01;-4.371e-01;1.000e+00;2.077e-03;-1.110e-03;7.904e-01;-4.439e-01
20.004911000;1.000e+00;8.308e-01;-4.440e-01;8.308e-01;-4.440e-01;9.956e-01;8.345e-01;-4.371e-01;1.000e+00;2.077e-03;-1.110e-03;7.904e-01;-4.439e-01
20.005119000;1.000e+00;8.304e-01;-4.444e-01;8.304e-01;-4.444e-01;9.956e-01;8.341e-01;-4.371e-01;1.000e+00;2.076e-03;-1.111e-03;7.904e-01;-4.439e-01
20.005533000;1.000e+00;8.304e-01;-4.444e-01;8.304e-01;-4.444e-01;9.956e-01;8.341e-01;-4.371e-01;1.000e+00;2.076e-03;-1.111e-03;7.904e-01;-4.439e-01
20.005741000;1.000e+00;8.300e-01;-4.444e-01;8.300e-01;-4.444e-01;9.956e-01;8.337e-01;-4.371e-01;1.000e+00;2.075e-03;-1.111e-03;7.904e-01;-4.439e-01
20.006155000;1.000e+00;8.296e-01;-4.444e-01;8.296e-01;-4.444e-01;9.956e-01;8.333e-01;-4.375e-01;1.000e+00;2.074e-03;-1.111e-03;7.904e-01;-4.439e-01
20.006570000;1.000e+00;8.292e-01;-4.444e-01;8.292e-01;-4.444e-01;9.956e-01;8.329e-01;-4.375e-01;1.000e+00;2.073e-03;-1.111e-03;7.904e-01;-4.439e-01
20.006985000;1.000e+00;8.288e-01;-4.444e-01;8.288e-01;-4.444e-01;9.956e-01;8.325e-01;-4.375e-01;1.000e+00;2.072e-03;-1.111e-03;7.904e-01;-4.439e-01
20.007400000;1.000e+00;8.280e-01;-4.444e-01;8.280e-01;-4.444e-01;9.956e-01;8.317e-01;-4.375e-01;1.000e+00;2.070e-03;-1.111e-03;7.904e-01;-4.439e-01
20.007814000;1.000e+00;8.276e-01;-4.448e-01;8.276e-01;-4.448e-01;9.956e-01;8.313e-01;-4.375e-01;1.000e+00;2.069e-03;-1.112e-03;7.904e-01;-4.439e-01
20.008229000;1.000e+00;8.268e-01;-4.448e-01;8.268e-01;-4.448e-01;9.956e-01;8.305e-01;-4.379e-01;1.000e+00;2.067e-03;-1.112e-03;7.904e-01;-4.439e-01
20.008644000;1.000e+00;8.264e-01;-4.448e-01;8.264e-01;-4.448e-01;9.956e-01;8.301e-01;-4.379e-01;1.000e+00;2.066e-03;-1.112e-03;7.904e-01;-4.439e-01
20.009058000;1.000e+00;8.256e-01;-4.448e-01;8.256e-01;-4.448e-01;9.956e-01;8.293e-01;-4.379e-01;1.000e+00;2.064e-03;-1.112e-03;7.904e-01;-4.439e-01
20.009473000;1.000e+00;8.248e-01;-4.452e-01;8.248e-01;-4.452e-01;9.956e-01;8.285e-01;-4.379e-01;1.000e+00;2.062e-03;-1.113e-03;7.904e-01;-4.439e-01
20.009888000;1.000e+00;8.240e-01;-4.452e-01;8.240e-01;-4.452e-01;9.956e-01;8.276e-01;-4.383e-01;1.000e+00;2.060e-03;-1.113e-03;7.904e-01;-4.439e-01
20.010303000;1.000e+00;8.232e-01;-4.452e-01;8.232e-01;-4.452e-01;9.956e-01;8.268e-01;-4.383e-01;1.000e+00;2.058e-03;-1.113e-03;7.904e-01;-4.439e-01
20.010717000;1.000e+00;8.224e-01;-4.452e-01;8.224e-01;-4.452e-01;9.956e-01;8.260e-01;-4.383e-01;1.000e+00;2.056e-03;-1.113e-03;7.904e-01;-4.439e-01
20.011132000;1.000e+00;8.212e-01;-4.456e-01;8.211e-01;-4.456e-01;9.956e-01;8.248e-01;-4.387e-01;1.000e+00;2.053e-03;-1.114e-03;7.904e-01;-4.439e-01
