time;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_Voltage;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_InjectedCurrent;NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu
0.0;0.75;0.0;1.0444445953912538;1.0449117948784004;0.727675466016273;1.0;10.0;0.727471;-0.017249;1.044912;1.0
0.0;0.75;0.0;1.0444445953912538;1.0449117948784004;0.727675466016273;1.0;10.0;0.727471;-0.017249;1.044912;1.0
0.1;0.75;0.0;1.0444445953912538;1.0449117948784004;0.727675466016273;1.0;10.0;0.727471;-0.017249;1.044912;1.0
0.2;0.75;0.0;1.0444445953912538;1.0449117948784004;0.727675466016273;1.0;10.0;0.727471;-0.017249;1.044912;1.0
0.4;0.75;0.0;1.0444445953912538;1.0449117948784004;0.727675466016273;1.0;10.0;0.727471;-0.017249;1.044912;1.0
0.8;0.75;0.0;1.0444445953912538;1.0449117948784004;0.727675466016273;1.0;10.0;0.727471;-0.017249;1.044912;1.0
1.6;0.75;0.0;1.0444445953912538;1.0449117948784004;0.727675466016273;1.0;10.0;0.727471;-0.017249;1.044912;1.0
2.6;0.75;0.0;1.0444445953912538;1.0449117948784004;0.727675466016273;1.0;10.0;0.727471;-0.017249;1.044912;1.0
3.6;0.75;0.0;1.0444445953912538;1.0449117948784004;0.727675466016273;1.0;10.0;0.727471;-0.017249;1.044912;1.0
4.6;0.75;0.0;1.0444445953912538;1.0449117948784004;0.727675466016273;1.0;10.0;0.727471;-0.017249;1.044912;1.0
5.6;0.75;0.0;1.0444445953912538;1.0449117948784004;0.727675466016273;1.0;10.0;0.727471;-0.017249;1.044912;1.0
6.6;0.75;0.0;1.0444445953912538;1.0449117948784004;0.727675466016273;1.0;10.0;0.727471;-0.017249;1.044912;1.0
7.6;0.75;0.0;1.0444445953912538;1.0449117948784004;0.727675466016273;1.0;10.0;0.727471;-0.017249;1.044912;1.0
