;time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_InjectedCurrent
1085;1.039e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1086;1.040e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1087;1.041e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1088;1.042e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1089;1.043e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1090;1.044e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1091;1.045e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1092;1.046e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1093;1.047e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1094;1.048e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1095;1.049e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1096;1.050e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1097;1.051e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1098;1.052e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1099;1.053e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1100;1.054e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1101;1.055e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1102;1.056e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1103;1.057e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1104;1.058e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1105;1.059e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1106;1.060e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1107;1.061e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1108;1.062e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1109;1.063e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1110;1.064e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1111;1.065e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1112;1.066e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1113;1.067e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1114;1.068e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1115;1.069e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1116;1.070e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1117;1.071e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1118;1.072e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1119;1.073e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1120;1.074e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1121;1.075e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1122;1.076e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1123;1.077e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1124;1.078e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1125;1.079e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1126;1.080e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1127;1.081e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1128;1.082e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1129;1.083e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1130;1.084e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1131;1.085e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1132;1.086e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1133;1.087e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1134;1.088e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1135;1.089e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1136;1.090e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1137;1.091e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1138;1.092e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1139;1.093e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1140;1.094e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1141;1.095e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1142;1.096e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1143;1.097e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1144;1.098e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1145;1.099e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1146;1.100e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1147;1.101e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1148;1.102e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1149;1.103e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1150;1.104e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1151;1.105e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1152;1.106e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1153;1.107e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1154;1.108e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1155;1.109e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1156;1.110e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1157;1.111e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1158;1.112e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1159;1.113e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1160;1.114e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1161;1.115e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1162;1.116e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1163;1.117e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1164;1.118e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1165;1.119e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1166;1.120e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1167;1.121e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1168;1.122e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1169;1.123e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1170;1.124e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1171;1.125e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1172;1.126e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1173;1.127e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1174;1.128e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1175;1.129e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1176;1.130e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1177;1.131e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1178;1.132e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1179;1.133e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1180;1.134e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1181;1.135e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1182;1.136e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1183;1.137e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1184;1.138e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1185;1.139e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1186;1.140e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1187;1.141e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1188;1.142e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1189;1.143e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1190;1.144e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1191;1.145e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1192;1.146e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1193;1.147e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1194;1.148e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1195;1.149e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1196;1.150e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1197;1.151e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1198;1.152e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1199;1.153e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1200;1.154e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1201;1.155e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1202;1.156e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1203;1.157e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1204;1.158e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1205;1.159e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1206;1.160e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1207;1.161e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1208;1.162e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1209;1.163e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1210;1.164e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1211;1.165e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1212;1.166e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1213;1.167e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1214;1.168e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1215;1.169e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1216;1.170e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1217;1.171e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1218;1.172e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1219;1.173e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1220;1.174e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1221;1.175e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1222;1.176e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1223;1.177e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1224;1.178e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
1225;1.179e+01;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02;7.979e-01
