time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_InjectedCurrent;NetworkFrequencyPu
61.43456;1.0013937320891064;0.462936500464272;0.46226021603448336;0.4419947468213506;0.4414123444507058;1.0123848191116855;0.9999119164703971;10.001541812346911;0.41672767648529113;0.45195706140684927;0.4519995596274916;0.4116341611580207;-0.4017969503581851;0.5752545869703884;1.000070922663335
61.44456;1.0013942378968876;0.46293658556415945;0.4622595520072637;0.4419943466721989;0.44141090431441127;1.0123845899234978;0.9999133024690177;10.00155946259967;0.41672735222450397;0.45195770577126093;0.45199994185548736;0.4116342798278636;-0.4017969506220066;0.5752540511156856;1.0000713255557288
61.45456;1.001394726243388;0.46293669325395165;0.46225890689056814;0.44199393892193634;0.4414094582740249;1.0123843198602611;0.9999146948491308;10.001576700400326;0.4167270237587145;0.4519583781038481;0.4520003467422544;0.4116344226458612;-0.401796950886019;0.5752535147803364;1.0000717412269151
61.46456;1.0013951974693702;0.46293682393525953;0.46225828112854944;0.44199352479900855;0.44140800823519966;1.0123840114223712;0.9999160964263817;10.001593495727404;0.4167266901476532;0.45195907721223666;0.4520007776138162;0.4116345903235723;-0.4017969511492324;0.5752529804805262;1.0000721705157163
61.47456;1.0013956521732357;0.46293697808735895;0.4622576748397765;0.4419931054589881;0.4414065558822667;1.0123836657754384;0.9999175109370156;10.001609810656653;0.41672635070650854;0.45195980218096476;0.4520012379311863;0.41163478322846436;-0.401796951410802;0.5752524501359987;1.000072613474121
61.48456;1.0013960911256998;0.46293715591000834;0.46225708816196526;0.44199268191622315;0.4414051031527006;1.012383283270212;0.9999189412708935;10.001625609740962;0.416726005206601;0.45196055255983686;0.45200173058551196;0.41163500141814824;-0.40179695167001905;0.5752519245910648;1.000073070970693
61.49456;1.0013965143051806;0.46293735750367226;0.46225652142729035;0.44199225503270595;0.44140365265891013;1.0123828642828192;0.9999203883884334;10.00164086617994;0.41672565378295995;0.45196132802463607;0.45200225769425095;0.41163524412482083;-0.40179695192623954;0.5752514037883478;1.000073545775364
61.50456;1.0013969204601798;0.462937583031624;0.46225597498821336;0.4419918255695962;0.4414022077225667;1.0123824100790377;0.999921851585398;10.001655555165904;0.4167252965927198;0.4519621277246178;0.45200282082536836;0.4116355095168809;-0.4017969521787965;0.5752508873103231;1.0000740426125954
61.51456;1.0013973079839118;0.46293783236232605;0.46225544900651405;0.4419913943406009;0.4414007718511765;1.0123819228899777;0.9999233293422694;10.001669641309888;0.41672493364616303;0.45196295008007925;0.45200342126494597;0.41163579523906246;-0.4017969524269476;0.5752503751264487;1.0000745670586624
61.52456;1.0013976756723775;0.46293810460225554;0.4622549433345467;0.4419909622742779;0.4413993480566415;1.012381404793508;0.99992482024588;10.001683074293165;0.4167245647862525;0.45196379306377066;0.45200406014560723;0.4116360988146435;-0.40179695266990223;0.5752498677240127;1.0000751238320043
61.53456;1.0013980222924979;0.4629383980905353;0.46225445750132405;0.4419905301579202;0.44139793875749805;1.0123808562458014;0.9999263237976149;10.001695798171685;0.41672418971181097;0.451964654337944;0.4520047381599446;0.4116364174679379;-0.4017969529068401;0.5752493654063379;1.00007571570649
61.54456;1.0013983460002047;0.46293871086166444;0.46225399097882597;0.44199009814404366;0.44139654616238466;1.012380275574934;0.9999278407668492;10.00170776750716;0.4167238081874376;0.451965531144613;0.4520054550947818;0.4116367482023136;-0.401796953136765;0.5752488677832501;1.0000763434129718
61.55456;1.0013986448893049;0.4629390409223186;0.46225354368154664;0.4419896654800726;0.4413951723847652;1.012379659747216;0.9999293728310451;10.001718956989643;0.4167234202737761;0.45196642039236906;0.4520062098761679;0.41163708822834116;-0.4017969533584192;0.5752483739175489;1.000077005998372
61.56456;1.001398918029145;0.4629393861345529;0.46225311622524407;0.44198923092879766;0.4413938193339077;1.0123790056850985;0.9999309220762067;10.0017293543415;0.4167230262048544;0.4519673189890604;0.45200700095102925;0.41163743508510775;-0.4017969535704961;0.5752478826807965;1.0000777011660507
61.57456;1.0013991656240429;0.4629397442030059;0.46225270966611404;0.44198879356477716;0.44139248884708443;1.0123783110786089;0.9999324911558164;10.001738943333129;0.41672262601938664;0.45196822405411646;0.4520078263179087;0.4116377865251886;-0.4017969537720089;0.5752473928985503;1.000078425636652
61.58456;1.0013993878895335;0.4629401128025835;0.46225232519598275;0.44198835303562606;0.44139118278568246;1.0123775741583125;0.9999340837568974;10.001747695438624;0.4167222192553645;0.45196913290857543;0.4520086832535186;0.4116381404878233;-0.40179695396256737;0.5752469035598717;1.0000791758943592
61.59456;1.001399583686532;0.46294048966470874;0.4622519640832164;0.44198790923754555;0.44138990283412965;1.0123767935345924;0.9999357043080939;10.001755577131522;0.4167218048283272;0.45197004314206235;0.45200956822802923;0.4116384949655248;-0.4017969541422581;0.5752464143141562;1.0000799494720198
61.60456;1.0013997502705552;0.46294087271741513;0.4622516274357116;0.44198746224340374;0.4413886502205688;1.0123759687378588;0.9999373570077769;10.001762558483563;0.4167213812078971;0.451970952829695;0.45201047714567244;0.4116388477441671;-0.4017969543113071;0.5752459255246336;1.0000807457472172
61.61456;1.0013998841815552;0.46294126011075304;0.4622513160030755;0.44198701265188545;0.44138742551638105;1.0123751002080088;0.9999390454145002;10.001768611602438;0.41672094676472077;0.45197186053796023;0.4520114057892399;0.411639196391822;-0.40179695447005687;0.5752454378700559;1.000081564890704
61.62456;1.0013999825677526;0.4629416500093732;0.4622510305280602;0.4419865617533583;0.4413862287004454;1.0123741883323631;0.9999407727091204;10.001773709622395;0.41672050001171607;0.45197276512797574;0.45201235014826996;0.4116395384866279;-0.40179695461906173;0.5752449523703101;1.000082405784213
61.63456;1.00140004425492;0.46294204043755094;0.46225077209400617;0.44198611127047704;0.4413850594668799;1.0123732326374364;0.999942541786437;10.001777832851827;0.4167200398547789;0.451973665884609;0.4520133062713232;0.4116398717694273;-0.4017969547589703;0.5752444704922223;1.0000832651589742
61.64456;1.0014000699069947;0.4629424292749045;0.462250541949349;0.44198566293422936;0.4413839175153687;1.012372232304649;0.9999443552738796;10.001780972209042;0.4167195658956307;0.45197456284009635;0.4520142700244799;0.4116401940795261;-0.4017969548904038;0.5752439937596505;1.0000841384150687
61.65456;1.0014000612148921;0.462942814155033;0.462250341087547;0.4419852182102352;0.44138280284660725;1.0123711874469055;0.9999462156541995;10.001783126691919;0.416719078507243;0.4519754567379607;0.4520152372763738;0.41164050324052576;-0.4017969550138395;0.5752435234262572;1.0000850206569756
61.66456;1.0014000199819537;0.4629431920389032;0.46225016988632234;0.44198477831937133;0.4413817159317085;1.0123700993186011;0.9999481250900384;10.001784301003514;0.4167185786138178;0.4519763488064957;0.4520162041637948;0.4116407971375974;-0.40179695512942776;0.5752430604813268;1.0000859070885515
61.67456;1.001399947910756;0.4629435589369267;0.4622500280905782;0.441984344282442;0.44138065740871546;1.012368969865849;0.9999500849402941;10.001784505732665;0.4167180672368303;0.45197724049814075;0.45201716707837536;0.4116410738955929;-0.40179695523699743;0.5752426057040794;1.0000867928259765
61.68456;1.0013998468979923;0.46294391064880064;0.46224991524871517;0.44198391677296595;0.44137962755787247;1.0123678015645596;0.9999520954159332;10.001783761994918;0.4167175449869672;0.45197813305464185;0.4520181226061601;0.4116413320003477;-0.4017969553362318;0.5752421596731464;1.000087672290513
61.69456;1.0013997192385953;0.46294424394410966;0.46224983114621915;0.4419834961436791;0.44137862605848627;1.0123665968633968;0.9999541556148789;10.001782108553638;0.41671701184544985;0.4519790271736001;0.45201906762412036;0.41164157030317794;-0.401796955426772;0.5752417226141011;1.000088538601031
61.70456;1.001399567414027;0.4629445569156001;0.46224977571055875;0.4419830827187535;0.4413776520607973;1.0123653576547837;0.9999562637343974;10.001779598174632;0.41671646715248817;0.45197992307264584;0.45201999922135017;0.4116417878960467;-0.40179695550840444;0.575241294148453;1.0000893835155384
61.71456;1.0013993940082215;0.4629448487638842;0.4622497486185878;0.4419826768537163;0.44137670445085714;1.012364085560742;0.9999584174263686;10.001776285146757;0.4167159096522439;0.4519808207914043;0.4520209141789849;0.41164198399723884;-0.40179695558126033;0.5752408732242273;1.0000901981118855
61.72456;1.00139920240743;0.4629451196530465;0.4622497493044255;0.4419822788065702;0.4413757822724924;1.012362782295023;0.9999606143267596;10.001772221743202;0.41671533795859733;0.4519817204173494;0.4520218085951347;0.4116421579320317;-0.40179695564561557;0.5752404581492504;1.000090973611878
61.73456;1.001398997264751;0.4629453702391682;0.4622497771923407;0.44198188883779843;0.44137488510953127;1.012361449688436;0.9999628519654838;10.001767460235513;0.41671475134089647;0.4519826223001668;0.4520226781236282;0.41164230912959315;-0.4017969557016147;0.5752400465050402;1.0000917017390065
61.74456;1.001398783628969;0.46294560070280144;0.46224983167581507;0.4419815073047433;0.4413740131631717;1.0123600896666685;0.9999651267260293;10.001762048836124;0.4167141500623934;0.4519835273678294;0.45202351859468615;0.4116424371055997;-0.40179695574936863;0.5752396352055124;1.0000923748295436
61.75456;1.00139856563697;0.4629458101223711;0.4622499121845502;0.4419811346172543;0.4413731670916897;1.0123587039750537;0.9999674331042152;10.001756029475398;0.4167135350872546;0.4519844371769118;0.4520243266226281;0.41164254159749025;-0.4017969557891202;0.5752392210049113;1.0000929862652073
61.76456;1.001398346115509;0.46294599661114977;0.46225001846047736;0.44198077141598663;0.44137234779389584;1.012357293774249;0.9999697638405102;10.001749447969889;0.4167129076855558;0.451985353516927;0.45202509951983605;0.4116426227735416;-0.40179695582132147;0.5752388011588219;1.0000935312094676
61.77456;1.0013981271665615;0.46294615769189695;0.462250150645912;0.44198041873623833;0.44137155599112715;1.0123558596619007;0.9999721101577232;10.00174236621319;0.4167122692513227;0.4519862778913031;0.452025834471781;0.4116426811009917;-0.4017969558466304;0.5752383737722991;1.0000940067534907
61.78456;1.001397910842554;0.46294629066539095;0.46225030899717323;0.4419800778450342;0.4413707917661728;1.012354402198129;0.99997446186901;10.001734855588529;0.4167116212173575;0.45198721118946;0.45202652795367265;0.41164271707754574;-0.40179695586565606;0.5752379377640318;1.000094411146222
61.79456;1.0013976992925184;0.46294639313870983;0.46225049329084966;0.4419797501880546;0.4413700547263022;1.012352922806924;0.9999768076107534;10.001726975646582;0.41671096499951027;0.451988153696782;0.45202717565489264;0.4116427312970811;-0.40179695587875414;0.5752374925597742;1.0000947430598124
61.80456;1.0013974947502544;0.4629464633943313;0.4622507022473023;0.44197943746763263;0.44136934467306543;1.0123514245052263;0.9999791350324182;10.001718760922959;0.41671030194084063;0.45198910536154313;0.45202777260259125;0.41164272455382916;-0.40179695588628855;0.5752370375517346;1.0000950017146573
61.81456;1.001397299764927;0.46294650004119653;0.4622509334552992;0.4419791414858858;0.44136866185013934;1.0123499118756392;0.9999814308626838;10.00171022039813;0.4167096332058326;0.4519900660174549;0.4520283135029005;0.41164269773880224;-0.40179695588908765;0.5752365717560759;1.0000951875409194
61.82456;1.0013971172600342;0.4629465013403338;0.46225118406488136;0.44197886401917447;0.44136800659779857;1.01234839043187;0.9999836815035084;10.00170134156484;0.4167089598254099;0.4519910353641922;0.4520287931134108;0.4116426518082146;-0.4017969558885878;0.5752360939968066;1.0000953021317647
61.83456;1.0013969499670416;0.4629464650398602;0.46225145160178205;0.44197860682490125;0.44136737902751655;1.0123468658583241;0.9999858745343105;10.001692096890048;0.41670828302118296;0.4519920128763998;0.4520292064103375;0.4116425877463736;-0.4017969558866651;0.5752356030283924;1.0000953474318817
61.84456;1.0013967996045543;0.4629463885864866;0.46225173397883035;0.4419783714977474;0.44136677896231363;1.0123453436603522;0.9999880002969654;10.00168245253083;0.41670760445401195;0.4519929979212176;0.4520295485931317;0.41164250625378035;-0.4017969558854047;0.5752350973900386;1.0000953258372087
61.85456;1.0013966667315501;0.462946269273874;0.46225202917046176;0.44197815931239737;0.441366206004817;1.0123438290462137;0.9999900524009636;10.001672375599934;0.41670692593636527;0.4519939899081787;0.4520298152217184;0.41164240753545533;-0.401796955886839;0.5752345756811696;1.0000952413211006
61.86456;1.001396551375854;0.4629461042981872;0.4622523353159332;0.4419779712795143;0.44136565960076857;1.0123423264166727;0.9999920272581256;10.00166183748929;0.4167062488655068;0.4519949881912987;0.45203000249839276;0.41164229166172017;-0.4017969558927233;0.5752340371624745;1.0000950998872191
61.87456;1.0013964536405813;0.46294589073782094;0.4622526510310023;0.4419778082803803;0.4413651389404908;1.0123408390693946;0.999993923743436;10.001650818644658;0.41670557403100295;0.4519959919137625;0.45203010716232145;0.41164215906463486;-0.40179695590449443;0.5752334818497115;1.0000949085546775
61.88456;1.0013963740911347;0.46294562550416196;0.46225297572385915;0.4419776710751702;0.4413646427581728;1.012339369807925;0.999995743168342;10.001639314023528;0.41670490167069957;0.451996999940781;0.45203012629889955;0.41164201054512717;-0.4017969559233237;0.5752329102429318;1.0000946735327823
61.89456;1.0013963140897704;0.46294530531198286;0.46225330970597023;0.4419775601828703;0.441364169394483;1.0123379216675668;0.9999974891638693;10.001627328302812;0.41670423133462237;0.45199801091128783;0.4520300577288061;0.4116418470437628;-0.4017969559502137;0.5752323233463178;1.0000943989943503
61.90456;1.001396275814026;0.46294492671092974;0.4622536538091782;0.4419774758106554;0.4413637172882284;1.0123364980638656;0.999999167249346;10.001614864472508;0.4167035618478533;0.45199902356527566;0.4520299003274276;0.4116416695604891;-0.40179695598618004;0.5752317228566964;1.0000940872912454
61.91456;1.0013962617898835;0.46294448631514784;0.4622540089913887;0.44197741793170886;0.4413632855079802;1.0123351026043599;1.0000007843022691;10.00160192126633;0.4167028917940057;0.45200003718562304;0.4520296536280879;0.4116414791611294;-0.4017969560323079;0.5752311110631178;1.0000937400637628
61.92456;1.0013962742125917;0.46294398134942794;0.4622543764106468;0.4419773862897916;0.44136287383775286;1.0123337388846063;1.0000023488048109;10.001588500661716;0.416702220178579;0.45200105165358473;0.4520293173084223;0.4116412769599274;-0.40179695608963545;0.5752304904806885;1.0000933591493626
61.93456;1.0013963143917362;0.46294341014303264;0.46225475742474975;0.4419773803396908;0.44136248242884774;1.0123324102779392;1.000003871118455;10.00157461814721;0.41670154661904657;0.4520020668256607;0.4520288910585162;0.41164106392624566;-0.40179695615912875;0.5752298637653721;1.0000929468182154
61.94456;1.0013963825447683;0.4629427720650676;0.4622551531523035;0.4419773992910081;0.4413621114535288;1.0123311197722609;1.0000053622394298;10.00156031011419;0.4167008709926842;0.45200308179278736;0.45202837451927186;0.41164084069547313;-0.4017969562417249;0.5752292340084991;1.0000925055842236
61.95456;1.0013964781643252;0.46294206718433834;0.46225556411854385;0.44197744192291005;0.4413617611817905;1.0123298702964882;1.0000068321362943;10.00154563170242;0.4167001930884099;0.45200409488057813;0.4520277673176377;0.41164060779321;-0.40179695633825113;0.5752286048229254;1.00009203804904
61.96456;1.0013966010382431;0.46294129602151896;0.4622559901465649;0.44197750627994925;0.44136143226319713;1.0123286654449342;1.0000082890088065;10.001530648015244;0.4166995126217807;0.4520051040504143;0.4520270694739812;0.4116403659461742;-0.4017969564492081;0.5752279800293418;1.0000915471019938
61.97456;1.0013967526805785;0.46294045935258843;0.4622564303846259;0.44197758987918734;0.441361125675549;1.012327509773971;1.0000097386222293;10.00151542834555;0.41669882947450476;0.45200610690408216;0.4520262817329021;0.4116401159943089;-0.40179695657453496;0.575227363326154;1.0000910359946327
61.98456;1.0013969372514133;0.4629395582031729;0.46225688362495865;0.44197769023454864;0.44136084238821927;1.0123264081912575;1.0000111837007744;10.001500043659789;0.4166981440154291;0.4520071006601442;0.4520254055512961;0.41163985869656833;-0.40179695671355803;0.5752267582571388;1.000090507716518
61.99456;1.0013971610832213;0.4629385940030013;0.46225734877216895;0.44197780494235406;0.44136058318010807;1.0123253649386175;1.0000126246516048;10.001484561113308;0.4166974573669204;0.4520080826074991;0.45202444317418067;0.41163959479443957;-0.4017969568652403;0.5752261682237384;1.0000899641891428
62.00456;1.0013974312069296;0.46293756855695156;0.46225782507087143;0.44197793133737734;0.44136034889375786;1.0123243833902962;1.0000140609704624;10.001469034187087;0.41669677126171123;0.45200905058881347;0.45202339776516576;0.4116393251786896;-0.40179695702854884;0.5752255962405531;1.0000894056917018
62.01456;1.001397753886864;0.4629364838192116;0.4622583118382739;0.4419780664743552;0.4413601407130442;1.012323466632084;1.0000154919245852;10.001453495670322;0.41669608741106895;0.45201000310181183;0.4520222730681761;0.41163905093999886;-0.4017969572025907;0.5752250446216269;1.0000888302896234
62.02456;1.001398134034879;0.4629353416955746;0.46225880823868376;0.4419782074723339;0.4413599599424164;1.0123226178872429;1.0000169169539446;10.001437957264338;0.41669540706976105;0.4520109390868114;0.452021072778748;0.4116387734001937;-0.40179695738644433;0.575224514735722;1.0000882335096093
62.03456;1.0013985755539103;0.46293414386188936;0.46225931384117613;0.4419783517515626;0.4413598077189775;1.0123218410161332;1.0000183360673214;10.001422409640362;0.4166947311794201;0.45201185769106;0.45201980021560895;0.41163849426322174;-0.4017969575790346;0.5752240071936314;1.0000876087538222
62.04456;1.0013990815506126;0.4629328915163551;0.46225982933680443;0.44197849735756356;0.4413596849198215;1.0123211406398112;1.0000197494790748;10.001406821315541;0.4166940604013538;0.45201275826258097;0.45201845840209603;0.4116382157121331;-0.4017969577792283;0.5752235227617233;1.000086948525444
62.05456;1.001399653836521;0.4629315853481029;0.4622603564723352;0.44197864328959646;0.4413595920219199;1.0123205210082022;1.0000211569762951;10.001391141820726;0.4166933948517995;0.4520136402931121;0.4520170504734777;0.4116379403014444;-0.4017969579858962;0.5752230631520185;1.0000862460075475
62.06456;1.0014002923018872;0.4629302260065727;0.4622608974866191;0.4419787893690781;0.44135952913288024;1.0123199847067739;1.0000225581290518;10.001375312688168;0.41669273421976544;0.4520145031400255;0.45201558010501647;0.4116376707140084;-0.4017969581978718;0.5752226308780881;1.0000854958241567
62.07456;1.001400994876088;0.4629288148171797;0.4622614546659381;0.4419789359643122;0.4413594962205567;1.012319532468681;1.0000239527342627;10.001359279292988;0.4166920783733292;0.45201534591589154;0.45201405158143476;0.4116374093627885;-0.40179695841401053;0.5752222286004401;1.000084693571314
