time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine1_GEN_MagnitudeControlledByAVRPu;Wind_Turbine2_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr1_XFMR_Tap;StepUp_Xfmr2_XFMR_Tap;Wind_Turbine1_GEN_InjectedActiveCurrent;Wind_Turbine1_GEN_InjectedReactiveCurrent;Wind_Turbine1_GEN_AVRSetpointPu;Wind_Turbine1_GEN_NetworkFrequencyPu;Wind_Turbine2_GEN_InjectedActiveCurrent;Wind_Turbine2_GEN_InjectedReactiveCurrent;Wind_Turbine2_GEN_AVRSetpointPu;Wind_Turbine2_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;4.167e-01;-5.251e-07;3.989e-01;-5.109e-07;1.047e+00;1.047e+00;1.044e+00;7.500e-01;-1.056e-06;1.000e+01;1.000e+01;4.042e-01;-6.511e-03;1.047e+00;5.000e+01;4.042e-01;-6.511e-03;1.047e+00;5.000e+01;5.000e+01
0.104024000;1.044e+00;4.167e-01;-1.694e-04;3.989e-01;-1.622e-04;1.047e+00;1.047e+00;1.044e+00;7.500e-01;-3.050e-04;1.000e+01;1.000e+01;4.042e-01;-6.350e-03;1.047e+00;5.000e+01;4.042e-01;-6.350e-03;1.047e+00;5.000e+01;5.000e+01
0.105024000;1.044e+00;4.167e-01;-1.717e-04;3.990e-01;-1.644e-04;1.047e+00;1.047e+00;1.044e+00;7.500e-01;-3.090e-04;1.000e+01;1.000e+01;4.042e-01;-6.348e-03;1.047e+00;5.000e+01;4.042e-01;-6.348e-03;1.047e+00;5.000e+01;5.000e+01
0.185024000;1.044e+00;4.167e-01;-3.344e-04;3.990e-01;-3.203e-04;1.047e+00;1.047e+00;1.044e+00;7.500e-01;-6.019e-04;1.000e+01;1.000e+01;4.042e-01;-6.193e-03;1.047e+00;5.000e+01;4.042e-01;-6.193e-03;1.047e+00;5.000e+01;5.000e+01
0.186024000;1.044e+00;4.167e-01;-3.361e-04;3.990e-01;-3.219e-04;1.046e+00;1.046e+00;1.044e+00;7.500e-01;-6.049e-04;1.000e+01;1.000e+01;4.042e-01;-6.191e-03;1.047e+00;5.000e+01;4.042e-01;-6.191e-03;1.047e+00;5.000e+01;5.000e+01
0.193024000;1.044e+00;4.167e-01;-3.511e-04;3.990e-01;-3.363e-04;1.046e+00;1.046e+00;1.044e+00;7.500e-01;-6.319e-04;1.000e+01;1.000e+01;4.042e-01;-6.177e-03;1.047e+00;5.000e+01;4.042e-01;-6.177e-03;1.047e+00;5.000e+01;5.000e+01
0.194024000;1.044e+00;4.167e-01;-3.533e-04;3.990e-01;-3.384e-04;1.046e+00;1.046e+00;1.044e+00;7.500e-01;-6.359e-04;1.000e+01;1.000e+01;4.043e-01;-6.175e-03;1.047e+00;5.000e+01;4.043e-01;-6.175e-03;1.047e+00;5.000e+01;5.000e+01
0.475024000;1.044e+00;4.167e-01;-9.528e-04;3.990e-01;-9.125e-04;1.046e+00;1.046e+00;1.044e+00;7.500e-01;-1.715e-03;1.000e+01;1.000e+01;4.043e-01;-5.603e-03;1.047e+00;5.000e+01;4.043e-01;-5.603e-03;1.047e+00;5.000e+01;5.000e+01
0.476024000;1.044e+00;4.167e-01;-9.550e-04;3.991e-01;-9.146e-04;1.046e+00;1.046e+00;1.044e+00;7.500e-01;-1.719e-03;1.000e+01;1.000e+01;4.043e-01;-5.601e-03;1.047e+00;5.000e+01;4.043e-01;-5.601e-03;1.047e+00;5.000e+01;5.000e+01
0.532024000;1.044e+00;4.167e-01;-1.072e-03;3.991e-01;-1.026e-03;1.046e+00;1.046e+00;1.044e+00;7.500e-01;-1.929e-03;1.000e+01;1.000e+01;4.043e-01;-5.489e-03;1.047e+00;5.000e+01;4.043e-01;-5.489e-03;1.047e+00;5.000e+01;5.000e+01
