time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine1_GEN_MagnitudeControlledByAVRPu;Wind_Turbine2_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr1_XFMR_Tap;StepUp_Xfmr2_XFMR_Tap;Wind_Turbine1_GEN_InjectedActiveCurrent;Wind_Turbine1_GEN_InjectedReactiveCurrent;Wind_Turbine1_GEN_AVRSetpointPu;Wind_Turbine1_GEN_NetworkFrequencyPu;Wind_Turbine2_GEN_InjectedActiveCurrent;Wind_Turbine2_GEN_InjectedReactiveCurrent;Wind_Turbine2_GEN_AVRSetpointPu;Wind_Turbine2_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;2.500e-01;6.671e-08;2.394e-01;-2.789e-08;1.046e+00;1.046e+00;1.044e+00;4.500e-01;4.190e-08;1.000e+01;1.000e+01;2.447e-01;-4.070e-03;1.046e+00;5.000e+01;2.447e-01;-4.070e-03;1.046e+00;5.000e+01;5.000e+01
0.022328000;1.044e+00;2.497e-01;5.949e-07;2.391e-01;5.416e-07;1.046e+00;1.046e+00;1.044e+00;4.495e-01;1.043e-06;1.000e+01;1.000e+01;2.444e-01;-4.070e-03;1.046e+00;5.000e+01;2.444e-01;-4.070e-03;1.046e+00;5.000e+01;5.000e+01
0.023328000;1.044e+00;2.497e-01;5.935e-07;2.390e-01;5.422e-07;1.046e+00;1.046e+00;1.044e+00;4.494e-01;1.042e-06;1.000e+01;1.000e+01;2.443e-01;-4.070e-03;1.046e+00;5.000e+01;2.443e-01;-4.070e-03;1.046e+00;5.000e+01;5.000e+01
0.025328000;1.044e+00;2.496e-01;1.145e-06;2.390e-01;1.075e-06;1.046e+00;1.046e+00;1.044e+00;4.492e-01;2.041e-06;1.000e+01;1.000e+01;2.443e-01;-4.070e-03;1.046e+00;5.000e+01;2.443e-01;-4.070e-03;1.046e+00;5.000e+01;5.000e+01
0.044328000;1.044e+00;2.483e-01;7.185e-06;2.378e-01;6.919e-06;1.046e+00;1.046e+00;1.044e+00;4.470e-01;1.301e-05;1.000e+01;1.000e+01;2.431e-01;-4.065e-03;1.046e+00;5.000e+01;2.431e-01;-4.065e-03;1.046e+00;5.000e+01;5.000e+01
0.046328000;1.044e+00;2.482e-01;8.289e-06;2.376e-01;7.978e-06;1.046e+00;1.046e+00;1.044e+00;4.467e-01;1.500e-05;1.000e+01;1.000e+01;2.429e-01;-4.064e-03;1.046e+00;5.000e+01;2.429e-01;-4.064e-03;1.046e+00;5.000e+01;5.000e+01
0.048328000;1.044e+00;2.480e-01;8.839e-06;2.374e-01;8.505e-06;1.046e+00;1.046e+00;1.044e+00;4.464e-01;1.600e-05;1.000e+01;1.000e+01;2.427e-01;-4.063e-03;1.046e+00;5.000e+01;2.427e-01;-4.063e-03;1.046e+00;5.000e+01;5.000e+01
0.049328000;1.044e+00;2.479e-01;9.392e-06;2.373e-01;9.035e-06;1.046e+00;1.046e+00;1.044e+00;4.462e-01;1.700e-05;1.000e+01;1.000e+01;2.426e-01;-4.063e-03;1.046e+00;5.000e+01;2.426e-01;-4.063e-03;1.046e+00;5.000e+01;5.000e+01
0.050328000;1.044e+00;2.478e-01;9.389e-06;2.372e-01;9.032e-06;1.046e+00;1.046e+00;1.044e+00;4.460e-01;1.699e-05;1.000e+01;1.000e+01;2.425e-01;-4.062e-03;1.046e+00;4.999e+01;2.425e-01;-4.062e-03;1.046e+00;4.999e+01;4.999e+01
0.051328000;1.045e+00;2.477e-01;9.942e-06;2.371e-01;9.561e-06;1.046e+00;1.046e+00;1.045e+00;4.458e-01;1.799e-05;1.000e+01;1.000e+01;2.424e-01;-4.061e-03;1.046e+00;4.999e+01;2.424e-01;-4.061e-03;1.046e+00;4.999e+01;4.999e+01
0.060328000;1.045e+00;2.467e-01;1.325e-05;2.362e-01;1.273e-05;1.046e+00;1.046e+00;1.045e+00;4.440e-01;2.397e-05;1.000e+01;1.000e+01;2.415e-01;-4.055e-03;1.046e+00;4.999e+01;2.415e-01;-4.055e-03;1.046e+00;4.999e+01;4.999e+01
0.069328000;1.045e+00;2.456e-01;1.602e-05;2.351e-01;1.538e-05;1.046e+00;1.046e+00;1.045e+00;4.420e-01;2.896e-05;1.000e+01;1.000e+01;2.404e-01;-4.046e-03;1.046e+00;4.999e+01;2.404e-01;-4.046e-03;1.046e+00;4.999e+01;4.999e+01
0.070328000;1.045e+00;2.454e-01;1.658e-05;2.350e-01;1.592e-05;1.046e+00;1.046e+00;1.045e+00;4.418e-01;2.995e-05;1.000e+01;1.000e+01;2.403e-01;-4.045e-03;1.046e+00;4.999e+01;2.402e-01;-4.045e-03;1.046e+00;4.999e+01;4.999e+01
0.073328000;1.045e+00;2.450e-01;1.714e-05;2.346e-01;1.645e-05;1.046e+00;1.046e+00;1.045e+00;4.410e-01;3.095e-05;1.000e+01;1.000e+01;2.399e-01;-4.041e-03;1.046e+00;4.999e+01;2.399e-01;-4.041e-03;1.046e+00;4.999e+01;4.999e+01
0.074328000;1.045e+00;2.449e-01;1.770e-05;2.344e-01;1.698e-05;1.046e+00;1.046e+00;1.045e+00;4.408e-01;3.195e-05;1.000e+01;1.000e+01;2.397e-01;-4.040e-03;1.046e+00;4.999e+01;2.397e-01;-4.040e-03;1.046e+00;4.999e+01;4.999e+01
0.099328000;1.045e+00;2.409e-01;2.332e-05;2.306e-01;2.234e-05;1.046e+00;1.046e+00;1.045e+00;4.336e-01;4.196e-05;1.000e+01;1.000e+01;2.359e-01;-4.003e-03;1.046e+00;4.999e+01;2.359e-01;-4.003e-03;1.046e+00;4.999e+01;4.999e+01
0.100920000;1.045e+00;2.406e-01;2.390e-05;2.303e-01;2.288e-05;1.046e+00;1.046e+00;1.045e+00;4.331e-01;4.299e-05;1.000e+01;1.000e+01;2.356e-01;-4.001e-03;1.046e+00;4.999e+01;2.356e-01;-4.001e-03;1.046e+00;4.999e+01;4.999e+01
0.101048000;1.045e+00;2.406e-01;2.390e-05;2.303e-01;2.288e-05;1.046e+00;1.046e+00;1.045e+00;4.330e-01;4.299e-05;1.000e+01;1.000e+01;2.356e-01;-4.000e-03;1.046e+00;4.999e+01;2.356e-01;-4.000e-03;1.046e+00;4.999e+01;4.999e+01
0.101816000;1.045e+00;2.404e-01;2.391e-05;2.301e-01;2.288e-05;1.046e+00;1.046e+00;1.045e+00;4.328e-01;4.299e-05;1.000e+01;1.000e+01;2.355e-01;-3.999e-03;1.046e+00;4.999e+01;2.354e-01;-3.999e-03;1.046e+00;4.999e+01;4.999e+01
0.102816000;1.045e+00;2.402e-01;2.446e-05;2.300e-01;2.341e-05;1.046e+00;1.046e+00;1.045e+00;4.324e-01;4.399e-05;1.000e+01;1.000e+01;2.353e-01;-3.997e-03;1.046e+00;4.999e+01;2.353e-01;-3.997e-03;1.046e+00;4.999e+01;4.999e+01
0.115816000;1.045e+00;2.378e-01;2.614e-05;2.276e-01;2.503e-05;1.046e+00;1.046e+00;1.045e+00;4.281e-01;4.703e-05;1.000e+01;1.000e+01;2.329e-01;-3.974e-03;1.046e+00;4.999e+01;2.329e-01;-3.974e-03;1.046e+00;4.999e+01;4.999e+01
0.117816000;1.045e+00;2.374e-01;2.670e-05;2.273e-01;2.557e-05;1.046e+00;1.046e+00;1.045e+00;4.274e-01;4.803e-05;1.000e+01;1.000e+01;2.326e-01;-3.970e-03;1.046e+00;4.999e+01;2.325e-01;-3.970e-03;1.046e+00;4.999e+01;4.999e+01
0.127816000;1.045e+00;2.354e-01;2.782e-05;2.253e-01;2.666e-05;1.046e+00;1.046e+00;1.045e+00;4.238e-01;5.004e-05;1.000e+01;1.000e+01;2.306e-01;-3.949e-03;1.046e+00;4.999e+01;2.306e-01;-3.949e-03;1.046e+00;4.999e+01;4.999e+01
0.128816000;1.045e+00;2.352e-01;2.782e-05;2.251e-01;2.666e-05;1.046e+00;1.046e+00;1.045e+00;4.234e-01;5.004e-05;1.000e+01;1.000e+01;2.305e-01;-3.947e-03;1.046e+00;4.999e+01;2.304e-01;-3.947e-03;1.046e+00;4.999e+01;4.999e+01
